#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008
     301    6000.2683     410.2320     515.8623    2538.4596     359.0858     304.7405    1038.8809     833.0071
     302    5419.7916     399.0560     267.9026    2224.2546     464.4707     399.0854    1160.0432     504.9791
     303    6620.4018     455.9887     364.5064    2720.6235     518.2046     406.0300    1497.2548     657.7938
     304    6343.7755     527.9703     360.8715    2710.2476     516.1704     463.9152    1095.7940     668.8066
     305    6503.8006     528.3036     356.5445    3079.3452     480.5753     390.1931    1163.8229     505.0160
     306    6013.7994     489.2248     474.5091    2900.1230     396.7073     310.6553     973.5894     468.9905
     307    6711.9653     382.6463     438.1237    2783.2418     577.2674     441.4755    1327.8892     761.3214
     308    6819.8764     340.1507     313.8224    3023.7882     472.5081     502.6983    1394.0784     772.8303
     309    8376.6041     635.1626     399.7301    3970.0711     483.2205     405.5273    1476.5482    1006.3444
     310    6235.0618     381.3838     477.1140    2615.5582     397.5038     288.7372    1377.4741     697.2908
     311    5934.1932     407.6120     335.1385    2556.1358     459.6818     391.1934    1023.3785     761.0533
     312    8216.3155     409.9319     420.8549    3393.2127     786.1138     527.5577    1639.3003    1039.3443
     313    6431.1710     359.6800     314.7887    2499.6146     646.5056     559.1113    1327.3246     724.1461
     314    6270.1822     378.1123     306.0518    2823.4065     376.3525     418.7849    1327.5533     639.9209
     315    6999.2308     533.3008     473.0667    2444.3799     428.9515     316.9410    1799.1943    1003.3965
     316    6723.7427     524.5080     411.9406    2637.3923     662.0170     567.4080    1088.1040     832.3728
     317    5243.2377     461.2062     297.0899    2239.5513     313.5690     310.4197    1056.3958     565.0057
     318    6495.4051     496.1191     381.3180    2819.0629     533.2943     411.9692    1206.0906     647.5511
     319    7353.5206     711.9246     456.3247    3123.2562     452.1177     421.1476    1296.3131     892.4367
     320    7000.2431     303.4885     245.3502    3023.4816     615.7133     592.1856    1339.8947     880.1291
     321    6749.8701     324.1572     358.2680    3098.8529     526.6096     356.9905    1137.5796     947.4121
     322    6806.0486     327.8801     330.5203    2837.4271     558.2580     380.5074    1387.2601     984.1956
     323    6251.7432     311.0666     230.3566    2414.3977     409.8386     475.6208    1660.1542     750.3087
     324    7449.3611     689.7709     629.8578    2564.5578     506.5141     571.3152    1522.9551     964.3901
     325    6770.8123     443.3075     345.5961    3011.6148     411.1463     430.4607    1404.8721     723.8148
     326    5904.3090     707.5352     436.1827    2692.7661     289.7816     268.0491     989.3364     520.6579
     327    5803.8903     304.7612     241.9215    2536.3186     520.3109     417.2898     951.2567     832.0318
     328    7231.2227     523.9003     528.1519    2969.7010     715.4098     458.8866    1084.4013     950.7717
     329    7494.9473     541.5942     360.2082    3304.8926     434.1115     343.0880    1562.8667     948.1860
     330    6703.4269     321.1256     273.8320    3325.4875     429.5882     443.0543    1192.7229     717.6164
     331    5498.6089     485.0659     459.1935    2196.7508     360.0789     338.7840    1006.2759     652.4598
     332    7249.2927     470.0765     394.5407    3402.4463     394.7329     435.7680    1451.8689     699.8594
     333    6880.6419     309.9397     293.5503    2936.8302     618.0624     539.0505    1344.9172     838.2917
     334    6393.2889     421.6590     364.8731    2686.7345     564.3917     462.7594    1111.6930     781.1781
     335    7374.1335     585.7957     686.3573    2909.5632     520.3112     514.4489    1187.5921     970.0651
     336    6319.2064     412.5603     301.9906    2866.8564     354.3780     454.9291    1333.3001     595.1919
     337    5386.3674     697.8464     346.6899    1780.3498     265.8951     262.0154    1419.7310     613.8398
     338    7715.9508     548.3496     480.1620    3006.1994     470.6692     382.6477    1730.6503    1097.2726
     339    5471.8649     367.0071     288.7422    2258.6711     436.0968     360.2092    1119.4318     641.7068
     340    7733.0443     683.6296     595.6076    3389.4289     428.8807     498.7768    1458.7642     677.9565
     341    7043.9149     427.6109     423.4469    2790.9535     601.1424     484.0431    1700.1304     616.5877
     342    5938.8859     419.6047     326.0226    2586.9460     533.6433     367.2747     965.4085     739.9861
     343    7542.4765     492.5508     459.1338    3169.6175     715.4334     606.7738    1231.5971     867.3702
     344    6329.3852     383.4592     318.9936    2749.5943     523.3909     388.1126    1188.3949     777.4397
     345    4875.5186     312.9252     254.9404    1846.5560     407.6561     361.7951    1086.5116     605.1341
     346    6239.9683     333.9991     504.3908    2138.4215     576.3381     535.0019    1191.1039     960.7129
     347    5782.9090     563.4314     373.6661    2408.8877     458.7916     350.2115     930.2438     697.6769
     348    8806.6242     509.7943     448.7048    3945.2248     691.3573     608.8692    1598.6800    1003.9939
     349    7968.0410     651.7589     446.5637    3266.1114     758.1856     567.9684    1415.3431     862.1098
     350    6189.7215     477.3063     313.0966    2588.9261     434.0663     308.7114    1469.4284     598.1864
     351    5079.8075     524.2309     400.7848    1869.9098     261.5504     273.7034    1135.1434     614.4849
     352    7075.0147     497.3612     618.9201    3024.8206     557.3541     464.0588    1011.6756     900.8245
     353    5203.0575     313.4755     266.2102    2291.2407     366.6490     292.7127     996.4481     676.3214
     354    7781.9313     481.5321     400.3403    3404.7317     574.6395     512.7572    1727.6975     680.2330
     355    7008.6422     422.1500     360.5726    3229.1178     502.9647     395.9261    1163.1509     934.7601
     356    6480.9053     623.2634     511.8450    2837.3468     344.6977     278.7423    1173.4643     711.5458
     357    5789.4122     360.5878     324.1498    2545.2012     360.8185     286.8141    1362.5009     549.3399
     358    7922.6863     601.4808     414.9163    3630.7732     750.0322     595.7476    1161.4788     768.2574
     359    5908.6406     307.4739     288.0439    2496.3215     543.3411     449.4148     998.3525     825.6928
     360    5277.2436     363.2161     276.5771    1892.1508     428.0901     404.3660    1180.4496     732.3941
     361    6837.1258     364.3186     334.7879    2443.1940     652.2652     537.0051    1642.5599     862.9951
     362    7543.4765     628.3305     565.0429    2999.1157     493.8814     664.5287    1467.2335     725.3438
     363    7276.5735     605.7441     629.1799    2866.0850     358.3397     273.9360    1452.3276    1090.9611
     364    6081.7205     454.0331     361.5976    2368.0102     464.1723     404.7512    1340.1654     688.9906
     365    6640.0204     509.1339     427.2915    2525.8976     676.8098     522.6174    1211.5413     766.7289
     366    9173.6347     481.1212     596.0596    4167.4893     587.6132     598.2725    1854.3581     888.7208
     367    7869.1114     512.7682     483.2233    3096.2565     626.9999     616.7819    1524.8164    1008.2652
     368    8558.6952     824.3072     595.9332    3492.5068     505.9280     457.2615    1704.7406     978.0178
     369    5908.3636     318.5668     323.4310    2691.4415     463.0226     383.4582    1248.8063     479.6372
     370    7212.5682     399.2692     437.1412    3072.6135     692.4144     537.2395    1244.7714     829.1190
     371    8562.3051     610.4142     538.0570    3901.9202     470.1904     402.4169    1651.2529     988.0535
     372    6831.2526     558.8260     402.4935    2935.1093     537.8667     426.2013    1100.1506     870.6052
     373    6306.3570     414.9464     339.4011    2532.7595     614.0569     458.6170    1164.4913     782.0847
     374    6350.7760     549.8512     619.8997    2448.6841     386.9094     368.8855    1348.2843     628.2618
     375    7027.8918     396.0053     517.5137    2569.3780     496.4886     447.4057    1645.4276     955.6728
     376    5542.7643     378.5439     369.6013    2236.8741     461.3096     377.1237    1015.8924     703.4192
     377    7296.9371     541.6210     579.8202    3126.9244     526.6781     478.2866    1148.0277     895.5791
     378    6898.6872     680.8402     600.1685    2530.9594     309.6260     284.2470    1583.7993     909.0468
     379    7216.9956     475.7969     321.9835    2887.3742     673.9200     532.5438    1563.4589     761.9183
     380    7231.9145     598.9707     485.5898    2892.1580     370.5830     345.7227    1450.5695    1088.3209
     381    6113.2582     515.9000     471.3490    2265.3108     364.8511     259.4996    1550.2590     686.0887
     382    8171.1767     436.9682     494.6431    3653.0138     626.6448     546.8597    1356.6369    1056.4102
     383    5441.6430     428.2107     336.3884    2190.6023     406.4999     337.7316    1241.5902     500.6198
     384    8159.1360     374.5225     408.3726    3475.6593     692.1419     597.4569    1647.9911     962.9917
     385    6836.1005     699.0507     533.5576    2807.1315     482.1302     431.7997    1040.5604     841.8703
     386    6005.2914     498.5849     402.6143    2682.2559     399.2008     347.0076     866.9561     808.6717
     387    7023.5663     394.9534     329.2086    2659.4361     668.1391     573.1035    1633.4159     765.3098
     388    5411.1872     438.1838     349.0331    2145.7092     420.1062     370.8905    1115.1652     572.0991
     389    8695.6867     763.7161     570.8831    3765.3668     420.3274     481.7752    1821.3733     872.2448
     390    6641.1825     343.7324     270.8364    2716.8765     566.9391     454.0999    1320.1930     968.5053
     391    6183.3923     429.6625     404.6276    2276.5389     603.1838     489.0225    1209.2720     771.0850
     392    7550.2351     562.7797     404.5326    3035.6940     503.1271     548.7715    1536.1951     959.1352
     393    7275.6077     398.1892     403.8952    3275.1707     446.8217     366.5427    1411.1937     973.7944
     394    8105.4299     538.6144     446.9304    3620.8527     509.2689     512.1693    1682.3374     795.2569
     395    7431.8501     596.5377     525.8577    2876.7505     528.7753     496.0488    1416.2841     991.5959
     396    7572.5254     541.1726     607.6665    3290.3481     486.2727     440.6323    1365.6371     840.7962
     397    6490.0393     358.1706     381.7220    2629.3710     498.7557     444.9164    1438.3597     738.7439
     398    6884.8084     428.0619     488.1037    2316.7343     557.3329     464.3876    1711.0657     919.1224
     399    7372.6097     480.4242     428.3313    3002.6651     595.7123     392.4321    1346.5025    1126.5421
     400    6300.0610     565.4795     441.8540    2897.8643     425.0895     323.9491    1079.5281     566.2966
     401    6679.5462     770.7185     600.9709    2617.8028     630.4509     355.6817     933.1371     770.7843
     402    8908.3852     498.2835     435.4698    3902.6503     830.7052     746.9258    1629.1136     865.2371
     403    6987.0027     348.5211     437.3084    3125.8398     578.0081     534.2454    1254.0467     709.0331
     404    8016.4179     422.4685     464.0012    3614.9430     652.0399     464.4055    1467.4446     931.1152
     405    5273.1508     334.3236     348.2196    2087.0481     389.3213     352.6323    1167.4184     594.1875
     406    6536.7080     377.5410     393.7951    2659.1021     480.9374     350.4138    1335.3127     939.6060
     407    6461.7549     436.2197     278.2604    2784.4973     431.2092     411.1939    1487.6552     632.7193
     408    5836.4110     413.7311     446.0029    2507.4151     552.4927     366.4859    1017.3350     532.9483
     409    6723.1706     349.0407     343.8887    2777.3921     542.3776     513.0450    1333.5160     863.9105
     410    5503.1781     398.8697     365.9022    2107.1689     501.4991     378.3615     945.9146     805.4621
     411    7370.1109     565.8902     448.0028    3002.5162     405.0846     372.2437    1552.2378    1024.1355
     412    6811.0954     406.6394     340.5942    2815.1721     619.0278     487.6880    1260.4520     881.5218
     413    7165.1092     476.1951     452.8779    2994.8419     581.8069     430.0644    1204.1832    1025.1399
     414    7286.2030     574.3544     412.5647    3064.6737     380.4122     438.4637    1667.9501     747.7841
     415    7645.9922     411.6779     428.8791    3188.1499     522.9453     535.9355    1648.0166     910.3879
     416    5378.8832     394.6075     325.4428    1910.7441     501.3008     409.6916    1194.3498     642.7466
     417    7292.7437     469.0610     403.5651    2723.9457     585.3634     595.8412    1732.6442     782.3231
     418    5252.8905     395.8986     364.1763    2099.3284     399.3944     317.3244     971.3393     705.4292
     419    4813.2481     333.7930     269.2444    2097.4346     393.7947     307.9817     944.0185     466.9813
     420    6996.3192     405.1671     532.1087    3145.3172     429.8374     362.3874    1336.2045     785.2970
     421    8005.1893     491.2748     534.4627    3163.5285     471.2835     380.6765    1927.5309    1036.4324
     422    9500.3970     589.4510     503.0873    4271.4950     548.2358     622.3999    2026.7425     938.9853
     423    5759.0621     485.6706     514.6258    2168.6628     406.2996     329.8429    1039.9906     813.9697
     424    5667.1352     442.4615     409.2458    2205.4192     453.5996     338.9449    1071.0352     746.4292
     425    8754.8574     548.9669     503.7038    3976.7296     476.3072     412.2489    1685.0500    1151.8509
     426    6979.7964     363.9723     388.0495    3306.9959     540.4186     455.6337    1101.2030     823.5234
     427    7703.6678     776.0522     610.0589    2610.4382     439.8575     393.3384    1853.8060    1020.1166
     428    6219.0581     521.6711     611.8846    2388.8338     487.1832     365.8264    1214.5289     629.1301
     429    9275.6961     749.5134     669.9200    4063.4832     526.9381     563.3351    1715.6160     986.8903
     430    7389.4325     590.2980     432.4408    3474.9691     371.2568     345.0035    1515.8377     659.6266
     431    7548.6767     311.2362     250.5511    3700.4852     602.2175     565.5140    1200.5954     918.0774
     432    6539.9863     389.1974     386.7179    3086.2799     456.6558     291.4329    1119.2405     810.4619
     433    6361.8894     552.8550     460.0636    2759.1909     504.7177     488.3687    1016.8953     579.7982
     434    6269.0873     396.6410     452.8315    2617.5632     490.0561     364.8764    1032.0356     915.0834
     435    5707.9218     348.9820     287.5607    2124.0968     546.1513     420.7500    1302.7658     677.6151
     436    7254.9900     389.0401     363.2840    3218.0192     608.6988     513.7401    1275.0220     887.1858
     437    7382.7447     666.1612     727.3350    3088.7847     589.9626     429.5021    1340.4077     540.5914
     438    7856.3043     589.1064     521.0784    3089.4607     441.6225     331.9384    1742.4824    1140.6156
     439    7865.6345     571.4669     543.8899    3092.1307     495.2703     428.1854    1861.1757     873.5156
     440    5830.5436     441.7075     486.0986    2106.7065     452.1721     468.2743    1170.0953     705.4892
     441    7121.4411     646.1199     544.4237    2554.6244     468.2816     429.4145    1545.1053     933.4716
     442    6818.7005     336.3682     258.7574    2752.8342     558.5372     573.9673    1731.9301     606.3061
     443    5707.1227     375.7916     294.7332    2213.2255     398.6111     344.4491    1508.9082     571.4041
     444    7100.1039     405.9091     383.5976    3553.9774     383.8787     407.5499    1225.4237     739.7675
     445    6962.4836     386.7652     370.4629    2859.0658     630.3618     664.7138    1125.0781     926.0361
     446    7643.1891     476.8757     414.1984    3333.3238     622.7162     541.2651    1302.2499     952.5601
     447    7795.4593     638.9111     500.6701    3313.1214     478.7012     480.4353    1644.3791     739.2410
     448    7462.1438     520.1762     418.2926    3040.5166     499.5048     452.3094    1841.0573     690.2868
     449    6899.7671     368.6534     304.3118    3049.0432     527.4621     355.1962    1460.4075     834.6929
     450    6266.0094     610.0234     382.9382    2696.2825     474.2287     429.9860    1005.0743     667.4763
     451    6352.6338     420.2351     385.5640    2750.4627     452.3978     386.3259    1002.0744     955.5740
     452    7679.3346     505.8106     419.6302    3535.8912     521.8482     470.9334    1301.6470     923.5738
     453    6591.1076     558.1085     358.4255    2895.2422     548.1425     518.4351    1002.0575     710.6961
     454    8399.1963     607.9237     443.2297    3569.4040     671.0177     616.2328    1480.4873    1010.9010
     455    6618.9498     381.0525     315.5859    3076.7041     445.5499     373.3996    1545.2100     481.4478
     456    7151.3819     719.0618     470.9874    3157.7849     390.8414     394.0221    1132.5578     886.1264
     457    6547.2806     548.9419     436.5008    2761.4197     595.8742     441.5453    1045.7547     717.2440
     458    8215.0767     355.8294     464.8015    3322.6702     944.4491     540.0783    1647.4504     939.7978
     459    8794.3130     577.0944     490.9081    3890.6790     680.4575     514.2610    1689.9335     950.9795
     460    5451.8891     499.0923     384.4662    2164.4727     402.8685     296.8967     897.7389     806.3538
     461    6898.7199     575.0443     361.7526    2535.7176     632.0530     496.9205    1468.3289     828.9030
     462    7203.1391     334.8374     275.8713    3199.1100     668.4043     547.5814    1115.0091    1062.3257
     463    6560.7630     369.8338     415.8456    2582.4372     536.8041     501.5351    1401.8033     752.5039
     464    5523.5158     335.5745     262.6434    2111.8915     427.7604     415.3240    1351.9158     618.4063
     465    6305.5284     585.0105     608.9650    2205.8173     401.5615     407.0567    1258.5983     838.5190
     466    6993.3867     368.9646     347.8650    2888.0973     613.2674     601.7319    1390.5388     782.9218
     467    7015.3863     413.3261     295.9536    3031.0340     403.6098     495.6302    1717.0381     658.7945
     468    7388.1835     706.3585     606.5514    2595.4333     451.1804     373.1992    1641.6319    1013.8287
     469    6602.5938     616.3541     407.4660    2831.9975     547.3758     526.7077    1034.0856     638.6071
     470    7966.0949     702.2998     661.9863    2876.7720     439.4446     350.2831    1692.8794    1242.4296
     471    5462.1730     646.9658     435.4797    2146.9268     384.6763     362.5107     964.5655     521.0482
     472    9124.9051     573.1311     813.1373    3807.0716     595.5285     383.6546    1737.4637    1214.9183
     473    6350.8374     500.5338     429.4457    2512.5611     514.6429     433.0238    1149.9927     810.6374
     474    6162.0049     607.3221     448.6806    2561.8419     377.8881     362.8512    1240.6468     562.7743
     475    9325.5838     941.1603     617.2258    3867.5769     464.5570     396.3084    1812.9448    1225.8107
     476    8088.2286     460.0607     502.3808    3623.6269     587.4851     528.4277    1515.7205     870.5269
     477    5957.9386     479.1764     355.4233    2493.1093     478.7452     330.6329    1084.2976     736.5538
     478    7764.9721     424.8525     298.0553    3663.9988     474.3968     535.7746    1531.2364     836.6576
     479    4256.9602     328.5449     262.2442    1728.4263     232.8088     194.7833     970.6072     539.5456
     480    7670.1376     552.6105     435.8900    3243.6343     660.3345     486.2201    1465.9497     825.4984
     481    6797.9563     467.0846     381.7293    2833.7859     544.2066     427.5728    1225.7519     917.8253
     482    7168.5269     628.3646     423.6411    3249.0270     385.5574     306.1884    1221.1522     954.5962
     483    5232.3050     407.9472     456.7713    2282.9024     326.5837     252.1050     802.1633     703.8320
     484    8376.8218     488.6438     489.2268    3986.4739     430.7631     455.8679    1392.1136    1133.7327
     485    7035.1680     732.7749     545.3103    3287.3920     564.6280     415.8786     922.6067     566.5776
     486    6429.5085     315.2532     278.1973    2909.7298     488.3961     448.8007    1300.8190     688.3125
     487    6890.3522     422.8237     402.7079    2961.8474     612.9379     565.9975    1206.3758     717.6619
     488    7554.1971     632.0520     612.1854    2788.7112     625.6192     566.1203    1336.0896     993.4194
     489    6956.4676     810.0431     387.6388    2760.5440     589.7093     428.9962    1153.1839     826.3524
     490    6964.1084     700.5269     456.5845    2815.0323     434.1733     345.2589    1474.3989     738.1336
     491    8949.7857     508.9709     479.0523    4073.6006     717.4573     609.5759    1528.4535    1032.6753
     492    7807.0003     546.1404     465.7659    3007.4052     688.5972     692.6292    1678.2977     728.1647
     493    7857.7880     372.1373     379.5781    3356.0755     676.4469     555.0826    1792.4926     725.9749
     494    7170.2955     723.4301     543.5096    2788.7415     701.5170     488.5564    1146.2567     778.2843
     495    7288.2161     440.1760     439.6919    2645.5924     619.9433     475.0351    1827.0413     840.7361
     496    7628.7542     521.4313     391.8379    3580.0285     657.8489     477.9354    1151.8324     847.8398
     497    5085.5188     353.5019     306.4460    2322.3966     369.4797     345.9079     917.5067     470.2799
     498    7575.1642     535.5084     391.5042    3331.8547     524.5150     405.5018    1369.5082    1016.7719
     499    5131.1811     372.1892     342.1851    2319.3362     270.8888     303.0662    1013.3138     510.2017
     500    6357.8212     527.1611     374.6364    2607.1986     582.9858     423.9481    1099.8264     742.0647
