#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016     SA_00017     SA_00018     SA_00019
     133   10887.3758     377.0325     316.6924     307.6065     281.4116     289.4983     282.3938     246.1270     223.9641     203.3767     252.8428     300.0360     332.5267     339.0701     514.6370    3582.7737     566.8573    1605.3361     865.1934
     134    9183.4078     433.0010     448.2507     474.2615     382.1498     266.4633     279.6498     300.9751     264.1544     259.0591     266.6808     328.9646     408.9806     306.1389     284.0635    2066.8839     428.1386    1372.0082     613.5842
     135   11891.8242     790.5800     907.4313     609.5276     499.7812     310.8594     206.7364     188.7269     184.4439     215.8917     236.3727     254.5272     295.2621     261.9699     324.0684    3429.9822     627.0208    1512.8607    1035.7819
     136   11418.5103     726.8678     766.7934     565.3819     318.3875     216.2892     198.1759     232.6724     346.6744     360.4913     309.6238     224.0500     223.8574     247.5407     299.2290    3461.3399     580.1167    1632.7115     708.3074
     137   13681.7254     511.0837     466.0612     541.0173     384.4204     322.8299     384.9352     510.1306     394.0504     394.5000     718.1889     704.2969     433.1425     393.7725     342.0022    3204.3509     791.7286    1985.6709    1199.5432
     138    7312.0363     314.6611     202.7231     168.7118     162.5385     158.2741     166.9648     191.7224     189.9912     180.9761     192.3488     209.0994     236.0318     346.6776     358.2561    2196.6891     412.9740     966.3084     657.0880
     139   12247.9450     345.6674     324.7645     388.6303     381.4600     418.6214     308.7268     266.3581     266.7920     305.7310     372.4733     532.2720     609.6158     546.0141     558.8416    2998.1274     668.3973    1997.2210     958.2311
     140   12448.7191     900.5454     649.4371     536.1039     420.3329     277.4573     259.9011     362.8847     445.5814     470.1523     321.2464     260.1437     256.8835     316.3237     355.7625    3835.6127     373.0952    1517.3966     889.8587
     141    9186.2530     301.4421     205.2732     181.5835     238.3652     373.3162     423.4057     365.0921     323.6820     467.0217     438.0089     333.4469     296.9326     311.7263     394.8132    2073.8442     365.7391    1394.7079     697.8521
     142   10165.7940     675.8507     471.5357     347.7019     385.3005     268.1153     225.4401     198.8975     281.2577     457.7480     428.4224     267.5550     214.7287     225.7369     325.6046    2913.7265     506.2485    1344.4666     627.4574
     143   11350.5099     480.7795     360.1399     319.4828     242.0280     259.9370     318.1201     488.0862     530.9588     361.9912     314.4445     342.6600     471.5353     481.9770     339.5700    3090.9722     592.8301    1741.2949     613.7023
     144    9743.2208     546.9270     428.4795     446.0940     533.6610     515.2822     355.8549     251.1276     215.0143     214.1905     238.9028     264.8000     271.5900     324.2488     322.1977    2157.4895     556.1819    1458.4694     642.7096
     145   12087.0456     342.3286     265.9841     293.9424     310.7447     305.4701     348.3022     397.6289     406.1730     370.3799     311.5327     283.5279     383.4797     656.2449     672.2337    3221.0886     747.0752    1601.0607    1169.8480
     146    9950.3008     356.0769     252.1503     266.5282     286.1512     376.2253     399.4869     280.7246     311.2567     430.3587     527.4122     422.8036     276.4271     244.2391     279.7689    2606.8543     712.4871    1092.9605     828.3891
     147   10187.8447     591.6658     344.9337     307.1038     478.7118     511.6662     334.8083     242.7667     210.6990     220.8832     203.5955     215.3405     225.1862     247.3864     472.3400    2597.2686     493.4742    1515.8403     974.1744
     148   11793.4859     425.6076     452.2494     310.1052     276.7370     362.7075     264.8303     291.0943     382.1101     402.5537     380.8824     320.1470     257.0753     251.0605     343.8958    3408.7050     822.7368    1705.3774    1135.6107
     149   11353.4956     527.6859     270.6210     236.7853     268.5512     451.4620     392.2825     422.1666     592.0407     601.1305     587.8173     440.7580     415.9439     259.4154     263.0467    2585.7497     488.8435    1680.9874     868.2080
     150   12342.0013     739.3523     897.0575     641.7635     431.0520     221.7130     192.1719     180.4614     181.1239     204.6744     308.0652     376.6153     485.5509     434.1825     419.5353    2928.7534     584.6854    1999.3254    1115.9182
     151   10960.5662     661.9770     376.0043     291.0410     279.2816     377.5117     552.2539     613.6546     429.1497     305.5873     303.8447     232.1318     234.3320     247.3443     316.2598    3017.7458     584.2205    1259.1107     879.1156
     152   10126.1257     650.6868     502.9672     514.1032     321.5512     270.1146     336.8877     315.6523     295.4195     299.3706     390.9536     306.2769     232.8962     213.7830     264.2900    2439.0508     676.3218    1306.2089     789.5914
     153    9335.7834    1101.7639     405.6359     223.3085     219.1728     258.7024     301.0955     341.3974     327.0884     309.7547     346.0505     232.4343     200.4522     201.6992     249.3590    2457.2879     433.6519    1038.5513     688.3776
     154   11719.0829     472.5272     364.1202     318.7688     301.3220     417.2646     437.0716     246.6212     223.9787     266.3157     247.5678     228.7953     214.3958     340.5724     505.8757    4006.0339     717.1344    1680.8656     729.8521
     155   10372.6490     724.6818     538.8567     288.2695     275.0952     250.0178     292.6820     368.2333     449.8379     337.4781     341.0280     463.5616     354.2937     286.8029     300.0902    1946.8485     502.9681    1778.2636     873.6403
     156   11132.1138     655.9973     843.2084     474.5559     325.9505     373.4593     443.1340     348.6390     224.4292     196.8730     193.6491     303.8503     447.4337     291.7651     335.4568    2894.8202     469.4151    1340.0284     969.4482
     157   11075.8020     805.4493     480.1193     387.1738     257.5522     218.0532     268.1032     377.2888     504.3765     620.5154     428.8854     387.7300     387.8371     348.6915     565.5415    2550.4137     535.2960    1188.4933     764.2818
     158   10282.3589     498.0600     324.4156     266.0799     243.9060     332.9749     316.3341     394.4780     321.3313     384.8318     329.2323     279.9725     321.6672     457.7994     666.9969    2558.5844     569.1290    1316.8676     699.6979
     159   11755.1438     486.3127     439.4395     407.0660     441.1418     364.1486     350.7252     424.6262     325.0420     315.3440     331.8758     286.7028     232.6158     219.7184     267.8868    3428.0060     639.1983    1675.5893    1119.7047
     160   11505.7643     450.7289     285.0260     254.2373     264.6241     320.4283     386.0171     387.3847     275.4152     297.1195     412.1345     594.1393     637.5078     374.1225     358.7554    2939.2395     580.3544    1837.9100     850.6198
     161    9560.5857     424.2261     395.9252     330.1009     218.6230     210.7160     210.2945     214.0049     258.5370     409.5800     590.4216     610.5146     377.0663     221.4257     267.0528    2524.6245     448.2862    1221.9657     627.2207
     162   10400.3316     460.1104     347.1315     274.9384     297.5166     382.0439     286.9637     296.0612     273.4542     280.2905     271.4752     212.9690     213.5843     225.8858     316.6956    3444.5155     550.7164    1118.1752    1147.8042
     163    9927.7154     559.5285     454.9248     519.5955     295.6347     177.5187     170.4723     172.4300     186.1429     175.6141     219.9034     311.6145     421.4351     454.6125     336.4113    2923.9138     459.9611    1323.0920     764.9102
     164    9633.6726     592.6841     351.6287     328.3753     338.8841     314.8141     220.1360     209.9042     191.4170     208.1610     209.5267     202.9129     187.2551     227.1120     274.9017    2932.9875     510.3586    1400.8131     931.8007
     165   10712.9247     518.7390     364.2263     331.4174     395.2355     487.5525     357.2979     280.0006     241.6930     180.7569     177.7917     168.6029     188.9108     209.1939     230.7588    3246.7754     628.9289    2053.0938     651.9494
     166   11369.6629     551.3165     282.8429     234.9071     236.1393     216.7010     236.5608     320.5034     466.7796     413.8541     448.0304     410.8500     485.2181     342.8294     305.2473    3007.8969     608.2678    1880.1287     921.5896
     167   11825.6186     665.5380     671.8348     474.0250     351.1877     294.0171     267.0982     225.9076     270.3534     333.9346     538.9052     538.3466     441.0540     328.5628     362.7763    3332.4010     519.5823    1429.4679     780.6262
     168    8435.9221     393.7071     264.6157     232.2224     212.4911     206.4335     209.6299     244.3453     225.0320     217.3772     211.8528     241.4267     326.8948     316.2634     353.4247    2122.7125     568.8041    1348.0356     740.6532
     169   10784.0881     468.6603     345.3763     330.9658     413.4894     393.2022     381.1448     446.7725     377.2482     400.9346     344.0804     401.2298     284.5656     239.4261     264.6365    2619.5016     505.1114    1725.7111     842.0316
     170    8915.3064     324.6468     248.0662     267.4819     275.2440     212.0953     169.9769     165.7780     170.2555     197.9335     239.6257     376.1682     427.8724     465.5293     381.4237    2506.8756     565.9852    1275.6829     644.6652
     171   13102.0729     990.4886     906.3704     684.3403     402.3185     388.7831     473.5668     396.3177     304.0598     301.0139     241.3031     195.8197     182.5555     319.8461     668.1534    3489.0773     381.4698    1787.1251     989.4639
     172   11419.0318     521.3321     231.4674     193.2503     184.7808     193.7569     239.9697     276.5044     330.4062     407.7901     316.7435     310.2744     375.1054     336.6848     404.4552    3745.2624     576.5275    1718.8975    1055.8232
     173   10746.8837     388.6452     295.0484     270.6753     221.1291     238.8122     411.7819     568.7362     624.7175     408.9712     396.5931     356.0340     318.3079     354.7332     447.3524    2661.0802     605.6147    1312.0284     866.6228
     174   10058.7153    1112.3399     633.5008     345.2120     296.6887     377.2528     308.1185     282.7848     248.1668     207.2191     202.9823     220.7963     240.1566     202.2114     219.3735    2096.6696     689.3399    1511.5581     864.3442
     175   10793.9497     613.9608     712.5740     565.1305     298.5959     255.2383     266.8997     253.2004     235.0606     307.2926     331.9130     262.8344     210.5275     229.6335     308.3733    3170.8796     694.1261    1287.1239     790.5854
     176   10766.9534     400.9913     351.1023     497.4599     390.3759     322.9874     261.9002     236.1164     276.4794     276.1324     274.4506     297.7363     416.2015     361.2246     361.5461    3072.9934     725.4071    1441.5709     802.2777
     177   12251.6890     353.5917     235.0787     259.2653     368.2366     433.6691     443.6488     593.3678     604.6356     411.4328     464.2910     369.5189     372.7126     287.4780     392.3880    3223.5501     749.8464    1879.8202     809.1573
     178    6448.2542     310.2932     234.2127     244.3482     272.0613     247.7749     234.4851     235.1202     240.8125     232.8069     188.8703     154.6035     163.6205     167.0226     200.3312    1696.9139     267.8663     867.8558     489.2549
     179   12800.8671     961.8422     595.0188     581.0833     376.1291     401.3680     332.5605     443.0413     610.9387     566.6291     428.9126     373.2786     330.7661     382.2083     514.6861    3516.4856     642.6816    1101.6778     641.5593
     180    9831.3169     334.6334     244.6065     369.9962     353.7284     278.6182     294.2282     210.3592     194.8892     181.9717     176.0510     195.8066     276.0738     380.3519     394.5314    2806.4863     576.1768    1418.2027    1144.6055
     181   10961.1173     619.8296     705.1559     711.5086     525.5263     360.3587     282.0323     265.8921     280.8624     307.4511     348.9742     390.7051     405.1907     339.4514     369.9491    2311.9926     520.1652    1516.9938     699.0782
     182   14460.2730     606.7949     486.2842     503.6933     566.9361     425.3123     324.5096     291.7577     308.5551     510.3820     615.8056     467.1492     471.7094     341.9390     584.2176    4579.4967     765.5341    1781.5914     828.6049
     183   12091.4484    1243.1907     661.2723     408.5827     344.7626     255.7717     298.4679     353.9502     335.6259     278.0081     219.3034     235.2776     355.4327     327.3580     554.2674    3177.0288     660.5547    1531.0016     851.5919
     184   12504.1636     598.3769     377.0203     228.3184     227.7814     274.3846     285.9853     268.8988     375.8461     432.9638     727.1195     689.6045     578.1092     418.7930     458.3771    3741.5542     692.6802    1343.9564     784.3937
     185   12700.3425     539.1780     465.1508     447.3842     332.5748     249.2246     318.2889     456.8458     501.7617     510.7552     356.3080     274.5508     293.9221     353.6999     349.5909    3355.1725     748.6570    2238.7232     908.5541
     186    9707.0586     510.4670     351.6477     372.5452     359.2599     413.7228     400.0486     350.7393     257.7192     213.0852     203.9883     215.8957     274.2322     336.4437     359.6083    2590.4509     506.7523    1200.3059     790.1464
     187    9634.4824     499.4603     431.0241     363.7161     250.2507     193.3109     182.7585     183.9916     190.5972     214.2540     257.0294     297.5787     284.5549     295.2912     274.6756    3056.5048     404.1384    1205.3233    1050.0227
     188   10611.7494     742.6861     546.4625     494.2933     351.6503     251.7581     244.9938     239.3800     299.5792     442.7096     404.0676     438.1248     358.4640     274.9711     284.4890    2442.7761     654.2696    1442.8786     698.1956
     189   11513.4881     493.2412     375.8546     554.0378     690.1873     530.1474     469.7741     364.1051     301.8090     511.8590     471.9153     424.2782     457.5495     315.2854     331.2686    2765.8582     386.4378    1239.3409     830.5388
     190    9579.7403     407.5411     351.0083     435.4440     351.7928     259.9304     295.7568     421.1021     561.7301     447.5937     398.9484     441.7742     313.6206     294.3648     321.1280    1990.7595     364.9854    1126.0344     796.2258
     191   12450.7607     387.5420     400.5457     394.1348     405.1191     480.2302     478.1478     425.9577     450.2524     346.7178     361.4045     262.8773     258.4226     405.7146     468.9010    3349.1137     586.9633    2170.1813     818.5347
     192   10651.1640     577.4241     398.0996     308.2347     313.2362     322.3439     243.6257     341.6818     467.2209     467.1949     249.0930     232.4976     297.5862     345.8017     338.8217    3344.8051     624.3103    1301.4079     477.7786
     193   11784.1055     577.6331     446.7722     637.4835     614.8180     462.2260     499.1518     327.6014     304.8579     382.9844     500.8373     426.9802     374.9733     417.2866     448.7872    2546.0466     626.0474    1347.4312     842.1876
     194   13163.4022     786.0366     848.2905     420.8744     395.0245     399.0704     306.4023     245.3099     326.4824     397.6301     303.5920     251.1821     207.7061     234.2080     441.0315    4027.4713     903.3312    1682.2220     987.5370
     195   10424.3447     471.3243     407.2216     338.9870     279.3655     281.2600     373.1495     437.0098     342.7361     257.4090     243.1757     331.1433     296.2737     285.5716     274.7992    2495.4585     620.6890    1927.5058     761.2651
     196    9651.2765     530.0156     304.3221     193.1771     185.3094     159.3843     161.0298     175.6864     176.4908     195.4339     219.3709     326.5950     298.2331     280.7229     325.6101    2930.2634     651.8724    1452.3962    1085.3632
     197   10229.3772     386.2671     297.0383     400.3890     474.1771     293.0639     176.7263     158.3769     165.4244     169.8314     209.0952     285.1621     353.9175     552.7391     507.6324    2947.9573     642.5819    1451.7637     757.2336
     198   12410.4613     536.5210     534.7601     322.3172     306.2864     496.1612     472.5898     404.7764     302.6447     314.2222     382.2045     511.4454     350.1095     299.4075     417.7967    2961.6790     601.3857    1839.8189    1356.3350
     199    9386.5770     313.5506     239.8220     247.0459     296.6519     268.9093     250.3487     267.2867     295.7165     358.0217     445.6121     416.0414     300.6789     329.2181     386.6424    2605.6162     521.7347    1214.2130     629.4670
     200   10505.1013     402.7583     508.5869     484.8938     476.8564     236.4175     191.4876     184.0994     190.2323     188.4481     187.3875     207.0375     259.5901     492.7838     675.5930    3022.9245     526.0318    1423.6126     846.3603
     201   11697.4480     640.8334     676.1565     548.0356     347.3515     372.5011     330.5961     258.9026     225.4564     253.2413     215.9622     211.9839     196.6613     276.4923     377.1019    3205.3735     546.0702    2047.7237     967.0046
     202    9844.8738     699.0133     375.9836     291.8497     288.8873     216.0642     213.2765     214.3013     230.7042     312.1544     229.5715     191.2422     218.6003     352.7261     569.7660    2809.0613     570.4578    1167.1681     894.0460
     203   11962.4167     651.0589     681.2862     413.9335     390.5154     340.8999     246.8920     300.2378     324.4734     361.4707     366.6652     446.5505     361.2167     361.5349     524.8280    3068.0334     463.3372    1649.5255    1009.9576
     204   12641.9995     804.0861     544.1986     418.7187     322.6710     294.1114     301.4111     360.6562     330.4116     406.5400     443.4475     433.5410     346.1257     393.0599     360.6489    3879.5141     642.2884    1545.0798     815.4895
     205   11754.5162     436.8317     249.4654     242.5054     324.8801     370.3309     400.5669     478.9112     473.4471     310.8764     252.6644     407.3465     577.0761     482.1378     412.2691    3039.0704     638.0682    1621.4519    1036.6168
     206   10538.2276     685.2757     368.2833     272.4897     260.4758     228.7046     301.2532     330.2756     376.0659     330.6308     352.3315     390.1267     252.7103     280.7263     406.5532    2388.6442     631.4305    1600.4468    1081.8036
     207   13331.9944     574.0902     424.0593     413.0094     522.3696     321.6847     338.8245     451.4375     474.3151     417.2808     546.7730     492.5985     379.2274     330.2471     352.7211    3183.7361     779.3103    2705.6914     624.6182
     208   11124.7526     991.8803     552.8899     485.3834     456.0946     233.1756     226.4416     300.1945     341.2755     268.3458     189.2639     268.9091     338.7466     339.2208     318.1925    2675.0613     741.5362    1570.7879     827.3530
     209   10625.0082     524.3885     524.8695     392.3308     264.5554     307.7447     324.1904     311.1639     309.3469     328.3785     285.6391     320.2867     309.5667     401.1938     388.2001    2685.2214     492.8184    1422.8107    1032.3030
     210    9390.4843     457.2311     355.2670     398.9114     285.9761     212.6677     212.0446     203.4901     284.0139     318.2074     211.6964     185.0408     177.9418     202.0738     280.1690    3188.6414     426.3304    1442.8271     547.9542
     211   11416.0551     901.7307     389.9131     310.4866     316.6552     358.2331     350.6581     336.3833     364.4992     401.1978     439.8932     311.5946     228.7480     218.6254     288.1944    3154.0761     647.7422    1507.0359     890.3882
     212   10007.1231     496.0075     307.8847     361.7544     397.8181     422.6490     472.2308     488.1430     444.8588     262.5606     225.2826     316.2957     352.6564     413.1188     387.0368    2852.3432     323.6483     913.9748     568.8594
     213    9239.0014     399.1367     410.9664     379.7927     265.6088     215.0207     239.8592     283.3079     259.8393     198.0308     292.2769     449.1013     430.6262     306.3247     335.9789    2861.5137     440.3385     918.1125     553.1662
     214   10561.4665     490.8674     280.3099     267.3491     330.1188     420.1184     370.8721     303.0340     331.0305     308.5378     274.0936     403.2067     592.6265     410.4427     341.5641    2526.4238     591.5967    1685.1779     634.0963
     215   10503.8514     636.0059     535.5642     386.2687     368.1242     272.5578     333.6293     323.3340     265.6923     267.2689     402.4437     346.2425     316.2093     435.8719     349.5653    2418.3910     452.5912    1545.8707     848.2206
     216   11567.5309     663.4011     375.8413     285.5963     359.4842     498.0948     430.8362     383.1212     339.1248     217.2404     187.1909     181.0895     220.4197     322.1074     391.3047    3227.0681     705.4710    1749.9020    1030.2374
     217   12832.3409     582.3866     455.7761     328.7254     289.1177     276.3028     493.0156     860.8874     750.5844     466.1748     325.0705     335.7022     323.5367     300.5710     303.2171    3495.6939     552.9056    1792.4602     900.2130
     218   11066.2452     487.3180     404.6494     481.1667     532.8102     518.8294     395.1725     340.0910     238.6183     214.5337     260.1981     321.1648     459.5388     371.9676     452.8763    3260.2030     580.4143    1145.6632     601.0299
     219   12080.3431     383.8206     247.2512     253.1703     232.1940     228.4601     258.7597     382.9193     482.0706     369.2080     402.1316     444.7117     581.3964     507.6623     447.8073    4264.8532     381.0658    1243.1329     969.7282
     220    9761.5729     540.1407     312.2145     240.9142     186.6572     156.5052     160.1489     166.2604     248.7331     335.8435     368.8009     400.7778     290.5253     260.1972     485.9571    2972.5855     469.5021    1293.0659     872.7436
     221    9847.8384    1005.3704     582.9453     359.5208     259.2946     254.2520     290.4769     335.1170     277.0415     207.5145     210.7848     278.3746     302.7837     249.8882     258.5675    2798.5021     468.4181    1088.2738     620.7125
     222    9806.7197     669.8881     417.4873     228.0106     169.4881     174.2037     167.8532     179.6728     215.1765     289.0695     385.1093     260.1771     247.0920     218.5470     242.6903    2719.3434     699.0552    1879.6456     644.2102
     223   11951.2603     774.5017     597.0473     550.7072     390.6978     449.7857     491.5372     539.8910     537.8137     344.9314     317.8353     270.6378     318.9512     333.0751     292.4408    2161.6606     700.4028    1993.7475     885.5959
     224    8638.0747     454.7871     365.2538     230.8413     176.0007     163.8467     157.7537     160.5203     149.8820     181.1798     177.8147     194.7667     238.2952     314.9361     309.6253    2658.9673     465.3046    1440.9120     797.3875
     225   11579.0966     749.7850     815.7678     496.2808     304.9782     257.8189     300.1360     249.7668     215.2255     214.7835     259.0350     336.0458     370.5776     335.8068     378.9271    3735.2125     578.9062    1108.9674     871.0757
     226   10836.5971     687.6926     349.4373     265.8133     293.2441     321.2837     435.7966     418.8941     251.5196     207.4579     241.3361     331.9539     393.5404     385.4690     348.3124    3035.5176     704.3093    1368.4537     796.5654
     227   12884.5723     455.2527     331.9803     304.7507     367.4994     442.7145     373.6279     384.4343     375.2026     430.5782     419.3922     476.6267     614.6802     366.6808     407.2955    3452.5876     597.9518    2006.3484    1076.9685
     228    9880.7186     449.8319     285.3693     240.3595     254.9746     287.7758     290.9204     285.4638     223.2958     211.2424     214.4512     229.4762     296.3284     440.4253     353.0118    3283.7272     565.4549    1209.7665     758.8438
     229   11577.8436     777.3380     858.4351     690.1163     320.2343     210.4074     198.4411     279.9401     393.4080     299.3090     221.0017     204.6184     253.5503     459.8261     604.8263    2755.4068     569.9166    1551.2554     929.8126
     230    9689.5099     378.3350     230.7621     195.6570     199.8878     268.7043     350.2907     416.6783     311.3093     211.2111     289.7258     469.7474     508.8561     421.0322     376.9990    2737.2495     515.9379    1127.8393     679.2871
     231   10693.1461     681.5233     282.4756     219.9696     239.2728     373.8221     449.8720     350.4465     270.7185     331.4960     343.5669     298.2967     323.7296     291.5580     278.3317    3270.5595     523.8033    1557.0560     606.6478
     232    8221.4423     361.7109     297.8895     318.3322     396.2874     391.8249     324.6737     331.2236     290.1130     258.1577     294.1821     248.5560     210.0172     224.4864     242.3109    1985.1712     420.5946    1087.8751     538.0359
     233    8058.8629     340.3200     256.4895     206.9405     197.9473     233.3222     385.8804     311.7950     337.7816     313.7858     324.8437     297.1093     222.2561     259.8084     374.2767    2353.7289     331.7028     838.4230     472.4516
     234   10329.9508     689.3860     441.3366     348.9535     300.0924     391.4482     372.1201     239.0913     217.1903     226.4180     255.4861     417.6945     587.5909     452.4939     363.1013    2939.1005     619.4472     991.4970     477.5028
     235   12894.6176     648.1155     409.3713     349.0615     341.8376     257.7500     305.4041     524.4871     348.7422     364.7352     495.3464     534.7520     541.7610     617.8426     566.9867    3807.4004     602.0609    1543.2727     635.6903
     236   14721.0024     993.6535     912.0792     893.0797     704.6728     628.0131     383.6484     432.7477     292.5949     315.3020     441.4571     526.7875     367.8056     351.0842     501.9608    3064.3194    1055.2689    1801.4462    1055.0816
     237   11437.0440     387.9614     449.7318     452.5191     324.2411     207.2089     209.3188     259.3855     242.9395     295.8400     298.7839     337.4425     354.5921     294.7062     314.3517    3428.9113     835.0961    1654.7287    1089.2852
     238   11721.6954     435.5288     388.9380     300.6618     321.2903     351.8580     334.7461     336.7816     275.9210     291.3519     251.1344     372.7880     625.5177     441.1152     408.8276    3357.7932     650.8555    1852.2235     724.3629
     239   10642.1037     588.5796     418.3321     297.8225     222.3518     219.5028     399.4116     604.5204     642.0387     523.3848     410.1496     282.1522     229.5121     267.2191     507.6977    2641.9207     541.9240    1103.6427     741.9412
     240   10494.8321     511.9218     434.5064     511.0876     255.7799     228.8786     260.3625     257.4264     183.5959     164.0084     155.6287     157.1339     160.8508     192.9068     246.0867    3896.9959     545.7792    1324.0301    1007.8525
     241   11915.2204     708.9682     540.6611     470.8294     302.8770     252.1063     236.3695     211.6309     205.6804     255.1011     373.2198     505.3729     594.2382     534.6819     584.2860    2803.0485     861.6137    1521.3853     953.1501
     242   13124.9323     504.9185     421.6597     379.5911     499.3158     415.9963     355.0523     370.1508     458.5068     350.8386     361.6764     255.3794     199.6711     212.5156     289.2266    3951.9238     984.4143    2158.4559     955.6391
     243    9872.5835     376.5400     329.2427     411.9664     288.2828     207.0527     196.2531     246.3737     328.5393     377.1538     487.7781     519.2470     455.9785     319.0446     328.8793    2689.1249     442.7477    1317.1919     551.1870
     244   10772.7103     429.2871     425.6150     377.3627     288.1895     291.2917     423.1832     430.6904     284.0089     241.5957     257.7446     249.4531     278.1862     345.0518     417.2790    3111.7345     784.7346    1405.0018     732.3006
     245   10991.4223     314.8489     275.7953     251.6962     225.2481     207.5686     218.3769     276.1625     328.7601     355.6616     400.7210     518.5566     494.6157     568.1970     474.9814    3304.2475     694.3053    1406.6613     675.0183
     246   11953.2180     655.9511     557.1308     373.7860     291.4447     391.6128     466.5127     506.9109     384.0257     362.4299     335.4504     331.5813     346.7356     318.9595     333.8317    3069.5438     776.8010    1706.8563     743.6536
     247    9945.6574     524.1156     402.3298     604.4718     550.2192     293.0689     235.6265     236.3196     330.8676     351.9465     264.0829     298.0009     340.9867     248.0573     284.6330    2217.0828     343.3167    1586.7181     833.8135
     248   10626.6532     577.0304     391.3437     473.3283     423.4757     388.8016     406.8084     271.0923     225.7993     233.1506     315.3748     339.1474     296.7341     231.1473     320.6345    2747.8010     541.0087    1642.9389     801.0364
     249   12605.6826     712.4299     515.8105     414.0607     337.5599     434.1231     365.8148     274.2281     383.8335     785.9861     774.7481     452.8601     254.1652     220.1689     260.8625    2871.1399     731.0094    1759.7863    1057.0956
     250   10829.0151     416.7970     255.2808     266.8044     415.4605     597.5624     473.5095     266.5378     296.7167     293.6744     208.8656     189.5893     209.2011     239.3511     373.9578    3147.7085     553.6035    1631.7035     992.6911
     251    9065.9252     762.9062     334.0304     314.6365     256.9357     236.2857     214.4837     182.9411     194.7464     231.6772     202.3165     198.8082     208.8824     287.5877     342.8285    2820.5616     416.2635    1240.2618     619.7719
     252   10653.6667     316.3630     261.8481     369.8998     362.8418     375.3950     460.5710     458.0424     379.1402     257.3331     229.2465     258.8065     307.6398     312.1242     378.1209    3283.3381     450.3886    1407.9350     784.6328
     253   12284.7774     769.1869     629.5796     733.5585     682.8526     619.2691     463.9280     371.6502     313.6136     316.8521     270.7964     232.7938     222.7110     258.5224     306.2903    2738.6385     601.6467    1834.8468     918.0407
     254    9349.3791     638.2364     510.5457     379.5081     239.4468     221.1261     189.2773     178.8040     190.3156     188.9479     179.9350     213.9418     421.4591     430.0842     410.8689    2291.3902     583.5447    1465.6611     616.2859
     255   11403.0431     390.2145     384.2310     501.2287     482.0927     371.5517     261.5009     270.2588     269.1280     204.0310     196.4198     203.6392     309.7548     351.2620     426.0891    3193.1178     716.3326    1764.6198    1107.5708
     256    9829.5924     310.2129     206.7780     278.4545     350.4050     346.4767     217.3090     213.3981     232.5001     221.6311     205.4511     192.8106     198.0022     190.8572     295.8566    3369.8490     544.3526    1380.0941    1075.1534
     257   10141.3438     555.5535     622.5865     630.6657     463.2681     308.7321     283.9939     231.2461     288.9077     301.7119     326.2740     255.9125     211.7193     251.8961     326.8138    2064.6049     654.6189    1551.5623     811.2764
     258   11180.2253     434.3282     477.4152     564.5771     329.9449     289.5109     341.2965     432.7051     368.7004     292.2609     311.9454     340.0519     289.5206     315.6462     341.9428    2886.3942     729.0366    1549.2075     885.7408
     259    9668.7109     348.0313     262.9591     321.2407     524.8239     532.3651     257.5916     215.7542     196.6145     196.9553     199.8019     204.5238     208.9109     261.2094     288.9012    2708.1268     628.4492    1449.3543     863.0976
     260    9686.9705     511.6869     296.0859     239.7513     213.6940     250.6525     337.4115     398.4761     304.4316     302.2726     322.1965     318.3291     286.9660     285.7602     366.7995    2871.2392     582.6581    1223.1973     575.3621
     261    9320.9317     343.7942     214.6159     185.3134     173.6302     173.0544     202.9764     445.0805     520.1238     397.1026     344.2665     416.7931     336.3266     290.0295     335.7875    2772.6486     418.4900     984.6331     766.2653
     262   10818.1172     498.6378     504.3378     586.3010     644.1227     559.6993     502.4785     415.2958     397.6383     304.8225     190.9640     182.9694     187.1542     277.1904     370.0253    2350.9688     657.1270    1430.6294     757.7549
     263   10897.8974     322.1802     207.2129     193.2415     240.3012     400.5769     589.7053     626.7172     668.4935     400.9558     280.5287     247.2365     258.3236     314.2252     404.4580    3120.6605     494.0005    1436.5928     692.4873
     264   13073.5094     515.4983     441.0333     329.4927     360.1948     537.7020     390.6042     290.4770     235.3645     195.7905     320.6724     657.3028     859.3979     625.6691     446.8252    3641.1391     733.7178    1833.6464     658.9816
     265   12418.2698     496.2045     395.6786     432.8593     274.2319     276.9197     281.9934     242.4066     316.4545     608.7519     882.2630     458.7784     271.6414     327.3655     435.4587    3929.8490     675.0387    1227.8767     884.4979
     266    9997.2167     845.1358     460.5628     292.1403     257.3001     297.1499     390.5163     367.5193     265.9582     273.2149     235.4827     216.4072     323.0421     264.6599     246.5608    2738.1244     453.1055    1323.8237     746.5129
     267   11569.7992     508.9240     400.5105     441.7897     631.7802     592.8124     327.6524     296.8165     253.4789     236.0554     230.5833     243.3460     323.3022     437.1714     397.0181    3799.0100     601.6144     953.0869     894.8469
     268   11605.7928     924.9979     766.3587     479.2913     326.8153     206.0540     224.9440     343.1412     360.2819     330.6686     261.7981     209.7619     198.1537     202.5251     267.5009    3980.5131     588.6816    1132.3513     801.9544
     269    9864.8583     758.2808     572.8186     358.7806     309.4436     294.0633     365.6193     332.6582     285.0231     256.2309     259.3852     327.6639     373.4919     389.7839     439.8550    2687.6741     370.4590     917.8960     565.7310
