#Frame        RoG_ITP RoG_ITP[Max]
       1       6.8792       7.6460
       2       6.1630       6.9823
       3       6.0604       6.7421
       4       6.5076       7.3956
       5       8.1722      10.5955
       6       5.3414       3.4228
       7       7.7927       7.1779
       8       5.7895       7.4728
       9       6.8018       8.5156
      10       5.7355       5.6872
      11       6.2058       5.7123
      12       5.5575      11.5993
      13       5.7067       6.3244
      14       6.3548       4.4516
      15       5.7008       8.0375
      16       6.2666       5.6288
      17       5.4262       6.3507
      18       5.8829       4.4235
      19       6.7729       7.7351
      20       7.1239       9.5673
      21       5.7620       5.4929
      22       6.9390       9.0393
      23       5.3242       4.2984
      24       6.2436       6.3609
      25       6.9047       9.5316
      26       6.2304       8.8101
      27       6.9486       7.8703
      28       6.3248       5.8255
      29       5.1511       3.6722
      30       5.3454       4.9303
      31       7.0889       5.7026
      32       5.9143       4.9538
      33       5.7612       4.5806
      34       6.0660      11.8759
      35       6.4253       7.8398
      36       5.6973       7.6378
      37       5.8594       7.6220
      38       5.9398       5.5274
      39       6.3973       8.5263
      40       6.7458       9.3169
      41       5.1719       5.0762
      42       7.3539       6.6644
      43       7.1564       7.5696
      44       7.8028       7.7034
      45       5.6768       6.1137
      46       5.3027       4.2713
      47       6.9261       6.9085
      48       5.7510       5.3452
      49       6.8102       7.9369
      50       6.2443       8.2324
      51       5.8777       5.2920
      52       6.8592       9.5373
      53       5.6499       5.6601
      54       6.0047       6.8084
      55       5.3863       4.5408
      56       5.7582       5.5711
      57       5.8819       7.3074
      58       6.4114       5.3929
      59       5.8841       6.7922
      60       6.1436       7.7694
      61       5.4482       3.8492
      62       5.9765       5.9799
      63       5.6964       5.0101
      64       5.6259       5.5274
      65       5.7074       6.8424
      66       6.0895       7.1079
      67       5.2020       4.8858
      68       5.3583       5.7577
      69       6.0224       5.9548
      70       5.6234       6.5858
      71       6.7561       7.2359
      72       5.3421       5.7472
      73       5.6199       7.0509
      74       5.9495       6.8497
      75       5.9180       5.7526
      76       5.5058       5.5915
      77       6.7810       6.8231
      78       5.5142       6.7139
      79       5.6359       7.1639
      80       5.9500       6.6088
      81       5.6137       6.8606
      82       5.6736       6.7839
      83       5.5475       6.7885
      84       5.6416       4.6877
      85       5.4260       3.4837
      86       5.7212       5.0767
      87       5.4569       6.0969
      88       6.3407       6.8055
      89       6.5304       8.9412
      90       5.4585       5.9216
      91       5.8221       7.5051
      92       5.2573       6.4940
      93       5.7048       4.8008
      94       6.1016       8.2190
      95       6.6823       8.9420
      96       6.7328       7.4850
      97       5.9716       5.9103
      98       7.5208       9.0590
      99       6.0685       7.0377
     100       5.3219       6.5918
     101       6.0713       6.7166
     102       5.3978       5.4893
     103       5.4314       6.3262
     104       5.8079       7.0927
     105       5.3720      10.4812
     106       5.7023       3.5300
     107       5.7315       4.6157
     108       6.0539       6.0308
     109       5.3345       6.6831
     110       7.0310       7.8164
     111       5.6478       7.6838
     112       5.6675       6.3787
     113       5.5307       5.2333
     114       5.3708       5.2063
     115       6.7010       8.4087
     116       6.3824       8.7506
     117       5.9946       7.6457
     118       6.6224       4.9121
     119       6.5158       7.1491
     120       5.7356       4.3508
     121       5.5854       6.6299
     122       5.4901       7.0771
     123       5.5604       5.1499
     124       5.8957       8.2410
     125       5.3853       6.6819
     126       5.1072       5.3918
     127       5.4350       4.5939
     128       5.6594       5.7814
     129       6.2155       5.5112
