#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016     SA_00017     SA_00018     SA_00019
     132   13115.0453     677.6698     525.4672     357.3299     250.3020     381.2534     411.1783     441.5862     446.5183     433.8542     585.8716     463.4418     416.4807     459.0250     590.5589    1309.1593     556.9403    3943.0063     865.4020
     133   10592.1944     369.9124     267.2150     281.3590     377.8607     318.5736     249.8301     296.9539     377.0414     417.4485     343.7081     298.2553     280.7074     331.0398     566.3400    1626.2540     551.4955    2725.7912     912.4087
     134   11857.8680     383.9969     288.8157     413.6220     543.3340     449.9414     478.2533     344.9383     230.9150     306.1895     355.4881     322.7630     376.8644     355.6992     391.7558    1065.4284     681.6470    3897.9654     970.2508
     135    9863.0022     732.9146     538.4948     365.7277     270.9271     338.9862     407.4157     275.1946     249.1183     314.2518     239.0526     201.6733     206.0723     317.9866     354.1363     978.2984     460.4757    2869.7674     742.5090
     136   11911.4634     301.8346     197.5132     158.9314     222.1431     342.2451     443.1667     388.5199     511.9505     557.8650     539.8741     524.5816     467.2930     351.8364     365.1157    1271.6037     443.7004    4038.1301     785.1590
     137   13360.3473     665.0015     482.4258     400.0139     449.5223     404.5141     519.3862     565.3074     528.3943     378.4373     290.7307     261.4950     343.8926     404.0288     404.3418    2166.0950     686.8886    3653.3705     756.5015
     138   11659.9508     434.7048     405.0826     384.8688     292.0609     314.6890     455.7928     503.8707     391.7949     360.1491     387.9444     380.9189     443.9745     380.4044     477.9503    1251.5764     448.5755    3568.3254     777.2674
     139   12723.4946     791.3417     650.8470     558.0830     456.7916     369.2507     577.9099     723.5577     432.3974     223.1985     202.7929     208.6857     309.3920     360.5040     322.4489    1330.1038     502.9730    3676.3647    1026.8522
     140   10612.6820     628.8187     552.0953     521.0444     333.0838     264.0096     282.9590     223.2513     210.0427     200.1733     193.3145     195.2976     261.5115     370.9354     419.8898    1206.0705     377.6834    3596.9403     775.5609
     141   11833.8714     374.7712     371.3846     328.6501     416.5668     286.2224     362.6300     496.2542     332.2402     207.6700     228.9821     389.6260     518.8007     496.5072     365.3561    2046.1016     575.3118    3134.7059     902.0904
     142   11906.3461     695.5769     682.2308     464.3976     383.9595     350.2046     483.0076     448.8448     308.5809     388.3721     450.7392     334.7387     259.0894     249.1530     268.9527    1247.4160     417.0786    3615.9404     858.0633
     143   13349.6919     585.8784     865.1612     877.7969     493.5202     379.3398     251.5190     214.1559     177.1289     176.3753     223.5235     308.5259     329.7486     309.4064     327.7253    1458.8594     636.6889    4606.8289    1127.5094
     144   10023.6374     490.1075     338.8026     357.2141     284.4143     224.9413     185.2511     191.5703     181.2451     217.0264     325.2382     373.3095     383.2522     266.6674     278.9208    1142.3913     361.5453    3587.2038     834.5362
     145   12424.9013     335.6332     342.1436     323.9476     366.2108     546.0235     869.6272     611.7702     320.7228     290.8868     332.1625     373.8451     455.2578     497.6654     387.4293    1499.4164     431.4787    3622.4966     818.1840
     146   10743.9651     345.5473     225.4283     208.0676     184.0831     318.2034     445.8593     373.7601     305.1450     395.3594     572.9379     564.0388     454.4598     397.3316     462.1401    1380.0134     508.8088    2612.8804     989.9010
     147   12951.1660     655.8020     476.9162     570.4345     518.0212     485.5719     572.1419     573.5352     354.9201     304.7910     414.3557     422.7800     388.8364     336.3540     363.1246    1209.4910     592.2331    3686.9194    1024.9376
     148   10524.7191     834.1851     527.3897     367.1704     278.8109     385.2117     315.5430     261.3650     314.0380     347.7411     306.5044     251.3128     200.9328     205.0421     236.8963     995.8866     424.8415    3453.2271     818.6207
     149    9366.9854     537.0722     344.4571     281.5051     212.5078     200.5756     200.0654     201.8768     219.0944     285.3887     346.3495     526.5886     557.2712     328.0954     244.6126     895.7218     358.6485    2967.6314     659.5230
     150    9825.7648     666.8605     601.8854     360.6091     276.6515     218.8719     282.1101     427.2177     370.7454     322.5545     243.6634     211.9130     203.1855     205.0352     272.5728    1076.7424     553.4491    2899.0413     632.6560
     151   11419.0400     444.8687     325.7256     488.7961     519.9521     565.0624     490.3683     319.0010     272.2398     393.6064     441.7985     351.2548     367.7685     336.9617     450.6251     975.6645     337.0830    3191.7866    1146.4767
     152   12323.5349     399.8791     332.4662     290.4373     272.7951     325.1315     286.6166     401.4007     412.9402     435.8477     381.2331     304.7873     418.8612     546.4863     478.2395    1311.6855     706.5817    3997.0265    1021.1192
     153    9242.8211     308.9698     198.0183     177.5693     179.2160     218.9014     322.8988     376.7428     259.7265     275.7231     342.5003     437.0961     494.0666     434.5531     341.1801    1118.2258     440.1109    2691.8303     625.4922
     154   12886.9318     774.2271     483.1670     521.1084     488.2892     358.0618     307.0282     227.4219     224.2261     282.3061     498.1398     358.1716     496.9326     379.8866     429.7551    1760.4547     848.9431    3774.0877     674.7248
     155   11721.1870     624.3562     505.2786     392.5519     423.0025     363.0526     316.4866     278.7395     222.4762     368.3656     393.2173     382.9335     369.0916     344.8486     378.9607    1759.6469     769.4086    3256.3289     572.4413
     156    9923.3556     613.6514     435.9098     433.2753     412.4696     286.8823     207.8304     282.7687     436.8478     459.2949     458.3388     228.3692     203.2680     248.9894     266.5937    1085.6462     510.9930    2481.0261     871.2010
     157   12346.6397     658.3839     461.5069     378.4463     365.8107     285.1355     504.0454     533.9048     570.8213     553.2705     326.7214     228.7215     221.1465     264.9672     328.1366    1535.5235     570.9037    3636.6026     922.5914
     158    8935.1052     315.2534     205.6023     226.8370     311.5144     378.4018     324.2353     261.6903     250.5576     240.4543     234.5940     251.7757     252.8319     260.3808     296.2865    1226.9933     454.0516    2705.7564     737.8886
     159   10225.3673     309.6138     209.6598     188.9728     182.5690     162.6174     159.0017     173.3806     207.0703     325.2717     452.9996     536.0711     507.3658     700.8580     507.7319    1315.1103     495.1906    3091.5271     700.3558
     160   11007.0116     628.0983     546.8506     322.4037     257.0866     279.7950     305.2184     255.3518     245.5679     241.6574     331.3744     310.0082     324.2167     341.0019     329.5748    1081.6913     550.8427    3451.9377    1204.3342
     161   10570.8675    1132.4327     570.1629     380.8426     331.8071     259.9124     238.0056     288.3540     300.0242     332.2031     294.2855     319.3426     323.9762     310.5959     416.3129     986.3556     346.5901    2674.6624    1065.0015
     162   11182.1554     594.5552     391.5103     255.5488     235.4929     247.0767     292.4845     433.9020     609.6355     365.9914     335.2225     317.9784     241.5993     308.9044     326.7276     998.4342     366.4975    3810.7548    1049.8394
     163   11122.6078     647.9534     533.5290     339.5723     309.8594     252.9163     212.5466     197.2997     210.0260     219.7673     257.3338     351.8671     493.1855     471.5067     429.1896    1238.9201     438.1696    3947.2235     571.7418
     164    9720.3378     499.2599     371.3136     265.5030     284.0718     313.0439     252.1807     189.1029     218.0755     291.0694     286.7492     274.5344     243.4032     288.8595     322.7187    1317.3123     495.9623    2961.3983     845.7794
     165   12566.7640     879.0010     659.8119     570.1121     563.3587     409.7783     452.8385     345.6330     301.4321     249.3820     335.5095     351.0765     243.8764     274.8986     325.9725    1159.2320     514.6775    4073.4864     856.6872
     166   10915.6921     873.3760     582.8146     374.1481     322.1142     315.2168     500.6642     267.9376     237.6359     223.9001     250.3814     245.6383     270.0918     268.9398     336.8092    1580.7370     586.4096    2673.7315    1005.1461
     167   12184.5570     912.2906     791.2381     498.9854     256.7724     225.9252     396.2807     657.3986     589.8390     360.5771     265.3020     212.6481     241.2327     315.0821     375.7384    1433.5165     687.8672    3236.0900     727.7730
     168   10123.4193     455.6581     372.2010     387.7514     332.5989     344.3213     293.8758     325.1653     306.6727     282.1154     320.0289     327.0701     306.0619     321.8414     323.3947    1195.7206     369.3418    3227.1091     632.4909
     169    9881.1488     605.1455     499.0117     248.8631     167.0064     163.9381     153.9750     168.8004     154.0103     159.2266     182.0910     252.0481     283.2927     254.6853     262.2822    1904.4112     646.7326    2944.2249     831.4037
     170   10856.0864     570.5472     233.7583     192.4485     196.1712     219.7792     307.1400     422.0198     315.7397     306.8052     390.0334     279.8872     252.0093     217.0599     219.7127    1329.6709     533.8934    3939.0212     930.3895
     171   11864.5491     328.3181     383.3546     451.1612     608.6489     405.7639     376.9252     354.0444     317.8483     285.9201     300.8645     372.5625     445.5116     452.4897     418.3876    1402.8371     429.7857    3440.9622    1089.1636
     172    9764.6944     317.7096     208.1560     174.5086     206.8913     267.0191     283.4954     242.6558     208.8998     285.4965     517.8957     442.0977     375.8583     510.9680     512.5928    1109.8827     454.0409    2910.1498     736.3763
     173   12227.7443     327.2289     494.5946     728.1630     507.1226     374.2132     440.7741     395.6287     371.3056     417.0817     377.0908     367.2427     441.0233     415.6726     526.0894    1306.7380     715.5594    3051.5270     970.6887
     174   12062.1174     482.5301     395.8587     403.1969     354.9101     329.9701     366.4701     505.2976     523.5382     578.0518     498.3065     373.2432     342.6891     328.7567     387.5560     994.7675     410.5690    4108.6176     677.7882
     175   11117.8783     888.1950     524.0110     357.3064     362.0727     315.0922     298.4921     389.0115     385.7362     357.2978     398.5867     346.3014     310.0969     313.9312     260.1133    1685.8564     452.5318    2641.8769     831.3689
     176   10348.6725     756.7251     363.0180     265.9540     263.6987     250.5242     248.1137     226.3180     257.4845     301.2882     345.3607     464.3816     509.9444     537.2687     454.4569    1227.5683     446.6501    2690.3749     739.5427
     177   12205.2021     839.3051     528.1901     641.3715     516.1621     532.9432     418.4189     394.8392     507.7134     484.9002     392.9634     471.7528     292.5882     236.3464     304.7374    1136.7935     683.5249    3094.5005     728.1513
     178    9691.9102     360.6715     246.3675     214.0079     218.5042     205.7280     175.8539     164.1414     160.3417     178.2148     173.6705     169.5459     185.2549     230.7359     291.6940    1862.2343     654.4359    3392.3368     808.1711
     179   10407.2695     541.4242     465.0158     326.0926     274.3397     286.3170     302.3979     318.1556     286.5917     268.7430     226.3800     198.2616     200.1543     247.2168     360.6272    1767.9898     597.6521    2888.0831     851.8270
     180   11641.0448     354.7422     286.2765     324.4022     393.6023     322.9697     310.3218     441.2724     311.5911     353.5598     391.4869     430.1991     327.3484     232.2718     266.4024    2167.1308     552.5495    3532.8338     642.0838
     181   11687.1234     883.5239     444.8378     380.9450     513.8943     481.8038     260.6912     248.5096     273.7431     388.5451     389.8775     458.1059     426.2733     517.1215     410.7132    1009.6622     532.5549    3214.6427     851.6784
     182   10784.5649     310.5921     222.5998     233.4932     207.3576     193.8807     167.7743     157.8518     164.6596     161.1494     204.3870     369.5812     476.3115     398.2541     374.6650    2098.3680     699.6522    3571.4963     772.4909
     183   12228.7203     912.9504     804.7651     548.2465     337.6071     268.9464     355.6091     376.9920     308.4797     188.1527     197.1595     222.0409     226.9109     265.2028     331.2430    1964.4912     722.5622    3326.1285     871.2323
     184   13334.8615     575.9959     334.3068     273.8753     235.2667     225.7516     286.7012     297.0153     389.3951     448.5868     574.1782     605.0433     723.4436     471.6459     360.7787    2014.7245     484.8579    3966.1610    1067.1339
     185   12683.6081     699.4795     608.5282     810.5159     849.9405     488.0498     340.1583     458.2282     417.0111     267.0528     243.6308     247.8651     278.2780     376.2047     372.4754    1471.0625     488.0864    3079.7551    1187.2856
     186    9734.0264     684.2313     586.0102     310.7116     218.7950     225.1268     250.6459     271.3128     282.2750     254.8252     200.0029     201.5420     196.0753     202.0497     266.7648    1758.2536     574.6947    2372.8977     877.8120
     187    9616.2955     398.6215     336.8468     351.6773     347.3393     268.9421     292.6336     199.3104     191.6592     229.3157     334.9222     391.1845     247.7231     229.8166     280.3417    1418.1168     504.8650    2952.2031     640.7766
     188   11228.0933     488.4602     328.2498     302.4789     266.9623     208.5813     196.8011     259.4213     253.7819     365.7038     371.3390     391.9166     334.9023     296.6497     343.6945    1712.7232     621.8104    3425.0238    1059.5933
     189   10363.8567     351.8079     341.1910     391.2783     244.5587     201.5810     210.0027     274.5239     419.0768     410.1498     412.5492     297.9765     311.3704     337.5059     284.5875    1466.8545     592.5238    3022.2382     794.0808
     190    9678.9106     689.3264     459.3309     326.3100     231.7187     199.2353     185.8499     190.7158     219.2339     235.0844     301.9755     402.6113     454.0962     355.2398     264.3123    1239.1981     452.7310    2570.0487     901.8924
     191   12485.0522     601.8002     478.4636     300.6579     284.3214     280.4903     244.7087     345.4849     664.4167     608.7107     433.0496     425.3866     401.2466     329.6709     417.4217    1644.1778     674.2836    3536.4772     814.2836
     192    7277.9057     599.8907     360.5291     243.2520     191.1298     189.1937     175.6877     187.1442     195.2984     187.4871     188.2687     180.3291     188.8144     303.0437     363.4746     878.0794     352.4350    1788.5548     705.2934
     193   10536.9782     318.2327     298.0388     623.6673     384.3086     216.3973     217.7911     247.4523     335.7418     312.7813     253.4329     341.7409     354.6259     439.0589     511.4462    1456.5091     722.9082    2903.3060     599.5387
     194   12341.8193     465.5124     462.4568     782.8542     799.6098     375.7043     333.9511     372.0021     247.5099     227.5340     278.4813     311.9240     313.9770     370.6055     311.2588    1305.8417     542.6743    3884.8523     955.0698
     195   11087.4643     368.7951     350.6031     365.3588     552.1345     577.7148     360.7892     277.8882     316.9925     250.7670     242.7160     249.4662     307.4574     316.2278     367.1469    1172.3850     529.2701    3592.8437     888.9079
     196   10868.3620     490.3691     436.3978     391.2735     378.9115     287.3569     285.1293     405.3453     568.4353     553.1867     376.5641     284.9053     212.7993     169.4183     195.6082    1294.4330     665.6415    3228.3457     644.2412
     197   10450.5201     560.0280     422.8621     504.6857     486.7938     305.8188     291.8632     268.7279     187.7653     159.4394     166.7880     151.2436     173.2064     180.7812     252.8613    1305.2956     525.2214    3506.8272    1000.3112
     198   11386.2555     629.6711     342.6683     279.4532     228.0897     249.8997     291.1951     380.9016     328.1648     268.4316     232.4774     240.9500     258.6771     296.1976     376.7760    1943.1126     680.9927    3133.3867    1225.2104
     199   13538.1594     487.4058     444.8490     586.1193     703.1710     412.0905     254.5996     277.5185     283.8154     287.4841     387.4144     258.5130     220.0028     231.7413     344.6646    1950.3750     767.4061    4481.1388    1159.8502
     200   10805.1625     476.0509     357.8687     240.4602     184.6104     184.2595     179.0803     188.2242     250.3861     255.6070     231.8382     211.9964     213.7082     245.2042     400.7392    2029.8821     749.8702    3295.9318    1109.4449
     201   11477.6018     681.0001     309.5402     233.3056     214.9333     369.9178     590.9109     454.6401     252.6690     176.3746     173.5189     185.7811     241.0711     383.4613     313.3526    1499.3380     559.8395    3725.5400    1112.4078
     202   10803.3233     412.5047     283.9009     243.0962     220.9290     227.1944     287.5068     401.1497     440.8875     497.9502     406.6157     413.5789     369.4119     441.1871     636.3062    1297.1677     560.1558    2864.6378     799.1427
     203   12677.5681     539.2031     344.7827     418.7874     506.9999     437.9663     325.0103     244.1285     277.4486     334.4434     380.7418     370.3582     653.0037     505.3503     525.6218    1827.0976     852.4398    3105.6324    1028.5522
     204   11337.6555     661.7120     488.2065     298.7979     215.8820     189.3690     168.8064     174.1263     175.0559     191.0390     341.8738     407.2573     336.7627     359.6805     510.6767    2149.8923     685.5313    3324.1473     658.8388
     205   10023.4951     562.3276     509.9228     479.4445     382.2330     354.1345     325.9818     255.3958     290.2063     268.7168     292.2942     255.7018     266.9470     273.1364     320.3303    1630.6238     442.0621    2583.9682     530.0681
     206   12522.9555     673.6129     733.8010     716.0731     370.1945     308.9017     323.6995     265.0497     266.4802     490.1613     711.5369     592.8395     385.8208     358.9572     401.1954    1537.7291     610.2753    3055.2906     721.3367
     207   13191.6753     628.2736     443.0475     537.4543     529.5106     512.7521     417.6835     408.9481     277.3124     225.5690     269.0776     269.3736     358.2792     427.4353     391.9601    2599.1277     532.2356    3515.1835     848.4515
     208   11025.4293     642.0637     419.9755     368.7242     303.2731     256.3305     261.4116     345.8663     593.8180     448.8559     357.6685     337.0357     269.5146     278.7914     341.6914    1721.0002     495.1227    2838.3341     745.9518
     209   12571.4903     558.8222     535.9116     501.5006     409.8584     512.6814     592.5435     373.0991     315.5367     337.6415     306.4957     431.5198     336.4531     249.1663     338.6840    1601.0944     692.9742    3606.0113     871.4966
     210   10564.3667     310.2252     225.5763     241.4929     266.9419     331.8544     447.8902     313.3114     315.7012     330.3258     430.0920     338.2189     375.4984     382.1310     598.5407    1267.9855     567.5910    2799.5186    1021.4712
     211   12049.4368    1274.2583     581.9085     273.9678     291.4929     301.9101     292.5568     335.5567     386.1398     353.3479     300.7043     271.1366     260.6435     331.4886     334.9973    1567.9436     816.4911    3162.4860     912.4070
     212   13030.1970     943.2658     793.6692     578.3620     495.3594     468.4899     312.7315     268.9803     284.3005     238.9857     360.7545     351.2763     274.4544     265.5555     306.0886    1965.7048     654.3774    3709.5687     758.2725
     213    9415.7625     570.8866     236.0645     205.9123     200.8056     217.4196     330.7320     468.7749     336.5748     335.5118     317.9714     245.8779     219.8929     217.4487     269.7386    1381.3644     554.1378    2508.9644     797.6844
     214   12328.2982     909.0622     725.9802     334.8728     241.1203     241.7167     289.1876     471.8211     396.3985     280.7740     217.5126     236.7203     306.7988     305.1788     344.2489    1478.0298     568.5286    3902.2363    1078.1110
     215   13423.7170     857.8461     775.2722     659.4840     578.2455     532.3056     293.5563     249.7115     303.5904     291.0033     253.8156     304.5502     421.6487     473.0072     427.4952    2107.5572     490.1058    3067.8357    1336.6866
     216   11539.0830     395.4882     441.9367     489.3590     552.9565     405.6981     258.9820     227.3799     242.0025     231.5972     291.4135     300.1831     247.9936     228.0474     297.4707    1703.3087     690.6591    3398.7675    1135.8394
     217   11449.8913     632.8692     455.3679     311.9027     235.0444     256.2739     506.6649     490.7703     381.0663     307.3306     272.2984     263.0251     324.6490     355.2041     441.5085    1343.4638     539.7953    3601.8367     730.8204
     218   10269.4867     490.5454     372.7996     422.7566     303.4002     222.3508     271.6228     312.5054     377.9477     365.3696     397.8110     522.0336     404.2037     307.2491     376.7938    1210.6960     497.0655    2719.2388     695.0971
     219   11908.2659     527.4611     360.7517     279.1251     234.9802     281.9869     377.5764     468.0125     362.8013     367.9295     365.4923     284.0377     311.2736     469.8606     762.4089    1895.5152     514.8526    3160.8734     883.3270
     220   11174.9129     572.0098     540.4275     455.8577     488.5706     348.4708     293.9161     439.1383     455.3983     413.0651     479.2493     387.3058     350.6310     264.9439     306.0494    1377.9237     771.0062    2608.3540     622.5954
     221    9365.4793     309.4015     199.7114     181.4453     209.9028     252.4692     227.8731     256.2034     382.1562     459.0689     337.6426     227.6376     251.0843     313.0227     354.6725    1597.1694     458.3848    2581.0274     766.6063
     222   10504.0140     542.7767     381.4683     318.4902     403.7645     533.2739     535.2350     371.3660     330.1405     241.0716     226.9041     265.6504     293.3439     265.8320     254.8168    1138.3884     494.8461    3226.3856     680.2600
     223   11754.1762     518.0874     253.2352     252.6801     302.8069     320.5265     274.2377     372.6853     614.6776     742.8486     561.8333     358.1437     255.0044     280.3485     354.9936    1704.3019     576.1338    3028.8804     982.7513
     224    8932.7878     312.6542     212.7814     325.0916     430.1965     389.3726     284.0295     246.8653     234.5381     239.5266     245.4915     252.7288     213.5213     245.3774     403.4135    1219.0030     449.1872    2657.7847     571.2246
     225   12859.1484     450.6975     253.9742     227.9791     229.5822     238.9869     204.7533     257.1972     324.3883     438.8853     445.3020     374.9777     625.2027     747.9616     604.8226    1718.0228     926.9226    3859.5767     929.9156
     226    9440.6163     556.1227     463.4588     275.4597     224.2689     182.1180     176.7722     192.4618     237.9658     247.8277     308.2535     318.6279     340.7935     484.2141     372.8026     972.8313     442.2751    3002.6055     641.7570
     227    9198.7267     336.9783     264.1143     242.5564     202.9785     190.3228     348.2132     556.3106     569.6958     389.3201     310.0173     242.0377     280.5737     302.4029     312.3431    1231.8044     426.0319    2325.8458     667.1799
     228   12372.2081     808.8203     593.4063     678.8923     564.9822     439.5023     605.6832     453.4563     307.1236     229.8517     198.4174     180.1155     203.9713     229.8692     256.8009    1264.8863     456.6276    3689.8434    1209.9584
     229    9681.7500     877.1726     324.2336     334.8758     305.6403     279.9391     198.0776     173.9841     164.7644     166.5943     167.6958     184.3841     210.6580     297.8506     275.5464    1315.2032     477.8469    3144.2559     783.0273
     230    8604.4751     306.7833     217.9724     210.2189     218.2314     209.5873     194.4469     178.7765     192.6357     202.8497     208.9422     194.1095     228.5219     297.1564     357.4603    1262.8931     552.4688    2763.3623     808.0584
     231   11512.3808    1115.8701     628.9208     422.0429     366.2784     337.5269     250.3587     227.0875     212.3949     285.8334     443.6584     367.5717     263.1167     234.1462     294.4740    1393.9236     618.7899    3267.4028     782.9840
     232    9446.0340     435.6539     338.0638     256.9508     239.8611     207.6065     211.3699     214.2182     282.8875     421.8386     525.7528     408.0003     295.7638     286.7857     252.4983     995.5084     442.5650    3007.1747     623.5347
     233    9237.2177     412.4290     405.5763     402.8519     306.5096     255.2728     286.1989     268.8475     297.0445     347.9620     336.3818     218.2194     190.9807     186.6839     257.8834    1283.2815     463.9301    2652.2723     664.8921
     234   10440.2985     579.2839     286.7178     204.6223     185.9703     219.0202     343.8462     287.1445     353.9078     360.7759     510.6558     612.3491     576.2074     412.6575     412.1269    1042.3008     652.2038    2817.7209     582.7873
     235    9039.7390     310.1730     226.0219     197.5421     193.6432     193.7149     165.6764     165.7192     156.8290     187.1742     260.8012     365.0881     391.2996     484.7106     328.4586    1212.3526     643.9225    2830.1260     726.4860
     236   11891.2396     993.1353     405.0535     279.0603     380.3711     462.9453     329.9996     364.2440     376.0782     308.6010     261.7445     227.5414     286.6980     406.3197     348.8960    1395.0402     554.7456    3592.9905     917.7755
     237    9832.2846     310.7578     204.9239     190.3624     237.5274     261.2897     406.8030     419.9768     313.6589     347.9083     512.2758     504.1497     386.3274     278.3119     321.1965    1606.7703     438.3913    2361.2213     730.4319
     238    9611.5731     478.3624     282.3689     224.9916     211.8976     210.8499     175.5867     189.4616     188.6226     203.6439     333.6427     434.6940     417.5576     342.4413     284.6504    1190.9626     553.8470    3185.4078     702.5845
     239   11600.7576     440.0615     300.3774     373.7606     488.1929     462.0222     332.7913     291.3999     338.3880     298.0735     296.0925     401.9277     563.5100     404.5774     575.3246    1414.0244     398.0486    3500.0664     722.1187
     240    9103.9468     449.3128     313.6239     234.5026     222.3125     252.3682     294.4229     398.0395     353.2922     258.0946     222.2807     219.9738     218.0669     215.8691     251.4385    1477.5134     360.2923    2578.3272     784.2155
     241   10705.4998     318.9515     209.7702     222.4440     286.5204     371.8632     388.2856     481.6308     656.0057     568.0247     312.2178     241.4450     266.3120     330.6688     289.6876    1356.1671     427.2948    3025.0681     953.1428
     242   12526.7736     654.6896     479.1200     596.7462     727.9761     471.0905     353.2428     364.3345     475.6085     397.7016     267.5419     251.2056     268.5909     335.6137     304.0883    1460.1105     528.6234    3483.0308    1107.4589
     243    9436.3362     555.9857     248.3562     199.0307     189.5486     179.6205     169.5487     208.4101     289.9921     295.8838     356.6980     321.1071     225.0082     226.6403     238.0166    1319.0355     546.0822    3113.7109     753.6611
     244   11259.0779     320.3881     317.3007     338.8474     220.1290     222.5677     260.4929     237.3587     313.9855     485.7227     455.2688     511.0104     506.1790     485.3671     524.3996    1231.7789     499.2133    3321.8522    1007.2158
     245   11914.2176     585.2781     389.5429     275.6032     262.3684     317.7887     374.4933     316.1853     397.1783     397.9364     284.9286     254.6363     361.3664     474.1711     528.5820    1561.3471     819.9295    3251.5029    1061.3790
     246   10399.2391     511.5012     330.3846     516.5417     536.5815     431.0207     368.8532     291.7895     230.4950     207.8012     224.6085     405.0195     549.1855     365.4683     311.6159    1068.0826     411.5196    2710.4378     928.3326
     247    9098.9689     498.2522     529.6934     376.7705     261.4318     310.8392     260.4046     192.4404     166.3728     163.4263     178.8078     190.1135     182.7502     252.0540     441.7509    1299.2720     495.5754    2759.4407     539.5731
     248   10436.7033     405.0428     367.8699     435.3394     502.1411     536.1359     394.1276     240.3266     185.1227     169.8607     172.8823     183.4331     209.0856     300.8467     416.8075    1233.0033     594.3559    3128.5285     961.7938
     249    8019.4880     339.6899     270.8557     259.9392     233.1499     198.8367     193.6487     192.9081     248.2591     263.1660     236.8755     198.8667     172.1588     186.2278     240.9465     955.8450     451.4148    2714.9083     661.7913
     250   13566.5405     482.2609     273.9551     239.1572     236.1324     255.6741     324.2579     359.0167     466.5252     560.7749     511.8382     439.6564     454.0273     555.8757     423.4144    2303.7481     525.3212    4470.9970     683.9078
     251   10030.7134     335.3233     258.5341     252.2433     210.0004     201.7104     249.2219     296.0921     339.3728     409.1103     373.8340     282.9444     292.2951     285.3376     285.0035    1252.9893     376.0298    3561.2484     769.4229
     252   12656.0188     464.9487     366.8057     418.4770     337.8217     291.1479     304.1831     201.5776     195.9016     270.5483     564.2790     497.9199     470.6774     551.7989     492.4575    1872.0477     469.2448    4231.0606     655.1214
     253    8668.0891     734.8434     434.8532     252.9722     210.5265     198.3405     203.0364     231.8116     283.2923     213.7797     175.0410     170.8888     167.4995     211.8986     279.6278    1327.4361     421.2918    2406.0192     744.9303
     254   11485.7538     477.9955     497.7780     432.5830     459.7705     395.1568     376.9316     309.2044     332.6679     242.3361     241.5468     288.7749     239.0467     242.4967     288.8209    1462.6648     523.2713    3602.0091    1072.6987
     255   10759.2767     330.9789     237.0875     352.6243     399.3811     396.8818     384.6179     438.9846     300.0609     246.5282     217.3427     223.6171     270.5008     450.1877     443.0975    1651.1421     600.8761    3212.6566     602.7108
     256    9555.7906     593.7441     408.1066     240.2910     219.7994     247.6150     253.4155     282.1410     359.9444     320.0034     209.5900     221.6816     235.5315     227.9285     245.1660    1047.7564     454.1868    3026.6147     962.2748
     257   11347.2138     368.4571     486.1012     397.3035     346.2654     437.8291     445.6509     543.2709     405.8319     224.2551     196.2454     192.7168     226.6657     317.1229     372.2970    1662.6944     703.2871    3157.1935     864.0260
     258    8188.6320     726.3069     322.0527     257.6032     185.8982     178.8017     171.9947     183.8742     204.2587     246.4022     244.3569     265.7003     272.5019     297.6577     262.1309     879.8956     417.3100    2503.7852     568.1009
     259   13593.2153     630.1919     496.5176     426.4627     405.8330     320.1220     325.8328     246.9746     213.3258     337.9064     752.3491     856.8146     431.2503     424.0334     539.8236    1598.2007     593.3634    4097.5502     896.6632
     260   12654.7407     966.4134     481.3275     456.4201     625.4100     573.4679     293.1827     282.8559     264.6412     245.7670     216.2125     248.1926     279.6789     336.5778     316.7454    1518.4520     628.6652    3971.9780     948.7526
     261   11633.5484     913.7273     636.5831     503.0018     490.6364     448.7957     390.6995     285.0855     248.4971     199.3642     210.6916     294.4459     291.0432     316.4299     384.7014    1335.5992     533.5246    3572.9630     577.7590
     262   13225.8931     724.0908     594.9738     711.6536     642.3213     530.6535     460.5067     444.4084     426.0414     309.5585     228.1350     186.7730     188.3867     197.6473     252.7984    1177.4096     513.6111    4848.6653     788.2587
     263   11610.7413     355.1844     448.0857     399.6056     416.5871     362.0294     290.9798     278.8644     246.2238     242.7452     300.1544     260.0389     283.7422     448.6816     409.5832    1561.3728     554.3198    3771.8926     980.6504
     264   12163.3271     311.0393     216.6829     273.1253     332.6179     406.3144     380.6686     437.9746     363.0704     302.2810     348.2364     378.2578     425.9821     476.5859     644.6444    1043.8346     404.1349    4264.3556    1153.5210
     265    7877.4849     299.5009     220.7482     198.3316     194.7945     181.8523     171.0279     162.7419     173.9511     206.0225     211.7275     196.9582     193.4531     184.3005     209.3459     958.4233     376.6794    2941.6828     795.9434
     266   11784.9858     615.1052     300.7383     243.9800     218.7064     339.0912     404.1837     316.1885     429.2896     341.0903     450.6580     475.1321     567.5851     424.1262     490.7532    1444.2703     891.1826    3190.5903     642.3149
     267   11288.2919     443.9081     301.2154     285.4477     279.4672     230.8188     283.0928     257.1289     227.3842     259.9066     287.2869     324.5843     534.9818     592.8453     664.9120    1664.3523     534.6720    3412.0553     704.2324
     268   12078.1246     554.2652     378.2726     290.6668     312.4014     450.0592     459.3800     315.7398     252.0488     229.3815     226.3602     256.2969     259.2511     274.1134     354.6323    1910.5005     722.6072    4017.7779     814.3700
