#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013
     180   10449.1698     738.3687     474.1549     371.9216     553.1525     655.6450     701.6024     538.2749     320.2132    3766.2024     383.6825    1249.5727     696.3791
     181    9243.0667     461.9748     407.5863     514.0168     503.5478     407.3948     298.7460     328.1496     514.5332    3112.4019     567.4045    1444.8879     682.4229
     182    7913.0718     498.3415     459.9998     383.2801     228.7598     199.8289     229.3076     215.6333     230.9933    2534.3797     579.9283    1538.3129     814.3066
     183    9167.0847    1047.4501     561.0236     295.1896     185.3219     180.2614     188.1856     215.4174     305.2654    2563.0814     754.0290    1815.3039    1056.5556
     184    7218.2575     377.2727     313.1320     449.7320     510.3205     413.2234     408.2387     260.1127     273.0614    1840.0326     281.2630    1446.2824     645.5859
     185    7736.9808     479.0946     374.6649     332.9937     298.2608     246.1187     308.7805     309.5130     375.3788    2764.1229     523.0090     958.5606     766.4834
     186    6795.5035     695.8400     296.7845     214.1064     216.7468     230.1161     236.1191     221.7143     272.1252    2370.3970     447.5533    1121.7625     472.2384
     187    9557.8783     480.9519     463.7270     310.4686     216.0928     187.5226     190.8706     217.6391     254.7888    3679.7978     585.6641    2070.2916     900.0634
     188   10486.7938     714.3056     725.1764     502.9302     264.9069     237.0278     217.6052     345.1866     404.8268    3835.4617     728.8716    1729.9886     780.5063
     189    6409.9142     469.5664     319.3560     316.1467     281.3658     253.0539     297.0515     277.1905     268.0895    1834.2058     375.0964     959.2085     759.5831
     190    7932.4519     409.9632     464.9104     489.1328     268.0653     198.0200     196.3231     195.7901     272.2445    2760.3126     614.7493    1350.7131     712.2276
     191    8460.0513     715.6839     505.2811     434.3982     337.3902     248.5657     214.6751     213.2399     262.6659    3122.4539     346.1663    1299.5668     759.9643
     192   10104.7810     362.7502     401.5469     450.6597     501.4948     498.5007     576.7329     337.7417     435.5010    3115.1531     595.6674    1726.6934    1102.3391
     193    8477.3339     319.9108     249.3329     359.8426     396.0013     259.4410     305.9632     381.5872     393.9684    3021.3122     531.0522    1327.1959     931.7262
     194    8422.2539     568.3693     571.7159     387.9317     289.9106     339.5980     295.2796     244.1619     262.3787    2227.7453     477.6059    1737.3157    1020.2411
     195    7535.6896     891.3989     520.5550     375.3013     275.3292     252.9328     226.5327     291.0442     363.4088    2210.9254     358.5703    1090.2657     679.4253
     196    7364.6557     776.2584     295.4751     230.0360     281.6321     401.1668     286.5822     320.3886     311.4173    2224.4144     433.1168    1132.0608     672.1071
     197    6781.5930     313.1108     227.2645     281.5295     264.1556     253.2014     263.5964     301.0080     272.1204    2475.1400     417.1021    1259.5726     453.7917
     198   10025.1375     675.0162     755.4593     475.6476     257.9290     313.3877     305.4358     257.8524     270.5344    3442.9650     665.5926    1686.5029     918.8147
     199    6321.9048     593.3190     268.6065     192.8318     198.6477     202.1732     193.3038     209.3381     305.4605    2209.2069     395.4169     895.9063     657.6940
     200    8702.2349     352.3142     321.1555     325.2214     361.8197     492.2182     522.1111     304.1435     288.5895    2733.9051     762.4521    1464.4322     773.8724
     201    6726.6865     439.8234     288.2889     272.4276     312.4176     205.6608     189.5000     197.7913     281.5635    2265.4222     469.6132    1243.7390     560.4391
     202    8363.5329     609.5216     426.6755     459.7437     501.2362     397.3552     418.0744     378.3604     305.3321    2229.1629     558.0925    1457.5651     622.4134
     203    9199.6599     531.1975     381.9876     350.8284     401.0761     268.7469     206.2890     309.5708     314.5169    2992.9942     590.3102    2021.9544     830.1877
     204    7458.3409     421.4530     304.0787     467.8491     487.4720     307.3723     207.4932     209.1458     313.9567    2441.0086     406.3109    1130.1764     762.0241
     205    9450.4143     365.8087     214.7725     178.6229     191.0946     357.6939     675.8850     591.2017     374.8063    3306.4046     688.7302    1413.3678    1092.0262
     206    9332.6546     987.0685     569.8071     686.6710     431.7942     291.4899     316.2947     475.8485     613.1890    2520.2137     511.5621    1107.5740     821.1418
     207    9247.0740     575.5432     363.6353     323.9385     333.2293     536.8913     504.5194     265.3024     265.6617    2777.2440     662.4962    1754.9829     883.6297
     208    8223.0677     673.3438     537.9293     378.2937     408.0961     345.9705     231.9009     225.6650     313.0880    2288.6043     436.5854    1546.4668     837.1239
     209    8570.8541     943.5662     437.7471     282.8528     266.8747     283.2586     303.0989     320.1017     351.1932    2426.6216     610.0700    1498.5551     846.9141
     210    9845.1364     466.4311     334.6107     292.0979     309.0400     419.2633     378.3760     501.3269     574.1805    3673.0496     618.4485    1306.3673     971.9446
     211    8647.4890     444.4345     576.6702     537.0591     465.1674     406.4443     387.8844     438.8084     392.4212    2128.9749     382.0778    1658.2991     829.2477
     212    8877.8435     384.6018     360.0916     378.9989     506.2134     582.9227     576.7107     423.8125     370.9847    2887.3677     496.6684    1235.9859     673.4851
     213   10195.0925    1250.8037     566.6199     348.6546     296.0955     385.7083     391.7045     448.8619     548.3740    2724.8744     839.6076    1503.9022     889.8858
     214    9201.7287     859.6206     602.3015     567.2165     469.6837     386.2307     319.8820     277.1867     324.4330    2570.8600     592.2418    1289.5492     942.5229
     215    8124.9497     310.0426     197.6284     177.6457     177.8716     193.9773     257.0408     380.9327     431.5572    3142.5142     522.6313    1502.9943     830.1136
     216   10020.4059     584.6438     509.6333     391.8761     311.5705     270.7708     285.0418     237.5374     262.6359    3822.1004     642.7903    1309.6323    1392.1733
     217    6747.2850     309.5678     202.0157     174.1392     170.3894     289.0019     461.1075     423.0004     434.4092    2016.8930     378.3456    1295.3058     593.1095
     218    8442.9903     681.6585     330.0567     264.1595     351.3081     414.9234     393.1862     342.3561     316.2544    3024.2079     515.9138    1163.6718     645.2940
     219   10154.2762     878.3832     768.2414     487.5466     519.2820     424.2522     388.2690     388.6255     570.8535    3021.1634     556.1009    1339.1690     812.3894
     220    9278.9864     708.9460     592.9969     527.3073     518.9777     301.0643     245.2292     367.0228     414.5651    2670.5669     529.9896    1214.0968    1188.2237
     221   10253.1892     505.6911     348.6445     394.1547     420.6485     696.7730     679.6326     643.5741     514.6512    3233.8989     455.8424    1478.8393     880.8388
     222    7906.7847     540.7926     667.7764     619.4300     413.2575     240.3925     226.9062     323.4078     374.9795    2206.7346     416.8615    1134.7121     741.5339
     223    8613.6119     474.7323     325.8929     372.6519     444.0409     483.2862     372.5579     370.2435     372.5625    2740.1832     618.2657    1255.2402     783.9547
     224    7932.6196     377.5842     383.0359     246.1685     240.2638     289.9500     330.4975     414.5730     369.0150    2909.9465     500.4030    1123.5830     747.5992
     225    7361.3422     312.1823     224.6864     217.3199     209.4930     269.9407     383.1649     277.2062     273.1700    2588.8345     512.1985    1376.0190     717.1269
     226    8921.6246     863.6488     535.9273     351.5713     304.8286     379.4015     329.7243     230.1427     260.0502    2546.4847     712.2157    1619.0485     788.5809
     227    8511.3224     614.8557     391.4367     291.7812     251.0723     255.0921     342.3179     409.8220     335.9666    2505.6312     545.1399    1644.0594     924.1473
     228    8244.6989     418.2446     380.0393     353.8831     447.4026     295.3593     272.7753     342.0800     375.1051    2229.2769     546.4285    1658.8421     925.2621
     229    6135.4929     494.4202     413.7745     277.9662     215.7603     210.1364     208.2756     241.2616     293.3873    1860.8280     371.7794     900.1804     647.7229
     230    9633.7437     354.2675     303.7295     471.2934     380.6572     456.3322     559.9914     396.9573     445.8794    3303.4506     760.3697    1140.2990    1060.5166
     231    6683.4552     653.2709     305.6018     250.6741     255.4250     276.0148     264.5238     254.1865     314.9963    2168.8672     383.0251     949.4920     607.3777
     232    8930.6433     564.9860     412.5311     408.6664     365.2068     406.0506     394.0869     306.5473     313.4589    2780.6717     655.5211    1641.6342     681.2823
     233    8325.9890     757.9165     530.6745     389.7674     401.2438     469.1166     313.4021     207.3568     226.0409    1981.4907     594.2533    1526.9795     927.7469
     234    6446.1759     382.2078     291.6582     252.6159     197.5735     187.4969     193.6031     198.5896     267.6197    1921.9700     441.0302    1535.3643     576.4468
     235   10046.7115     694.9133     353.2090     321.4894     392.5768     406.7976     261.2727     278.9335     423.9589    3519.8820     659.8033    1542.3962    1191.4787
     236    9331.7351     562.1794     646.0838     618.9080     426.5932     341.4758     397.7456     316.5783     353.8385    2770.5561     717.6951    1398.1584     781.9230
     237    7992.3886     421.1579     345.6437     337.2613     370.3417     313.5608     320.0928     282.6342     292.1313    2787.9259     463.7371    1311.9654     745.9366
     238    9078.9298     335.4973     302.4114     387.0204     387.0977     496.1956     536.7520     495.6307     525.7860    2757.6596     520.1217    1230.5803    1104.1772
     239    8828.8933     614.9087     606.2525     432.7016     261.8743     281.3909     434.8639     400.9724     430.7986    2908.4747     552.1678    1170.9590     733.5290
     240   10247.4648     610.7440     830.7333     605.9802     361.5129     344.6054     283.4471     244.4811     420.4657    3346.1784     757.3823    1452.6477     989.2868
     241    8875.5526     468.2960     491.6892     653.9496     595.9830     337.7506     338.9550     369.8296     531.6887    2122.3313     537.3993    1562.1350     865.5454
     242    8952.9161     495.4341     481.0516     434.6642     331.3796     354.6750     322.6356     448.2467     449.0069    2670.7977     442.8936    1793.9862     728.1450
     243    7101.8510     349.4436     252.4070     209.9680     196.1995     216.5895     237.2276     240.7086     260.9171    2578.7327     450.7939    1246.2890     862.5744
     244    9443.2015     826.8938     687.8903     520.7379     276.9501     276.1067     237.5807     300.9448     290.7585    2719.5734     808.1796    1525.9894     971.5961
     245    7949.5349     509.4551     429.1585     408.8421     370.7288     299.3717     440.1921     348.6756     370.8290    2876.3982     350.5548     941.0131     604.3158
     246    8120.2360     507.3941     540.1378     468.9434     447.2139     258.1927     222.2496     297.4547     339.7855    2104.4678     605.8971    1250.9958    1077.5035
     247    9254.2162     472.3360     389.3905     561.1460     640.1289     431.4649     334.4626     430.8989     483.6479    2804.2265     496.8267    1289.9618     919.7254
     248    9537.0525     671.7059     870.1761     755.4861     478.9397     433.8239     439.7429     340.2732     302.7960    2449.6115     525.7120    1287.9029     980.8822
     249    7736.3731     347.9337     241.0015     215.6819     245.3409     287.6301     380.5940     340.6070     326.5057    2857.7597     553.7481    1241.4300     698.1405
     250    7560.2449     439.7597     394.4386     308.8486     365.2777     277.1136     238.0081     226.7654     316.1722    1953.6832     492.9685    1612.6002     934.6090
     251    7939.8113     549.3481     289.9304     251.8743     190.6759     189.2320     205.9455     285.5405     369.2799    2976.4089     617.2874    1175.4469     838.8415
     252    9542.8566     457.5936     405.0173     691.1889     767.8927     488.6226     366.0551     298.1262     339.6357    2796.1707     500.1480    1526.0417     906.3642
     253    8000.6392     374.2620     296.0741     358.3818     498.5831     524.6872     387.3062     287.8030     305.3737    2613.3989     573.9510    1140.5319     640.2863
     254    8172.3947     897.1510     360.8426     321.1568     309.5498     253.8062     234.5910     321.2517     493.3239    2650.9788     512.1602    1201.6091     615.9736
     255    9114.0788     445.6050     428.6820     366.1047     352.1279     511.0855     539.9166     398.6146     381.0450    2817.8910     553.4278    1640.8343     678.7443
     256   10432.8895     658.7878     426.1251     294.3295     307.1685     606.3785     620.5987     427.4648     406.6814    2725.0210     894.8534    1968.4262    1097.0547
     257    9366.6619     584.2629     492.8915     322.6304     269.8226     329.9400     357.8727     306.1201     318.5239    3820.3880     442.2870    1578.7384     543.1845
     258   10036.6418     558.7425     422.5790     393.8625     333.7031     372.0492     263.6161     274.1212     279.6885    3520.5826     876.7659    1821.1584     919.7729
     259    9217.6159     943.5243     624.7261     293.8682     202.8556     198.4771     301.0509     579.0027     615.6369    2404.1240     563.4537    1484.5380    1006.3586
     260    8384.3454     402.4450     323.7519     241.8379     226.1111     340.5888     591.5916     518.5209     468.8702    3109.9547     403.3227     900.0847     857.2659
     261    8302.1610     563.2216     522.7373     246.1468     197.2566     185.6741     219.0849     315.4832     503.5591    2366.8776     656.2876    1485.2730    1040.5591
     262    8838.9264     686.9482     419.1449     405.7582     448.2130     330.9000     275.7477     327.5768     391.0033    2922.1951     590.0961    1302.1064     739.2366
     263    8488.1469     515.7683     365.0357     413.5805     463.9520     501.9918     426.5376     336.2113     444.9437    2538.4299     652.5742    1162.5467     666.5750
     264    7570.0318     312.5947     264.1505     410.1339     302.2933     284.7456     276.2487     289.3715     318.2456    2401.9580     544.0755    1399.1267     767.0877
     265   10282.4166     546.8287     289.1570     287.2516     604.3631     679.4334     568.3821     368.4605     411.2199    3861.4392     510.9593    1282.6988     872.2229
     266    9302.8593    1206.5594     579.4476     367.2339     291.3895     252.5953     325.0448     514.3222     390.9373    2886.6034     395.8759    1328.3653     764.4849
     267    8037.0617     330.4222     207.5376     179.3724     168.0565     218.3131     496.9185     424.4175     384.4865    2519.0032     594.9428    1741.4424     772.1489
     268    9491.7778     505.9289     636.2763     715.8307     411.9788     407.8550     371.1824     361.7720     485.7573    2404.5268     693.5009    1688.8280     808.3406
     269    9792.2466     471.0154     241.7490     273.8623     408.2754     636.8604     468.1738     374.6561     321.5325    3421.2034     628.0110    1674.9673     871.9399
     270    7456.7936     636.5239     298.6365     237.2316     252.1786     263.7292     348.5724     332.3524     366.8916    2394.3962     584.2802    1005.0451     736.9557
     271    6486.7738     385.2472     272.8784     274.9026     341.9943     318.4081     263.0593     209.7790     211.3691    2352.5458     414.2073     967.1779     475.2048
     272   10778.5142     709.4402     579.8003     338.7535     232.1292     273.1221     283.9282     247.0161     358.5527    3680.5651     776.9287    1926.1008    1372.1773
     273    9514.7667     373.2152     295.2179     213.3020     202.3144     216.8450     229.5400     330.1908     325.6376    4369.9140     530.1321    1337.6626    1090.7950
     274    8134.6798     406.4602     279.3590     193.8322     183.8735     182.8399     206.3130     263.8387     402.6302    3181.7825     629.7176    1167.5583    1036.4747
     275    7969.1791     447.2989     399.5440     395.2018     234.2453     203.3477     192.8458     209.9370     263.9102    2972.7617     635.7317    1225.2700     789.0852
     276    6840.3430     428.2074     390.7406     358.2101     302.3051     263.5916     312.6981     286.0118     306.3391    1835.5435     364.2854    1187.5301     804.8800
     277   10255.6745     385.8813     448.0868     535.8942     385.8638     328.9569     428.2497     350.1776     307.3377    3501.9738     525.2784    2006.5953    1051.3789
     278    9587.4320     325.9774     228.7540     234.7218     282.6278     257.2846     278.2772     280.6560     347.6506    3798.6382     787.4311    1890.0315     875.3817
     279    9760.4060     688.6954     513.5387     466.8272     506.5487     385.2905     323.4824     315.3779     397.0042    2937.9535     532.8128    1318.9300    1373.9445
     280    8275.6896     535.6536     486.6357     345.2396     351.7538     369.0302     383.3164     310.4776     388.5453    2823.6317     410.8476    1165.8385     704.7195
     281    8364.8578     558.9389     486.0505     570.6248     441.3037     368.8537     319.5252     213.5939     225.4083    2477.9469     681.1165    1158.7922     862.7034
     282    8726.6474     360.1466     446.4752     498.0192     397.3623     416.5978     481.5198     593.3719     472.4228    1787.5410     358.2645    1905.6231    1009.3032
     283    6695.0178     606.1869     438.0261     229.1147     175.6231     173.5103     181.0976     231.1935     255.7271    2125.5212     496.7655    1115.7971     666.4546
     284    8526.9089     485.7206     302.2095     316.3465     259.7415     226.8417     320.9117     469.7474     443.1294    2950.8769     501.9596    1335.4974     913.9268
     285   10472.5042     777.9459     433.3147     364.0312     383.9367     711.4730     848.1096     540.2117     359.5217    3324.2374     325.4491    1397.7586    1006.5147
     286    8708.2665     519.9720     573.7356     525.1758     278.4039     246.3656     320.5918     416.2826     407.6497    2697.3789     571.1582    1371.7130     779.8396
     287    7341.5615     545.2920     376.9697     364.5302     386.6072     346.4180     320.5468     320.9378     328.7406    2692.3150     291.2185     909.9283     458.0574
     288    7865.3704     833.7625     360.8801     209.3078     197.2322     184.1989     197.9290     228.1401     339.7516    2285.2208     630.5856    1490.0831     908.2789
     289   10270.4325     999.5687     437.6849     338.1934     490.6660     374.5270     299.1912     362.8360     388.9266    3881.9677     623.0195    1178.2992     895.5523
     290    7970.8922     483.5910     328.0530     207.7324     201.4828     191.9835     209.2638     259.3685     294.9872    3197.5021     505.7602    1172.1949     918.9729
     291   10400.3208     708.8584     566.2140     373.3410     317.5277     442.6313     501.3749     450.4619     448.0901    3346.3200     814.9491    1496.6689     933.8836
     292    8877.7892     983.6729     582.5020     397.9682     353.1326     376.0094     327.5502     260.9081     263.1368    2370.5675     657.3862    1523.0073     781.9482
     293    9414.4049     608.4037     588.7994     448.1992     212.9346     246.2143     309.9165     346.2566     342.7633    3523.3085     460.1488    1451.4315     876.0286
     294    8310.4656     520.7263     384.4077     363.1493     241.4822     212.2736     239.4610     315.4833     328.4521    2910.0985     391.2793    1330.3270    1073.3252
     295    6614.4826     319.6709     207.6877     181.0808     183.5315     212.7322     299.3349     279.3843     318.7105    2202.6181     451.2673    1419.2951     539.1694
     296    9230.1013     318.3843     257.9875     308.3831     412.9336     773.0550     760.0594     383.5225     313.6570    2856.1076     638.0250    1421.1311     786.8554
     297   10540.7368     797.8618     469.4878     292.9356     285.0232     345.1080     349.8299     407.3114     636.7690    3172.2576     624.7393    1828.0342    1331.3792
     298    9568.7475     409.0342     373.7961     413.3710     439.9727     427.2750     413.0000     472.3064     533.7105    2406.0553     579.0782    1933.2143    1167.9337
     299    8116.2255     673.4362     511.6559     396.3569     277.1734     271.6397     340.7833     302.5915     268.1990    2146.1116     686.0552    1558.3869     683.8358
     300    8461.2696     503.2728     320.5872     275.9147     264.4343     265.7366     276.7314     467.9187     439.9109    2901.5593     671.1133    1372.9664     701.1242
     301    7594.0896     447.1591     424.9131     374.5176     306.3406     228.6444     215.9375     273.3004     382.7574    2814.7140     472.7478     943.0571     710.0008
     302    7940.4496     309.7394     203.6264     184.1122     236.7188     374.8767     265.8557     261.9601     297.5358    3252.4918     460.1304    1159.4998     933.9024
     303    6696.6090     393.7836     255.4852     227.1911     214.3704     208.4837     182.8466     192.0294     290.4148    2297.6956     512.7235    1089.4524     832.1327
     304    8489.1371     472.7281     453.2593     550.9155     529.7343     285.2446     211.6071     199.1608     279.3222    2514.1339     592.3367    1402.7289     997.9657
     305    6595.1811     516.3392     384.3938     325.0483     247.1568     225.6404     230.1568     276.5013     370.6731    1997.8713     351.1435    1051.4951     618.7615
     306    8501.8135     310.5808     255.5692     339.5589     380.0422     293.9944     332.1688     537.9609     608.7733    2958.8665     554.5047    1406.0776     523.7164
     307    9210.3055     322.5130     221.4879     212.5167     297.3428     517.9479     724.6446     558.9145     512.1576    2806.2589     519.2688    1541.8960     975.3568
     308    9514.2924     723.1571     697.2420     344.2712     278.4051     292.9976     393.1581     420.2832     382.2440    3345.2204     427.0039    1452.2592     758.0506
     309    9086.4938     705.8205     256.8075     229.0725     245.7037     267.6771     295.8897     299.5678     379.6469    3206.7141     728.4095    1734.5657     736.6188
     310    7618.3422     841.4673     364.2476     329.1352     311.2991     255.6660     195.8619     190.4626     327.9243    2543.1199     501.4146     977.3205     780.4232
     311    9838.5933     792.9740     387.1087     321.5341     294.8789     299.1865     388.4331     558.6312     802.6620    2810.2404     515.9902    1643.7925    1023.1618
     312   10107.4966     464.2404     330.8340     244.3706     296.6990     471.9863     343.1465     277.3970     408.6767    3806.6287     624.9434    1873.6115     964.9624
     313    7191.7152     479.8315     305.2489     213.4180     188.6398     190.0665     185.4758     235.9420     302.7301    2573.6774     488.1244    1388.3329     640.2280
     314    8690.3071     741.9594     608.9856     396.1794     399.0611     403.9424     252.9309     216.8810     229.0801    2734.3662     597.2006    1313.3308     796.3896
     315    7126.2183     407.6857     288.4764     245.9469     248.7584     234.5631     275.4657     269.6868     315.2427    2338.9371     486.4936    1265.9376     749.0244
     316    8024.9486     455.1517     313.9761     272.0488     292.5601     288.8301     481.6687     342.5103     269.1400    2585.2338     527.7129    1351.0924     845.0239
     317    8889.8338     558.7107     618.8832     416.0585     327.2762     342.7081     338.1075     328.5108     337.5424    2959.6158     627.8990    1139.6702     894.8513
     318    6341.7588     336.5681     252.8613     278.4746     269.0617     246.9710     267.9434     307.6228     335.9588    2145.3672     268.2481    1043.7688     588.9130
     319    9263.9556     505.7360     510.5780     500.1971     471.6909     291.3282     217.9518     261.7561     338.0724    2775.1218     677.2326    1499.5935    1214.6970
     320    7464.0422     432.7360     276.5494     287.8860     338.7781     344.6039     460.0318     309.5462     336.6527    2198.2464     576.7525    1132.4161     769.8432
     321    8639.5827     368.6631     217.3579     198.6982     202.9951     315.8918     396.6692     273.7345     294.3512    3538.3730     531.7131    1547.9182     753.2174
     322    7366.8726     337.8498     194.2624     165.8430     177.2823     180.1787     261.5372     279.0614     391.8630    2930.3486     499.4561    1108.7936     840.3965
     323    8736.8052     868.1997     462.7887     359.5836     229.3888     204.7023     233.6570     331.1831     464.0395    3129.2159     500.7694    1242.5328     710.7443
     324    7253.4465     332.8378     246.4135     264.0316     346.6565     444.7778     366.7923     335.0516     329.9489    2276.0937     477.5542    1284.6061     548.6826
     325    7992.1123     312.0721     198.3980     199.6840     210.6928     201.1108     221.2398     301.2073     299.7452    3201.3270     518.4966    1473.8099     854.3288
     326    7346.4326     437.0833     517.5889     425.3718     277.6857     233.8350     275.5891     252.4355     288.6658    2725.0964     445.5130     983.5228     484.0455
     327    6952.0748     598.0721     455.6745     251.8412     179.9928     174.4718     181.1463     206.0062     272.0250    1921.6574     446.2116    1406.4982     858.4777
     328    7102.7525     465.6076     416.7806     360.8099     324.6953     227.0093     195.7557     224.2417     242.5640    2633.1126     349.7673    1102.4146     559.9941
     329    8191.3952     437.1282     293.6569     213.9067     205.1135     247.0362     326.6228     456.7949     384.2921    3146.5838     547.8361    1047.3467     885.0773
     330    9427.9363     435.8209     388.3228     476.9327     291.3262     241.1929     234.5123     297.1933     348.4598    2893.2368     632.7106    1995.8572    1192.3709
     331    6551.2905     316.1605     203.9095     167.5798     165.2155     178.8950     229.9413     296.1365     263.3667    2446.4288     464.1951    1042.9207     776.5410
     332    7434.4624     310.9784     245.0994     251.3139     202.3952     197.7232     231.0578     310.8225     484.9274    2527.4954     498.9281    1245.9843     927.7370
     333    8644.1554     310.4594     217.0340     249.9899     258.0777     377.0610     447.0838     382.3517     425.8595    3476.1074     561.5911    1238.7902     699.7499
     334   10135.5019     492.4363     328.9655     375.1075     549.2204     621.7792     480.2251     499.8011     410.1850    3398.1626     673.6962    1445.2230     860.6999
     335    9751.2915     637.3405     405.4401     249.3397     193.0462     197.3956     212.0652     386.4368     474.4786    3860.0564     534.9366    1464.6335    1136.1222
     336   11199.3381     694.9251     265.4844     212.2774     255.8858     326.3293     505.9989     397.1269     348.0117    4612.1589     638.1557    2054.5425     888.4415
     337    7428.7704     579.1425     357.2066     259.3745     209.9928     199.6828     241.2757     396.1506     416.4012    2544.8156     420.0347    1270.1021     534.5912
     338    8872.7788     445.8645     415.1329     357.3471     278.1276     233.1585     279.0119     440.7691     456.4299    2992.6122     563.1094    1823.7588     587.4569
     339    8457.3628     375.3862     277.7250     262.2304     221.0310     187.2226     184.9669     249.2121     345.1717    3257.8382     665.3952    1423.5372    1007.6464
     340    9323.5052     493.9990     396.3356     418.8364     530.0231     348.8898     409.0194     535.0331     542.6753    3160.3379     561.2784    1079.8138     847.2634
     341    7763.0038     619.8968     317.4807     228.4008     237.7083     259.4456     239.1644     292.4775     323.1962    2803.5451     405.1388    1255.0856     781.4639
     342    8626.6018     657.2139     537.5502     449.9944     353.7934     241.9706     269.9645     356.7690     333.4907    2470.5777     498.9587    1597.4013     858.9175
     343    8021.4437     613.9013     540.5015     424.6039     230.6066     192.2855     205.3407     316.1719     424.0622    2630.8911     513.4280    1138.5763     791.0747
     344    7625.0396     688.7237     434.3345     242.6801     221.3879     230.5030     253.7521     325.1364     339.0373    2804.9981     475.7330    1056.9699     551.7836
     345    8787.1026     332.0727     245.7948     217.8349     239.5066     282.5774     225.2915     231.2787     333.8481    3771.1024     477.3209    1514.5623     915.9121
     346    7645.2325     302.0321     195.4835     162.7923     157.9600     189.9255     270.1858     306.0122     299.8508    3350.1594     469.2849    1051.6687     889.8772
     347    7444.4546     434.6894     335.8346     272.6711     275.0577     324.1733     301.7674     234.6291     264.6218    2515.1988     502.3450    1230.8368     752.6296
     348    6728.9345     531.1700     351.2093     274.8209     198.6000     196.2065     186.0507     185.5668     273.1225    2578.1551     461.3716     974.2996     518.3615
     349    9692.8595     473.0558     433.4942     411.7181     346.3043     276.0417     351.1830     432.8884     458.2191    3559.9422     784.7505    1265.1674     900.0948
     350    9931.8957     764.4143     361.8835     282.4317     267.6192     243.4593     207.7738     218.0043     356.4739    4350.7906     547.0088    1350.0496     981.9869
     351    6675.8743     305.1345     225.4915     183.9075     196.4267     186.1541     196.4053     201.5622     262.4277    2461.8399     510.5564    1189.1846     756.7839
     352    7376.4134     700.0300     463.1952     390.5408     400.2521     320.4528     251.9257     207.8720     255.6370    1786.6042     450.1736    1398.0955     751.6344
     353    9122.2135     697.1590     530.0282     422.5806     479.3426     470.9636     294.9363     277.7538     371.5196    2865.5326     752.1221    1071.8330     888.4419
     354    7763.2905     342.9186     338.5257     338.1850     291.0902     253.7093     232.4008     243.6036     406.6501    2602.0931     508.2208    1226.9208     978.9725
     355    7118.8162     301.1732     222.1480     254.4230     336.3966     318.5823     269.1434     343.4061     522.5073    2278.8882     405.5719    1328.5410     538.0351
     356    8678.5563     401.8586     335.2311     301.2784     297.1277     252.1526     282.2084     433.2004     537.4735    3481.3412     472.2294    1223.3772     661.0778
     357   10561.8031     690.6658     489.0539     379.1870     341.2930     444.3672     387.6327     336.0921     469.7305    3167.1339     587.2374    1990.7591    1278.6505
     358    9536.0649     462.9706     549.9334     560.7054     558.0202     437.9553     251.0772     300.8514     360.3368    3415.7559     628.9896    1288.7796     720.6896
     359    8504.1707     323.0552     229.3033     224.0318     228.1671     311.7990     406.7632     417.3965     402.3834    3080.1673     576.8759    1438.7123     865.5158
     360   10388.8464     751.9165     491.6056     461.8489     372.1659     463.2763     471.7682     370.4034     347.0816    3739.9712     549.9883    1375.6805     993.1399
     361    9648.6448     309.3986     238.5544     344.7496     273.0456     326.1262     324.9998     475.2402     370.9568    4166.8665     537.6448    1142.5425    1138.5198
     362    7392.8631     413.8853     394.3818     282.2894     312.5309     282.1194     274.5989     297.1348     353.9814    2615.5582     399.3953    1023.2927     743.6950
     363    9314.5811    1150.4965     763.0262     458.4328     317.0603     215.9281     235.1715     299.4484     365.7734    2837.4975     474.7369    1371.0678     825.9418
     364    8138.9557     446.0575     283.6655     235.2022     237.2378     212.2745     226.7184     285.1246     294.6504    3476.2356     465.2668    1168.3535     808.1690
     365    9453.5725     571.6641     299.9830     217.4080     201.5188     205.2714     316.2975     392.6078     504.8035    3408.0849     612.3806    1494.4542    1229.0987
     366    7639.7813     314.7919     204.8070     197.6353     229.4011     210.6369     201.0178     205.9477     254.6865    3110.1943     576.3993    1241.5179     892.7457
     367    6866.3058     415.4385     362.9671     236.1721     212.1308     211.4003     208.2644     239.1198     304.5789    2727.8115     317.0719     927.0715     704.2790
     368    7303.7253     431.0970     410.0761     314.3024     409.2426     350.7128     239.7744     252.4699     326.2358    2613.5570     462.8085     885.5061     607.9427
     369    8763.2067     384.3917     305.6493     320.9191     444.3562     371.9955     244.1663     218.2210     289.4394    3261.2165     776.1609    1192.0569     954.6338
     370   11048.0550     616.9811     434.4831     349.7751     435.4668     514.1589     393.7644     317.5912     367.8292    3562.9142     848.3850    2113.2094    1093.4966
     371    9786.8029    1209.1250     743.8208     372.0982     234.8377     219.3022     313.0206     481.6630     560.0374    2613.0244     558.6401    1586.4078     894.8256
     372    8310.7313     796.5105     410.8914     360.0899     233.7619     199.7458     189.4575     250.2472     447.0847    3030.1543     542.9281    1094.8014     755.0586
     373    9755.0320     578.6200     420.5018     462.3560     580.5572     457.4530     464.5552     381.7707     366.2058    3555.1933     453.8479    1416.5287     617.4424
     374   10460.4999     424.9740     281.8905     257.0929     371.8237     588.6763     512.6529     465.3161     352.7393    4068.5921     626.5294    1614.9580     895.2547
