#Frame        RoG_ITP RoG_ITP[Max]
       1       6.4959       8.1210
       2       6.5445       7.9214
       3       6.4618       7.1890
       4       6.1707       6.3863
       5       6.5420       5.1436
       6       7.3070       4.8365
       7       7.1188       8.6007
       8       6.0135       6.1928
       9       6.4306       7.6771
      10       6.2951       6.7702
      11       6.7269       6.6425
      12       6.4913       6.9584
      13       8.5793      12.3532
      14       6.4129       5.6117
      15       6.5518       7.1806
      16       7.3088       5.6172
      17       6.6366       9.0252
      18       6.9346       8.3030
      19       6.2178       6.5972
      20       6.9449       8.2915
      21       6.3936       6.7188
      22       9.9287      13.6477
      23       6.7147       8.1969
      24       8.1457       8.6510
      25       6.6745       7.1739
      26       7.4201       8.0453
      27       7.0261       7.7978
      28       6.5554       6.9155
      29       6.4086       6.7935
      30       6.8858       5.0974
      31       6.7183       8.1230
      32       8.0607      10.2512
      33       7.7979      11.4387
      34       6.6589       7.4843
      35       7.7551       7.9419
      36       6.3858       6.0577
      37       6.6841       7.7492
      38       6.5836       6.9695
      39       6.7763       6.4465
      40       6.9428       7.0331
      41       6.7335       6.3943
      42       6.8724       4.9289
      43       6.0510       6.8118
      44       6.8035       4.7769
      45       6.5703       4.9381
      46       6.9689       8.7516
      47       7.1022      10.6275
      48       7.1962       7.4117
      49      10.1060      11.4555
      50       6.3609       4.9066
      51       6.6595       8.3414
      52       6.3903       5.4323
      53       7.4522       8.6457
      54       7.7404       9.7390
      55       7.0270       7.3469
      56       6.7002       5.1580
      57       8.9436       7.0728
      58       6.3368       5.4448
      59       7.9385      12.6396
      60       6.6784       8.7644
      61       6.0215       5.5151
      62       7.6883       5.2854
      63       6.4803       7.3103
      64       6.5361       7.4715
      65       7.0607       8.3379
      66       6.1751       7.3450
      67       6.7372       5.2903
      68       7.0896       6.7729
      69       6.4312       4.1747
      70       6.0674       6.2531
      71       6.2380       6.4898
      72       7.1814       6.6448
      73       6.5477       6.1711
      74       7.3393       8.4406
      75       6.3489       6.1695
      76       6.5855       6.4181
      77       6.7364       5.9519
      78       7.8939       7.8668
      79       6.5114       6.3509
      80       7.2145      11.0987
      81       6.3204       7.1756
      82       6.1715       4.8514
      83       7.6937      11.9108
      84       7.2791       7.8701
      85       6.4213       7.2984
      86       6.7011       7.8149
      87       7.0555       8.6311
      88       7.2396       8.5177
      89       7.1368       7.0253
      90       7.0666       4.4608
      91       6.4118       6.0959
      92       6.9859       6.5211
      93       6.6198       4.9951
      94       6.2600       6.8412
      95       6.6068       6.7584
      96      10.5344       7.8621
      97       7.0571       7.4557
      98       6.2099       5.4267
      99       6.6321       7.3733
     100       6.4931       8.4716
     101       6.5644       5.2779
     102       6.5715       7.2747
     103       6.6488       4.9903
     104       6.3756       4.8233
     105       6.1578       3.2426
     106       6.8800       8.3125
     107       6.7268       9.0796
     108       6.7328       8.5716
     109       7.4777       9.8630
     110       7.3498       9.4751
     111       6.6704       4.8087
     112       6.5055       8.0439
     113       6.3199       6.2377
     114       6.1338       5.9094
     115       9.5530      12.5608
     116       6.7362       6.8018
     117       6.6496       7.5362
     118       6.4618       6.0951
     119       6.7255       6.4829
     120       7.7208      11.4767
     121       8.4424      10.0503
     122       6.5707       6.5466
     123       7.0307       6.9694
     124       7.1584       8.1275
     125       6.5933       8.3255
     126       6.3733       7.6579
     127       6.6581       7.7320
     128       7.3712       7.3028
     129       6.9269      11.7305
     130       7.5597      11.8266
     131       7.5527       8.6713
     132       6.9002       9.2675
     133       6.5211       7.0862
     134       6.8097       8.6177
     135       6.7874       8.5941
     136       7.3824       8.3000
     137       6.2265       5.8676
     138       6.4529       6.9907
     139       6.6823       7.1783
     140       6.0760       6.0819
     141       6.2489       6.3900
     142       6.2797       5.9725
     143       6.4667      13.0028
     144       8.6434      12.4828
     145       7.1015       7.4112
     146       6.7793       7.2285
     147       9.2051       9.4893
     148       7.1337       5.3532
     149       7.3441       8.3759
     150       6.5600       6.6909
     151       6.6689       6.5602
     152       6.2352       6.1916
     153       6.5887       4.0034
     154       6.7311       7.5528
     155       6.2021       5.6050
     156       6.6386       7.9478
     157       7.3131       9.8313
     158       7.2284       8.6896
     159       5.9161       5.7635
     160       6.5258       5.9508
     161       9.1848      11.8071
     162       6.7115       9.0744
     163       6.7777       7.9036
     164       6.8234       7.4311
     165       6.2044       6.4166
     166       6.5666       3.8474
     167       6.6922       7.4313
     168       6.3153       5.5032
     169       6.9974       7.3397
     170       7.2746       6.3713
     171       6.4797       7.4809
     172       6.9165       8.7322
     173       6.8646       6.5662
     174       6.7187       8.9174
     175       7.2506       8.5999
     176       6.4531       6.3863
     177       6.4230       7.2015
     178       6.4377       7.0446
     179       6.4165       8.1178
     180       6.9906       5.8189
     181       7.8439       5.6407
     182       6.5332       6.0001
     183       7.0284       9.5081
     184       6.6976       6.0514
     185       6.9070       9.0084
     186       6.8243       8.4124
     187       6.4028       5.8134
     188       7.1520       8.4138
     189       7.1463       9.5272
     190       7.1742       9.9444
     191       6.7292       9.1500
     192       7.3116       6.8616
     193       6.5969       8.6894
     194       6.6985       8.2411
     195       6.8744       9.4508
     196       6.5540       8.2263
     197       6.5868       4.4392
     198       6.9726       8.6965
     199       9.4315      20.9455
     200       6.9080       7.5732
     201       6.5013       7.7887
     202       6.3904       5.7839
     203       6.2206       7.4798
     204       6.2546       6.2242
     205       6.2598       6.5381
     206       6.0925       5.9014
     207       7.3943      10.9279
     208       6.8617       6.4769
     209       6.4225       8.1732
     210       6.4618       5.8303
     211       6.4827       7.3424
     212       6.3117       5.3533
     213       7.1397       8.8704
