#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010
     245    5758.1113     361.3708     263.2761     268.4677     265.3458     295.5431    1052.2874     477.9466    2193.4743     580.3996
     246    7869.4824     549.0169     353.1288     467.4912     484.1642     537.4864    1141.6753     419.7601    3267.4528     649.3067
     247    7615.7081     957.4704     394.6745     341.6051     333.7156     365.1426    1628.5796     408.2680    2424.1875     762.0648
     248    7343.5542     514.2654     398.0771     265.7019     223.3017     245.6473    1140.4826     399.1141    3382.5336     774.4303
     249    8881.5882     468.0331     523.7056     730.4804     633.0487     379.2222    1133.6107     421.7028    3683.3366     908.4481
     250    6909.8365     411.5856     436.6758     540.0853     415.2740     458.0007    1484.4569     499.7339    1975.2915     688.7329
     251    6709.6838     431.8888     428.5874     459.7048     379.9500     272.4630    1297.6211     438.5088    2233.3054     767.6545
     252    7986.4817     481.2309     646.7871     438.8990     335.0419     347.0338    1394.4053     762.9550    2630.9917     949.1370
     253    6133.3723     320.6499     212.6784     184.3499     182.4373     249.7806    1209.4457     373.2286    2644.4090     756.3929
     254    8204.0753     496.6549     345.0822     334.7336     370.5616     508.2645    1465.5251     714.2011    3355.9724     613.0798
     255    7035.5177     361.9707     309.5290     232.7352     225.5520     256.3270    1483.3706     520.8508    2637.8925    1007.2902
     256    6171.6978     592.8626     249.9730     199.8651     209.8450     230.9280    1188.1120     516.7387    2355.2448     628.1287
     257    8712.1754     424.3223     378.7951     331.9745     671.9724     583.9641    1420.0901     570.0046    3406.4595     924.5928
     258    8490.4943     553.6176     412.7476     382.1779     630.9001     381.8979    1339.4603     427.1468    3378.4861     984.0601
     259    7954.1566     502.4681     443.2838     280.5609     275.8479     268.8757    1084.2604     491.1311    3749.6658     858.0628
     260    6998.1957     391.5329     305.9635     217.1808     216.4242     231.8590    1218.1083     524.3839    3081.3962     811.3471
     261    6494.5529     410.4575     243.5436     212.9137     229.0799     341.6651     939.7143     384.7459    2890.8061     841.6266
     262    5985.9716     384.8334     262.4405     236.0318     262.0696     328.9279    1213.9884     500.4090    1996.8730     800.3978
     263    8720.9029     537.3559     445.6864     521.5492     361.6481     344.2485    1634.7225     537.7528    3430.7861     907.1533
     264    7735.7523     775.3633     537.6055     364.4699     351.4450     369.9437    1285.6798     564.1394    2766.5018     720.6039
     265    8299.1000     466.2561     440.4121     517.9250     639.7495     413.5683    1162.1461     433.1662    3160.0338    1065.8428
     266    8734.5980     364.0689     279.2071     241.6302     353.2621     470.0813    2270.2987     573.4368    3401.0804     781.5324
     267    8671.2046     482.3046     300.8785     383.8678     538.2002     389.4817    1638.7938     598.8900    3330.3004    1008.4875
     268    9757.0391     688.0195     444.6382     502.4544     652.7229     374.0191    1727.1539     528.1432    3825.1289    1014.7590
     269    8993.0103     723.0103     703.1280     364.7159     277.1110     337.4249    1379.1950     549.9620    3875.3105     783.1526
     270    7076.2670     333.8643     336.6782     415.6134     350.3037     375.4425    1743.5926     494.3083    2537.1898     489.2743
     271    7368.2161     343.0588     258.7114     210.1922     187.3738     269.7748    1383.6915     673.3633    3420.3146     621.7356
     272    7103.3655     673.0397     388.7927     335.3453     319.2478     319.3271    1243.3880     501.8183    2795.8906     526.5160
     273    6238.9167     406.6959     243.8546     212.6772     220.9920     238.5300     863.3236     326.8326    2883.8674     842.1435
     274    7914.8200     385.6748     422.8322     626.0434     614.4828     412.5979    1220.6239     486.1284    3018.0438     728.3928
     275    7785.7454     555.9921     424.3768     282.2702     218.5369     333.8957    1513.5903     531.0715    3177.5301     748.4819
     276    7418.7108     575.0337     447.4594     402.7867     388.0168     438.9130     878.3383     395.9116    2900.3006     991.9507
     277    8791.4765     526.1949     719.3024     513.2506     368.9255     356.5515    1636.3562     610.5808    3302.2786     758.0361
     278    7530.7567     957.9211     481.8373     343.3551     347.7676     396.9958    1336.7600     452.0086    2714.4958     499.6155
     279    5918.2331     372.6088     265.6454     212.8733     199.8943     210.1007    1282.8192     457.7502    2320.5268     596.0144
     280    8149.1886     590.2891     419.9896     391.9027     248.5598     249.0581    1603.8991     706.5139    2999.0456     939.9305
     281    6590.2128     390.5798     333.1469     313.4570     272.5048     250.2838    1049.6916     493.3299    2855.0356     632.1833
     282    8326.6965     440.9344     339.9184     319.9082     294.4295     336.6196    1765.3011     509.0055    3511.4500     809.1297
     283    7506.3666     653.1935     524.1733     344.0457     297.4136     379.5296    1646.0500     527.5421    2435.3869     699.0319
     284    7568.6090     474.6283     356.2222     333.0749     262.7295     275.8322    1955.3637     524.6813    2552.9381     833.1388
     285    6467.6064     303.7216     197.5450     163.8203     165.2863     192.3843    1314.2053     394.7982    3034.8966     700.9487
     286    7323.7623     537.3232     367.3565     306.6162     336.2105     320.3719    1391.4042     415.1945    2981.1889     668.0963
     287    8637.2365     473.3575     376.2620     315.4494     332.4303     342.2195    1982.8914     670.5967    3438.2684     705.7613
     288    8988.5009     531.2293     393.1265     329.8836     418.5847     422.8189    1706.3022     634.7394    3326.9487    1224.8675
     289    8224.3108     583.7073     736.5872     449.7180     317.1212     278.3519    1466.8187     491.7052    2938.4322     961.8690
     290    7895.1488     462.1536     444.0756     414.6555     328.4727     286.9885    1215.2907     486.4788    3195.1970    1061.8363
     291    7631.0368     648.0139     645.9867     641.3810     333.1027     261.9431    1176.8264     490.0629    2676.1911     757.5289
     292    7842.7507     309.3372     222.2785     315.8426     424.6045     458.0948    1293.4110     545.7574    3317.4388     955.9859
     293    5509.1292     306.2619     203.9023     228.9254     288.0897     260.9010     989.1709     420.7895    2325.5266     485.5619
     294    8820.3460     660.4938     541.0558     637.9924     359.3995     285.8321    1383.1135     471.5502    3459.5404    1021.3683
     295    6136.6216     340.8177     234.7072     222.2303     250.7174     336.5451    1170.7640     344.6428    2591.4547     644.7425
     296    8034.5311     359.3282     275.4119     346.9291     317.7383     359.1050    1583.9475     558.9334    3482.7737     750.3641
     297    6462.7555     449.8182     320.9046     295.8618     352.5882     351.3933    1262.7771     350.9691    2446.4332     632.0100
     298    6887.4414     330.7557     264.8990     282.5810     246.7645     265.6299    1201.3451     400.3056    3070.2634     824.8971
     299    8304.7696     670.5472     368.3031     315.3202     320.0059     469.4178    1464.6088     522.6852    3223.3279     950.5536
     300    6820.6080     414.9319     455.9462     368.4665     304.3304     300.7172    1483.9743     460.7457    2518.3289     513.1670
     301    9221.2994     764.1340     483.2156     334.0911     250.1996     347.6136    1890.4705     699.3011    3693.7301     758.5438
     302    8671.4294     526.4438     527.9737     530.2971     504.7394     558.6893    1295.5917     716.9269    2874.7192    1136.0483
     303    7929.7351     554.8137     488.3555     420.3760     504.8029     497.2087    1481.5164     781.1715    2494.4644     707.0261
     304    7539.1330     601.2519     513.8623     487.6137     434.7966     483.3429    1155.6368     514.0424    2296.4438    1052.1426
     305    6604.7431     489.1685     477.1192     271.4897     261.8677     405.3950    1123.9427     456.8624    2475.9331     642.9649
     306    7933.9464     795.9222     414.1106     275.7383     259.1283     268.1430    1532.2596     646.4308    3064.2190     677.9947
     307    7685.8122     402.8289     261.7856     246.3366     275.7269     381.1397    1181.0482     581.8565    3408.7638     946.3261
     308    9463.4718     759.1971     544.7230     448.9131     402.7651     340.7005    1803.8660     585.7300    3743.2288     834.3482
     309    8472.0739     524.1276     440.1229     451.6775     494.8974     511.7947    1835.2441     592.7657    2641.8650     979.5791
     310    9405.7061     533.4250     538.3243     522.8711     720.9180     584.0532    1195.9625     540.0378    4093.9385     676.1756
     311    8787.8538     434.4457     592.9415     458.6259     469.9269     501.0665    1249.8434     498.9396    3633.5464     948.5179
     312    7331.9759     712.8966     325.4577     275.4936     283.2978     258.0410    1241.3439     466.2671    3013.2400     755.9383
     313    8282.1090     567.4692     469.4867     341.1302     286.8002     329.1367    1878.1818     495.4811    3138.1078     776.3152
     314    6412.7786     426.7490     424.0325     271.1574     242.8544     263.5876    1269.1268     486.7962    2531.1072     497.3674
     315    5447.3393     355.2776     238.9702     288.7676     357.5630     383.3497    1229.4033     345.5714    1723.8802     524.5562
     316    6652.6803     331.5027     382.8520     493.0917     287.4651     283.7442    1440.4503     559.2332    2371.9599     502.3811
     317    6452.9474     329.0879     222.2671     221.0431     238.0064     268.6699    1255.5478     495.2648    2700.1084     722.9520
     318    7298.6224     699.6741     452.7415     407.0864     319.7560     385.3429     865.1780     341.3462    2922.9042     904.5931
     319    8997.2896     687.2159     477.9998     456.1218     403.5620     497.9515    1019.7048     416.5863    3800.0017    1238.1460
     320    8575.0075     363.4841     282.0430     229.7408     327.1353     409.7362    2101.1113     570.5664    3568.7520     722.4383
     321    8213.7336     789.4863     541.7341     614.0722     456.9483     379.2424    1116.2751     452.8834    3160.4323     702.6595
     322    6858.3504     346.9289     292.8721     318.3486     385.9526     339.7636    1398.4815     412.9745    2692.0286     671.0002
     323    9015.2191     555.6657     533.0989     485.5725     435.0972     631.1358    1896.9602     731.1041    2765.2511     981.3336
     324    8127.0450     701.6132     520.3809     385.8282     358.4978     338.1151    1476.8131     402.6596    3316.8280     626.3092
     325    6743.0767     332.4287     236.4094     236.1807     267.4780     387.9716    1127.6986     390.2179    3059.2762     705.4156
     326    7660.2128     453.2874     384.6093     296.0682     303.0707     468.9973    1115.1724     443.3391    3438.5851     757.0831
     327    6922.3240     306.8451     211.8077     202.4710     268.0236     334.1308    1172.9691     437.0605    3242.4691     746.5471
     328   10017.4688     447.3501     483.5885     689.7823     483.4846     431.7483    1763.0889     501.3666    4127.6390    1089.4205
     329    7199.3763     505.8884     290.6138     258.9002     307.0083     349.0403    1466.9573     451.7865    2940.6064     628.5750
     330    8176.2175     784.2537     767.2412     417.3360     315.6624     347.7821    1648.3904     503.5648    2621.2342     770.7529
     331    6984.4521     311.0434     203.6354     210.6015     408.1988     491.3663    1726.3210     494.5384    2361.7241     777.0232
     332    5832.8079     479.3411     367.8139     252.0078     205.6497     249.7743     930.4522     345.7629    2452.9975     549.0085
     333    7293.7881     440.8868     487.8056     607.8624     491.7581     443.7256     881.8521     353.2579    2853.4075     733.2322
     334    7019.7592     427.8016     286.1754     195.9803     187.7366     271.0084    1235.3900     428.9524    3213.7063     773.0082
     335    7447.2748     733.1931     397.6705     307.9356     364.1146     328.6577    1355.7547     374.1168    3026.4535     559.3783
     336    6209.9930     376.2869     359.8382     335.1984     343.3773     310.5778     881.3402     401.1420    2626.7864     575.4458
     337    6648.3373     585.6867     323.9987     229.7966     259.5909     305.6660    1492.1707     424.5651    2481.7104     545.1521
     338    7976.0035     728.2840     603.7061     368.1925     266.9965     427.8963    1531.1899     518.4151    3027.8101     503.5131
     339    7949.7752     435.7114     393.7966     304.1595     229.4605     288.0173    1536.9236     589.7680    3495.9142     676.0243
     340    8161.9783     855.3930     518.3854     364.3322     397.8821     417.0544    1589.8744     504.8811    2817.1870     696.9887
     341    8982.3123     516.4584     726.4520     611.5491     334.4922     369.7434    1339.3562     655.2732    3650.9036     778.0842
     342    7638.2732     744.9076     457.0404     298.1461     324.6991     335.7072    1503.3517     544.8547    2773.0497     656.5168
     343    6305.0203     694.2286     433.9348     283.4589     252.3671     264.5672     941.8592     430.2831    2421.9068     582.4145
     344    6181.2728     667.7161     312.8527     248.4291     267.4537     339.0685    1314.9436     395.9945    2063.3556     571.4591
     345    8529.6270     945.1714     425.8767     364.9760     415.5300     481.1610    1457.2300     440.5088    3180.3120     818.8613
     346    7954.9083     578.8664     450.1323     278.8412     264.9342     356.3559    1441.9486     423.3158    3418.3170     742.1969
     347    6386.5545     426.0972     296.9421     239.2138     237.2880     243.1252    1288.3370     348.0893    2622.3463     685.1155
     348    8597.2552     517.1905     448.4304     501.4493     402.8475     267.4688    1390.2222     588.5744    3432.5136    1048.5586
     349    8110.2890     461.7567     418.7230     377.1249     444.9373     578.6501    1093.3322     482.3440    3308.1185     945.3022
     350    6457.8439     600.0867     453.8735     314.8599     292.6669     331.6056     944.3961     400.7370    2390.6267     728.9914
     351    6679.4507     339.5652     331.0954     417.8440     462.3851     335.9616    1355.0762     603.1399    2332.2137     502.1698
     352    6886.6911     316.7277     208.4422     180.9578     178.3511     232.9524    1382.9470     623.5893    2820.0758     942.6478
     353   10545.8072    1164.0741     894.0653     399.4728     252.9883     312.9014    1870.3858     633.5181    4105.7279     912.6736
     354    7977.3708     627.7847     567.5292     554.6491     329.2316     297.3423    1356.7420     536.1861    2957.6535     750.2521
     355    7692.0593     630.8745     492.7248     393.4907     235.4624     306.6220    1471.6034     439.9343    2703.9962    1017.3507
     356    5312.6960     382.4043     245.9579     220.9346     232.7536     263.9176     856.3008     397.6083    2217.2908     495.5282
     357    8670.5997     338.1754     344.6339     342.3565     414.1033     347.7935    1683.7545     691.3884    3507.1487    1001.2454
     358    6547.1531     411.4416     265.4554     234.3254     243.8883     415.4231    1484.5573     474.2366    2199.8796     817.9458
     359    8437.2099     797.9718     543.6920     383.6265     344.8149     414.0858    1932.1300     607.0082    2580.7850     833.0957
     360    8863.7592     670.5102     688.5822     464.9663     365.1378     416.6374    1635.3580     680.2198    3041.4122     900.9353
     361    7412.1894     872.7748     596.3610     438.0173     251.0697     252.4175    1031.1225     654.4057    2448.4788     867.5421
     362    6323.5855     691.5547     500.1034     299.4345     270.4524     334.7230    1045.6737     328.9235    2076.3275     776.3927
     363    6419.1606     551.5117     389.4711     298.8966     422.9080     443.7250     980.1319     361.8676    2254.1484     716.5003
     364    7578.5624     567.1202     415.1480     316.6645     197.1373     238.2611     925.9557     502.1966    3598.9620     817.1171
     365    7539.7261     558.3337     315.2780     296.8377     363.9547     452.6705    1378.3571     507.9132    2691.9742     974.4069
     366   10479.0064     652.4507     632.1249     526.2603     381.8469     401.6771    2385.4802     530.9817    4231.9687     736.2160
     367    7393.4397     360.8726     297.5433     344.9166     349.4285     398.0230    1149.9787     477.8214    3137.5083     877.3474
     368    8834.8628     550.9607     369.1179     336.8447     284.9487     281.8370    1457.1753     471.2075    4194.7274     888.0437
     369    8668.2199     402.8348     331.0928     291.3894     355.6897     456.0236    1385.5492     622.6614    3961.3455     861.6335
     370    9181.4594     740.6563     898.7664     664.7257     393.5370     385.5090    1549.0406     546.1866    3257.2190     745.8187
     371    6936.8705     354.2410     230.8641     203.7184     187.8933     223.9111    1435.0421     620.5441    2738.7139     941.9425
     372    8178.9347     539.9091     612.3888     380.3329     327.1460     299.4828    1364.1985     708.7038    3018.1986     928.5743
     373    7339.9279     461.9075     284.8157     411.7370     334.5211     326.8028    1292.6455     632.2154    2656.2716     939.0112
     374    7063.4297     584.0665     345.9193     236.4195     219.3151     279.2819    1053.9064     421.7973    3074.4944     848.2293
     375    6271.6187     322.1822     262.6546     301.8224     386.0404     432.9002    1267.6969     350.5956    2460.9206     486.8058
     376    6273.6197     581.9745     273.7903     237.4248     265.3338     422.2542    1169.8344     358.4344    2428.9191     535.6543
     377    7443.9202     832.2450     517.9515     355.8923     273.2430     332.3129    1453.8228     549.5638    2415.3121     713.5767
     378    7961.8168     670.2059     358.7605     323.5063     266.2570     257.1758    1306.7635     421.1841    3574.7045     783.2592
     379    7757.2662     572.8876     356.7308     407.5345     296.7562     307.4566    1077.2940     463.5682    3404.5346     870.5039
     380    6820.2207     478.0171     448.2556     340.1195     248.1774     298.2637    1290.4712     513.9816    2536.2960     666.6386
     381    7325.7613     331.7475     254.2498     337.6768     448.0219     445.5626    1231.8564     524.2421    2820.2363     932.1679
     382    8281.8409     458.6184     419.9474     431.0741     448.8058     435.0591    1562.7880     481.3709    3216.6170     827.5602
     383    9382.8695     647.4146     442.7874     574.9313     708.5392     560.9994    1575.5235     504.5636    3765.9391     602.1715
     384    6667.8558     375.6654     273.5821     241.5356     280.1471     276.0257    1148.5581     558.1468    2694.0351     820.1598
     385    8150.7872     555.9581     746.6523     508.7833     362.7853     331.8502    1530.4585     545.5233    2729.7469     839.0294
     386    8585.4473     781.4774     315.9559     253.7923     257.2792     294.5121    1524.0520     634.5486    3262.3806    1261.4492
     387    8098.0606     477.7848     358.6491     363.9536     391.4309     285.4888    1220.4010     333.5127    3710.3261     956.5135
     388    9041.2859     511.8063     536.7139     439.1938     344.8467     519.7134    2265.4564     608.3298    2825.7521     989.4735
     389    8932.2221     649.9798     898.9402     678.5337     396.4150     369.5583    1713.5485     651.4174    2677.1299     896.6992
     390    7961.9031     570.3475     486.6737     488.0714     396.4399     392.1112    1634.0413     725.4444    2559.9115     708.8621
     391    7515.5000     531.4198     361.9995     347.7186     469.4673     456.0132    1232.0637     659.7654    2570.0899     886.9625
     392    6629.7346     532.9658     348.4119     283.8581     238.0578     266.2123    1068.8012     533.2316    2552.3303     805.8655
     393    6929.9211     409.5944     312.1050     345.9499     306.3253     293.2769    1157.8084     502.3789    3017.9802     584.5021
     394    9358.3697     804.4907     472.9149     393.2769     342.4815     343.8321    2169.2530     794.2718    3198.5807     839.2680
     395    7627.6009     556.4385     509.6350     448.3379     451.2448     580.0771    1209.7361     475.5194    2424.3909     972.2211
     396    7154.8636     583.2979     405.3923     347.2692     328.6765     335.8113    1204.6003     379.4031    2853.0812     717.3320
     397    7366.9251     306.8556     197.7103     170.1035     192.7885     258.9238    1486.8440     410.1734    3454.5491     888.9768
     398    6230.7207     588.3848     370.8905     238.2054     275.3313     264.5795    1013.8883     403.4261    2447.7044     628.3102
     399    8851.3920     551.7542     793.8958     636.7457     374.3628     346.2209    2020.0870     576.3290    2666.5255     885.4710
     400    7994.4318     360.3696     238.1135     281.7135     359.7342     324.7805    1451.5264     407.9724    3746.3411     823.8805
     401    7431.7112     538.8478     348.8460     420.0470     367.5920     294.1903     993.2152     448.9097    3153.7315     866.3317
     402    9081.4912     564.0977     482.6925     396.3984     456.0011     544.7184    1658.5657     493.4600    3378.9517    1106.6056
     403    5436.7085     295.8770     210.1061     234.4571     329.0346     347.6343     843.2067     420.7033    2226.9362     528.7531
     404    6488.5473     523.2952     375.2734     277.4170     309.4069     499.4444    1605.8720     394.5223    1814.2890     689.0272
     405    8343.6651     718.0185     506.5472     556.1817     493.5340     546.4673    1689.0360     451.2327    2517.6739     864.9738
     406    6235.9378     514.3430     509.3308     374.6707     249.1428     275.0309    1321.4103     472.4129    2026.1393     493.4571
     407    5453.2803     347.4321     229.0316     223.6918     260.3115     265.3482     783.4711     292.5386    2347.7149     703.7404
     408    6886.7990     501.8849     430.8799     337.6045     345.6008     364.8734    1089.0274     507.5097    2689.9880     619.4305
     409    8683.8191     604.2327     554.5130     519.4168     508.3270     382.9773    1524.0662     448.0626    3383.4802     758.7432
     410    6871.2796     304.8298     235.1321     336.9084     493.9342     412.6381    1137.7544     454.3550    2815.9224     679.8051
     411    6940.4355     350.8310     219.0656     196.9515     212.2093     289.4079    1690.3929     564.7125    2561.2132     855.6516
     412    5595.0278     326.9358     204.7109     177.8383     219.7678     287.5033    1094.3936     468.8512    2046.7662     768.2607
     413    7777.2157     399.0233     392.5452     387.4202     372.4266     401.8328    1571.1456     532.7767    2954.2932     765.7520
     414    7841.2360     566.0716     435.6564     441.5066     344.2371     322.2779    1336.7361     490.1005    3179.5834     725.0663
     415    6169.6046     547.2118     395.2610     303.0865     252.1600     379.3530    1013.6585     339.7483    2349.6230     589.5024
     416    7961.1020     393.2556     461.7859     512.8619     435.0472     395.9322    1640.7496     397.6786    2731.5665     992.2245
     417    7478.3365     310.2294     249.3517     399.3961     424.2916     395.3747     993.9994     375.7115    3428.0581     901.9239
     418    6197.9043     405.7568     213.6160     187.8213     181.7404     220.4074     976.7383     354.8163    2855.2945     801.7132
     419    8909.1374     346.7006     364.8421     623.2615     482.9249     361.2978    1506.9725     638.2957    3701.2784     883.5639
     420    7512.2196     602.0141     533.8628     477.3006     286.7219     290.3138    1079.2669     501.5404    2742.2439     998.9553
     421    8090.1033     727.0148     481.9933     410.0889     464.9217     440.6596    1358.8578     406.0520    3002.3923     798.1230
     422    7534.7225     320.5623     262.3219     382.9435     576.0277     423.9269    1537.6353     599.8676    2769.3811     662.0561
     423    6939.0000     354.0604     294.6737     387.9695     342.7521     498.3291    1290.3709     590.6830    2482.6555     697.5058
     424    6493.4523     373.9198     269.2770     243.3532     238.4541     276.9997    1465.0056     489.4558    2528.2132     608.7739
     425    8215.2207     617.2035     446.4556     310.1751     250.4965     253.1698    1525.5183     475.5768    3286.4081    1050.2171
     426    5593.3987     310.6206     196.3054     169.9374     191.2877     250.4279     886.8791     367.4878    2585.6047     634.8481
     427    6903.8823     464.9879     431.5873     418.5693     478.5385     294.2377     860.9277     456.1464    2730.0047     768.8828
     428    8043.4617     534.5273     349.2904     286.0763     243.6677     334.2914    1676.2199     595.4096    3088.2636     935.7156
     429    8024.8816     603.2158     534.2255     426.4418     340.0566     433.1245    1561.0050     553.1409    2716.5237     857.1476
     430    7814.0744     541.4192     339.2322     339.3750     413.3269     421.1088    1502.1609     615.6884    2912.2953     729.4675
     431    8201.6041     410.0352     387.4937     402.8439     420.9917     578.2266    1283.2715     786.8351    2983.3042     948.6021
     432    7631.1523     645.9666     575.3176     347.3879     337.3554     397.5581    1416.7796     599.1657    2404.4723     907.1490
     433    8740.9034     547.4198     414.8701     305.4422     297.8020     433.0051    1640.4820     416.9303    3851.4204     833.5316
     434    6680.6077     492.1892     301.8743     297.3903     334.1721     336.2292    1140.1419     333.2538    2683.4307     761.9263
     435    8641.7869     541.0774     516.7170     707.2208     425.4709     281.8057    1388.7659     537.0630    3293.8086     949.8576
     436    6986.7201     435.8197     358.0254     477.6378     263.8405     298.3821    1118.1769     433.6370    2852.2401     748.9607
     437    8857.3245     559.9722     433.9656     449.1603     387.5950     619.3850    1122.5830     466.5056    3669.3816    1148.7763
     438    9463.9248     856.0197     679.9325     329.0385     345.2044     307.7414    1268.0650     569.0060    4191.6882     917.2291
     439    7819.8508     620.8612     545.5476     597.6559     380.4087     359.0024    1369.8510     609.4083    2798.2104     538.9054
     440    8273.9480     381.8804     257.4735     287.1391     354.4793     351.2709    2096.6599     490.7148    3326.9161     727.4140
     441    5518.1214     353.7497     256.7602     244.4680     267.5619     299.5511    1257.0121     409.7078    1804.5262     624.7845
     442    7182.4484     487.9919     525.7814     504.3259     470.1155     395.0797     958.6140     681.0842    2408.7591     750.6967
     443    8634.7425     409.0256     331.9620     452.2179     390.9023     335.7959    1472.3249     374.4421    3953.9108     914.1611
     444    7394.1817     547.1980     562.6973     440.2716     249.3273     238.5741    1200.2443     423.3731    2878.8895     853.6066
     445    7923.4680     531.8617     335.7054     260.3749     266.1245     330.1804    1587.4916     411.5254    3508.7232     691.4809
     446    5539.0235     310.9044     201.2044     202.0215     266.8541     279.1637     853.9050     364.2225    2384.3447     676.4032
     447    7492.2971     509.3953     422.4022     404.6249     291.0500     300.3949    1320.0645     513.2479    2743.3404     987.7772
     448    8787.3500     892.3796     391.4246     277.0378     264.1690     261.7238    1725.8874     747.1165    3184.3338    1043.2775
     449    7887.7637     611.4110     454.2400     369.8069     333.9003     258.0511    1297.5339     696.8657    2837.3275    1028.6273
     450    5399.5950     424.8819     250.6589     191.3001     181.2853     217.5829     991.9708     337.1040    2135.7497     669.0613
     451    7405.2875     367.1242     286.0675     272.5831     236.4674     374.0775    1686.2182     608.6686    2768.5310     805.5501
     452    6834.2771     444.5913     303.1420     394.3939     373.5928     322.6183    1020.1230     434.3856    2763.9783     777.4521
     453    8107.1973     477.2568     374.8445     471.3994     273.6223     327.9136    1211.4070     464.0689    3622.1623     884.5224
     454    8198.8062     997.9735     626.7863     342.0191     341.6394     334.3410    1685.5437     639.2072    2533.1388     698.1572
     455    6573.6655     322.5268     242.5557     244.8682     289.3129     434.6855    1547.1817     490.6916    2155.9293     845.9139
     456    6867.6556     331.9906     246.5514     362.2942     452.7297     513.5696    1283.8060     489.1027    2319.5733     868.0381
     457    5525.3214     310.3214     202.0620     178.4465     183.4256     212.8751     821.5013     342.4454    2536.4841     737.7600
     458    7881.9127    1006.8065     257.8566     197.4715     203.0621     231.5983    1202.8268     409.8890    3415.9919     956.4099
     459    9760.9440     842.0055     725.3224     555.7005     300.6120     363.6420    1438.7521     680.8735    3995.5841     858.4519
     460    6683.6728     353.9751     306.0559     264.1315     211.3137     246.2755     886.3251     302.5665    3246.7374     866.2922
     461    6857.7252     581.1662     270.7153     239.8907     328.5587     516.2689    1029.1091     298.7510    2803.9275     789.3379
     462    7709.3311     559.9974     464.5657     446.7423     286.2399     324.5717    1257.7121     441.8251    3068.9751     858.7019
     463    6630.8207     453.8032     297.5781     292.9341     260.2374     265.9850    1110.9299     341.9346    2901.1181     706.3003
     464    8978.6613     571.8253     462.8590     360.2716     428.8193     339.6199    1491.7995     515.4687    3680.8869    1127.1111
     465    9515.7877     693.2262     625.3700     437.7472     440.4218     419.1441    1581.5536     459.3772    4049.3633     809.5842
     466    7552.0746     589.3348     395.3010     361.7088     380.6076     497.0731     971.2257     482.5371    3031.4716     842.8150
     467    6772.0085     622.0887     381.2545     440.9139     358.6489     366.2846    1396.8224     407.9880    2305.8633     492.1441
     468    9675.5141     683.0203     396.1125     424.5498     462.1521     358.6191    2003.6400     532.2759    3923.1127     892.0319
     469    7553.7151     313.0463     299.9750     319.2904     317.5662     522.4018    1166.9364     525.8659    3367.9073     720.7256
     470    6681.0701     761.9930     469.2186     498.0058     286.7927     251.9127     876.3091     339.7832    2437.0102     760.0449
     471    7757.4528     310.2644     242.9712     319.4936     322.4932     337.7645    1591.3840     738.8714    3062.2692     831.9413
     472    7938.4264     496.1715     617.8027     363.7924     306.7639     471.6550    1729.2935     634.1794    2497.9290     820.8391
     473    6152.0147     588.9870     388.7237     250.5850     226.6991     317.6660    1170.4640     445.5875    2047.6416     715.6607
     474    7330.4129     437.3354     520.2564     392.0385     327.6260     324.6102    1068.4487     494.2977    3033.2529     732.5471
     475    8532.9276     562.6304     506.0630     369.6898     341.3941     591.3154    1586.8870     482.1157    3335.4757     757.3563
     476    6123.2854     443.4447     375.0425     324.6054     283.5435     371.4418    1416.8165     371.6393    1902.1539     634.5978
     477    6661.0064     454.6474     369.9993     409.5727     433.4557     406.5135    1105.2801     510.0914    2259.9775     711.4689
     478    8381.7429     589.1884     417.9164     382.9003     293.7691     295.2783    1691.9216     682.0496    3093.2438     935.4753
     479    7018.9007     319.0182     200.9103     165.6481     176.3386     218.6817    1531.8155     629.7302    2837.7938     938.9642
     480    7918.3112     625.8421     413.1995     297.5858     281.9281     288.8894    1601.0164     576.5148    2693.5352    1139.8000
     481    8524.6159     618.4496     324.6159     247.2346     245.0409     383.7840    1854.4225     652.9874    3369.9571     828.1239
     482    7521.1428    1013.6395     619.1883     271.5302     256.1793     280.2222    1417.6792     553.9951    2344.1202     764.5888
     483    6531.7229     407.4560     297.2574     338.2386     309.2795     425.1917    1100.2437     444.6218    2603.3533     606.0809
     484    6872.9073     331.6770     217.5264     184.9464     200.1508     255.2146    1485.2511     582.9104    2638.7794     976.4512
     485    6866.9127     469.6964     454.1321     392.3744     432.9981     320.7429    1002.0161     470.4034    2705.8137     618.7357
     486    7719.7508     565.7749     388.1415     365.3199     303.1476     313.2215    1737.5031     486.5964    2910.5821     649.4637
     487    6725.1688     320.3490     288.8024     247.1300     223.8849     236.8621    1277.1074     472.8844    2955.6303     702.5184
     488    7143.8440     320.6761     298.5162     293.1697     335.6947     382.5086    1580.6452     603.5392    2651.5043     677.5900
     489    7140.2291     355.1664     228.0890     199.4936     233.4173     306.2392    1610.4927     348.9611    3021.1078     837.2619
     490    9047.9054     793.0746     455.6418     387.5860     355.1786     455.6121    1598.6064     527.5579    3661.6698     812.9783
     491    6978.7350     395.0857     348.7921     391.3958     343.6286     354.4101    1407.6918     582.5898    2634.8302     520.3110
     492    8185.6912     523.2720     523.0191     422.0837     259.3167     349.2731    1332.6600     503.0239    3166.2765    1106.7662
