#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010
     238    8540.2832     765.5923     465.1974     465.9081     381.3151     325.9626    3336.9646     568.8291    1335.1668     895.3472
     239    7681.3436     525.1548     343.9553     343.4386     387.3568     379.4850    3316.1445     465.8106    1410.7935     509.2045
     240    7125.7410     349.4348     377.4053     314.0086     331.8612     513.1731    2463.0859     507.5040    1270.3718     998.8963
     241    7773.3005     869.4081     475.9643     429.0101     389.3918     390.7458    3308.4424     354.5352     914.0614     641.7415
     242    8264.3975     612.8478     548.6293     328.5364     392.5246     457.1752    2925.3501     559.3169    1364.2265    1075.7906
     243    8692.7027     777.8113     890.1519     479.7063     395.2618     428.1319    2987.9164     633.8610    1131.7131     968.1491
     244    8297.9109     360.2868     365.9950     407.7924     374.1970     452.7533    3651.8834     552.1999    1169.9975     962.8056
     245    7700.3612     404.1453     237.0888     240.3860     365.2169     411.9421    3364.9750     572.1518    1113.0703     991.3849
     246    6850.8964     979.2789     347.6370     225.1693     232.0052     306.7146    2505.6988     497.5681    1057.8263     698.9982
     247    9089.2151    1233.3069     766.9776     487.0887     280.1468     388.6697    3226.8621     612.1966    1375.0364     718.9302
     248    8404.7670     768.4338     434.6632     287.8068     336.9626     351.3887    3501.8889     568.3107    1341.7978     813.5145
     249    5904.1030     332.5817     234.9778     205.0318     212.2762     294.7965    2446.0585     440.1403    1021.7727     716.4675
     250    7428.5440     588.6332     525.6953     463.7497     410.1320     458.8791    2630.2702     454.2682    1406.7484     490.1678
     251    7760.1793     350.3744     283.6486     227.8461     324.6850     396.5360    3426.6701     475.9042    1233.7954    1040.7195
     252    8839.6578     895.1830     410.0961     360.9798     377.2023     308.8878    3898.4893     369.0628    1498.4088     721.3480
     253    6803.1232     357.5048     445.7213     326.9021     231.8337     283.7895    2680.2278     518.8961    1110.2848     847.9631
     254    7627.9040     841.8547     688.8355     392.7268     204.9726     250.7237    2828.0388     608.5396    1233.2367     578.9756
     255    8003.1033     736.2479     770.1915     556.2809     274.4709     305.4138    2904.8184     509.5694    1186.7011     759.4093
     256    6777.7711     586.4833     624.4940     371.9557     247.7073     269.9350    1994.2971     576.9715    1385.2247     720.7025
     257    7879.3958     577.9841     259.5407     228.0511     259.2257     457.0839    3271.6464     591.5624    1222.1442    1012.1573
     258    8532.0754     517.1473     358.8981     335.7013     418.3710     613.4532    3352.6664     565.3965    1364.2501    1006.1915
     259    9181.7380     677.9529     531.0933     298.1303     289.3701     399.4776    3682.1238     677.2178    1695.1568     931.2153
     260    7450.4118     841.8381     620.9523     349.0740     238.2593     337.2282    2297.7249     609.8623    1504.8123     650.6603
     261    7951.7359     580.1493     508.9787     373.9921     313.9150     335.5060    3246.6543     598.1925    1104.6586     889.6894
     262    6998.2643     415.8751     274.3279     220.0270     206.8324     269.8253    3128.9003     598.1550    1045.4316     838.8898
     263    8504.1474     387.4477     339.4404     381.7020     400.0996     569.8344    3463.4735     539.5429    1445.5572     977.0497
     264    7203.6219     440.9477     351.3302     407.8966     321.3303     279.5750    3004.7309     428.4110    1110.2223     859.1780
     265    8150.4726     637.7687     288.5904     329.4946     348.6008     498.6930    3325.4716     560.3610    1271.7342     889.7585
     266    6067.0444     359.7669     308.6551     297.6879     285.7435     293.1043    2077.8067     508.9097    1358.7873     576.5830
     267    6712.0640     311.6334     211.4105     229.2107     310.4623     349.2791    2773.5026     426.8409    1395.0356     704.6888
     268    7692.5127     357.0537     283.3057     308.8935     529.0316     512.6191    3001.4356     520.1573    1288.4724     891.5438
     269    5904.0575     587.3593     370.8059     306.2678     228.1161     287.9969    2249.2648     344.5819     984.5526     545.1122
     270    9518.3223     557.1773     487.5692     578.0592     463.2193     325.5450    3485.3375     780.4264    1898.7550     942.2333
     271    5592.6866     586.9818     338.1484     274.5602     207.5464     224.7875    1890.1228     394.4466    1118.6140     557.4789
     272    8810.6072     458.3799     466.3483     445.7785     464.4034     556.4187    3622.3198     540.9387    1198.4302    1057.5896
     273    8293.8806     410.6335     537.7836     427.0193     307.1564     358.8436    2964.8920     585.0931    1621.3620    1081.0972
     274    7726.4768     603.4155     471.6380     312.7753     447.8634     494.3306    2997.9613     642.2951     941.3817     814.8159
     275    7519.9795     341.5268     377.7396     357.7289     273.4701     387.4927    3024.8105     522.1680    1209.2494    1025.7935
     276    9274.8771     523.8882     284.1285     274.2345     365.2450     394.8097    3831.8192     697.2727    1714.6739    1188.8052
     277    8216.5039     407.1569     425.8388     281.7574     296.0395     478.5701    3493.6665     600.8043    1117.3552    1115.3152
     278    5751.0791     366.5643     298.8841     220.9206     204.8591     260.8073    2305.0864     449.6438    1051.5465     592.7670
     279    7007.3871     541.5268     341.7502     260.4274     246.3026     381.3337    2696.3427     449.8673    1076.1978    1013.6387
     280    8547.7787     537.9006     548.9049     344.0765     298.1785     370.2241    3569.6043     731.7406    1157.2792     989.8701
     281    8414.6198     694.3497     530.1293     378.5363     329.8298     524.3278    2800.3306     649.8290    1511.0326     996.2547
     282    7837.0414     517.6200     391.2572     318.8560     451.1517     534.6783    2542.6936     685.3741    1514.4933     880.9173
     283    8470.3385     480.8117     283.1664     291.7332     432.8045     508.2940    3289.5011     639.3731    1385.6939    1158.9606
     284    8245.4816     447.1039     278.7090     320.8939     402.8232     468.6869    3477.3282     624.9930    1350.6835     874.2601
     285    7919.6365     413.9725     390.0798     323.0901     328.6125     359.4532    3060.4071     673.0021    1463.3339     907.6854
     286    8978.8757     588.0153     450.3793     315.7190     308.5243     386.8908    3878.2912     444.3318    1776.3923     830.3317
     287    7676.4710     423.2335     295.2156     311.0155     504.8189     505.6636    3218.8100     512.8572    1040.4115     864.4452
     288   10072.4016     499.8439     411.4604     329.7294     361.6449     369.2235    4537.4271     555.9862    2136.3600     870.7263
     289    7995.7863     664.0234     355.5692     300.8176     274.6042     375.5021    3113.5549     524.9209    1230.4830    1156.3111
     290    8391.1441     560.3185     248.9600     193.7006     220.3177     404.0274    3883.3960     668.8153    1294.4823     917.1264
     291   10828.1162     535.7843     560.5948     515.3597     714.7209     715.2505    3957.6486     670.7032    1982.0809    1175.9732
     292    7162.5840     869.0892     516.9625     399.5233     322.7117     272.8604    2533.2132     490.0905    1161.7168     596.4163
     293    6943.4225     385.9101     359.8028     311.3771     276.4469     315.8162    2713.7568     552.1761    1074.3676     953.7690
     294    8237.0114     391.8321     488.2721     480.9906     407.3803     398.2690    2840.4876     532.6917    2063.9207     633.1674
     295    6520.4307     585.1082     543.4424     308.6571     250.4934     285.3575    2288.1856     431.1041    1030.9792     797.1032
     296    8097.9693     819.3001     417.8586     232.3187     207.7208     250.1436    3172.2562     731.6424    1388.5586     878.1703
     297    6737.5848     416.7600     343.3482     351.7564     321.9004     345.2133    2621.5312     390.3010    1343.4793     603.2950
     298    8421.9277     324.0750     227.9737     252.3677     374.2123     421.6954    3448.1456     731.5743    1615.9200    1025.9637
     299    7160.2213     362.4161     261.5019     266.0477     338.2436     287.2966    2697.3060     584.4806    1500.4571     862.4715
     300    6813.3490     502.2800     369.5049     334.2934     283.5828     305.8072    2568.8488     524.8062    1200.4628     723.7629
     301    6425.1148     329.9759     337.4791     347.3719     260.8383     331.6698    2968.9487     289.5230     863.1618     696.1463
     302    8165.4436     303.8685     202.2740     192.6733     276.1525     534.2488    3610.7125     603.4568    1532.0603     909.9969
     303    7689.5471     559.8408     321.5547     389.6825     482.1615     446.6342    2822.0307     511.8478    1187.2472     968.5476
     304    9569.1826     543.8460     536.4243     513.3770     421.5872     516.0906    3310.8911     678.9353    1904.0693    1143.9617
     305    5665.8070     342.3284     256.5321     246.0114     344.4712     435.2876    2139.4543     325.8797     971.7020     604.1403
     306    7677.8097     342.8113     325.5668     449.2167     337.9969     363.4897    3220.0814     525.6239    1134.6438     978.3792
     307    7333.7253     355.0765     236.2064     199.7718     208.4388     427.8439    3285.3221     620.6502    1130.4411     869.9745
     308    8279.8861     689.7732     551.8491     537.8607     504.9519     441.5219    3050.7077     570.1884    1120.9409     812.0925
     309    6758.0130     312.1951     198.8393     171.2967     163.3202     198.0160    3053.1022     466.6603    1364.1478     830.4353
     310    8402.1135     897.1500     622.0204     279.3508     243.9565     321.8220    3076.0059     737.7844    1278.5081     945.5154
     311    6687.8445     576.0391     400.4414     350.1349     267.4323     248.6386    2184.9856     541.8208    1401.7999     716.5520
     312    5321.5360     333.0938     234.9881     252.6976     318.4329     321.3347    1990.8953     353.3826     980.4398     536.2713
     313    8583.3639     383.4728     454.0089     297.9503     236.3912     283.9181    3938.7217     580.9772    1490.1063     917.8174
     314    7053.7039     451.6469     382.8491     464.5699     347.6511     368.1191    2265.8626     640.1196    1548.8276     584.0580
     315    6319.4392     749.4028     378.5022     242.2026     260.0850     406.7628    2444.9421     391.3641     861.8123     584.3652
     316    8350.4083     457.3654     513.9309     502.6976     526.0613     695.8325    2517.8001     550.4825    1263.7966    1322.4413
     317    6365.2593     533.7017     389.2333     328.2591     252.9279     398.5626    2360.8869     466.5125     983.1747     652.0007
     318    7308.9281     391.0352     328.3714     312.3465     275.8447     348.5690    2752.6131     530.2031    1430.0517     939.8934
     319    8187.6126     614.4225     334.8239     286.8705     221.5470     310.5927    2867.9105     677.6403    1656.5186    1217.2865
     320    6583.3232     323.0480     247.0093     247.2649     271.1740     256.0973    2758.4305     443.5132    1355.5816     681.2044
     321    7691.2975     535.1908     745.5315     663.7776     301.2313     247.7833    2539.5710     547.7900    1306.6609     803.7610
     322    5674.9781     651.0871     291.9405     254.4047     263.1579     355.2822    2028.9370     313.0611     965.9506     551.1569
     323    6053.3367     322.0125     214.7043     196.8064     231.6514     268.1581    2349.7796     331.0741    1412.4571     726.6932
     324    8279.7924     643.5101     436.9384     423.7637     334.3337     416.0287    3579.5301     544.6350    1004.4042     896.6488
     325    7788.6356     308.8469     214.7333     203.4192     231.7997     399.9610    3493.7311     630.2092    1376.3201     929.6152
     326    5805.5407     498.9696     260.3276     214.6224     222.4228     260.3972    2516.3523     341.5812     922.6454     568.2222
     327   10138.6593     467.8074     431.7709     543.1100     548.5520     575.7748    4167.0469     646.5232    1737.2456    1020.8286
     328    7800.2952     881.1121     597.8130     334.0665     249.1191     339.6127    3065.2983     480.8624    1233.5843     618.8269
     329    9753.8659     760.9383     448.1027     325.6894     409.7974     586.8261    3218.8207     685.6047    2147.0971    1170.9894
     330    7031.2985     691.1381     622.3133     374.1859     287.6179     323.9976    1872.3051     640.0430    1451.6150     768.0825
     331    6436.7889     387.8391     233.0148     203.4968     197.0485     298.0659    2690.8889     598.7632    1028.4089     799.2626
     332    8999.0281     467.3144     365.6112     415.1661     492.0067     471.4591    3708.3878     623.2773    1486.1897     969.6157
     333    7507.5619     384.2252     380.1263     343.7132     405.5957     486.9077    2633.4271     537.9174    1646.9256     688.7236
     334    7633.3748     458.2083     500.6328     617.2172     458.8169     489.4844    2591.1959     528.1994    1165.4291     824.1908
     335    7717.1496     395.6873     291.4939     253.4370     441.0249     419.1416    3052.8224     612.4803    1347.1399     903.9223
     336    7844.9425     525.4022     297.2937     390.9149     378.0499     337.5253    3153.4884     577.2472    1464.6632     720.3575
     337    7403.0749     856.2341     462.0405     291.4040     344.7682     302.7076    2820.6203     564.5895    1179.7397     580.9711
     338    7442.0031     355.5347     239.1774     266.5352     416.3829     461.1551    3148.2295     565.6293    1112.1352     877.2236
     339    6232.5289     424.5746     400.4223     247.2596     218.7153     250.7895    2513.2293     379.1731    1187.2291     611.1360
     340    5913.6739     583.2532     340.6061     288.6660     234.9877     263.1707    2114.5236     437.0969    1126.5474     524.8222
     341    8107.7955     499.2047     627.8759     555.5207     388.6323     357.7392    3128.4292     521.2212    1304.3779     724.7945
     342    7272.2354     401.3704     381.2854     353.2567     430.8638     339.7215    3136.8048     424.8202    1335.8734     468.2392
     343    9397.8506     479.3648     342.0410     374.8960     472.6049     673.4642    3814.1077     563.7516    1520.2059    1157.4144
     344    7541.6657     342.1515     234.4234     218.4005     218.6417     291.6030    3176.5451     679.2243    1471.7767     908.8994
     345    8272.8312     407.0632     293.7734     269.9139     306.0202     391.5037    3440.8819     630.9906    1603.7365     928.9479
     346    6877.1014     396.3594     419.1173     581.4165     379.2510     278.1181    2608.0031     409.5129    1161.3026     644.0206
     347    9468.3531     730.1078     487.2254     381.9554     379.9855     433.8776    3188.3898     644.4432    1739.6070    1482.7614
     348    7900.0051     331.1183     304.3651     284.1297     337.9442     338.7047    3476.7346     656.8153    1185.9413     984.2518
     349   10136.6124     401.8793     407.9625     442.1760     361.3514     418.3085    4596.5435     652.0544    1919.5949     936.7420
     350    9169.6259     568.6488     461.3426     784.4098     529.4159     429.2728    3184.7870     818.5147    1445.3260     947.9083
     351    9057.7639     969.9293     740.2934     372.5578     343.0920     326.7141    3669.2941     486.5402    1343.6169     805.7262
     352    7731.9708     861.6914     586.6105     446.0254     311.2594     393.0755    2818.4407     447.3772    1077.1598     790.3310
     353    7464.2972     743.8556     539.5046     296.0596     283.0108     358.6041    2333.9612     652.6739    1540.3473     716.2800
     354    5643.7374     318.7053     256.0912     239.8889     220.7211     254.6935    2057.4520     468.2646    1201.5880     626.3328
     355    8668.9189     355.0891     421.4276     549.2882     379.6128     395.0585    3747.5353     544.2521    1397.7048     878.9506
     356    7627.6460     571.8596     369.3477     254.8675     227.4393     312.9294    2839.7227     562.8476    1502.9569     985.6752
     357    6882.7470     742.4841     338.5356     267.1544     364.7723     424.7582    2744.1242     484.9859    1020.1491     495.7830
     358    6104.2838     415.7554     249.8107     221.7221     293.6409     326.5400    2373.9780     529.0701    1037.8092     655.9574
     359    6445.3185     760.2203     478.4658     260.7533     244.6141     311.8404    2002.0829     497.5682    1360.8919     528.8815
     360    9617.0268     602.0914     645.3965     932.5160     739.1979     457.1456    3273.4166     433.5822    1730.3291     803.3515
     361    8421.2806     741.2650     495.9855     394.6493     292.9283     280.5229    3441.3525     544.3833    1515.1279     715.0658
     362    6412.0482     310.5624     212.9384     216.6291     266.6147     462.1212    2660.8343     501.6346    1010.8736     769.8398
     363    6860.8301     439.3926     305.4278     200.0083     193.4301     218.1140    3065.3678     493.3940    1175.6045     770.0911
     364    6401.4371     456.0290     501.4720     432.6949     365.6069     405.5429    2113.6905     428.4331    1000.0751     697.8926
     365    7124.2543     391.7340     293.2466     306.2218     376.9307     583.3139    2193.9644     498.4636    1772.0187     708.3606
     366    7122.1255     309.0876     218.8196     199.9565     352.6564     438.0270    3101.1823     456.6315    1197.3867     848.3780
     367    7914.3926     439.7330     321.6289     387.7074     566.6018     642.6214    2425.0067     485.5070    1778.2826     867.3037
     368    6291.3534     440.3787     280.5685     217.9285     241.1775     333.5905    2527.5217     522.9114     965.5299     761.7467
     369    9834.8190     487.4920     466.7342     366.0404     460.9792     598.1777    4321.6895     544.5267    1689.2013     899.9779
     370    5295.1226     330.0763     208.7002     181.8832     190.7512     222.4871    2080.8200     410.9409     961.7344     707.7294
     371    5935.2869     396.5858     254.7335     195.6955     208.2939     318.5745    2313.5120     466.6088    1067.0927     714.1903
     372    9043.0196    1048.1858     765.4145     406.1312     303.9342     366.6331    3416.9100     497.7481    1360.8234     877.2393
     373    9281.8149     633.1935     472.5268     357.2153     390.5713     499.9383    4064.6324     660.7449    1302.3841     900.6083
     374    7699.2405     401.0661     374.2897     316.9381     376.2650     545.7504    3089.5752     430.8061    1165.1315     999.4184
     375    9283.2532    1351.1766     708.6122     385.3787     421.8422     511.5073    3173.2027     590.7343    1404.4517     736.3476
     376    7289.3920     331.8018     389.0973     381.2677     268.6472     279.6762    3149.4720     481.8479    1463.5505     544.0315
     377    8341.0445     763.7885     775.7817     469.1362     342.1670     357.2086    2832.1399     567.0209    1539.5913     694.2103
     378    9721.8487     578.6988     327.3346     266.5440     343.8244     503.5684    3674.6640     625.7400    2073.2296    1328.2449
     379    7689.6197     745.0396     569.1278     350.9993     379.8226     320.8796    2634.7413     464.3277    1334.8325     889.8494
     380    9212.9424     642.1638     474.8900     463.3684     333.4368     290.1076    3221.2830     620.3140    1961.3100    1206.0689
     381    7282.8150     620.8497     399.0903     351.1109     546.1759     430.2127    2972.5452     352.2533    1099.4741     511.1028
     382    6573.4635     441.7941     310.6774     303.7497     251.8243     251.8030    2849.7634     457.2764    1044.8022     661.7729
     383    7979.0842     550.8515     570.1876     550.0151     459.0489     690.5623    2293.0311     498.2850    1510.0781     857.0246
     384    9868.9772     468.6652     379.0055     337.0638     396.5124     311.0429    4560.7675     628.5462    1907.2154     880.1583
     385    7709.9355     596.6844     378.2739     332.8787     415.3883     346.3415    2902.6616     515.6693    1133.8375    1088.2005
     386    8498.9473    1018.3136     742.9292     538.2569     380.1136     378.3560    3100.9337     561.1583     946.1138     832.7723
     387    8526.5949     394.5512     408.4317     321.0497     342.0542     396.0534    3782.1136     518.0356    1445.2923     919.0132
     388    7623.9480     667.2767     275.3051     253.6896     278.0659     339.6449    2819.2961     591.1462    1305.4666    1094.0569
     389    6338.8230     535.7076     409.0148     348.6708     333.1863     374.1137    2046.0689     506.5499    1264.6132     520.8977
     390    8921.7861     777.1599     789.4454     308.3402     235.9923     307.0507    3346.1596     699.6002    1675.6084     782.4293
     391    7421.5748     487.6145     391.1281     247.4750     256.0938     405.5602    3112.6565     421.3988    1168.8972     930.7506
     392    6325.6365     317.4737     228.6163     322.0322     423.4098     344.7164    2218.9560     523.5237    1151.9221     794.9863
     393    7802.8496     421.5232     242.6545     247.0608     316.3451     368.6013    3256.5459     576.4271    1503.2818     870.4099
     394    6510.5726     442.0296     364.5906     394.1337     332.9356     361.4642    2409.1894     437.4106    1186.7902     582.0285
     395    8228.8144     716.6333     313.7594     231.6039     248.4932     340.8844    3714.1960     574.0967    1199.1522     889.9954
     396    9513.7023     567.8186     512.0379     312.4942     301.8828     361.0952    3983.4961     707.4442    1827.0650     940.3682
     397    7713.0882     560.5654     457.8514     432.9755     453.9321     513.4172    2465.1048     451.8972    1360.5057    1016.8389
     398    6233.0505     494.7391     341.5313     341.2101     290.1460     287.5481    2497.9338     410.5921    1043.2935     526.0564
     399    5853.4455     305.6364     232.4874     340.7909     372.1135     298.3144    1972.3597     468.3692    1121.0730     742.3009
     400    7090.1555     304.2180     202.4363     181.6390     194.0046     306.1611    3169.4277     583.2712    1184.5368     964.4609
     401    9695.2471     842.6181     654.5717     407.3530     368.3451     446.4632    4350.6503     569.0216    1183.9076     872.3165
     402    7585.6067     472.1354     396.0127     324.7210     243.8555     339.3986    2976.6034     568.7182    1758.4896     505.6723
     403    8549.1754     801.8526     432.6008     343.1402     401.1299     351.8770    2965.5403     478.5165    1777.1275     997.3905
     404    9577.3854     463.9951     703.8313     423.4284     437.1459     347.1267    3649.9404     722.1556    1753.6217    1076.1402
     405    6748.4961     317.5080     288.0437     275.9577     333.3509     460.6957    2247.5479     511.0087    1462.5166     851.8669
     406    7824.6257     377.7516     290.6004     222.2704     240.5965     280.0373    3367.5997     592.5131    1319.1063    1134.1504
     407    6373.2702     323.7273     231.7079     318.4532     265.7629     251.0129    2593.4330     459.8083    1223.2826     706.0821
     408    6899.0039     510.7584     450.1100     413.2361     355.7279     439.2326    2558.2370     424.1913    1219.6562     527.8545
     409    8158.3481     396.8914     316.8693     254.5897     319.9165     338.5501    3326.6934     425.5842    2016.3986     762.8550
     410    8058.3215     501.0577     351.0224     274.1246     307.5665     381.4274    3678.4965     558.6284    1134.6514     871.3464
     411    8891.2711     410.5045     299.6056     365.1860     450.0434     503.8469    3701.3651     656.5259    1502.9104    1001.2834
     412    9661.4090     562.5547     741.7876     615.0035     367.9713     365.2061    3724.9565     650.7632    1957.7858     675.3803
     413    9122.0484     807.6880     591.9647     398.3023     303.7751     294.3880    3736.2455     483.0319    1594.3568     912.2961
     414    7590.4951     501.0056     372.4489     451.4117     482.3578     482.2493    2669.5517     466.3571    1321.6156     843.4974
     415    8526.6136     473.6597     308.5149     311.3742     600.9455     807.2558    3445.1916     524.6963    1056.3710     998.6047
     416    8396.2052     576.7546     730.2964     461.6923     379.9703     360.5756    3320.1987     534.4734    1289.0536     743.1902
     417    8375.9051     660.2857     402.9993     278.4679     294.5203     393.1323    3304.8939     689.0445    1443.6683     908.8930
     418    6456.9320     508.7135     443.9777     354.5120     374.4696     375.2511    2531.0669     362.1155     950.7301     556.0958
     419    7220.8688     380.8605     371.6294     278.9935     235.1994     279.5645    2955.3015     581.3895    1435.2272     702.7035
     420    5246.1302     345.1804     220.8016     180.9080     173.9440     218.1150    2042.5797     402.1111    1142.4373     520.0531
     421    7330.1311     399.3256     312.5584     382.5885     530.6935     433.5813    2703.9803     474.3555    1318.0049     775.0431
     422    7679.1912     411.4969     335.1711     314.9068     622.3870     737.6722    2502.0621     546.0343    1250.1380     959.3227
     423    8652.7252     800.3969     639.0920     438.6383     363.2409     382.0653    3284.1743     711.9256    1363.2537     669.9382
     424    7424.7478     833.0209     600.8469     526.0910     397.2721     332.3117    2092.3731     603.6913    1416.0744     623.0664
     425    7214.3286     414.9198     329.4211     485.5859     302.7371     333.0335    2495.2062     659.6247    1500.9344     692.8660
     426    6237.8501     487.8136     229.8868     200.2809     215.3016     253.5428    2542.2008     425.0326    1157.9464     725.8446
     427    8560.1617     577.4086     424.2732     345.6970     272.5329     332.4662    3778.9878     617.7095    1439.6544     771.4322
     428    7447.3505     463.9171     437.7182     419.1721     259.5314     325.0631    2731.9228     630.1665    1363.8315     816.0278
     429    6634.4308     559.9760     389.0532     296.0742     321.5145     302.6821    2212.1832     460.6436    1172.6035     919.7006
     430    6313.8753     467.1092     276.7229     210.8143     235.6680     276.5188    2319.1372     507.1524    1290.7533     729.9992
     431    7940.2695     592.7050     382.5770     357.6321     566.2696     358.2682    3092.7001     330.4207    1270.8500     988.8469
     432    6580.1034     338.7707     243.3214     254.0528     365.9627     361.1763    2804.6924     405.1883    1087.2063     719.7324
     433    7421.0689     392.2689     429.2615     551.5025     427.0662     475.6557    2335.5450     597.9930    1347.8872     863.8889
     434    5652.5443     633.0992     343.7163     235.5031     234.3690     302.1463    2083.1686     364.3055     981.1665     475.0697
     435    6811.7803     307.6310     200.6362     166.2660     196.2414     320.6807    2976.7742     603.0086    1205.9593     834.5828
     436    7570.9715     799.8790     468.8830     264.6092     267.6687     248.3853    2977.7875     421.7155    1498.3223     623.7210
     437    9086.0838     415.1385     446.8737     389.9783     301.5217     379.6558    3694.8533     755.5667    1615.9108    1086.5850
     438    8912.9044     542.2736     369.2179     256.6713     394.8980     490.0773    3560.9543     676.7767    1567.2004    1054.8348
     439    7330.3370     317.9900     201.5471     210.1129     331.7192     440.5808    3222.6866     607.3990    1264.5388     733.7626
     440    7840.3650     380.3352     447.2667     453.6100     328.0423     314.9877    3487.0545     565.4563    1117.3999     746.2126
     441    8152.2670     868.4722     555.9275     300.8345     259.1573     358.7046    3120.1853     560.5864    1490.4214     637.9778
     442    7088.8941     314.1630     207.0160     239.7669     298.3263     392.2241    2973.9930     529.0973    1185.6981     948.6094
     443    7641.9737     456.9850     365.9767     270.8236     258.8882     337.4351    3072.0544     632.4841    1287.3393     959.9873
     444    7457.6459     615.0516     387.5952     336.4245     326.4249     475.5142    2736.1022     519.3714    1325.1935     735.9685
     445    9197.5956     456.6715     452.1311     401.3067     381.7310     433.0042    3946.1681     703.7636    1493.1070     929.7125
     446    7137.6681     335.6157     233.1072     216.5434     268.1453     289.0040    3015.9197     624.7448    1370.4112     784.1769
     447    7573.7753     623.2379     295.9143     277.3434     297.2354     441.6845    2866.5232     393.5700    1433.7174     944.5492
     448    6881.3105     502.8715     497.8970     376.0429     340.4443     520.1663    2573.1954     362.8760    1174.3975     533.4196
     449    7190.3369     368.6076     327.5505     297.6512     257.7545     255.0497    2982.8542     555.1136    1355.4634     790.2922
     450    7366.0816     524.4116     521.4225     454.7379     333.4386     347.8437    3281.9250     378.5704    1029.0359     494.6960
     451    8403.3238     489.1491     435.8060     369.9574     431.4316     485.2449    3280.3529     528.8855    1372.6107    1009.8856
     452    9535.6639     907.4238     918.7439     451.4027     440.6220     630.3173    3395.9177     603.8229    1142.7161    1044.6974
     453    7966.4557    1015.6992     330.7837     253.2537     319.1535     421.1747    2723.2572     608.3519    1438.7929     855.9889
     454    8187.6843     434.3840     261.4271     369.5589     454.7200     419.2337    3471.6472     518.7992    1397.7332     860.1810
     455    6671.6051     476.5965     414.2302     427.1208     331.5101     376.6497    2475.6674     452.0549    1094.1548     623.6205
     456    6370.8211     322.8416     277.4662     318.7529     320.6191     344.9816    2723.2988     410.6514    1148.5348     503.6746
     457    6102.3561     310.3182     204.3254     221.2423     250.8590     309.3367    2835.0477     397.9116     894.1281     679.1871
     458    7267.9523     312.0886     199.6486     176.2077     229.4999     394.3040    3061.7247     656.2287    1245.4796     992.7706
     459    7139.6671     314.9771     215.4343     236.8753     387.9412     451.8610    2948.7024     579.0372    1145.4023     859.4362
     460    7282.1923     846.3883     418.1203     289.2753     245.9870     258.0491    2994.6382     517.7311     920.4607     791.5424
     461    6197.7067     397.8865     328.5988     293.5615     340.1459     400.3489    2054.5637     414.6719    1232.2258     735.7036
     462    5901.6424     320.2715     204.2405     183.0790     256.3334     367.3054    2253.5401     518.2365     975.8971     822.7390
     463   10075.1219     698.3358     539.4512     402.9599     460.0679     389.7944    3925.3575     762.4041    1565.1692    1331.5819
     464    6497.4376     438.2144     367.8097     306.0380     319.6362     401.1714    2084.4337     396.5956    1530.3534     653.1851
     465    6377.2830     404.8798     223.1983     191.9979     253.5354     317.4538    2488.1822     539.2291    1163.1710     795.6354
     466    6561.5349     420.0960     510.0635     439.3060     326.1487     303.8707    1956.7926     387.4598    1518.5752     699.2225
     467    9437.4457     457.4061     321.7035     368.4303     341.6183     417.9332    4035.6806     713.3077    1982.2632     799.1027
     468    5575.1604     336.2952     229.0414     194.3301     183.1472     227.4675    2106.5403     478.5046    1033.5881     786.2461
     469    7863.0603     536.2934     476.5628     488.8922     636.8015     538.4473    2548.3293     589.2901    1533.9742     514.4696
     470    6726.7830     425.0915     350.0275     391.4577     494.1040     347.3343    2377.2804     433.6761    1374.5164     533.2951
     471    9501.3550     671.8906     519.4994     431.6475     461.9564     409.2482    3356.3368     535.5118    2008.1468    1107.1173
     472    6851.2278     386.8199     246.6866     256.7048     284.8738     391.1686    3014.5524     402.5079    1090.8678     777.0459
     473    8587.5073     607.6375     425.7921     418.1794     414.4819     387.0736    3268.0709     601.1365    1658.7102     806.4253
     474    7496.9554     467.1711     312.9510     298.2164     284.7280     314.0118    2739.5990     761.9833    1512.1703     806.1245
     475    9402.4048     454.6924     349.2394     391.5900     419.1325     342.7619    4045.4224     697.1511    1685.5798    1016.8352
     476    6076.5258     395.1094     368.0352     313.3671     234.5633     251.1681    1880.7109     523.1538    1343.7595     766.6585
     477    8570.7507     472.1793     274.1891     295.4048     275.6169     389.8384    3514.6647     668.1612    1866.8751     813.8211
     478    7729.3048     795.5384     513.0163     333.0557     261.0743     279.2533    3032.1775     630.2460    1153.8143     731.1288
     479    6287.3342     349.1887     393.2183     442.2524     346.7202     319.3710    2125.6423     417.7073    1277.6247     615.6094
     480    6466.2626     475.2315     286.5334     289.1967     348.4176     411.0428    2569.4315     432.6256     995.4773     658.3062
     481    7016.2316     361.4314     344.9055     296.7958     245.4859     382.2687    2905.3873     512.1864    1208.2772     759.4933
     482    8189.1376     509.0591     376.0605     338.5105     225.2724     264.2290    3838.4804     572.2638    1242.0693     823.1927
     483    6305.5131     339.3318     230.6857     204.4635     236.8476     281.2084    2862.6154     386.2223     954.1536     809.9847
     484    6300.5981     321.2144     205.0702     218.1743     226.9928     290.8562    2561.6084     570.0269    1244.6986     661.9562
     485    7094.6582     446.6392     237.7857     230.3226     221.5029     243.7517    2736.8225     684.5806    1512.5773     780.6756
