#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013
     190    9901.8816     623.1483     505.4104    1154.0986     560.0398     523.1941     460.7594     405.3311     307.2538     286.2909     341.0954    4003.7132     731.5465
     191   11865.4394     729.3116     603.7110    1884.5682     474.3864     499.1439     349.1055     329.9584     228.1067     295.7624     366.5847    5120.5593     984.2413
     192    7453.8422     359.4430     339.2880    1230.5296     428.8812     413.2887     426.4481     410.0549     313.8601     174.1923     223.9843    2398.8534     735.0186
     193   10477.7436     455.2931     495.6670    1617.0457     520.3264     380.4848     435.5094     429.3227     352.6573     393.7411     374.0444    3677.7404    1345.9113
     194    9835.4930     404.4411     475.8786    1829.1102     445.4298     270.7538     396.8360     573.4993     535.9240     334.4952     313.7753    2989.4541    1265.8955
     195   10065.1018     477.2898     506.9626    1634.1527     666.4349     602.6066     508.4875     437.6126     452.4095     344.9149     393.7894    3077.9183     962.5232
     196    9614.3045     375.2124     319.1450    1468.6434     601.2622     454.2075     664.2433     487.6192     349.8798     356.2914     457.0097    3197.9528     882.8379
     197    8688.8211     544.7700     536.1762    1548.1883     381.7581     225.1634     241.4994     310.8516     522.3607     382.0719     419.3314    2920.8390     655.8111
     198    8400.7846     578.2188     533.4379    1982.8433     524.1179     313.0453     274.0702     254.4996     210.5296     262.3250     333.9394    2293.9099     839.8476
     199    6936.0117     422.5948     342.1225    1063.1027     321.3011     317.3302     310.1264     372.7910     388.5638     479.4952     474.8774    1804.9097     638.7969
     200    9822.7172     449.7152     365.5397    2010.6562     387.8073     432.6868     413.5973     271.8198     233.5903     387.2207     494.5527    3368.9937    1006.5375
     201   12975.4227    1185.6722     610.3481    1854.3636     630.1746     407.1883     491.8363     511.7428     344.5267     363.3183     370.1857    5284.6210     921.4451
     202   10141.2249     439.1287     479.3331    1656.0845     716.1799     310.0355     307.5888     417.5369     537.0946     524.4700     520.7244    3541.0545     691.9939
     203   10730.5079     661.6953     613.0184    1817.6207     638.6967     512.4240     560.6882     361.0911     283.8709     245.4115     365.8422    3589.2894    1080.8596
     204   10529.0274     479.8876     376.7636    1509.8020     533.2380     546.9692     453.1415     318.5655     437.1695     577.1454     429.9234    3685.4925    1180.9291
     205    9023.6642     505.2704     400.8701    1547.5427     509.7190     312.3959     264.5145     300.8763     339.3439     346.4879     372.6430    3100.4712    1023.5294
     206    8859.0981     324.4972     367.7553    1948.2792     470.0985     286.0038     308.6092     325.5598     313.9538     282.9619     384.8999    3133.4851     712.9945
     207    6820.4522     338.9359     268.3893    1161.6173     464.3257     329.9833     333.4676     233.6951     207.6281     252.6362     297.2425    2236.1861     696.3450
     208    8449.2179     501.8061     343.6404    1323.4362     550.6252     483.2511     443.2530     397.8687     381.6592     301.4863     300.4590    2385.2788    1036.4539
     209   10426.4612     644.1751     700.3251    1377.3337     535.9894     512.5121     485.2441     476.5415     410.7575     394.8229     458.9039    3458.2740     971.5820
     210   10678.6375     465.7082     556.9283    1788.0660     575.8381     367.5882     334.9857     271.2802     327.9398     376.5656     437.8707    4234.9551     940.9115
     211    9529.9722     651.9798     561.1903    1581.1585     599.7534     563.4623     470.8364     288.5894     328.7904     290.3871     353.6773    2793.2278    1046.9194
     212    9654.3759     373.3710     356.9602    1429.8056     601.9674     441.8445     502.5699     563.9588     433.0449     326.7907     275.2840    3461.0401     887.7388
     213    8968.6654     445.1650     391.5156    1183.7872     390.4143     476.7959     404.0763     473.1278     482.7925     551.3388     662.0097    2668.6260     839.0163
     214    9365.9653     474.8548     332.1392    1520.2050     504.3053     376.3824     307.8602     214.2876     187.5785     218.1258     347.9612    4023.6046     858.6608
     215    9954.3899     688.6137     482.9971    2037.9748     385.3279     402.9137     360.3728     300.7820     325.7130     375.4780     403.8872    3430.0048     760.3249
     216   11316.7128     795.8376     594.5954    1452.7667     572.1791     465.8981     371.7267     377.3145     398.8761     435.4499     610.0172    4261.8488     980.2027
     217    7743.7554     485.3316     443.4090    1313.7358     340.8035     284.7536     251.3784     240.0020     260.5619     272.3664     304.7855    2823.5899     723.0378
     218    9794.5420     374.7148     425.7336    1599.4773     582.1680     321.6277     371.7942     378.8645     356.3344     439.3147     403.5294    3737.4697     803.5136
     219    9549.2954     502.2492     716.6801    1348.7914     382.6927     329.4479     389.2798     397.1552     502.1456     553.3880     376.5981    3396.4377     654.4297
     220   10420.6138     585.2921     591.1426    1810.5223     491.1990     401.6589     435.0311     259.9805     221.4830     234.7791     379.3554    3972.9072    1037.2627
     221    9432.8952     477.2867     647.0814    1648.2032     381.7677     370.1596     393.9049     286.6313     283.2525     248.0921     292.1238    3489.4524     914.9396
     222   10285.8605     450.1106     531.9797    2026.4194     572.9782     390.0245     449.5380     463.3027     321.2317     405.9793     646.6313    3314.7558     712.9093
     223   11342.2981     548.0081     583.4533    1745.9095     640.6407     464.7700     463.7664     492.9316     502.2032     467.2034     393.6926    3913.9502    1125.7691
     224    7023.4188     359.4261     385.4381    1072.4387     347.0839     248.2915     230.9027     271.4782     359.9137     413.3755     417.8999    2148.7609     768.4095
     225    7244.2454     339.1562     265.9245    1047.6923     410.6077     223.9017     180.6713     195.7582     245.6227     274.2176     345.1227    2968.2380     747.3325
     226    8827.4832     561.0582     440.0411    1697.8266     559.1196     317.2507     221.8431     212.8327     254.7236     343.3648     357.7733    2977.6772     883.9723
     227    6827.4292     331.2647     266.5424    1069.1335     517.7055     368.7767     334.8786     380.9626     301.8988     234.7949     295.8769    1998.5815     727.0129
     228   10890.3236     566.7711     478.2328    1828.7673     493.4741     318.8987     450.9934     415.1325     269.7511     279.6405     336.0063    4267.3524    1185.3036
     229    9102.1737     870.3082     541.4274    1748.5129     428.6864     290.5052     256.0637     212.0157     202.2661     275.2627     412.2977    2907.5113     957.3165
     230    9097.1608     464.6588     416.2848    1381.3058     653.3187     482.7105     366.0001     493.3352     514.1667     436.7517     680.1224    2399.1719     809.3343
     231    7824.7085     379.5538     467.9614    1172.8655     355.2360     333.2759     441.9316     508.3485     432.6549     355.6599     415.7826    2141.5529     819.8856
     232    9035.9808     312.0657     257.2212    1465.6142     542.4019     448.3672     496.8710     370.6519     247.3494     248.8176     325.1472    3142.9961    1178.4773
     233    8260.2199     774.8102     530.1777    1210.7758     386.3825     310.5342     254.2171     327.1914     392.7791     502.0016     436.3456    2411.2488     723.7558
     234    8824.9041     437.6426     445.9004    1734.7920     614.8432     524.0857     509.8294     343.4227     246.7028     286.5828     417.6417    2444.7670     818.6939
     235   10864.0441     966.4127     684.5557    1788.3735     678.5098     367.1949     315.7267     361.6492     316.2689     340.5879     412.9600    3770.9547     860.8503
     236    9637.1607     327.9565     260.0584    1261.4032     411.4419     469.9296     458.3379     605.2492     638.9795     366.1707     343.8803    3488.7672    1004.9862
     237    9479.2919     467.4984     505.9869    1942.7775     651.0693     419.5985     263.4251     287.6958     282.3996     265.4436     328.3603    2877.4906    1187.5461
     238    7811.4586     493.7206     290.0666     878.7717     363.2058     408.0185     248.2000     324.6381     293.9805     246.5648     262.9057    3135.7228     865.6636
     239    7412.9875     314.8320     242.7480    1139.7025     420.1704     353.0676     404.9881     297.4788     241.3957     273.0000     374.9683    2624.5766     726.0596
     240    8462.9418     328.9165     342.1840    1960.8629     441.6191     251.4252     243.2402     231.8435     310.0071     528.8872     604.7471    2328.8176     890.3914
     241    9326.3690     845.9366     579.6552    1856.4098     438.4939     248.6383     214.8219     277.4647     394.5415     431.7293     452.3167    2848.6477     737.7134
     242    7067.8851     378.4535     273.6568    1052.9838     437.6175     343.1513     334.1496     241.0582     212.1240     218.7298     292.8551    2495.3196     787.7861
     243    8653.2135     334.4385     292.3109    1380.2404     335.5410     276.5447     366.3003     339.0287     369.0964     410.2280     368.2128    3116.8613    1064.4106
     244    7109.9047     412.6245     330.4938    1154.7778     405.6153     360.9454     323.1426     386.1018     338.1263     268.1730     281.2371    2186.9113     661.7559
     245    8849.0135     516.4442     445.1838    2204.0255     293.1667     218.3982     287.4896     369.9223     281.5273     385.8762     470.3675    2564.2225     812.3895
     246    9043.1866     319.0237     308.4667    1257.8895     658.6747     458.0563     363.2107     247.7454     295.3863     439.2532     447.4752    3183.4369    1064.5681
     247    7985.0627     580.1060     480.9647    1197.4566     331.5137     206.4654     188.7647     197.7583     267.0543     451.4168     406.8713    2746.5198     930.1712
     248    9270.3798     512.3917     545.1703    1525.2427     439.7723     272.9304     255.5798     242.9675     329.8844     392.7742     403.4407    3292.0749    1058.1509
     249   12057.5683     706.7446     495.3638    2080.8559     590.5926     463.5866     456.1176     312.3987     420.0767     547.6916     459.8907    4487.4306    1036.8188
     250    8324.5914     459.7197     381.1650    1384.8430     371.7139     316.2803     270.0451     351.2796     337.0218     363.6315     403.5358    2921.0167     764.3391
     251    8145.2604     607.5129     455.2797    1044.1420     448.6171     409.1757     226.5323     174.6117     206.8454     311.5535     358.2098    3311.7953     590.9850
     252    9121.3096     582.2308     532.2905    1311.2256     389.5167     280.4261     301.7689     283.1354     421.8728     570.2872     549.6293    2930.4051     968.5213
     253    6862.0554     338.9997     376.8462    1275.3738     326.0329     216.1879     176.3546     176.1441     171.7902     185.3673     237.5292    2719.1259     662.3036
     254    9283.0373     799.7098     470.2071    1637.2705     365.5731     283.6837     343.4703     350.0247     359.8656     388.9752     687.9660    2899.1717     697.1197
     255    8323.7767     418.3759     364.9996    1727.3750     317.6220     252.4970     221.8663     236.0720     445.0213     531.0325     392.7644    2335.1123    1081.0383
     256   10207.7588     722.0301     573.3505    1958.7774     426.4840     236.2059     215.1826     293.1924     411.2066     459.5185     438.4324    3416.1234    1057.2549
     257    9058.5922     358.6559     338.0694    1076.8532     511.0073     566.8386     418.4906     369.4054     380.0931     428.4383     519.2954    3177.1526     914.2924
     258    8357.2189     658.0650     485.8510    1272.4198     465.7320     271.4418     331.1057     453.3397     367.6296     313.3626     403.1631    2657.9935     677.1151
     259    8997.7064     659.9877     424.1859    1333.6976     451.8352     372.1911     259.1047     216.9807     305.2594     486.2702     434.5912    3383.5070     670.0957
     260    9740.5945     445.8484     388.9210    1528.1638     548.2060     292.8354     319.1908     473.0766     373.8322     479.6113     819.7100    3296.5255     774.6735
     261   10188.5915     689.4742     659.7427    1571.2185     493.9323     445.2291     232.3483     221.7749     272.3062     408.3983     399.8940    3621.7019    1172.5712
     262    8573.5257     479.9920     499.4961    1795.3168     340.7763     216.2309     228.6883     324.8986     439.5362     571.1789     401.7447    2442.0326     833.6343
     263    6197.8893     448.7202     316.1616     896.5620     307.5711     346.8286     273.7470     199.2952     209.1691     208.1669     257.7686    2056.2339     677.6650
     264    6714.1333     487.6028     409.7397     968.0805     328.4957     280.2106     221.0935     234.9640     261.6492     242.5837     255.7475    2488.4299     535.5361
     265    8595.6330     572.7278     468.4266    1285.8200     458.0054     313.2245     241.4844     264.4070     321.4454     301.1896     352.1530    2921.6608    1095.0887
     266    7521.6958     408.1957     284.3338    1134.7851     465.7056     394.0866     435.8981     393.0274     254.1074     267.0249     398.2142    2327.4586     758.8587
     267    9506.9349    1125.9301     395.1247    1082.3132     382.5324     372.1951     424.2505     324.5510     322.5796     418.6995     446.0148    3522.2051     690.5390
     268    8897.1067     452.1776     474.4884    1295.5415     303.7380     303.2490     330.1655     287.6660     296.6186     369.6195     383.3814    3478.7267     921.7345
     269    9270.5649     686.0116     454.9402    1324.4472     543.6109     568.2330     414.0168     391.7416     298.6375     311.5468     363.8286    3045.7092     867.8416
     270    9309.8519     455.2596     612.1770    1461.6938     499.1735     568.2238     489.6762     398.9847     299.0810     255.0506     279.7888    2879.1616    1111.5813
     271    8278.3931     311.1331     225.3789     827.4103     394.8025     401.7117     318.0570     296.0870     472.0864     537.5689     351.4820    3346.2308     796.4446
     272    7596.2412     624.7702     439.0653    1440.4313     261.3928     211.9451     223.2353     208.0405     212.4243     262.4848     383.2085    2542.1435     787.0995
     273   11286.9977     592.8979     513.0647    1772.3983     582.5818     530.3897     548.9379     615.4100     453.0127     277.2068     399.5002    3699.3561    1302.2416
     274    8927.3696     644.5794     540.0215    1593.9574     336.3762     288.0713     299.5965     297.6885     281.0840     350.6532     592.8518    2942.4625     760.0273
     275    8514.3283     350.2794     273.4018    1084.8582     658.4739     396.6586     229.6168     204.9897     215.1498     312.4788     384.1415    3551.2520     853.0278
     276    8834.6460     410.6926     320.6459    1253.7072     621.7758     504.2154     313.7958     241.6834     267.3797     463.6507     467.0929    3081.3198     888.6869
     277    9437.2056     529.6261     400.5027    1467.9777     361.6504     378.4513     335.9821     357.6919     679.1975     722.5043     464.5063    2955.5939     783.5213
     278    9596.4574     672.9784     643.2603    1331.0771     602.1652     291.2958     268.7081     452.9167     464.0853     314.4456     294.0606    3037.4609    1224.0035
     279    9576.3430     530.6156     433.2470    1490.4652     773.8296     371.1234     354.1430     531.8170     635.3822     448.2157     358.4827    2786.7010     862.3206
     280    9830.9946     659.7130     413.6149    1640.0232     332.7302     287.4659     274.1663     354.9060     507.6914     650.6896     449.6720    3410.5768     849.7455
     281    8668.3357     340.4095     526.0511    1690.7762     353.6018     280.4612     337.8464     276.4166     225.6819     217.3653     275.4403    3041.2965    1102.9888
     282    7235.5746     310.3271     250.9978    1113.8004     559.7145     375.1098     309.8466     304.8615     320.4938     407.2971     361.0174    2266.9658     655.1429
     283    7867.7711     514.3167     598.2347    1170.8092     293.9450     257.2014     321.8477     373.6557     392.5196     504.3706     478.7166    2070.6382     891.5156
     284    9809.1750     666.5683     512.7110    1632.5916     590.4756     410.6516     273.6940     226.2251     253.1571     389.3480     495.8183    3359.9900     997.9442
     285    6895.7709     484.2720     336.8414     985.4326     268.9652     211.1796     223.1190     270.8853     296.2467     291.8162     298.6820    2505.6794     722.6515
     286    9319.2126     379.8217     422.8686    1422.8301     456.7753     386.0514     381.8577     274.3381     221.1109     266.9775     541.5087    3676.4064     888.6663
     287   10884.9699     524.2814     362.6443    1676.8452     858.7595     374.6155     366.7077     356.3581     392.4167     453.5216     479.8617    4093.7394     945.2188
     288    7385.0905     516.8821     426.4994    1098.9632     276.3996     215.8893     207.9908     243.0945     221.5820     212.0137     327.5189    2759.4352     878.8218
     289    8455.2972     758.4810     529.3029    1185.8644     428.3430     411.2475     410.7413     337.7377     370.1841     300.0367     309.1250    2525.4020     888.8315
     290    8849.1606     514.9540     448.9114    1481.4365     416.4476     339.8997     260.7739     233.2075     233.8834     310.0240     537.0564    3399.4536     673.1125
     291    9491.7200     565.5408     518.5034    1940.5982     579.7278     462.9557     302.8807     223.7926     217.8527     253.5510     401.3584    3205.5848     819.3738
     292    7340.5980     767.6894     435.3894    1302.2212     407.3923     338.4152     266.7434     282.7556     231.9684     242.3454     251.3324    2147.6531     666.6922
     293    8143.6414     384.0406     407.1319    1536.3790     357.1505     235.1648     244.8735     300.0103     471.6125     451.0759     349.5786    2584.6077     822.0160
     294   10380.3270     740.3008     700.6211    1514.4775     536.9222     394.1267     277.1830     269.5336     311.4270     288.1981     374.3537    3910.5049    1062.6783
     295    9527.0562     378.7513     564.4640    1746.4639     551.2832     405.3131     364.5129     352.5788     298.0331     363.7129     403.9053    3063.6917    1034.3460
     296    9941.6888    1094.1667     760.5816    1341.7224     678.1895     549.4422     499.5957     397.2519     392.4345     335.0631     346.5412    3026.3300     520.3700
     297   10342.9047     737.9478     557.8802    2061.6309     440.2210     392.0864     371.6195     224.0844     220.8077     318.1317     315.6641    3976.3362     726.4948
     298    8832.4145     510.4444     388.1349    1301.9820     473.2535     240.3437     227.5952     292.3877     346.2698     364.6981     425.1953    3448.3747     813.7350
     299    8454.9995     466.9768     446.8413    1094.8875     393.3245     339.9307     424.8052     445.3538     496.6990     443.0152     390.3353    2747.0619     765.7683
     300    8254.7914     529.1183     433.0356    1215.2221     335.0692     260.8702     255.3512     234.0890     304.3312     397.5845     385.3229    3092.0648     812.7324
     301    6458.6148     502.1139     347.2048     938.8406     359.6468     294.8793     267.8441     198.7108     208.1817     218.0494     242.8923    2252.1438     628.1074
     302    9069.0487     828.1726     443.9505    1407.3874     463.6730     266.1767     227.9090     319.8663     376.5417     308.5443     386.7971    3350.9871     689.0431
     303    9558.5170     472.6330     306.9630    1422.9362     404.8414     571.6540     535.0237     612.4724     482.9376     378.3290     396.0176    3222.4208     752.2882
     304    6848.7835     327.0608     255.3128     897.5567     411.2957     416.4341     409.4961     330.2525     220.0712     211.2264     263.0084    2283.0986     823.9704
     305    9159.3775     460.1714     416.3071    1190.2811     696.1601     505.3279     370.8704     390.9618     355.8955     291.5147     296.6470    3407.9351     777.3054
     306    9270.9235     326.4718     299.9557    1481.3361     641.6913     391.9657     364.6410     514.8144     604.7353     442.1562     364.1282    2939.1933     899.8344
     307   10821.6138     802.0727     539.2948    1576.8839     508.0701     613.2610     752.9347     550.2900     301.5587     282.0912     527.3285    3270.2155    1097.6127
     308    8822.0436     401.9012     306.1983    1198.7638     653.7905     294.7829     285.0262     522.7301     550.7056     363.4666     337.2919    2962.7783     944.6082
     309    9264.6394     502.1355     436.3897    1713.5460     429.4899     237.3166     355.2215     445.9158     425.4735     336.4800     368.0290    3110.4945     904.1475
     310   10232.7027     813.0256     500.5005    1497.3216     471.9367     326.3072     374.7709     504.8614     573.0333     510.4377     462.9385    3144.2096    1053.3596
     311    8869.8432     438.4517     432.2171    1277.8931     550.9772     436.2454     348.9043     466.4288     436.8426     555.3947     406.8011    2985.1798     534.5074
     312    7507.5481     380.6543     431.2142    1355.5378     399.9794     304.7572     250.9036     198.8578     208.2229     311.3859     376.9635    2579.1487     709.9228
     313   10356.5794     506.0698     602.0766    2382.3112     391.8038     339.9414     484.5563     432.2057     431.9912     377.7405     626.3657    3043.7083     737.8089
     314   10732.2227     500.9395     428.5687    1611.4666     511.7098     542.8619     345.8794     351.0780     429.6854     483.6904     424.5276    4204.6877     897.1276
     315    8762.1497     505.2072     489.2706    1413.6348     382.3891     363.4047     427.3257     409.4231     398.4812     379.2207     363.6840    3013.7124     616.3963
     316    8438.8698     594.0562     501.2768     971.2914     301.7694     230.0009     234.1977     329.4578     475.5483     352.4542     407.7450    3156.8084     884.2637
     317    9870.0549     738.1740     574.1444    1768.4662     393.2431     361.5314     513.9392     607.6180     392.7432     303.5097     427.3640    2870.8288     918.4929
     318    8788.9838     413.6518     491.4327    1427.0734     563.3080     355.5861     285.2725     299.4740     287.0693     374.2766     461.4281    2676.4336    1153.9777
     319    6224.2846     459.1754     323.7982    1182.2931     234.7806     178.5639     174.2326     167.8092     179.3509     251.7483     382.4291    2157.4431     532.6602
     320    9106.4857     747.9666     531.3436    1395.9258     502.6824     334.0986     272.8658     266.7270     242.1717     444.4586     718.5153    3003.1986     646.5317
     321    7509.7229     345.8818     281.3401    1154.9784     355.5929     263.8757     260.6842     243.8895     414.6537     432.6029     427.5845    2456.1683     872.4710
     322    7491.5850     481.8545     406.1082    1100.8214     404.4110     360.7312     274.0270     264.8018     300.3266     239.9535     267.9549    2594.0997     796.4951
     323    8292.0713     388.3515     338.0980    1480.3497     511.4031     267.2277     289.6035     344.4792     331.8376     378.8192     497.7030    2880.1786     584.0202
     324   10496.8119     539.4850     704.4474    1960.4062     449.5693     318.5595     208.4379     201.1723     271.1282     390.5375     424.4224    3771.5035    1257.1427
     325    8733.2383     636.0177     526.2012    1116.0864     514.7881     380.8519     308.2067     267.2329     306.6086     468.9025     533.9728    2874.8701     799.4992
     326    9140.6134     627.2368     825.4667    1430.8702     413.3362     284.8474     259.4011     309.2173     332.3878     328.7511     531.4921    2981.5926     816.0138
     327    8858.3566     538.3568     483.6331    1796.3977     653.8790     444.8976     327.0753     263.2246     231.1801     206.6297     250.1871    2616.8976    1045.9978
     328    8351.2282     796.5547     664.2149    1334.8539     466.1841     271.3650     205.6009     188.3668     190.0580     206.4847     278.0355    2857.6899     891.8197
     329    9330.6426     413.9640     458.8209    1589.8316     610.4791     330.2377     323.0707     354.1343     480.0435     359.6761     339.2048    3169.4863     901.6936
     330    8096.6270     474.0617     376.7766    1753.9128     515.0531     456.0620     278.6416     216.7500     249.5605     319.8149     472.0228    2175.5388     808.4323
     331   10204.7495     522.4190     561.6979    1884.5403     629.3118     411.5943     443.5882     429.8683     260.4683     260.6971     387.2227    3393.3714    1019.9703
     332    8660.7396     614.3821     616.1127    1263.0452     685.8620     411.3487     265.5411     238.3798     208.5741     214.5676     381.8221    2967.1985     793.9057
     333    9732.7254     502.7774     401.6418    1635.1435     491.0441     366.4719     330.6624     343.2622     664.4472     662.2953     442.6409    3182.4057     709.9330
     334    8158.7977     338.5183     294.8682    1349.8211     311.4996     242.8315     256.0741     338.1868     375.8987     364.3667     324.2643    3000.5168     961.9517
     335    9957.3465     358.5781     451.8307    1912.2535     582.4004     388.3214     268.6953     245.8830     278.1422     448.5539     452.5331    3324.0086    1246.1462
     336    7793.4335     348.2795     388.8951    1167.1747     235.0682     180.9753     163.9719     175.8182     268.3536     449.3173     347.1603    3295.5362     772.8832
     337    7290.9818     588.2465     310.3390    1144.1722     343.9778     274.8805     334.9656     382.8789     294.9134     259.3716     291.9836    2549.4031     515.8496
     338   11073.0963     482.5209     419.8250    1843.0767     549.0607     521.5189     520.0227     312.3202     263.3655     333.4771     443.9373    4512.9496     871.0217
     339    6922.8960     551.2338     565.0410    1523.4953     374.3130     208.7573     184.4376     163.7111     178.9758     168.1071     199.5978    2040.1757     765.0505
     340    9592.7846     409.3110     564.2483    2385.8036     392.0306     236.1477     240.0596     251.1974     337.2208     346.9961     330.9881    2903.5744    1195.2070
     341    7644.6443     530.0712     317.0556    1051.2112     352.1973     311.7157     326.5210     324.9730     333.4615     299.8718     327.6460    2701.8602     768.0598
     342    6372.4447     326.7210     266.6923     904.3287     268.1020     239.9067     254.1873     357.3831     320.3386     246.5982     233.6065    2226.6027     727.9776
     343    9563.6690     459.6443     350.7720    1827.2328     713.7163     423.3555     367.3530     526.6586     586.6808     607.6141     434.9178    2345.6283     920.0953
     344    8751.2024     676.3812     642.9212    1308.3440     284.6232     221.8249     286.4749     419.3377     452.8790     432.3035     376.5036    2545.0742    1104.5349
     345    9951.3176     660.0157     499.2064    1902.6144     465.2644     410.2798     400.0282     386.8041     265.3897     265.9939     350.6425    3588.0122     757.0662
     346    8582.8510     458.1075     341.4225    1774.6682     351.4397     369.0733     396.1358     435.4266     443.5385     337.2932     310.9965    2540.7904     823.9589
     347    8364.9565     632.7851     587.4203    1440.2424     482.0647     285.9235     224.0338     268.0739     402.0447     547.8090     556.4500    2257.9334     680.1757
     348   10214.6879     501.4630     415.1981    2085.7057     561.4730     279.7945     234.9843     305.6783     653.1620     481.5015     328.4246    3588.2347     779.0682
     349    8573.7734     538.7835     701.4431    1461.3776     490.2691     245.3883     209.2892     226.0920     266.0082     271.1381     315.9589    2893.2461     954.7791
     350    8781.4243     324.2369     266.8811    1415.6665     424.1896     462.8751     408.8832     357.2449     370.3975     392.2627     418.4668    2848.2928    1092.0270
     351    6821.6115     468.9914     386.2070    1028.8743     295.6519     231.6482     204.4372     194.8049     224.3287     256.6063     403.1346    2416.5648     710.3621
     352    9448.3881     554.3767     508.4152    1447.2012     554.8737     399.4914     413.1897     475.5671     452.4124     483.5783     407.6595    3000.4433     751.1794
     353    8589.8101     368.2314     268.0350    1198.1194     623.7559     378.8265     247.5005     196.8996     206.7171     325.6034     498.2932    3432.1674     845.6608
     354    8104.6094     507.4712     396.4921    1497.7490     281.0847     204.7292     201.9724     271.0046     333.0143     315.1198     337.7024    2944.4491     813.8206
     355    8985.9589     406.9026     434.1872    2121.2296     572.5852     483.8568     305.9534     225.2464     230.2793     255.5441     355.6548    2735.7704     858.7493
     356    7047.6080     441.7749     349.1804    1028.9022     386.9494     296.6177     238.3280     232.7780     261.4191     259.4824     226.7682    2553.2338     772.1739
     357    8760.2212     545.7484     379.8550    1287.6329     473.5569     332.9980     445.1349     467.9957     298.9823     279.4073     299.6323    2792.6781    1156.5993
     358    7926.2906     343.5586     296.5066    1615.7160     393.8127     341.1564     242.6742     323.5963     378.1401     401.6084     440.7620    2426.5910     722.1683
     359    7780.8466     428.2372     465.1996    1120.0277     342.4758     227.8124     217.0582     287.2634     330.5101     326.6462     311.0900    2965.0167     759.5093
     360    8271.4318     468.3751     416.7283    1300.3007     587.7868     435.5981     270.1222     226.3394     268.7547     301.2464     498.0503    2879.4055     618.7243
     361    8824.0085     561.3754     483.4833    1182.0172     379.8311     397.6037     498.2884     351.2960     351.9567     457.2146     442.8130    2669.1275    1049.0017
     362    8411.1248     336.7439     321.0969    1716.5914     455.7453     331.1628     338.5427     482.9563     449.7233     497.0435     446.7170    2296.3404     738.4614
     363    9993.8902     441.8120     490.9135    1861.6254     579.7936     329.4643     291.4711     412.8401     308.1097     421.9301     644.8280    3372.0803     839.0218
     364    8359.4849     558.9302     266.8999    1289.2099     523.4667     455.3230     481.3010     548.6299     375.2251     236.1034     291.8235    2410.3446     922.2278
     365    9979.6804     643.4137     550.6113    1628.7762     473.0030     261.9982     237.0006     331.7527     494.1084     384.7710     346.4704    3281.5282    1346.2467
     366   10012.6821     381.4356     389.3398    1438.1664     641.0273     491.8157     335.6504     476.5838     453.1856     334.7023     389.8866    3642.5625    1038.3261
     367    8280.9510     502.7661     464.2038    1173.3735     368.1889     332.7425     342.4999     267.0378     285.9268     514.3997     477.1755    2483.9933    1068.6430
     368    9748.1691     832.9842     519.4255    1876.6436     334.2201     254.5239     252.2732     324.2741     411.2232     418.0886     323.3544    3495.5767     705.5817
     369    9382.2922     367.6910     358.9762    1165.3223     400.9232     341.3735     384.5447     476.2042     461.2986     668.6616     713.5546    3189.5761     854.1660
     370    7937.2819     355.5618     337.8889    1549.0066     330.2941     307.2137     259.6224     263.8213     399.2268     338.8594     319.8688    2928.1746     547.7434
     371    7640.3579     664.1857     493.9037    1104.6978     283.5387     245.8871     262.9915     238.1862     336.6756     523.9337     474.7305    2259.9571     751.6703
     372    9426.5667     429.0175     416.9642    1687.0312     644.4235     291.7252     206.8652     212.1946     283.1187     336.2266     412.8265    3713.4933     792.6802
     373    7858.3640     376.3093     316.7365    1267.0647     365.3864     297.7238     320.5971     357.6639     322.8605     340.6828     288.6638    2830.2496     774.4257
     374    7400.6994     579.6870     408.6579    1202.4162     347.8549     287.3021     260.6993     296.7453     385.5036     336.6097     354.7260    2435.2200     505.2775
     375    7678.1286     632.8407     354.6002    1055.0602     310.9935     276.6345     243.1693     234.8554     232.9269     311.8294     286.1371    2786.6270     952.4544
     376    9028.2149     701.7711     442.8512    1613.0065     338.4797     285.8092     380.1213     559.4248     472.7209     368.4808     326.8006    2638.4240     900.3248
     377    8205.4624     593.6238     528.6702    1702.1464     382.9672     199.9196     175.7873     178.9773     207.0569     293.9101     334.9563    2692.6843     914.7631
     378    9253.4039     706.5858     675.8222    1172.4812     285.0840     201.4176     194.8946     194.9808     194.0399     227.0190     378.8638    4072.7918     949.4231
     379    8476.6832     407.1489     457.9406    1798.5290     502.8812     414.8499     392.9474     303.8416     391.0308     409.4500     330.3612    2116.0704     951.6323
     380    8256.1118     321.7123     268.4963    1496.0111     569.4435     289.9610     255.1789     295.4572     461.2299     398.6964     357.9028    2900.7007     641.3217
     381   10109.5854     491.2267     527.8750    2401.4869     512.4055     323.8026     356.4262     463.7372     455.4162     356.3005     375.6010    3101.5621     743.7454
     382    8746.2991     379.6731     532.7933    1353.1395     459.2690     382.2530     405.4328     305.5034     344.8278     452.0858     350.0646    2682.5255    1098.7314
     383    6955.6494     413.3805     388.5229    1319.7095     270.2569     224.1233     224.9897     221.1073     275.6256     302.6258     295.7711    2444.3983     575.1387
     384    7797.6241     313.3974     243.0349    1422.8072     687.4955     508.0983     282.2115     212.0999     274.1342     599.8164     496.3880    1948.6848     809.4559
