#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013
     385    9044.0319     462.6818     366.1882    1430.1392     526.3234     565.6054     467.3255     380.7439     342.2105     355.6680     537.0473    2828.2940     781.8046
     386   10706.1045     524.4218     449.5711    2296.7214     514.8242     271.9196     256.1147     333.9791     275.0964     432.2543     527.1432    3903.7860     920.2727
     387    8153.0492     451.5707     374.7521    1592.3552     499.0627     402.4094     247.1725     216.3581     280.0776     520.2844     691.5840    2237.0590     640.3636
     388   11374.9248     661.9094     458.9149    1485.9762     502.3087     531.8561     496.4920     573.5727     783.0008     872.6417     533.7557    3483.4060     991.0907
     389    8244.6480     541.6561     513.3675    1428.2115     306.1215     239.9552     250.4492     354.7195     286.0164     238.4671     265.8215    2735.3829    1084.4797
     390    9006.0249     481.5363     451.4516    1355.8822     397.0096     241.5361     248.7674     310.6228     381.9070     569.5707     774.9175    2954.0165     838.8072
     391    9242.0245     571.7062     378.7509    1172.5227     384.5031     394.2379     368.6575     406.8656     297.7779     427.8985     416.9712    3502.8378     919.2951
     392   10244.1573     653.8116     677.8823    1773.2507     537.1570     357.8557     485.9413     609.6132     502.0514     479.4033     445.6780    2622.7416    1098.7714
     393    9847.6783     682.5686     472.9192    1490.0322     527.6414     445.9586     288.7391     277.6245     342.6622     353.0081     601.7580    3556.4798     808.2867
     394    9895.6140     459.3299     567.2665    1645.9845     596.4972     402.4691     469.5159     384.8282     221.8194     192.8528     275.7996    3320.1624    1359.0886
     395    9171.9263     341.5843     246.7635    1280.8684     485.9290     540.4794     428.5316     424.2943     557.3441     638.1987     561.0964    2767.6765     899.1598
     396   10225.2586     443.8694     456.6271    1562.4159     522.2256     384.5780     459.4750     344.1203     400.7967     475.7575     411.4884    3627.5456    1136.3591
     397    6722.1598     402.9854     323.6891    1239.3042     273.3109     215.8650     211.1125     229.4030     224.1007     238.5496     287.5628    2389.7644     686.5121
     398    9426.4156     966.5510     577.5931    1808.6554     415.5547     276.6342     246.2066     285.5238     302.0904     307.9353     461.4341    2788.0001     990.2369
     399    9590.7744     516.9063     387.6823    1563.3598     480.6723     473.0181     456.3073     441.0008     399.2730     343.0887     377.3635    3445.5583     706.5439
     400    9374.6774     503.7152     509.4649    1635.8948     553.2112     395.0707     233.4850     192.1453     191.9770     227.3944     397.5304    3520.1694    1014.6192
     401    9056.2513     448.5388     503.3758    1516.6182     301.2237     228.7180     234.0217     295.2994     333.2153     371.2564     382.3748    3327.0786    1114.5305
     402    9705.7437     473.5046     417.5352    1653.9773     487.3055     267.3175     229.0563     308.6626     419.3460     362.5862     292.7329    3892.5150     901.2046
     403    8502.3223     577.4833     492.0140    1664.8079     458.2535     249.2456     196.5409     200.6336     342.5282     607.4210     563.2189    2680.7293     469.4461
     404    9035.3868     438.1582     410.3501    1258.5896     475.7626     453.3999     414.9888     538.5666     456.9455     278.1316     274.5095    3111.4201     924.5643
     405    7691.9517     559.8427     383.6406    1049.4688     428.9053     471.6850     391.7747     364.4558     267.6575     232.3132     236.3259    2362.6376     943.2446
     406    9741.3778     334.4890     361.2985    1532.6362     786.5904     501.6806     295.0449     457.7987     500.2173     418.9640     507.1677    3065.2930     980.1976
     407    9506.1328     605.4519     480.4819    1395.7525     461.4860     387.7353     386.0365     359.4596     292.2695     343.4515     640.9430    3357.1785     795.8866
     408    8787.2927     676.6590     410.6167    1201.0655     395.6855     506.5781     482.0336     354.4001     276.4116     238.1273     341.6206    3149.9151     754.1797
     409   10015.7560     572.8509     470.6914    1714.6002     521.7418     463.2028     307.1290     293.3562     271.8352     237.1978     333.9647    3861.7840     967.4020
     410    6938.4087     465.2074     287.8477    1035.3729     381.8459     319.1088     256.1795     181.5679     185.5425     179.0623     225.2520    2624.1287     797.2931
     411    8556.3073     315.7822     240.2577    1531.8103     471.1656     303.2575     335.0324     357.8741     298.6496     289.2906     356.8803    3031.7167    1024.5904
     412   10789.0075     572.2408     479.0201    1635.0323     483.5934     422.6796     673.6762     972.1190     678.4488     345.4982     371.5980    3331.2953     823.8059
     413    8603.5772     670.0901     428.2754    1903.7413     376.0569     287.4508     394.8609     478.6251     558.6109     376.7038     332.4041    2220.1008     576.6571
     414    9178.8204     479.8968     506.0462    1632.4157     421.8157     367.1090     271.4248     243.6943     293.3793     541.5010     727.7925    3043.2949     650.4502
     415    7769.3639     591.3302     572.4133    1252.9833     267.0004     257.0390     287.0938     274.6158     235.7726     255.9640     366.4007    2666.4780     742.2731
     416    9373.5915     477.8282     363.1559    1521.7179     546.3223     355.9038     301.2387     315.6214     275.6922     269.3422     463.4841    3660.2742     823.0106
     417    8726.2148     307.4284     296.4990    1681.3720     577.0616     430.5982     397.8135     334.6862     346.3264     287.3635     395.9640    2912.2057     758.8964
     418   10766.1967     754.9289     524.0458    1686.1299     531.4327     408.6543     241.2616     196.0610     215.5282     320.1880     356.9129    4738.4305     792.6229
     419    7299.0286     312.4182     304.1672    1021.6118     453.5231     387.3659     331.6591     237.0270     224.6824     241.6174     368.5254    2567.6547     848.7764
     420    8280.1412     437.8335     435.7412    1850.3531     537.3836     355.0541     316.9197     430.7024     424.9414     437.2480     319.8613    2000.6410     733.4620
     421    8059.0786     698.6869     596.7323    1719.7734     479.2416     389.8330     374.2173     260.9613     201.6602     241.2158     296.9644    2267.2342     532.5583
     422   11344.9084     658.8546     416.1040    2027.0607     495.9897     493.5931     684.3265     492.7126     553.0349     462.4600     437.5952    3342.0691    1281.1080
     423    6526.1081     318.4664     232.1513     769.0324     251.1074     285.0492     317.9943     267.0052     212.2810     207.0383     274.0128    2606.7134     785.2564
     424    7351.6992     391.2262     364.0984    1755.1139     447.6750     334.0558     360.3182     386.2276     271.0426     243.6445     305.6721    1920.7788     571.8463
     425    9247.5897     439.4288     652.3219    1802.0234     382.7442     333.1562     383.4874     399.5672     413.2831     384.6546     531.6683    2840.7571     684.4976
     426    7646.0110     380.5380     370.9057    1224.0690     557.1867     470.4425     376.8518     203.8127     252.9998     329.9524     293.7219    2343.1410     842.3894
     427   11134.0906     389.7745     518.6873    1778.7485     534.4773     375.7369     327.7259     372.2071     389.3475     584.3900     516.8493    4025.2201    1320.9262
     428    8807.8193     496.5883     491.7849    1327.5703     432.4521     335.0859     487.2510     638.4569     363.2479     317.4240     294.7620    2617.0318    1006.1643
     429    8236.2124     318.7258     242.9621    1411.4865     504.8042     361.2199     480.3191     403.3636     221.1012     251.4439     363.3791    2788.1137     889.2935
     430    8429.5805     382.9389     488.5173    1921.4506     511.8904     289.3386     184.6844     160.4124     165.0749     178.5873     259.6807    2753.8400    1133.1652
     431    8077.9031     316.5510     231.8083    1121.0797     470.5498     433.0269     340.1271     415.1649     287.9198     280.7617     362.8944    3174.1140     643.9056
     432   10285.6666     632.7795     494.1341    1654.3335     584.3617     390.2314     386.1314     324.1083     289.1348     387.9967     493.8546    3602.9817    1045.6189
     433    8441.8115     556.6325     417.7360    1120.6830     428.9942     323.3863     315.6814     322.5542     245.9284     246.0044     378.8829    3264.6035     820.7248
     434    8875.0427     805.8196     363.8388    1531.6034     402.3778     333.0395     316.4351     190.2684     189.5720     246.2957     306.8772    3479.6373     709.2780
     435    6992.0043     381.6578     333.5920    1251.1529     313.1751     268.2307     273.5715     216.3254     184.2625     196.2878     227.4065    2628.1081     718.2341
     436   10007.6376     765.6071     741.2607    1418.2029     356.6540     263.5320     278.6159     281.2223     276.3236     353.0896     351.6558    3919.9832    1001.4904
     437    7104.1067     392.2398     360.1872    1153.1482     404.9977     298.4455     235.0695     223.2383     233.6645     240.4867     315.5390    2547.9038     699.1866
     438    6547.9142     330.7728     274.9104    1441.8375     412.7602     225.1064     169.1040     174.4885     179.7673     203.2435     217.6124    2144.6081     773.7032
     439    9918.1950     626.1781     473.3978    1568.7526     626.3039     384.9831     339.2475     270.3642     303.6100     421.0821     649.6890    3436.0901     818.4966
     440    8639.6342     528.1595     505.5075    1333.2002     368.5767     317.8367     312.6443     275.2351     312.2739     289.8866     299.2032    3103.3702     993.7404
     441   10278.1489     538.3791     418.0074    1443.6867     673.9219     517.1293     533.4949     540.8928     543.2277     358.8300     361.2751    3190.8682    1158.4356
     442    9722.3539     573.3681     677.8022    1905.4432     339.8256     250.7622     308.7898     379.7990     278.1649     370.4956     576.9075    3344.1865     716.8093
     443    8458.6629     409.6946     361.6713    1836.8879     470.2188     335.3012     351.5946     256.6131     199.2957     192.5316     264.4542    2733.4327    1046.9672
     444   10802.3231     370.6667     339.8586    1275.8898     561.0530     476.9546     555.5506     736.7323     795.8117     718.1223     447.2356    3421.3505    1103.0975
     445    9166.0902     724.9724     499.5522    1622.5374     453.5756     390.1363     311.6742     235.0003     261.4516     325.7413     460.1757    2914.7576     966.5156
     446   10353.2185     413.1707     589.6222    2165.6799     290.5629     222.3466     275.2066     444.9157     479.0714     317.5793     365.5155    3733.2880    1056.2597
     447    7891.0432     701.3979     389.9276    1404.8692     422.1906     298.8869     232.8881     240.7347     273.2499     422.3588     388.9101    2513.5104     602.1189
     448   11153.2301     597.5455     456.4774    1942.9661     568.7552     464.4782     492.6911     463.5952     447.2703     465.0982     379.6048    3471.6425    1403.1057
     449    8579.4868     331.9763     297.7417    1461.2200     489.1359     343.1869     359.7033     406.3847     352.5804     403.7423     312.9193    2877.7707     943.1253
     450    8505.8090     422.0231     367.2639    1320.4985     458.5392     257.9689     245.1513     450.3382     575.2448     560.2746     544.8807    2558.4632     745.1626
     451    6724.2989     423.6363     332.0935     970.6318     501.7551     369.8122     232.9611     230.6674     267.0544     303.6285     339.0476    2246.4235     506.5875
     452    7830.0276     442.3847     433.0924    1311.4875     546.1681     411.8852     187.4397     174.0209     171.9654     179.6917     281.7656    2624.5560    1065.5704
     453    9545.1201     494.0284     340.1269    1329.9620     446.6880     351.9367     436.5639     553.5824     458.1666     451.3493     338.8917    3736.2303     607.5939
     454    7399.4366     367.8020     280.9262    1322.8701     342.2790     207.4483     215.6715     292.2378     392.2652     359.9767     449.9822    2534.3336     633.6442
     455    8319.6536     567.8798     372.0286    1211.8458     469.9871     496.9403     328.8199     250.4920     321.7879     388.2264     570.4476    2720.6484     620.5497
     456    8081.4537     318.2812     283.2820    1298.6283     384.4831     301.8181     224.4526     236.2446     341.2104     315.1415     302.6815    3309.2677     765.9628
     457    8537.4451     535.4755     341.5443    1379.1028     474.2781     367.1428     267.2569     251.2277     317.9429     467.0762     616.5563    2758.6908     761.1507
     458    9348.3911     694.0603     547.8294    1481.9191     648.3023     299.5001     206.8416     192.8761     195.9134     272.1774     369.7135    3302.9956    1136.2622
     459   10436.2997     628.5741     426.3304    1518.4357    1004.5591     725.0629     373.3274     243.2068     227.6523     301.9801     444.4278    3502.1888    1040.5542
     460    6889.4278     450.4853     417.6399    1335.8019     352.1328     233.4976     235.7051     218.0595     205.1393     211.6493     300.3790    2025.0632     903.8750
     461    8523.3666     469.1569     360.5208    1634.2749     516.4723     392.3196     379.0699     503.9011     743.8171     446.0646     323.7988    2017.1603     736.8105
     462    8112.1158     473.9142     529.7388    1483.3986     451.9529     303.4212     220.1668     196.4591     196.8606     224.5179     316.9401    3043.3249     671.4208
     463    8161.1572     818.2031     524.1841    1464.5039     374.1587     337.0789     323.8027     285.3157     205.3693     215.1047     262.1713    2594.7703     756.4946
     464    8107.1331     376.3553     311.7169    1123.2388     420.1292     472.2366     334.8398     349.3461     466.6257     509.7573     551.5100    2422.3673     769.0101
     465    6765.6864     499.7190     352.3723    1065.3196     363.9453     232.4482     251.8903     196.0255     188.9815     205.2859     262.9845    2514.8408     631.8735
     466    7522.2178     500.3579     373.4921    1064.9738     335.9679     263.4881     271.4034     226.4201     224.3970     325.0800     448.6736    2780.4884     707.4755
     467    8196.2780     607.7725     549.0249    1072.3567     365.9166     371.2322     292.9235     426.1882     348.6497     396.5835     336.3262    2917.4471     511.8569
     468    8165.0790     607.1115     414.8792    1265.4964     312.3449     230.5854     235.0668     194.0121     218.6488     411.7492     536.4469    2946.5397     792.1981
     469    7957.3465     488.8545     393.5977    1058.5423     406.9503     272.2231     222.8760     252.1402     392.7136     314.6782     333.6001    2957.0983     864.0723
     470    8483.4245     326.1845     317.5212     925.5306     471.2413     472.9620     422.4625     467.6363     271.1211     300.2908     307.7880    3046.6344    1154.0518
     471    7520.6561     691.7288     441.1166     912.9728     305.6245     353.1133     270.4022     191.1118     190.1914     209.1502     245.3455    2740.4086     969.4904
     472    9560.9269     503.3395     532.0711    1933.3834     487.2072     355.8032     280.1469     250.9230     279.9244     274.1247     364.6731    3243.3162    1056.0144
     473    6690.4532     344.4442     366.5540    1048.5454     317.4331     262.0974     268.4885     320.9234     398.0642     324.5292     244.7074    2159.9505     634.7158
     474   10295.3156     511.5415     530.9444    1851.7255     366.5552     260.0522     346.1290     302.4485     261.0809     307.2428     459.2901    4101.5290     996.7766
     475   10229.6009     395.5753     512.4801    1895.5455     590.3186     388.6097     378.1841     368.4745     436.3320     316.4906     425.4740    3981.8493     540.2673
     476    7406.9122     325.8535     272.0371     960.6616     503.3819     416.2306     353.2950     209.4995     192.2007     236.7128     307.5682    2644.2126     985.2587
     477    7832.0089     470.8157     313.7961    1299.5413     278.4165     190.1426     178.7960     189.0811     224.5258     324.8759     366.0474    3215.3725     780.5980
     478   11085.5463     564.3353     718.4012    1775.3976     581.7204     382.4659     250.5078     344.8250     365.9600     382.6580     329.4939    4649.4746     740.3067
     479   10556.7074     543.3945     484.8967    1670.8369     683.5477     492.0059     511.4398     469.6852     430.9963     310.8024     356.1928    3570.4659    1032.4434
     480    8829.9594     309.7231     309.1262    1794.2336     674.5015     479.1617     395.6734     238.7570     197.9881     199.1716     288.0057    2954.6712     988.9464
     481    8344.5030     419.6222     401.6433    1556.3076     712.6001     436.7405     426.0590     539.6164     319.4942     231.9335     260.8890    2142.7812     896.8161
     482    9321.6668     726.0601     851.4545    1272.2138     343.0880     255.5993     247.8756     285.0304     453.6019     568.5970     419.8221    3075.8662     822.4578
     483    8357.1255     551.0806     478.3911    1380.6503     329.7003     231.5755     192.4553     193.4833     219.0801     362.4149     536.4292    3195.5792     686.2858
     484    9127.6451     454.3066     415.2214    1569.0090     647.7586     550.1234     373.6383     439.5376     426.4671     425.5873     396.7817    2491.4223     937.7918
     485    8003.4913     349.3802     263.2791    1368.9727     422.3800     388.9637     354.5121     393.8878     470.1505     469.8633     542.2912    2440.2449     539.5657
     486   11253.7322     764.6349     638.8004    1148.7617     630.3671     587.5857     521.0535     420.9294     443.7329     495.0717     767.6200    3805.0259    1030.1489
     487    8104.2755     397.3362     283.4805    1418.7735     446.7727     318.2760     321.5566     396.0043     482.7610     405.5728     432.6258    2522.1007     679.0154
     488    7389.9820     379.5541     415.4984    1240.3622     403.7062     312.5342     348.7782     440.2470     354.9067     404.1723     495.4369    2049.6253     545.1603
     489    9481.9948     602.3278     496.0347    1736.9294     398.1437     279.9035     313.2709     351.8946     461.7096     556.4038     405.9732    2837.3139    1042.0897
     490    8681.4197     523.0242     348.0444    1253.6806     547.6894     492.6786     515.1138     444.0597     262.9442     256.7461     324.2665    2938.4264     774.7455
     491    8558.5191     495.3415     640.7782    1226.0249     342.2200     275.0668     288.1146     299.0445     312.1978     381.8818     345.9711    3259.3682     692.5097
     492    5589.7869     347.8506     269.1452     967.1089     252.7835     178.7901     160.4103     161.2478     185.9221     235.9009     312.3027    2018.4975     499.8273
     493    8801.6938     442.5334     472.9179    1700.7972     639.0298     363.8146     343.7501     254.9968     248.9928     318.2569     396.5060    2777.0052     843.0930
     494    8616.9362     501.3577     441.7339    1506.7402     650.2208     669.6863     352.3431     329.5904     294.5458     304.4011     281.3338    2800.1901     484.7929
     495    7021.0399     342.8381     313.4929    1320.8193     340.9016     264.0274     224.5585     251.7394     226.6302     252.5318     300.9380    2643.7124     538.8503
     496    8279.3183     536.2976     375.5307    1183.3727     371.0784     267.6902     239.5109     246.7731     242.2670     471.5748     440.7134    2953.2960     951.2135
     497    8983.3502     476.6380     480.5285    1334.8563     482.8034     275.8374     225.5018     238.7211     235.8429     333.6138     450.4211    3467.8006     980.7851
     498    7910.2150     499.4706     331.1932    1107.1844     303.6567     241.5448     272.2103     327.2193     314.1647     433.9404     508.9137    2712.0308     858.6860
     499    8198.3715     591.7886     495.7135    1444.2058     471.4774     345.7601     248.9363     285.8129     433.2287     575.8100     408.8024    2276.2714     620.5644
     500    8944.2282     342.0247     353.7637    1373.2305     472.2407     403.2258     338.3668     272.1426     385.1100     374.5826     386.2313    3725.4387     517.8708
