#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016     SA_00017     SA_00018     SA_00019
     270   13825.9000     544.9720     576.3021    2601.1349     518.8201     341.6566     225.4330     220.3938     410.9425     622.4888     382.3991     309.7335     338.1546     392.0429     372.9297     405.0653     626.5242    3924.2111    1012.6957
     271   10411.8010     491.6217     532.2177    1452.1140     419.1982     259.7819     198.5702     196.4099     228.6570     263.1865     231.1428     229.1336     232.7341     214.5802     235.8029     486.5032     557.6364    3510.7625     671.7483
     272   11349.6696     346.7260     387.3001    1675.3526     562.9350     353.8048     286.7893     302.6693     274.2705     407.2192     664.8848     450.3300     386.7679     222.5603     156.8776     189.6004     246.2756    3697.5136     737.7927
     273   12041.1993     435.6966     458.9651    1641.3453     419.6526     288.8915     306.4420     237.6667     233.2985     343.8510     626.6860     724.6972     502.5073     381.3134     437.2128     370.2101     314.8622    3262.6304    1055.2708
     274   11304.7185     888.0352     438.2175    1561.8140     535.1159     382.8333     324.0807     302.7345     305.3239     278.1189     265.4920     283.1842     311.6696     275.5666     262.0325     242.5146     283.3823    3078.3204    1286.2823
     275   10756.3820     615.3168     423.5618    1816.2165     617.1434     298.3174     245.4987     193.2319     162.3898     166.9736     152.8844     175.5507     227.2143     457.2863     378.2542     290.1414     281.0611    3464.8112     790.5286
     276    9200.2587     563.1521     324.4514    1411.7524     590.6432     598.2088     291.9663     187.5880     183.3090     195.8538     299.8287     332.8667     319.5615     309.1513     239.4825     253.6539     329.4491    2050.3376     719.0022
     277   11403.7775     354.2143     335.9705    1437.9218     553.7475     402.7549     419.4059     395.2429     298.3281     270.7952     434.4705     438.3251     430.7785     284.8402     217.0574     296.5811     342.4596    3359.7581    1131.1260
     278   13110.4697     452.9896     432.7792    1126.1067     738.6272     634.6163     479.6171     467.6892     412.0672     503.4837     609.4422     824.3075     547.7924     534.8320     376.5782     323.1939     443.0757    3269.8065     933.4650
     279   11262.2786     433.9102     447.9841    1265.4149     467.2590     303.3555     232.7442     238.1001     308.3739     305.2915     230.8937     313.3626     498.0434     575.9000     640.9062     476.5571     449.5918    3097.1411     977.4491
     280   12333.8027     757.1729     749.4931    1395.4509     475.5062     326.3250     278.0479     346.7548     446.4241     316.2170     265.2338     401.9020     362.6089     368.0753     478.8703     682.7067     779.9761    2997.0594     905.9783
     281   12322.0740     584.6388     736.3523    1697.7213     474.7125     400.9158     441.4048     376.9278     206.1769     204.0446     271.5581     369.8543     509.1237     370.6752     249.6622     233.1494     318.8702    3913.0088     963.2775
     282   10461.7994     385.5680     417.1005    1251.6565     589.0121     327.8515     303.0333     254.0994     204.2010     218.3079     241.4981     247.1599     248.5406     314.8751     326.4177     340.9359     354.6683    3461.4092     975.4643
     283   11183.4334     769.8574     298.4219    1815.2037     414.2532     332.7203     339.5822     444.6393     433.6815     312.5980     327.7106     282.4516     285.5594     280.7135     211.2306     263.8899     350.8439    3382.8206     637.2558
     284   12685.1790     609.2167     543.5667    1386.8024     494.6628     357.5746     554.1468     509.0342     352.0354     353.9403     350.4081     309.6860     251.4603     263.7026     371.0184     435.3265     582.1989    4192.1488     768.2495
     285    9346.8529     407.8771     301.0675     892.9712     312.8466     278.1556     224.2661     213.7380     245.1038     223.0869     252.9255     263.1464     278.8754     243.5203     443.5688     571.2133     520.1706    2899.9749     774.3450
     286    9890.9018     378.0538     289.1614    1502.0282     441.6215     503.7094     401.9801     242.1165     199.7995     246.9150     344.4912     411.2716     255.9953     293.2727     283.9432     342.4717     342.8614    2561.8944     849.3148
     287   11639.3569     707.4952     646.5084    2025.6915     329.1735     222.5596     224.2128     292.8414     246.4023     260.3995     215.9997     280.6475     349.0953     342.3424     342.7087     348.0048     479.3888    3382.9610     942.9242
     288   11834.5221     637.5512     482.3310    1963.5127     911.7354     619.7423     310.4765     285.6776     376.1350     262.0509     205.8757     196.5527     193.3299     212.4449     240.7733     362.3531     531.6785    3276.0450     766.2564
     289    8557.4995     379.0759     360.5421    1215.0616     353.1232     279.9049     324.8212     407.8624     318.2241     322.7369     401.2977     339.6951     315.0809     244.1015     212.5684     263.5243     346.3538    1861.5577     611.9679
     290   11479.8606     359.8255     318.6816    1418.7822     695.3924     397.3849     339.3956     279.1994     551.4207     508.5545     364.1053     418.0029     426.4809     436.5721     372.1239     340.4423     411.0558    2819.1489    1023.2917
     291   10657.2983     444.7325     345.5573    1904.3546     478.1749     466.1976     506.5236     434.9378     329.3855     313.9526     431.4891     397.2580     330.9038     346.3529     351.9317     387.9511     351.0847    2162.3895     674.1212
     292   11855.4714     429.0541     505.2994    1904.8409     392.3129     308.2700     354.4512     456.5502     440.7801     303.9476     261.8165     297.4426     337.4467     374.8443     491.6750     516.4255     393.3618    3164.8570     922.0959
     293   12401.1063     868.5643     593.7879    2093.1149     515.8694     381.9515     505.9367     456.2619     332.3758     278.3296     256.9601     258.5757     236.8204     251.0809     299.6667     325.0192     297.8715    3155.3418    1293.5780
     294    9135.3733     532.6291     349.7567     889.3891     258.6259     206.2018     242.2789     352.0071     385.3884     239.3620     216.5245     270.2207     262.2543     294.5261     357.6952     369.9687     333.8342    3088.5909     486.1196
     295   10763.7367     439.1445     457.1418    2095.9620     497.9523     303.6479     264.5774     329.1273     395.4079     266.3930     267.6434     413.6942     420.1138     368.6030     280.5254     255.3124     313.3488    2796.6041     598.5374
     296   11248.2050     311.8090     251.3996    1172.7641     476.6257     445.8506     304.8497     415.2484     401.6396     426.9979     453.0905     359.9520     331.8594     346.0107     325.6998     458.3885     691.3463    3271.7572     802.9161
     297    9894.3073     413.4661     348.5132    1206.9656     519.7812     536.4333     556.7057     420.8349     437.7809     605.2022     413.2199     220.6023     193.4896     211.1695     211.3077     245.0919     378.4369    2309.4022     665.9042
     298   10871.4538     462.1600     444.4896    1130.1046     336.0048     290.5386     311.0788     370.2125     411.9829     369.4526     498.4196     553.7048     487.7805     322.8683     221.5178     250.3803     396.6822    3375.8022     638.2737
     299   11253.1239     817.4135     717.4090    1491.3618     426.5806     347.7559     368.8314     276.5835     220.5992     219.0372     323.1902     467.6574     357.2751     345.1008     266.8565     232.3954     265.1857    3086.7789    1023.1118
     300   12047.0949     400.6427     495.6217    1591.9658     523.0895     292.8197     200.2785     194.7909     199.7508     240.1032     333.6533     301.4058     235.4357     313.1112     348.8781     395.3873     486.6991    4580.0796     913.3819
     301   13035.7531    1066.1025     704.9868    1740.4044     471.2529     442.3699     434.7720     456.6548     475.3809     362.2011     393.4563     376.4900     312.5619     314.2904     453.8878     409.8131     371.0677    2997.2469    1252.8139
     302   10151.6223     450.4725     358.1799    1220.4763     339.0509     273.1004     285.7728     332.2215     326.4706     385.2407     360.2618     284.1245     312.4180     282.8694     281.3493     255.6359     318.2863    3110.2059     975.4855
     303   13343.2847     727.2865     553.9102    1918.5126     438.8641     541.4965     414.1658     346.2447     348.9161     355.2956     500.8838     374.1944     347.0245     328.1561     428.0350     633.9230    1007.8178    3285.7395     792.8185
     304    9789.7160     365.0437     387.5356    1244.7078     414.2437     356.4099     373.6068     276.8682     252.4254     243.8951     205.6318     209.0338     206.0686     246.2877     260.7824     326.4315     293.6344    3038.0103    1089.0993
     305   10707.0712     316.8890     271.8231    1161.7628     591.1048     496.7042     312.0892     296.7198     418.1272     488.7711     460.0366     436.4333     311.9509     263.7126     299.3969     398.2769     421.4873    2850.7314     911.0541
     306   12509.4822     473.0901     405.6994    1777.2537     348.6858     327.8061     303.1757     298.1521     444.6581     617.0126     672.9968     591.2578     409.1276     321.2418     276.2960     403.3386     340.9358    3360.1681    1138.5860
     307    8650.0791     443.3487     470.9516    1628.1966     313.8033     216.1520     199.2124     198.9477     213.7026     207.1748     224.0057     268.6545     244.9355     377.8699     286.6491     247.0870     355.5669    2164.6044     589.2164
     308   10696.0771     354.6779     346.5061    1025.8754     605.8641     665.2861     557.3175     289.1465     210.1491     213.5207     246.3579     359.4811     376.6678     435.6818     384.2328     322.8137     315.5783    3217.5937     769.3267
     309   11230.2702     526.2438     446.8869    1365.6906     453.0846     322.8575     305.5221     326.7519     288.1215     362.7147     519.8198     459.2407     429.0011     318.7943     361.0592     384.1882     381.1435    2919.1398    1060.0100
     310   11519.2418     487.2786     486.1822    1579.8036     826.0086     407.1191     246.0745     214.1432     209.8285     215.9838     203.1263     191.8101     214.4931     338.2517     377.2146     329.4484     340.3783    3840.7627    1011.3345
     311   11171.8527     348.9370     268.1765    1124.6319     291.0299     255.7928     297.6736     429.0046     347.6095     388.0750     341.5935     271.7062     377.9349     342.2806     487.2956     436.2571     333.3410    3957.9349     872.5781
     312   11773.2401     726.1705     586.0677    1487.0388     357.1224     233.2200     191.6676     183.7327     188.2546     252.9202     362.6006     302.1259     300.1402     513.3301     776.7062     848.4175     594.0761    2929.8945     939.7546
     313   11972.7490     559.9131     586.9732    2023.3225     538.6376     391.7453     317.1375     291.1601     234.9631     180.2626     183.1139     219.5000     329.2311     508.7851     429.9848     346.2239     451.9533    3335.1093    1044.7326
     314    9334.3375     476.6700     516.6130    1548.9368     397.1978     254.0065     239.2028     307.9415     339.2360     305.2208     258.6927     258.9448     265.0225     264.4654     238.8727     246.7408     243.1888    2357.1802     816.2043
     315    8161.3003     381.6852     410.3214    1318.1832     436.5553     237.3489     179.0589     158.7765     173.7655     199.9615     201.4261     225.4171     217.9475     215.1921     205.2754     234.7096     293.5907    2513.5429     558.5426
     316   10751.7908     481.2694     580.8721    1613.6279     361.6374     298.2634     314.4029     313.1244     378.7169     397.6618     248.1479     253.0615     312.4808     284.8928     240.5795     256.6648     327.4187    3166.6545     922.3141
     317   11370.3118     405.5441     438.9500    1309.4305     460.3432     397.6707     417.5907     329.0138     246.9426     314.4130     292.8060     358.2819     369.6442     299.1722     227.2185     364.3687     335.4513    3548.3934    1255.0769
     318   12705.7119     464.0618     395.1326    1950.9409     430.2472     347.7619     418.9262     474.1025     304.9126     242.2609     311.0370     685.4677     621.7332     515.8883     372.7268     335.7797     380.2376    3448.8083    1005.6866
     319   10051.6922     344.6859     275.5023    1681.9666     596.2115     593.1775     456.0310     317.2731     253.4820     221.0729     203.2327     217.3765     227.6548     291.2849     262.7316     318.5628     597.6588    2362.2345     831.5528
     320   11376.6144     575.5324     507.2856    1401.5027     461.8173     336.0313     609.9789     608.8177     285.2419     257.8217     227.4915     206.0678     221.3089     273.5488     250.8135     269.1559     447.9611    3419.8210    1016.4163
     321    8628.3366     326.5398     415.9374    1347.4713     329.8095     219.1492     207.2329     240.4313     386.0262     353.1506     243.3845     227.6268     190.5136     188.5691     218.8509     204.7241     219.7708    2510.3535     798.7949
     322   10868.2213     334.4463     292.1305    1173.0691     288.7524     298.5202     272.8679     236.9902     232.0497     323.5922     346.7093     361.1189     454.2964     386.1779     607.3275     494.8487     390.5655    3363.6068    1011.1517
     323    8500.8434     430.6176     333.9950    1068.4329     401.7154     215.2817     201.2284     222.3119     273.6147     220.8698     224.1254     306.0435     328.2424     243.8199     283.7941     370.2053     399.6374    2330.6876     646.2203
     324   12466.7258     668.2608     686.7116    1587.6389     370.5232     355.1914     381.8312     344.2702     454.7394     428.0592     325.4370     390.5622     458.1505     347.9506     447.2590     470.0060     361.3960    3340.0647    1048.6739
     325    9738.4337     567.8621     420.6559    1087.4766     325.3589     277.3476     250.0561     250.9087     382.7417     364.0432     249.3391     227.7494     220.4949     200.4633     204.2644     210.5993     246.8922    3208.3257    1043.8545
     326   11519.5676     494.0774     523.4014    1481.7128     460.6081     281.7546     296.3240     339.1576     389.1007     335.0117     286.4712     216.5082     193.4328     195.6865     237.0721     315.4798     449.8074    4271.4164     752.5449
     327   10897.0279     782.0755     619.2341    1748.5604     426.6289     253.8207     210.1073     234.6460     262.1733     297.8190     320.0784     248.1175     229.1422     256.1162     310.0603     320.3514     337.7486    3017.5763    1022.7717
     328   11429.5710     713.2140     578.2628    1707.6782     326.1076     258.2224     237.3475     254.5879     280.1472     312.0045     447.0093     407.0776     587.7290     597.3920     349.2432     280.7865     287.8438    2821.8082     983.1092
     329   10500.7743     711.8993     381.2521    1067.0103     329.8387     263.2441     322.4390     402.9153     385.6280     346.7233     227.8226     210.4862     237.9797     297.9165     292.7096     449.8593     456.7955    3251.9570     864.2978
     330   11845.4509     800.0724     336.5312    1146.6089     599.6063     503.9880     426.8099     431.3032     445.9497     403.5958     506.4769     447.3160     456.1257     309.2159     313.0484     300.6353     432.9850    2942.4869    1042.6955
     331   10339.1584     613.1924     633.0041    1208.2141     483.8485     404.3977     259.3893     279.4748     314.4921     210.7875     207.7959     336.4092     484.4421     429.9786     315.6750     241.2667     251.8658    2619.9208    1045.0039
     332   11320.2231     397.1075     470.2090    1516.3646     417.0227     324.1996     377.5090     346.9626     290.2702     275.0489     246.5928     238.6582     415.2423     614.4809     822.3404     660.9160     427.7566    2809.9717     669.5701
     333   11842.6047     414.5498     383.8154    1870.1296     616.5403     442.0129     448.7129     582.5455     484.6595     393.9817     316.8533     267.7314     260.3814     316.2130     265.8113     233.9628     313.8455    3008.3599    1222.4983
     334   11081.4353     722.7007     564.0630    1373.8960     469.6967     453.4415     383.2748     435.6417     312.5446     299.2472     277.7984     227.6763     209.3994     196.9666     212.5155     266.8698     386.9661    3378.3267     910.4103
     335   10905.7234     774.8558     699.9756    1371.4428     443.7018     449.3477     232.3657     184.1366     190.4903     188.3998     217.8404     270.2229     328.9363     384.5695     265.6217     259.6977     420.7578    3289.4772     933.8838
     336   11304.3445     480.6212     580.9252    2382.0647     457.6236     274.3369     262.5022     280.1358     264.8811     246.8958     279.9373     286.3989     310.3593     283.1034     305.2068     362.7573     461.8848    2821.9956     962.7147
     337    9167.7140     592.4325     438.1441    1356.5726     396.6290     393.6638     297.3564     207.2813     171.6380     147.6708     182.2073     224.8640     340.3235     330.7882     300.2382     229.6589     238.5273    2672.4515     647.2666
     338   12009.9279     361.2472     468.6770    1457.0508     500.2547     311.7682     423.2169     516.5403     328.6917     437.6267     528.6590     580.1616     501.0127     279.6522     215.7786     252.3882     334.7119    3254.6534    1257.8370
     339   14726.9478     600.3743     715.0293    3049.1499     666.9437     351.5145     485.2551     484.7479     478.5446     288.8312     278.0715     407.4225     403.7848     302.8546     279.9733     368.4266     633.5132    3971.9522     960.5585
     340   12806.3846     431.6600     417.8595    1400.4793     511.1646     405.1812     413.1588     442.4097     387.6152     270.2558     338.9991     551.7678     416.8079     393.9728     373.3105     427.8790     435.6872    4132.4735    1055.7027
     341   10831.8959     569.5345     406.1300    1164.0593     400.0115     227.0246     207.5524     197.8963     228.0317     410.4106     425.1900     399.1901     308.7978     377.1803     333.6655     444.4451     460.1913    3377.8870     894.6978
     342   11284.3975     407.9698     382.5083    1123.9006     374.4080     257.3149     274.3756     306.0567     325.6990     394.9500     359.2008     353.3430     405.3555     477.6151     429.7113     446.1319     449.6813    3756.4493     759.7265
     343   10754.2451     456.0210     448.4270    1508.4187     490.7638     317.8711     207.7422     223.4047     252.8294     244.4186     288.7169     390.6676     612.1789     481.8761     386.1151     287.9309     305.8694    2918.6339     932.3599
     344    9590.8750     711.4931     476.7708    1255.3017     360.8930     244.1808     185.5882     173.2321     176.1688     186.7968     278.9295     268.8067     328.3789     479.1759     413.5277     317.9867     301.1936    2784.9325     647.5182
     345   13199.6853     631.1902     755.9856    1803.6139     372.9953     245.4689     219.2215     257.3782     246.2061     285.5332     320.7407     416.3194     332.5021     523.5213     879.8422     716.7537     463.1048    3488.8647    1240.4433
     346   11854.7817     544.7343     611.0569    1709.5801     412.4747     367.8027     488.7913     581.3972     363.6179     301.3748     257.9823     276.5108     264.4646     261.0034     210.4622     224.4436     379.6010    3754.4080     845.0760
     347   12788.6224     385.6556     567.1434    2253.0994     576.4205     352.2216     323.0638     382.4994     448.7769     354.7469     352.7802     402.0116     505.4104     700.7494     355.1546     296.5217     335.9795    3035.1059    1161.2816
     348   11378.4052     544.9245     491.5092    1388.9738     528.9451     319.6179     366.0690     415.4924     472.3077     265.2032     207.1898     258.5288     264.8696     277.8508     336.6028     430.1128     396.8884    3420.2739     993.0456
     349    9095.4710     323.9158     254.2627    1172.7771     452.8772     401.0479     333.2024     251.2088     212.5474     212.5456     217.0687     194.8593     188.9397     214.3634     306.8120     342.5688     413.6334    2742.2151     860.6258
     350    9791.3811     340.9244     254.7272    1096.8765     282.2198     218.2620     232.4012     266.2834     264.1553     364.7975     336.6602     361.4079     372.9303     363.2163     291.3331     394.6317     336.9012    3020.3957     993.2573
     351   10459.3570     515.9001     687.6362    1413.7148     327.7834     228.1457     242.7254     386.0227     383.2204     373.6451     345.4083     390.1481     393.1328     386.1680     318.0309     240.3394     354.5435    2576.1371     896.6551
     352   13505.2906     547.3360     877.1356    2079.6710     440.6980     332.1348     389.1438     315.9704     300.4972     360.3637     547.4650     460.3509     379.0430     396.6874     423.3716     564.0292     451.5935    3649.2571     990.5425
     353   13286.5552     403.7874     626.8002    1612.3058     425.0666     316.6590     368.7403     546.6859     473.6643     524.0761     741.2397     524.2743     358.8128     306.3891     308.7816     424.1530     661.6177    3781.9770     881.5244
     354   10142.2983     795.7211     538.5466    1303.3345     286.0163     200.2639     200.4407     218.1062     303.5566     279.9014     304.7477     518.0231     426.8303     312.4608     237.5051     283.7987     335.8893    2935.5812     661.5747
     355   11168.0969     350.0988     330.5666    1185.6028     683.4660     363.1209     386.7684     390.5884     348.8662     288.2011     243.5521     220.8568     223.7455     337.2669     372.1590     279.8255     314.6857    3795.4602    1053.2661
     356   10823.3443     548.6143     485.2607    1431.8981     418.0831     400.3989     405.6552     669.2000     525.7936     382.5629     284.5002     209.5212     199.6712     213.1628     213.4550     209.2580     331.0713    2942.3366     952.9013
     357    9327.4420     431.2995     377.7008    1215.8850     363.5117     297.8095     300.1277     190.6898     177.3402     258.8726     436.5858     322.0250     227.6957     242.8307     274.5488     261.0429     288.3223    2727.1901     933.9638
     358   12262.5651     499.0390     488.1668    1553.0908     636.7449     358.8268     323.7079     487.9890     359.0680     239.1467     293.2684     402.0030     355.3925     234.8251     222.2224     322.5327     473.8440    3702.3219    1310.3752
     359   11837.5574     517.4362     447.6162    1331.3065     611.0638     655.3112     363.3332     238.2081     221.9569     230.7210     276.9564     369.1079     412.2733     241.4760     228.5527     324.7219     374.6378    4148.1300     844.7483
     360   12503.8564     657.5562     606.7701    1424.0865     443.2040     404.6855     424.5291     756.0615     466.2293     311.6011     289.2283     240.5125     330.0410     474.3598     413.9806     477.6235     435.3706    3399.9490     948.0679
     361   10203.9777     461.1895     325.6734    1085.4606     308.8979     297.3832     280.7832     318.1683     363.4388     340.0861     250.0320     237.9804     276.0086     328.1917     375.1396     546.9428     457.8632    3016.1817     934.5565
     362    8945.0874     515.1129     336.9830    1320.5999     485.9398     322.6262     371.3413     431.4282     345.1028     336.1398     292.4355     227.3732     208.9938     197.7769     221.3933     310.3565     307.8020    2109.3748     604.3074
     363    9435.5760     317.0093     241.8544    1269.8596     390.9474     273.2007     221.4617     196.6863     261.0387     373.2639     396.5165     302.5203     224.0799     207.0469     252.5608     415.9913     545.5841    2743.3076     802.6466
     364   12150.0608     347.1304     480.9633    1570.8524     572.0661     442.5343     426.0045     580.4773     496.7301     340.0532     304.2621     319.5634     293.8781     269.6154     280.6202     451.3807     656.1769    3473.5444     844.2080
     365   10186.0434     332.5243     407.1634    1570.2305     429.9520     297.1553     201.8588     186.0975     194.0347     198.2448     204.1737     252.4163     342.5033     359.4473     443.2425     287.7585     313.8663    2979.1151    1186.2590
     366   11201.9650     557.7927     537.8908    1343.4808     589.1824     426.5178     258.9228     205.5746     193.6057     227.7434     394.2200     409.1491     418.9656     427.1681     401.9955     326.2850     383.4870    3232.0479     867.9358
     367   11551.5666     489.5450     454.0910    1879.8827     426.8079     331.9537     260.2825     203.8703     227.3601     301.9621     304.7995     302.8967     341.0641     319.0617     465.3028     469.5378     491.4370    3586.8601     694.8516
     368   11031.7656     496.9910     544.8423    1878.1906     728.9669     586.5784     550.4151     343.2770     268.5912     260.4306     279.7873     253.7175     274.5353     229.8993     230.4617     318.2559     349.4994    2686.9521     750.3741
     369   12545.5882     831.4056     470.4921    1859.6885     606.5221     472.2947     355.8717     314.9919     505.6179     442.2483     409.3692     285.4412     206.2351     209.5857     234.8207     332.0724     305.8745    3836.5669     866.4897
     370   11877.7964     419.9734     472.9034    1631.6760     743.1786     432.0264     323.2327     333.4901     388.5402     471.6208     453.8165     293.6235     352.1906     385.2660     473.3356     525.6416     458.4969    2906.8211     811.9630
     371   11296.9012     583.9328     392.4638    1200.6834     486.5877     443.1339     387.1876     248.9781     235.9874     407.8313     399.7556     402.8930     358.5857     370.0844     315.6436     403.0024     632.4552    3215.3850     812.3102
     372   13055.7767     450.1438     443.9470    1449.5569     526.7310     387.9092     276.4256     311.7688     451.4546     820.5752     969.7479     564.7014     305.2445     457.8997     534.8051     434.2621     342.9485    3425.4052     902.2502
     373   11569.7806     575.2547     521.2796    2156.7064     611.8811     346.2446     265.4874     258.0031     204.6320     177.5857     183.5843     210.2866     203.7047     229.4813     254.6353     437.5432     490.2861    3251.7497    1191.4348
     374   11618.3027     396.8749     429.6977    1199.6567     442.2542     329.2499     436.6926     736.8573     687.0895     319.2504     230.7351     284.1521     354.9213     317.4373     470.8630     694.8750     742.9589    2672.3587     872.3781
     375   10451.9046     396.2284     387.2800    1758.1542     352.4491     303.9588     309.4114     241.7819     285.9730     408.3138     460.6407     430.7043     356.6556     222.4168     204.4691     216.5381     275.5273    2746.4640    1094.9380
     376   10036.7900     432.2223     432.5393    1364.5459     373.5427     268.1263     247.7706     325.8910     420.6380     362.8195     291.8827     229.3460     235.7301     253.3715     278.9437     287.2756     272.7242    3167.3824     792.0380
     377    9883.1924     682.6402     437.9030    1533.7744     330.1141     249.5110     198.9959     164.9580     183.1786     165.1979     189.0688     193.8464     269.0639     268.1439     225.4547     253.3672     268.6224    3549.0316     720.3205
     378   10047.2181     556.2765     533.7662    1106.8709     301.4757     228.3343     270.1453     331.9259     314.4980     294.5011     322.2133     358.4264     263.3819     193.2070     196.9798     253.0232     353.2812    3438.1353     730.7762
     379   10891.4541     656.9230     462.9603    1175.7444     274.5777     213.8217     206.6144     263.3526     310.6469     367.6282     532.7562     354.8656     248.9801     315.5913     369.7168     365.0111     378.5598    3285.4403    1108.2639
     380   10922.3987     609.7197     671.0565    1390.7958     442.2468     248.9908     258.4998     374.2998     477.1516     358.6664     274.0525     261.2776     251.0782     289.1886     353.0391     388.7513     349.9092    3084.0091     839.6658
     381   10126.1181     652.7512     551.5419    1050.6430     240.5918     187.5648     176.0584     172.6556     164.8917     174.8547     192.6702     249.3793     344.4907     442.3764     426.5565     309.7907     415.8961    3417.4009     956.0044
     382   11840.0043     381.9523     398.9324    1857.2663     488.7311     296.9317     274.9468     336.7339     374.5430     401.2911     655.9422     460.5647     253.3779     204.3705     239.0744     345.3755     525.4804    3618.9399     725.5505
     383   12878.1447     578.5371     551.2092    1083.5087     335.9097     325.4917     374.6893     459.0339     445.1545     457.7325     316.8908     237.7246     312.7595     631.8070     947.2971     607.8006     416.0955    3733.9166    1062.5864
     384   12275.2733     526.3208     460.6228    1535.0067     419.2194     317.6978     311.6225     241.6605     211.0370     230.0858     354.8312     772.6649     742.6050     483.4188     252.4374     224.8912     288.6209    4001.7342     900.7962
     385    8778.1891     438.1185     440.5408    1268.9346     440.5645     241.8185     163.4712     190.0783     229.1982     233.0183     206.8869     204.5261     214.5470     245.6393     232.1310     204.5263     231.6844    2861.5602     730.9452
     386   10327.4084     606.2390     470.7252    1543.0341     427.8583     342.9226     251.4995     255.5190     270.8250     216.1054     225.5427     318.4029     406.9597     330.1705     254.4205     328.4820     457.3142    2680.9808     940.4072
     387   10660.2481     584.0528     438.9679    1550.4365     332.8533     239.9165     232.2929     376.1245     468.5152     432.1189     298.2236     265.4942     304.4490     334.7169     293.1602     318.2680     371.1246    2751.4654    1068.0678
     388   12734.6518     776.5624     490.1578    1875.2182     379.8748     416.1163     543.0956     683.2755     502.9617     516.6217     320.9343     211.5543     207.1396     248.1682     312.2557     294.7219     465.7689    3428.0009    1062.2241
     389   10312.2964     473.5169     493.5674    1337.5637     320.7921     371.6778     467.0802     254.1952     218.8872     277.6308     364.4765     424.6021     276.2803     235.9845     323.8185     322.3232     353.2802    3103.6064     693.0135
     390   10813.0640     737.6071     650.0387    1979.1974     448.4767     352.6378     374.0328     391.6065     300.5032     279.9941     300.8929     255.0175     220.3167     237.3465     256.0651     292.4760     334.0070    2533.3535     869.4944
     391    9575.8612     443.6419     283.9586    1119.1045     435.2695     432.1514     476.2783     296.4683     209.4800     233.9947     277.7768     247.2707     228.9846     290.0923     413.3353     386.6747     413.3614    2890.4182     497.6000
     392   13406.5471     615.4538     417.4214    1500.0876     560.9083     503.9447     518.7135     550.9270     676.0870     423.2513     415.8999     579.1575     778.9504     534.8353     456.9315     429.3994     429.9517    2963.4738    1051.1530
     393   13369.5905     436.2791     599.4466    1443.6107     505.5423     373.4300     214.0313     193.6358     222.4690     347.5731     467.9476     496.3967     354.8555     590.2392     869.6667     603.9722     458.1073    4319.3755     873.0120
     394   12922.2900     711.3966     518.7790    1646.2719     370.7718     251.3201     234.7548     380.6994     773.7002     888.0291     687.9339     351.9232     307.0570     355.3684     332.9540     346.1502     420.1748    3393.3692     951.6366
     395   12288.1813     650.2206     540.1664    2162.0033     488.3331     486.3252     415.1107     369.7749     370.9201     416.5021     265.5524     204.9211     234.9758     300.4971     334.4885     372.4908     318.1046    3656.3620     701.4327
     396   13241.7846     568.0939     467.8835    1718.0917     464.0200     448.9138     278.2755     227.9773     214.9293     244.5594     294.4215     379.3425     565.0212     646.2499     490.1095     445.9076     436.9923    4371.7300     979.2657
     397    9973.1456     696.2716     462.5444    1323.6641     307.3650     259.9979     321.5497     363.1960     273.0753     241.4477     254.0712     281.2830     285.5720     249.6915     267.4842     264.5535     338.6907    3023.6226     759.0651
     398   10503.6409     478.2626     426.8126    1373.1649     486.3753     280.5952     237.7129     378.0849     453.6779     307.8402     319.9000     275.9925     207.1133     197.1931     200.3623     282.2988     377.7988    3125.7332    1094.7223
     399    9612.9340     420.7583     303.6539     975.5489     250.0543     204.3751     216.0106     239.6905     234.2774     195.8606     201.1741     254.4865     303.9789     393.1878     402.2291     438.3041     375.1749    3365.4694     838.6996
     400   13953.1427     465.9832     435.9679    2192.6389     630.1180     713.1710     386.7734     422.1245     455.1421     338.3792     297.5807     291.3202     385.5753     459.0270     677.2364     385.6872     398.2341    3982.9191    1035.2646
     401   12641.3451     760.2308     622.6814    2047.9332     551.0196     388.9628     312.2708     269.2707     246.4507     206.2182     254.5352     409.7944     433.6956     546.5685     473.6930     398.8076     330.5660    3149.4382    1239.2084
     402    8637.1442     412.4342     335.1858    1045.9725     343.0631     312.0152     398.8608     426.2041     424.8696     298.2272     202.6373     196.4968     226.0028     291.1459     245.9528     215.3107     276.0122    2285.5618     701.1914
     403   11816.8698     566.8594     633.0451    1269.5004     400.1585     382.7973     485.7619     465.9530     342.8179     263.8672     373.9796     454.3116     355.1737     313.8306     379.4006     362.4064     371.0114    3563.0730     832.9223
     404   13513.6949     560.2483     739.5738    2127.2602     598.2259     429.1357     430.3131     517.6507     582.6640     397.2565     449.7614     415.7541     380.1691     287.0024     251.9278     399.2207     494.2219    3726.7440     726.5654
     405    9037.4873     355.8785     252.3816    1034.1773     470.4642     521.2761     465.9872     322.9632     234.8666     231.5943     246.3956     218.5043     212.7347     208.7793     234.3214     334.3441     339.0104    2657.2661     696.5424
     406    9457.7462     448.8106     313.1726    1204.5328     427.0755     354.0253     334.8764     364.7691     278.5623     366.0072     245.1664     231.9023     202.8647     216.9643     368.2794     563.2885     477.5359    2287.6215     772.2913
