#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016     SA_00017     SA_00018     SA_00019
     133   11103.2161     304.9508     257.0962    1159.9222     327.3096     372.0037     305.4615     435.1108     595.1793     558.6135     556.8773     339.6879     201.3501     213.7549     261.0870     369.1308     409.4890    3618.9838     817.2076
     134   11648.2810     447.6604     648.2707    1838.0130     442.7119     286.8816     223.4592     237.4120     308.3369     351.5244     364.3142     380.6738     270.3119     275.0350     250.7349     259.5324     416.5096    4032.7572     614.1419
     135   10863.3705     555.4490     435.0282    1948.9987     312.8757     342.9331     529.9857     430.3401     323.4567     270.2940     335.9153     371.4154     355.0221     315.4250     368.2802     297.7120     380.6651    2592.3079     697.2662
     136   10728.2910     469.3646     558.6497    1916.8298     538.5100     279.5319     216.2865     222.5826     223.8204     249.9197     253.4179     234.1783     199.6348     257.1082     398.0117     395.8376     343.7692    3069.0432     901.7949
     137   10057.0632     386.9629     411.7724    1485.3174     477.4327     347.6269     280.7213     259.4433     234.4547     282.0585     288.7750     267.0666     265.2199     353.2795     370.4945     341.8321     563.8276    2681.2106     759.5675
     138    9689.8732     403.8509     342.1941    1333.5300     408.7685     244.3940     205.0441     191.7325     209.5153     269.2775     274.9556     378.3613     506.4876     423.0208     295.3349     312.1207     431.2718    2903.3284     556.6854
     139   10593.9447     509.5062     380.6083    1664.9559     327.4182     330.1417     368.3017     344.8674     331.5152     289.8314     227.7167     251.0745     350.3926     521.1300     548.0715     405.3195     409.9018    2367.1040     966.0880
     140   10523.6230     492.3338     387.5822    1529.3292     494.3314     468.9385     350.9992     246.3459     208.7092     193.7182     204.1176     206.6801     227.3444     225.4711     278.0801     425.2642     566.3263    3450.9380     567.1137
     141   10936.1308     573.5326     426.0578    1482.6551     595.8692     403.9771     269.2638     342.2036     405.4759     376.0690     266.9653     256.2636     234.8746     232.5279     206.1354     249.6770     347.1717    3369.1378     898.2734
     142   11986.1942     551.8228     346.8994    1365.1217     622.7907     346.6418     252.4951     375.2827     426.6331     345.6064     466.5190     430.7821     507.8782     505.4905     365.0074     358.1792     484.7215    3314.1895     920.1332
     143   11020.5796     813.8731     486.0378    1256.6348     486.1550     402.9004     260.1810     285.6779     253.9507     214.9071     283.2242     276.6014     386.9561     556.3016     490.2023     280.5503     371.7035    3029.9120     884.8104
     144   11275.0289     437.9122     318.7167    1209.1359     364.2986     463.9386     456.9662     377.7926     261.5963     302.7553     441.8367     625.7703     541.4683     621.4431     497.7009     412.8542     438.2291    2663.8627     838.7512
     145    9033.8995     406.7487     296.2547    1232.4976     260.4738     228.2962     254.7831     243.6716     222.9903     214.1241     300.8666     341.8186     399.3613     355.4719     373.6381     343.3750     383.1625    2535.3402     641.0253
     146   11705.0620     412.2218     323.9455    1712.5000     458.6791     574.3622     638.2683     430.3214     458.4379     407.2258     383.9528     226.6741     184.0144     201.3689     251.8306     494.5197     554.5603    2932.2258    1059.9533
     147   12306.9794     481.7698     466.2390    1824.7767     540.4416     443.4432     530.6882     515.6326     298.6888     370.3677     425.7457     304.4411     220.0931     208.0072     265.8729     431.7701     560.2334    3512.2253     906.5430
     148   10351.8440     355.1148     287.2544    1437.7610     351.5109     259.6277     315.8588     325.8857     281.3940     263.5167     282.5774     257.2786     352.2742     464.5380     354.0600     443.0780     596.7950    2898.8670     824.4517
     149   12207.4221     487.5162     502.1541    1927.3634     499.4028     233.5036     235.0572     343.7720     442.2598     355.3874     381.9215     410.3329     287.1341     253.0862     350.1770     427.4514     661.3039    3440.5031     969.0954
     150   11878.3374     516.4061     507.4152    2156.0056     447.6575     373.1602     240.3586     214.9480     238.6552     238.8477     216.5679     213.1640     209.6415     197.2912     198.4812     278.8810     519.0109    4143.3115     968.5340
     151   13585.1810     415.2877     394.2334    2054.3512     489.9041     333.9194     305.9254     253.4718     287.2303     447.9098     563.1654     480.2890     826.5647     674.1937     497.6776     447.0417     407.1184    3601.6677    1105.2295
     152   10000.3007     358.2752     406.2013    1601.7892     441.9446     334.2067     202.9207     187.1857     182.2346     199.5643     306.9848     320.5341     348.4529     274.9870     260.5955     297.6066     438.2587    3044.5604     793.9984
     153   10978.5608     437.6501     445.3586    1548.6904     478.1892     311.9060     229.5827     228.0396     224.4985     227.6941     217.8513     227.8204     236.9040     295.4295     341.6661     493.4803     482.8065    3601.5238     949.4696
     154   10876.5961     507.2742     741.8353    2330.6914     428.6682     264.0597     329.5805     355.3914     287.8908     212.5002     178.8813     181.2976     188.4760     189.9982     181.0270     212.6897     338.4887    2781.8138    1166.0320
     155   11071.3487     379.5596     366.3372    1792.6482     493.3938     335.0946     426.9843     500.3866     377.5196     483.9188     641.7191     599.9079     343.6749     305.2037     243.6549     190.7669     214.9361    2445.5164     930.1259
     156   12350.3712     580.8098     384.8195    2199.6245     472.8876     368.4946     231.3593     247.9242     322.3425     375.6805     264.4443     209.6443     221.3386     289.2764     347.6234     382.4103     524.5812    3944.0819     983.0283
     157   11142.8030     385.1334     346.9614    1660.2102     459.0293     426.5558     471.6202     350.4615     597.9571     525.0552     388.1851     256.0470     256.5163     297.9745     412.1702     502.0099     492.1404    2400.9930     913.7827
     158   13248.9267     522.3197     656.2196    2519.8995     504.6188     406.2400     301.1641     245.8524     280.7909     531.5483     492.2768     351.4903     481.9423     464.2872     313.7043     450.8021     525.8452    3250.7766     949.1484
     159   12982.8942     627.6285     498.6117    1269.5027     393.6804     240.2282     214.4068     320.8168     452.6882     548.5407     447.6906     615.4988     638.7245     298.4091     258.0455     334.3647     488.8600    4163.2501    1171.9471
     160   11593.6611     431.6465     447.7065    2102.7073     590.0479     452.3198     274.4693     206.3503     203.3572     211.6548     259.7106     396.0035     474.2897     328.3857     225.8098     242.2000     477.3644    3183.6566    1085.9813
     161   10505.5792     795.4608     574.6242    1319.9016     491.3352     298.0348     197.7991     191.3765     196.9531     282.9338     454.2216     428.6908     271.1146     191.8161     193.8090     266.0940     439.8322    3111.2367     800.3453
     162   10324.0921     439.0693     543.9296    1177.1148     649.6874     510.1241     268.2989     192.7949     188.2750     210.8281     269.5171     468.3481     575.6504     347.4467     214.5744     198.1938     240.2252    2742.5861    1087.4283
     163    8539.9177     415.7028     427.1008    1432.4536     463.8859     407.5447     348.8266     273.4074     204.6114     184.7268     199.8918     209.5889     221.4793     211.2552     275.2916     315.0255     303.6614    2152.4239     493.0399
     164   10461.6011     308.1045     258.4835    1211.2610     504.9639     450.9825     345.5188     281.5437     277.4798     341.4095     337.3249     457.3943     411.6982     345.9788     455.3127     348.1638     346.0131    2734.0784    1045.8896
     165   10817.3590     491.4482     517.5003    1153.8363     489.1962     371.0210     330.3646     272.0301     391.5622     499.1014     449.3493     369.5155     281.2611     220.6851     259.5462     329.3055     487.8948    2944.1598     959.5814
     166   10441.2765     433.5165     388.9458    1404.6609     386.7989     359.0344     382.5932     381.2152     382.8778     373.7818     370.4235     312.2960     335.6166     337.8321     501.0210     403.4170     368.7645    2632.5628     685.9184
     167   11460.8502     571.6546     517.0906    1692.9982     676.4534     496.4176     337.0813     341.7803     209.2834     170.1391     158.7228     179.9807     254.0961     406.0092     433.4293     515.8806     471.9756    3103.3314     924.5260
     168   12793.7734     378.0586     426.2714    2107.1898     676.1959     460.2629     429.4858     424.7779     579.4846     420.6060     269.5782     235.2474     217.2363     217.2957     274.4837     389.4610     328.9429    4250.6563     708.5391
     169   11575.5744     666.5893     737.4281    1507.1308     459.6788     449.9325     315.2073     256.0320     211.8091     206.8142     227.8979     244.2482     282.0064     288.6463     291.4357     411.7334     442.3515    3777.8839     798.7489
     170   12658.2153     615.5549     402.4205    1799.3246     730.9708     499.0638     338.9263     463.1037     676.4815     743.5839     501.0283     339.1546     249.4943     243.1434     329.2824     433.7847     329.4987    2965.1983     998.2005
     171   11763.2547     344.9598     342.8721    1670.8892     489.9454     383.5103     241.1732     268.5401     382.8450     400.5031     285.6248     301.6581     380.1428     269.7230     281.5160     370.3542     456.2408    4144.4786     748.2782
     172    9447.7198     435.5312     392.5591    1454.4268     442.5064     349.8510     392.8283     406.6411     410.7669     363.2802     294.9387     255.1868     310.4611     344.0816     246.0530     238.6028     288.7926    2191.0462     630.1659
     173   10688.9564     495.1390     412.1619    1183.0953     301.2429     223.3647     231.6143     353.0597     495.5592     389.6160     263.1854     229.0002     319.1970     521.8937     467.6844     358.6233     433.2084    3200.8598     810.4510
     174   12137.1194     575.3829     399.4341    1485.5604     571.7324     402.8434     460.1126     694.3810     537.3214     353.9791     296.3829     318.8555     322.0754     382.9588     309.0739     323.7126     327.7425    3832.2674     543.3032
     175    9653.0749     424.7359     318.2536    1087.6928     281.8696     255.8252     381.6543     362.5339     397.2471     487.7582     334.5807     285.4669     293.4826     260.7075     361.8768     344.8408     312.8660    2573.2982     888.3848
     176   10819.0691     402.4557     481.8058    1192.0774     312.9607     403.0068     536.5342     381.3067     438.4469     654.9466     554.2302     297.1567     229.1045     253.3863     359.1500     364.9918     427.8669    2796.1918     733.4500
     177   13910.2774     724.8829     505.0788    1983.5422     593.4114     388.1882     384.9247     377.5611     369.7288     539.8189     573.5492     683.0678     408.9889     260.3797     266.2927     289.0206     454.8731    3708.7319    1398.2363
     178   12736.8162     461.4649     395.3476    1673.6972     664.1429     436.7112     312.5746     522.8139     658.6666     503.5539     492.7352     413.9569     468.7775     425.5575     433.2125     318.0367     455.1277    3058.3825    1042.0569
     179   11451.9980     339.0260     351.9130    1766.0929     811.2913     498.2249     298.4240     289.7481     360.1268     466.4452     529.5568     580.3315     322.4975     277.4224     242.0887     207.8606     239.7054    3060.6229     810.6202
     180    9031.6385     308.3046     241.3680    1360.8238     489.8878     441.0258     277.6994     212.2650     170.5272     156.4507     170.2023     156.9754     171.5568     188.8270     258.6544     361.7634     380.2547    2888.7661     796.2861
     181    9818.6471     591.7313     409.1469    1477.4565     267.8267     213.2187     201.8559     199.2186     217.3398     221.9417     206.2282     281.1543     474.0340     431.7092     480.6799     474.7941     395.6151    2690.5505     584.1456
     182    9911.4225     595.9543     536.7314    1619.3896     590.4527     417.0210     263.7009     184.8981     171.0555     177.9836     204.1484     321.1635     333.6167     257.3419     193.5630     175.1889     202.9503    3030.0224     636.2402
     183    9541.7895     612.9510     625.4526    1560.0652     406.7534     340.0136     353.0416     257.4436     226.0487     293.4565     359.4378     260.0054     208.5923     186.1437     180.7444     245.4217     400.0294    2241.2461     784.9426
     184   10722.6146     434.6830     446.4982    1477.2870     515.7190     405.8649     449.7562     639.1672     583.4074     379.0516     230.1961     182.4143     193.2169     281.8799     309.6625     322.1891     377.6698    2701.8813     792.0703
     185   11128.4906     499.6235     334.2514    1061.0888     411.5174     350.3448     348.2908     279.9491     317.4036     519.2504     761.8556     687.7685     439.6842     362.3510     340.7346     343.9263     396.6185    2846.8504     826.9817
     186    8358.4833     405.9158     294.6662     986.7193     310.5192     266.2936     251.6476     264.8753     260.2274     273.4721     270.6836     249.3948     198.7336     222.7583     322.3321     367.9363     402.3219    2287.7080     722.2781
     187    9344.0571     386.4499     337.2154    1035.0216     318.9499     430.6414     531.9365     375.9663     318.4256     237.9255     221.8716     290.2514     269.0172     282.4282     276.0281     293.9493     433.3052    2530.3391     774.3351
     188   11564.8095     421.8848     360.6443    1914.0891     507.8584     358.6816     236.1553     231.1910     333.1672     348.7541     267.1228     197.6460     188.6595     206.5628     386.3903     506.1740     414.7250    3363.7863    1321.3170
     189    8907.4183     353.2447     361.1782    1380.5989     413.3298     215.8319     187.8224     185.6751     210.4317     203.9747     214.4897     249.9318     371.8825     544.0344     538.3472     329.1370     335.0216    2254.6054     557.8815
     190   10307.3176     359.1893     365.4063    1448.1951     360.3331     226.3144     255.8910     298.0228     251.3573     287.9609     277.6399     328.3334     448.0158     385.1578     386.7742     461.5178     427.0266    2721.6087    1018.5734
     191   12587.4393     613.9027     487.3816    1906.4615     499.2876     254.2569     230.9077     271.3193     384.9797     732.2409     871.0829     595.2940     339.5876     330.0625     453.0649     305.9370     394.0242    3150.4240     767.2242
     192   10013.2421     848.3488     378.0398    1011.6991     433.0507     379.0827     314.2950     223.6509     217.4717     249.5504     235.6554     253.8714     344.8767     349.9645     313.2673     415.9948     402.3965    3032.8362     609.1901
     193    9605.0909     449.0144     433.5557    1657.8066     340.5423     261.5437     270.3454     239.6813     205.6176     212.7544     230.0498     231.5835     223.7449     218.7541     219.7809     232.9312     334.4506    2912.2215     930.7130
     194   11573.7784     522.1965     641.3474    1828.9226     487.8848     331.0106     288.0482     234.9134     216.0880     216.3713     205.4990     212.8792     213.6665     270.5245     366.1595     662.8596     769.2066    3229.4811     876.7198
     195   10269.1617     508.9373     621.7118    1452.4278     501.8748     344.5235     294.3073     285.3628     295.5137     331.7414     286.9788     329.7489     372.3632     246.2046     221.4619     223.1840     302.1924    2732.6910     917.9364
     196   10423.8732     366.3171     392.7321    1666.6648     387.0377     303.7484     257.4858     228.4696     189.4495     193.1417     251.9513     300.0472     399.0486     395.4619     575.9647     679.6783     573.8900    2382.3453     880.4391
     197   11029.8886     381.8685     377.9769    1556.1340     530.7979     425.8133     349.3974     247.0369     210.5719     213.1303     221.9273     268.9323     381.6776     476.3393     533.0619     747.1949     774.1048    2630.8447     703.0785
     198   12676.4252     620.6328     670.0091    1697.6003     649.6618     539.3219     404.2485     331.0477     289.2672     243.0092     220.1822     209.3188     230.4716     277.8081     474.2671     416.6314     533.2039    3645.7280    1224.0159
     199   12662.7196     687.3164     509.2906    1736.2038     631.0594     563.2030     334.3476     266.8711     243.0422     275.4176     298.9225     361.3104     428.1897     530.6787     482.1354     524.6273     442.8225    3673.6153     673.6662
     200   11979.9897     490.1095     636.0190    1948.1610     419.2047     268.7343     249.3533     237.3432     263.7846     391.1146     400.3766     411.3404     378.7763     328.0174     372.1828     372.8245     598.2510    3175.1141    1039.2825
     201    8190.1123     373.8707     412.0819    1400.3845     377.1164     285.6480     221.6411     197.8556     208.0890     207.9601     237.8463     354.1824     388.7548     247.3250     211.7493     202.3340     291.5100    1945.4384     626.3248
     202   12424.4226     603.7976     518.3097    1719.9784     565.1344     362.0553     303.3868     559.2028     799.0628     601.3823     377.3390     238.5049     209.1747     259.6649     351.1125     454.9450     487.8800    2892.2389    1121.2524
     203   11708.0227     469.1948     546.8477    1668.8295     620.7573     540.0024     356.6857     460.4816     422.5316     559.9515     385.2171     251.3490     241.4564     308.3392     274.3149     288.8750     344.3457    2827.5786    1141.2645
     204    9169.7933     416.2428     417.2269    1274.3418     456.8836     298.6071     195.1748     158.3171     168.2708     168.7783     178.8354     180.6774     186.3950     237.8854     312.6321     383.3362     423.4016    3187.0985     525.6885
     205    9665.7838     565.3261     562.1394    1139.4205     551.2924     467.8539     297.2942     199.5183     201.0578     257.0719     247.8576     216.6104     200.6805     185.5834     185.2886     182.3631     219.3008    2831.4859    1155.6389
     206   13414.9709     365.2312     443.2871    1805.6284     703.8068     410.0166     362.1542     424.7921     441.3217     481.1735     516.2587     616.2912     472.4457     437.6475     594.9598     470.8911     438.0263    3457.6146     973.4246
     207   13431.9993     718.2840     852.8287    2095.6730     405.0425     341.3532     433.2709     344.5928     236.4830     209.6581     235.0497     296.6968     291.8904     295.6708     398.6274     288.9549     371.2897    4382.1651    1234.4684
     208   12279.4181     418.5629     388.6524    1541.7519     751.0325     375.1855     282.9925     339.9456     434.3068     300.3942     256.9013     258.6826     224.6739     226.2959     481.9942     754.6136     532.2947    4009.2418     701.8958
     209   12352.8474     619.9209     413.1280    1680.5379     710.9488     445.8354     545.0231     569.3351     414.3240     283.2878     208.2043     208.2347     341.5214     598.8839     452.7510     290.3546     433.5638    3580.5637     556.4290
     210   10063.8279     583.3144     376.3717    1188.1560     431.6072     346.4984     364.9296     374.2868     399.2252     295.0224     253.5413     206.3846     207.2914     209.9618     207.3048     298.7661     326.3108    3133.3983     861.4570
     211   12063.9717     369.6166     297.1439    1577.0021     769.2587     698.9746     464.3179     370.9089     403.6601     428.4442     349.3077     278.3787     223.0976     209.8314     264.5568     440.1526     371.5467    3831.9694     715.8037
     212   12054.5223     365.8327     456.0111    2182.0652     689.7629     722.1597     508.3632     272.1255     237.2581     327.4612     428.3250     388.1583     378.3845     297.6667     299.2187     224.3076     230.5146    3421.0731     625.8342
     213   12111.0329     538.5341     460.2767    1640.0947     737.7637     442.2160     329.3385     400.6727     435.7541     324.4176     329.8076     319.0546     383.2316     408.9041     346.6969     406.6709     646.1658    3124.2717     837.1617
     214   11372.7036     376.2893     279.5149    1097.0997     284.9732     261.8059     389.2145     428.3331     408.6521     425.3010     309.8940     466.4958     394.8897     384.0570     331.3676     440.6415     442.5089    3866.0374     785.6280
     215   10949.6982     519.0470     569.9039    1266.8712     533.9201     438.3557     431.6222     473.0479     542.2934     419.8381     373.9513     261.0627     230.8971     293.0383     326.4766     443.2015     474.5305    2727.9574     623.6830
     216   13481.7251     367.0128     374.9133    1767.6774     627.7937     361.4748     252.3015     231.0037     274.8049     392.5530     606.2655     712.7022     897.3792     666.8821     415.5872     367.0162     365.5216    4043.8200     757.0160
     217   11342.3780     578.1326     604.2590    1816.3783     387.0968     269.9111     260.1826     234.3976     215.3004     205.2420     203.5709     272.8962     444.8582     400.7727     349.8246     424.0210     478.9798    3178.2278    1018.3264
     218   10525.1555     842.9931     558.7512    1375.4877     309.6344     296.9923     310.8229     300.9586     359.7047     427.5933     416.3509     327.4207     319.0496     226.1737     210.7457     230.5920     297.4192    2844.6049     869.8608
     219   13615.3750     666.7182     800.9058    2195.2289     905.9217     382.9108     223.8652     238.7164     380.2110     435.0752     330.2442     406.5737     351.8586     314.3762     308.8243     420.5061     398.0696    3956.0233     899.3458
     220   11474.4799     431.2668     327.9286    1668.9054     841.1057     493.2120     394.2530     426.9605     510.8173     585.6990     360.4309     221.6952     216.1498     281.5181     430.1803     383.8927     415.6909    2847.6411     637.1325
     221   11479.0282     334.5409     331.7399    1162.3963     434.6129     241.6552     232.0636     290.8714     389.7330     527.8283     525.4692     299.5421     315.0164     432.5143     429.8666     560.5438     470.4402    3581.5480     918.6460
     222   10660.0684     415.1902     384.6073    1576.2956     494.6417     309.4628     213.0443     164.5087     164.4739     170.2172     165.3452     218.8142     238.1140     305.5521     303.9078     517.8645     544.8746    3254.2975    1218.8570
     223   14083.4323     477.2009     584.9531    1710.7932     514.6478     230.4965     193.3211     190.0335     243.2687     327.8051     479.9984     742.6760     962.8836     659.0634     471.8692     571.0563     580.1312    4453.8222     689.4121
     224    9800.6951     394.3937     374.1180    1205.5013     381.4422     321.1433     392.2490     478.7950     382.9117     347.2070     322.1847     237.4311     246.8089     321.6165     357.3451     309.7557     352.8925    2505.9874     868.9121
     225   11571.8464     606.7735     579.8079    1541.7830     521.9010     379.1328     334.9159     322.4851     335.0419     318.5426     317.0686     259.0939     204.4882     241.4237     263.1337     261.5836     444.1453    3502.4019    1138.1238
     226   10963.6235     369.6014     386.2285    1852.8413     561.8435     324.5891     262.9231     264.8279     345.5315     414.9340     507.5635     396.7181     285.7585     207.6595     204.9125     272.2909     383.0144    3253.9659     668.4199
     227   11655.5065     385.9384     347.9238    1471.8566     664.1087     596.6473     506.7371     395.5396     375.7566     475.8314     428.2799     310.2463     222.4860     208.5600     235.7593     402.3332     595.0109    3183.9339     848.5573
     228   12890.3113    1333.3515     510.1689    1030.5988     845.6170     656.0465     392.6424     297.9050     356.7560     319.6014     369.8833     461.7852     416.7939     500.0043     299.7120     289.9911     398.4530    3323.2653    1087.7355
     229   11752.0412     635.7396     458.9734    1120.6198     432.3874     503.4984     450.1493     470.8885     390.4996     404.9359     301.9005     220.4303     222.5436     306.0582     497.3350     403.3641     453.3375    3450.6329    1028.7471
     230   11461.7767     457.6956     501.7159    1720.7342     604.7389     332.0781     321.6907     520.8001     697.2497     521.6472     314.3061     238.2141     245.3202     298.9038     314.0147     254.5077     303.6301    3062.7945     751.7351
     231   13179.9146     569.0771     620.0168    1800.7638     409.8217     264.9638     305.8793     467.9761     471.2702     627.1671     563.3741     341.9105     269.2409     303.0800     271.8585     318.8687     469.7263    4256.5793     848.3406
     232    9761.5154     553.2594     412.4635    1234.6748     323.5302     312.1222     269.4198     268.3858     298.4192     444.7257     335.2058     230.3473     225.8261     283.8042     439.7983     370.7900     344.3108    2914.0921     500.3403
     233   11289.6962     474.9490     484.4601    1678.6843     547.1376     412.5583     351.2750     264.5157     276.0056     253.2085     233.1573     241.3973     291.7098     280.5413     250.5113     344.2269     458.4483    3639.6681     807.2417
     234   11090.0548     621.3370     499.4705    1379.7026     319.0947     242.5107     298.3467     331.0002     296.7256     280.6788     399.0690     351.8374     232.0055     201.5858     235.8282     397.6306     649.0600    3525.5489     828.6226
     235   11476.8087     531.5020     383.9784    2139.5383     629.5961     417.5531     253.4971     195.6168     187.7072     181.7527     183.5452     200.8463     329.6407     488.5640     353.5680     328.6021     397.1145    3336.5756     937.6107
     236   10990.1037     499.3234     333.1037    1252.8968     391.7492     322.0736     461.6607     435.4337     319.3691     228.1223     249.4800     321.0876     435.6770     517.0926     527.3443     389.4752     327.2132    2946.4291    1032.5721
     237    9919.2398     565.5371     435.6171    1329.4030     486.6752     326.8661     231.1552     241.7612     218.6245     192.7154     193.6587     218.0994     240.7685     317.5718     263.4878     271.5885     309.4648    3037.9646    1038.2806
     238   11437.1900     711.0114     496.0688    1309.2759     411.0726     296.7584     278.6431     340.5579     477.4306     444.7656     462.4387     476.8738     370.5930     476.9092     405.7381     370.8392     371.3380    2741.0905     995.7852
     239   11319.3378     866.4132     533.5002    1450.3105     382.4777     309.0019     211.2286     200.0890     226.8569     321.9276     370.1958     305.3384     395.1370     353.6467     377.5191     502.1708     517.9435    2996.6444     998.9365
     240   13735.4832     607.8534     558.7728    2211.4480     748.0223     501.0025     251.3663     194.1437     201.6546     265.0121     417.2443     401.2597     336.9573     287.2625     207.3894     242.4333     364.4675    5016.1547     923.0389
     241    9915.8405     698.6331     458.2732    1731.2954     271.2375     206.0742     185.4520     182.5863     204.2056     312.4647     336.4711     259.6616     223.1979     210.1143     202.1657     206.5344     263.7539    2847.0187    1116.7011
     242   11920.8991     601.7448     452.5253    1246.1138     757.3124     633.6617     473.7443     463.2063     327.6980     248.8784     217.4756     208.2089     286.9790     477.2034     510.9760     535.7153     385.5941    3303.8664     789.9952
     243   10138.9486     449.5333     346.5959    1461.2731     496.8706     415.9351     391.3244     241.4257     198.3642     185.7473     183.6436     189.2621     203.9513     288.5784     345.0826     449.7440     460.4826    2985.1215     846.0128
     244   11782.6905     381.7329     335.6196    1389.5479     442.2354     328.5058     484.5517     404.6856     333.5536     288.4261     319.5604     346.6459     508.1429     534.4611     347.1591     252.3943     337.5685    4050.0377     697.8620
     245    9578.0528     526.2693     539.3792    1120.7824     505.4169     512.5449     470.7303     278.5647     215.6923     221.3894     291.9411     310.8784     268.0602     192.8769     214.2698     254.0028     293.2323    2788.6792     573.3425
     246   10105.1562     360.9870     258.5637    1291.0523     542.7436     361.5792     268.8993     251.0063     271.9560     278.9629     272.7099     218.3442     199.1478     214.9464     316.4353     528.4412     589.1649    2987.8482     892.3681
     247   11881.4373     466.9416     348.4922    1434.3494     468.7905     365.9904     408.3492     431.4776     561.6402     805.1369     555.6719     350.6530     372.3962     258.3657     234.0054     298.4591     353.8343    3440.2668     726.6171
     248   13683.3767     435.1726     745.7226    1761.1397     445.1990     390.6117     559.1738     591.4941     613.1005     508.7967     476.1240     473.4129     468.9940     536.4720     541.1152     384.4623     501.7853    3166.1061    1084.4942
     249   11451.8808     621.5905     339.7266    1708.5063     514.6224     460.8096     283.7351     225.5667     192.2490     187.4818     213.6825     271.1902     489.1338     492.9486     316.8041     425.7320     382.0227    3805.4133     520.6656
     250    9801.1517     414.4681     375.0686    1220.4742     365.6792     252.0280     238.5830     229.3052     264.6752     299.3458     202.4823     192.3666     254.1586     379.9109     475.9840     348.4500     322.7833    3069.9397     895.4492
     251   13171.3402     685.3697     433.3022    1703.8006     695.3718     943.0880     779.8814     376.6714     268.6701     332.5272     435.8452     432.3391     386.0720     242.2380     255.5394     330.8571     504.2732    3486.7517     878.7421
     252   10955.4671     676.1721     587.0519    1687.7075     340.5678     248.9349     236.4136     222.2180     233.5328     223.5894     202.4002     280.6562     366.8775     341.1940     278.9262     261.5499     396.6899    3309.2025    1061.7825
     253   11573.4166     432.4194     458.9077    1775.3050     835.8341     508.8210     261.8766     236.1750     219.8331     209.7068     196.3647     193.8347     188.7109     202.5934     253.2512     300.2089     426.6474    3747.7700    1125.1569
     254    9875.6272     337.7186     281.0606    1236.3302     514.4587     466.3505     353.5481     307.8024     405.7310     311.1419     332.9869     266.1559     228.3322     204.8867     204.7606     225.1280     315.1384    2873.4132    1010.6833
     255   10487.2685     359.4734     333.7608    1309.9400     522.8133     343.2209     276.5386     282.5118     292.3774     319.4088     522.1901     403.8118     290.1051     325.5182     349.9880     318.8044     390.3491    2866.7461     979.7106
     256   13584.0031     688.7208     500.3109    1931.2223     507.0096     358.1746     327.7481     261.5725     260.1595     272.1589     449.3935     692.5809     589.3486     330.7448     439.8069     596.6237     763.6961    3853.6149     761.1163
     257   11298.9468     356.7288     309.5466    2075.5005     558.5739     352.3418     317.9311     400.2331     344.4709     324.8366     419.2982     373.9439     336.8854     358.9009     299.7809     317.4911     540.8233    2709.0555     902.6043
     258    9770.0164     734.7921     392.1564    1387.9783     369.3243     245.3790     204.1798     218.7469     308.5001     297.7281     257.6754     296.0124     461.7663     545.6391     399.7841     332.1374     273.2134    2543.7351     501.2680
     259   11460.8277     523.4034     451.5448    1713.3640     605.9161     247.3536     224.5471     388.4617     569.7499     390.4656     248.3533     261.1773     217.2049     210.5059     227.1979     295.6295     471.0464    3443.2318     971.6746
     260   11473.5748     504.6925     439.0592    1323.3610     478.9140     412.0710     395.1234     405.7589     348.5977     262.9361     282.6601     416.8019     397.0897     349.6839     323.5188     449.9905     469.8139    3495.7002     717.8023
     261    7958.1362     396.7864     334.7550    1265.3324     321.5799     256.8818     302.5564     295.2250     207.9729     242.4733     262.8103     219.3221     206.2407     200.6173     258.8208     279.0212     298.6403    2030.7552     578.3454
     262   10208.9384     373.3429     354.6722    1233.1985     584.1217     365.2792     250.4137     224.9305     335.6106     406.2938     391.9357     264.2825     267.9526     296.5291     340.9991     312.7161     412.7716    3165.4167     628.4720
     263   10040.0956     365.0696     363.3825     934.8416     331.6566     283.4777     346.8937     416.8072     438.9468     515.6789     400.5949     309.3518     272.6235     287.7189     323.1555     384.6479     372.1580    2970.9699     722.1206
     264   11947.7509     510.0046     511.6662    1836.4625     631.4540     443.1055     447.0894     523.5237     422.8344     254.9580     212.7943     248.3459     269.8224     557.1476     528.5905     298.7259     263.1136    2740.2744    1247.8378
     265   11427.9486     325.7980     244.2999    1393.2731     506.0754     583.8579     430.6863     311.8169     258.0452     270.4805     507.2087     428.2359     320.6266     303.8618     291.2588     326.3278     402.3737    3518.5953    1005.1269
     266   10350.8369     657.1825     432.1154    1261.4055     330.3881     270.4243     347.4738     385.8936     449.3374     311.1218     249.0800     217.0144     224.8928     260.7671     239.6817     227.4745     309.9545    3094.8703    1081.7593
     267   11060.6010     560.4998     447.3658    1392.4485     415.6064     459.3329     411.0350     444.6340     389.6144     268.4035     268.1790     379.5861     347.8071     241.2655     244.6200     353.6429     527.1153    3040.4065     869.0385
     268   10924.2409     739.0192     574.7584    1159.0872     649.0681     516.6168     284.3623     262.9478     256.3833     316.2283     257.0008     178.4827     176.9581     206.8629     224.5571     261.0428     328.1136    3435.0257    1097.7257
     269   11668.6635     420.1200     671.6767    1198.8612     330.0569     259.6767     268.0394     274.0951     254.5725     340.9968     576.8864     599.3086     465.4129     397.2439     355.2206     340.7019     405.6841    3429.6827    1080.4271
