#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007
     335    5213.2369     674.1809     321.1539    1112.8790     311.0119    2208.6187     585.3925
     336    5857.1599     409.7398     243.3595    1059.6198     470.6053    2980.1237     693.7118
     337    5369.9219     356.5339     320.4917    1139.6528     394.4775    2423.5675     735.1984
     338    5829.8277     493.0645     394.7290    1113.6034     297.2479    2755.4452     775.7378
     339    6786.7811     540.9181     483.6991    1508.4679     679.2087    2733.1124     841.3750
     340    4488.7916     352.4248     263.2619    1028.5843     354.2258    2009.3753     480.9194
     341    7069.7471     586.6383     697.7519    1253.8750     460.4323    3219.0384     852.0112
     342    6184.8104     317.4122     233.0336    1352.0313     395.4583    3165.9650     720.9100
     343    5869.9238     387.5626     269.5790    1605.1006     452.0057    2637.9944     517.6815
     344    6751.4346     662.5768     527.2768    1278.2178     474.7457    2961.7380     846.8796
     345    6552.7287     525.9035     503.6432    1468.3730     586.7919    2543.0496     924.9676
     346    6062.8751     400.8321     346.8598    1567.7817     520.9945    2529.1401     697.2669
     347    7718.6191     480.7780     513.5647    1787.2958     650.0326    3672.2773     614.6707
     348    5713.9767     334.4376     393.9121    1158.0735     463.7344    2848.5680     515.2510
     349    5999.9172     446.0346     388.0551    1046.0000     480.2082    2921.5068     718.1125
     350    7241.4329     496.2903     462.1094    1774.5978     653.6445    2854.6478    1000.1430
     351    7135.0724     464.6051     432.9934    1359.5028     712.6160    3198.3497     967.0053
     352    5649.5380     347.7477     290.9486    1128.7746     405.1828    2782.0048     694.8794
     353    4542.9932     305.6775     273.0709     956.9943     368.1181    2150.8988     488.2337
     354    4897.6964     329.2396     278.9913     921.7913     295.1919    2384.4246     688.0577
     355    5358.1259     345.0647     254.9810    1255.5036     398.5451    2352.4801     751.5513
     356    6484.6249     398.0124     318.1175    1759.5487     524.0045    2681.1673     803.7746
     357    5747.2465     406.0663     424.8281    1000.1217     355.5661    2744.0474     816.6168
     358    6572.0960     497.6862     470.5993    1576.9582     443.4920    3091.9538     491.4066
     359    4998.2530     362.5299     329.0628     947.3496     361.8361    2427.5411     569.9333
     360    5921.3380     432.1868     338.0085    1207.7826     466.4313    2984.2368     492.6921
     361    5792.4190     670.5166     492.9202     948.5060     495.1384    2437.2454     748.0924
     362    7412.7910     410.0113     283.0569    1699.2117     718.2438    3250.2809    1051.9864
     363    7019.7582     592.4330     676.8604    1698.3596     583.3596    2593.1448     875.6008
     364    7438.2252     556.1566     486.1585    1640.5001     680.6118    3180.3812     894.4171
     365    6312.8196     620.8503     403.9566    1473.9978     527.9202    2463.4905     822.6043
     366    5590.1017     321.2525     296.5424    1230.3916     389.1381    2696.7224     656.0546
     367    6048.5612     368.4675     372.2827     964.6288     408.0428    3102.9755     832.1640
     368    6373.5281     787.8957     559.6138    1151.0559     544.8306    2461.2497     868.8824
     369    5264.7858     385.7354     358.8635    1185.2491     432.4591    2230.8460     671.6328
     370    7066.3274     574.0060     598.2068    1505.7370     416.7245    3103.9441     867.7091
     371    6729.5004     727.2416     559.0984    1306.2335     475.6085    2957.7842     703.5342
     372    7307.9386     402.0531     431.1994    1145.8495     532.0415    3884.2860     912.5090
     373    7083.8018     457.5070     608.4800    1771.1340     628.9183    2610.8701    1006.8924
     374    6408.1274     426.2384     321.6890    1580.4395     619.3337    2496.8349     963.5920
     375    5406.5386     319.4711     253.8713    1096.2844     530.9172    2381.9046     824.0900
     376    6288.7268     444.8860     308.5983    1475.1507     550.8871    2637.3544     871.8502
     377    5486.8808     437.8209     358.9744    1250.5565     468.8731    2247.5981     723.0578
     378    8993.5827     534.9007     471.9884    2203.0670     464.8611    4450.0808     868.6846
     379    7515.0288     555.5424     374.6512    1630.5260     495.3989    3707.2701     751.6402
     380    6192.7719     485.9825     496.9790    1452.1116     448.7877    2791.8656     517.0454
     381    4834.2303     327.4197     265.6172    1187.8702     454.2531    1884.4281     714.6419
     382    5393.0884     328.7427     280.6826    1103.7416     384.8101    2558.3356     736.7759
     383    6189.3688     469.7092     357.3798    1269.1571     530.7210    2796.3621     766.0395
     384    7612.5625     353.8653     304.3772    1772.9143     613.9994    3795.7823     771.6241
     385    5804.3405     366.9064     404.8534    1180.5381     456.0301    2682.1013     713.9113
     386    6102.3111     471.6825     272.7816    1203.9317     385.9772    2969.1526     798.7856
     387    5654.3303     411.0208     327.9786    1224.8686     399.0304    2638.0392     653.3927
     388    7555.8845     500.9493     469.4538    1801.1776     482.3954    3580.9289     720.9795
     389    5166.9306     630.9360     349.9923    1130.9451     470.4289    2087.7873     496.8409
     390    6288.0265     412.6825     386.5608    1725.8095     539.6399    2346.0841     877.2498
     391    8126.2001     604.9050     437.5387    1784.5216     488.8698    3908.7385     901.6265
     392    6016.9549     511.4992     578.9948    1088.6848     417.3779    2867.8940     552.5042
     393    4848.2118     378.2371     307.5680    1165.5198     355.3339    2169.7568     471.7960
     394    5064.1645     337.4853     272.7548    1175.2280     490.1289    2102.1164     686.4511
     395    7781.2164     419.9386     474.2916    1989.8286     672.7077    3358.1441     866.3058
     396    6125.4686     763.6764     330.6129    1088.5605     592.1990    2685.5367     664.8831
     397    6221.5873     388.4239     430.0757    1414.0979     635.9737    2480.5229     872.4932
     398    5897.1916     322.8350     243.6880    1388.2828     516.4381    2533.5920     892.3558
     399    5749.6598     616.4392     347.7691    1103.9141     522.1628    2612.2009     547.1737
     400    5291.7515     394.1421     249.9677    1184.0710     406.1473    2417.5405     639.8829
     401    7060.1587     321.2395     367.0685    1574.3863     487.0955    3444.3187     866.0502
     402    5168.6188     338.6787     334.6291    1223.4016     419.1957    2072.6220     780.0917
     403    5661.0859     404.1539     281.6096    1262.1395     495.5751    2552.8849     664.7230
     404    7717.2913     549.1879     384.0851    1923.9591     555.2561    3516.9860     787.8172
     405    8206.3295     649.6550     442.4749    1842.5827     439.0849    4014.3204     818.2116
     406    5118.7998     309.9897     254.6783    1034.3248     446.0559    2505.3020     568.4492
     407    6061.8894     344.4746     347.4759    1322.8487     568.0956    2711.8700     767.1247
     408    6562.3102     723.3612     465.2707    1353.4629     379.2387    2810.5854     830.3913
     409    5626.8335     375.7937     316.9778    1413.6116     453.4815    2332.7098     734.2592
     410    5235.8504     332.8346     351.7762     873.2362     316.1579    2619.9140     741.9315
     411    5721.9348     335.7855     267.9682    1046.8039     382.2200    2946.5625     742.5946
     412    7370.8234     352.4931     311.2038    1583.7279     512.5268    3746.4014     864.4705
     413    5598.3387     372.5815     414.1995    1103.2328     385.5606    2624.1849     698.5793
     414    5956.8382     485.5006     369.0845    1287.5779     561.9900    2615.8285     636.8567
     415    6568.5065     450.9446     391.8360    1586.1134     458.4127    3098.8725     582.3273
     416    5983.8957     370.6317     344.9488    1179.9826     513.3291    2984.6916     590.3118
     417    8371.7286     534.1419     413.5500    1970.4322     497.2869    4163.9624     792.3552
     418    5356.4548     333.0207     256.4781     955.5159     352.4802    2656.1393     802.8206
     419    8043.7762     439.5353     317.5948    2004.8563     717.3391    3789.4020     775.0486
     420    6691.2082     459.6059     384.3535    1749.0766     594.0405    2637.9482     866.1835
     421    6712.2794     442.9179     260.9512    1089.6836     619.1491    3439.2262     860.3515
     422    5840.5917     343.1360     295.9020    1569.2869     504.5719    2234.8597     892.8353
     423    6137.9942     607.8270     459.9423    1130.2988     593.2084    2529.3254     817.3922
     424    5791.3409     328.3664     273.2988    1128.6983     542.5560    2693.6400     824.7814
     425    5970.0303     501.1197     367.6772    1568.6025     477.5250    2147.1428     907.9631
     426    6313.4695     472.3120     318.6983    1249.4025     491.2452    3043.2951     738.5164
     427    6491.4666     655.4222     474.4245    1137.5010     308.7816    3146.8284     768.5088
     428    5769.0915     367.8139     307.7479    1185.3139     371.8815    2841.9057     694.4285
     429    5741.2128     495.2568     387.8782    1095.0992     353.5199    2679.6577     729.8010
     430    5843.9541     861.0282     459.4618    1072.7037     363.6913    2412.0910     674.9782
     431    8222.6999     626.5919     450.8651    1873.8413     401.1678    4005.7337     864.5001
     432    7509.7652     751.4062     667.0959    1414.9800     572.0054    3095.4101    1008.8675
     433    6911.1130     466.6555     671.9068    1147.7600     371.0016    3361.1007     892.6884
     434    6395.2453     524.3824     308.2123    1728.1715     416.3906    2672.5924     745.4960
     435    5707.2733     320.0776     260.9140    1531.8542     618.8202    2152.2743     823.3330
     436    6653.6689     325.6848     266.5293    1535.7262     387.4670    3354.5328     783.7287
     437    5178.9177     339.9032     286.2571    1220.7822     395.7653    2310.5393     625.6706
     438    8213.1866     317.4247     267.0594    1945.7455     623.0826    4178.5417     881.3328
     439    5516.3309     339.5901     251.4254    1455.1258     360.0052    2477.8796     632.3049
     440    6085.1155     435.2298     460.8337    1280.7368     608.2190    2529.1878     770.9084
     441    6908.4668     506.2561     415.2153    1249.8665     403.5146    3545.4514     788.1630
     442    6465.1853     519.2377     462.5239    1522.7218     472.1815    2759.6723     728.8480
     443    5227.1959     426.1735     472.4793    1229.8624     406.1847    2023.9901     668.5061
     444    5383.3003     467.2657     324.8430     956.6513     425.3309    2481.1471     728.0623
     445    7059.3664     420.1217     396.3455    1481.0251     488.3300    3546.8900     726.6541
     446    5870.2699     326.4586     254.8016    1172.8653     373.0058    3004.4410     738.6975
     447    6675.4165     449.4202     268.3448    1231.8178     474.0892    3431.7090     820.0356
     448    6773.2546     367.6174     408.9700    1625.8994     512.1743    3245.8466     612.7470
     449    5899.5442     471.0023     430.6386    1195.4269     436.3397    2814.6276     551.5092
     450    6540.5758     466.5266     492.7974    1162.1665     439.3475    3213.3103     766.4274
     451    5926.5056     311.7999     316.6800    1207.3705     482.5636    2901.6465     706.4452
     452    5613.9826     466.1869     451.4158    1032.6688     453.7409    2675.4125     534.5577
     453    7919.5981     438.8473     347.3175    1768.4375     500.1063    3919.5670     945.3225
     454    7415.9912     367.5879     387.5873    1978.1219     609.6206    3221.5332     851.5403
     455    6433.9605     561.2753     379.8130    1730.5445     574.2465    2207.6470     980.4343
     456    5226.6000     356.8999     306.7123    1150.2619     485.6413    2271.9898     655.0948
     457    5722.0073     363.2771     284.5614    1301.1379     568.0285    2566.7623     638.2402
     458    6042.2739     384.4111     305.6412    1337.9781     562.8266    2619.9349     831.4820
     459    6306.0302     340.7851     318.6609    1771.8948     642.0370    2262.4506     970.2018
     460    5943.2653     598.3107     498.5308    1456.6136     564.0386    2128.2659     697.5058
     461    5416.0824     342.5110     445.7792     929.5559     402.8569    2636.0519     659.3274
     462    6816.6492     412.3253     340.8409    1477.0720     434.9673    3400.4564     750.9873
     463    5579.2134     428.8837     371.2042    1030.5350     323.6133    2687.3102     737.6670
     464    6490.6428     524.0571     393.5342    1271.3890     380.0073    3217.8174     703.8377
     465    4741.4302     314.3537     236.1248     822.9601     280.3899    2363.2721     724.3295
     466    7976.5161     652.3388     454.7816    2204.3264     632.1799    3187.7423     845.1470
     467    7049.4348     721.4601     398.1087    1837.5703     639.7082    2449.2591    1003.3285
     468    5730.5231     762.0642     581.9486    1097.5820     483.3454    2051.9275     753.6554
     469    6910.3810     540.4623     567.0413    1817.7520     612.8303    2401.6657     970.6294
     470    7574.2149     475.3772     377.2189    1925.9872     536.1556    3622.4139     637.0622
     471    5188.6072     477.3502     298.3822    1064.8715     471.1194    2129.0763     747.8077
     472    5360.5872     450.7547     429.4577    1022.6597     514.5823    2418.9833     524.1496
     473    6625.1081     318.3697     289.9058    1523.0844     617.7834    3107.0080     768.9568
     474    5244.1657     338.1585     254.4296    1228.9007     501.8004    2302.2767     618.5998
     475    5982.1746     377.1595     432.1911    1164.4764     578.8176    2624.7032     804.8267
     476    3941.8614     313.0146     224.8573     917.5521     283.4449    1733.9588     469.0337
     477    7168.0795     372.1686     347.1613    1833.8559     474.6658    3429.1068     711.1211
     478    7023.1743     418.4384     652.5029    1663.8437     546.9710    2860.5259     880.8925
     479    6881.6649     475.6074     338.1176    1758.0933     567.5186    2714.1496    1028.1785
     480    5048.8481     320.1763     238.3190    1201.6681     390.9111    2108.5386     789.2350
     481    5793.3373     315.1348     269.5292    1441.3710     466.2572    2724.6735     576.3716
     482    8266.6344     582.6045     316.3283    1922.9252     570.7643    4011.3351     862.6769
     483    5715.7182     400.3103     327.8088    1180.7422     346.7812    2704.8253     755.2504
     484    5787.4773     464.0630     333.9039     883.6130     395.5772    2889.5398     820.7804
     485    5464.2343     440.6563     330.7351    1210.7070     365.7821    2431.7219     684.6318
     486    6916.6564     985.8202     535.0048    1780.0375     546.9097    2207.6562     861.2279
     487    6379.8315     576.3741     388.1908    1359.7003     604.8826    2741.9973     708.6865
     488    7661.0097     421.3302     384.1278    1563.1716     768.5535    3565.7525     958.0741
     489    5644.7765     457.4665     340.1651    1142.6523     296.3698    2625.9199     782.2029
     490    6276.9530     678.5167     480.4739    1087.1501     426.5332    2810.9596     793.3196
     491    5841.1441     422.4631     299.4539    1130.4834     549.9387    2624.0593     814.7456
     492    6276.9547     613.9887     387.3456    1080.3798     504.7704    2962.6868     727.7835
     493    6275.1603     610.0404     465.6841     944.8695     338.0201    3051.2748     865.2713
     494    7123.4031     511.6968     688.8951    1570.2119     420.0955    3115.2676     817.2363
     495    5376.6742     335.9397     271.2270    1001.4543     356.9980    2664.6967     746.3585
     496    5725.8836     599.1165     417.3620    1383.1839     425.0389    2163.5970     737.5852
     497    7216.1423     441.6925     333.1600    1738.6307     614.3625    3309.8052     778.4915
     498    5954.8614     359.9405     302.3582    1194.4899     370.1208    2902.8296     825.1225
     499    6588.4974     386.9966     314.5335    1486.5999     467.7044    3212.5760     720.0870
     500    6191.6176     743.7599     400.1733    1160.3502     449.6869    2659.6865     777.9609
