#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013
     192    8315.5246     674.1796     577.8118     393.5868     385.7147     502.0157     317.9748     259.8545     280.4273     887.1794     373.7557    3041.6807     621.3434
     193    7342.8890     449.7883     388.0947     407.1365     350.5221     356.3911     263.1250     260.5756     348.3642    1327.8308     439.2733    2207.5333     544.2543
     194    6926.4297     303.9847     193.1714     158.0417     157.8114     155.8962     165.6893     206.3562     408.6875    1265.6937     579.8686    2433.9168     897.3122
     195    8894.0920     361.9039     401.2396     393.0095     311.9187     180.2947     180.6327     172.8355     219.7569    1488.6997     450.1700    3652.6371    1080.9936
     196    8931.3525     488.2499     404.3196     421.4340     422.8272     373.7107     348.2152     324.9445     333.7766    1653.4207     467.6359    2812.8402     879.9782
     197   10255.2199     622.5538     533.9498     499.5624     672.9438     593.7101     655.4888     466.3280     365.1350    1347.4058     704.4362    2821.2951     972.4113
     198    8467.0568     433.9361     429.0340     508.2902     589.3302     340.6934     364.2620     499.8624     454.2945    1170.8658     375.0838    2407.4221     893.9822
     199    7354.9971     464.8860     288.8052     242.3458     225.6825     252.6291     295.3298     325.0855     347.7407    1341.9238     494.8682    2501.8078     573.8926
     200    8259.7175     764.5527     477.0659     322.8107     321.1744     239.8633     267.1007     257.5963     220.1074     991.9317     412.4311    3240.2429     744.8404
     201    7624.6747     430.9779     415.3199     248.0530     190.2600     191.3358     185.6616     206.3039     346.8824    1689.3213     521.3502    2286.7498     912.4588
     202    7811.5766     423.1099     326.6024     429.7490     385.4369     283.4397     314.8051     247.4222     234.2735     872.4828     305.1785    3129.6025     859.4741
     203    7494.5050     390.9079     282.6080     434.2896     397.6572     319.2039     297.4113     290.9667     378.9252    1220.4601     572.4808    2159.0807     750.5136
     204    9752.4799     635.9544     505.3384     474.6399     480.6821     431.7303     346.1309     283.4063     283.5914    1441.2721     481.0477    3429.0137     959.6726
     205    8085.9642     702.9467     336.8112     259.3163     277.4629     301.8685     297.0205     251.3246     255.4634    1081.4842     540.3999    3036.9426     744.9233
     206    6252.1275     359.2426     232.1483     204.1014     191.6927     187.6075     214.7855     223.1410     218.6592     865.0152     338.9705    2537.0814     679.6821
     207    7627.5804     662.2126     422.5047     323.7471     278.1466     227.3272     206.0803     220.7868     253.2251    1339.7296     398.8357    2703.1718     591.8129
     208    8016.6103     310.5756     194.4413     182.6245     173.3924     156.6060     193.4245     447.6651     704.8384    1403.5082     528.9674    2996.7855     723.7813
     209    8476.8660     369.0905     257.4391     238.3154     229.7272     270.8310     491.5980     531.1307     558.8447    1400.2041     467.4056    2879.2441     783.0356
     210    7839.8190     289.1675     211.2906     178.5340     200.4682     236.1701     408.1245     543.8520     406.7779    1506.9149     538.4717    2680.8505     639.1970
     211   10095.7629     366.7439     257.9842     298.1094     359.5287     380.0519     431.4452     441.0491     342.8206    2187.4295     607.4320    3640.8380     782.3305
     212    9223.6335     308.4565     235.5240     332.7713     490.1770     507.5910     405.2728     293.0349     316.5370    1509.0494     571.0557    3088.1454    1166.0186
     213    9256.2010     845.6339     369.8975     331.2813     242.4032     183.1883     174.3278     180.2195     219.4855    1694.3155     648.1613    3379.5662     987.7211
     214    9637.9422     451.6839     468.5869     483.8119     672.4903     835.0104     568.7641     289.9785     287.3599    1353.2570     775.0153    2660.3630     791.6209
     215    7052.8481     516.8920     315.4877     304.3219     267.5569     278.5976     314.4603     272.9203     249.8227     906.6607     381.2851    2435.5764     809.2666
     216    9706.7693     619.3480     691.2505     657.3606     395.9847     319.5752     362.6823     376.1397     396.4402    1397.8979     549.2360    3178.4266     762.4277
     217    7738.5378     694.5373     334.8946     273.5627     282.5331     316.2941     278.4993     266.4487     361.2508    1170.2820     612.4807    2526.7680     620.9865
     218    9442.0173     353.1832     322.7154     485.4492     536.7786     457.3545     344.2325     428.1178     549.7349    1216.5541     587.3275    2943.6771    1216.8925
     219    8857.8728     546.5704     398.4636     307.0684     232.9187     444.1386     542.7499     320.1071     279.7689    1649.6953     639.8349    2756.0767     740.4804
     220    8652.7182     426.6790     273.3463     445.0632     590.8003     462.0309     280.6589     233.3279     247.2032    1236.8365     407.8850    3192.3373     856.5496
     221    7172.1484     401.4299     248.3761     226.4318     226.9636     284.5675     275.0468     263.2375     261.9090     991.2193     337.2461    2836.3932     819.3275
     222    6660.6307     334.1765     282.3399     233.0820     223.4310     192.6182     189.6572     198.5054     235.4264    1411.3088     445.3843    2193.9383     720.7627
     223   10059.9105     412.4608     453.3658     352.1014     232.1967     211.8643     233.8090     272.5827     342.4683    2033.3266     632.9831    4010.3680     872.3836
     224    9866.8117     508.7971     630.2752     445.3456     243.8619     207.5316     244.4275     406.0107     337.7618    1782.0044     736.5613    3782.9522     541.2823
     225    8946.0281     552.4960     402.5579     417.6252     382.7281     290.0883     278.5699     255.9788     247.3961    1528.0034     429.9105    3473.8719     686.8020
     226    7077.1300     302.6628     202.7928     175.7174     154.7841     163.0205     163.4483     197.1778     259.9003    1364.5604     558.9682    2671.9064     862.1910
     227    8335.7688     331.9533     308.7141     421.3822     348.1693     306.1376     327.6976     388.3369     316.3158    1323.1166     415.8931    3135.4039     712.6485
     228   10775.9096     575.4402     431.4669     453.5801     618.2115     775.1368     430.6652     352.1607     327.3952    1246.3475     476.4839    3934.0386    1154.9830
     229    7604.0346     545.2231     301.0556     227.6892     206.9363     210.6900     246.8083     277.5567     381.7536    1076.4747     421.2411    2894.4565     814.1495
     230   10791.3405     559.0865     524.4491     380.7590     373.5557     263.4971     330.1346     634.4590     632.1155    1946.7931     419.0011    3915.5062     811.9836
     231    8333.4492     311.7545     323.7881     525.5362     463.4407     300.6782     286.9998     344.1762     501.6612    1213.4582     415.7325    2637.5807    1008.6430
     232   10267.6125     712.0614     607.6392     330.5013     225.9592     340.6287     396.2022     352.1054     413.0229    1250.0803     479.6564    4196.6052     963.1503
     233    9443.9427     723.2084     486.9251     253.9283     276.6512     284.1895     252.9356     309.5716     367.7221    1496.7628     474.5474    3856.2180     661.2827
     234    8111.5515     420.9995     301.3144     383.0855     262.7964     219.6083     247.1024     304.7953     425.2752    1250.2660     444.7192    3179.7414     671.8478
     235   10002.2048     523.7127     438.2492     492.9586     535.5493     428.2002     608.0157     428.3196     373.8270    1335.4569     598.1701    3603.9848     635.7606
     236   10253.4293     507.3870     476.0941     345.8111     296.0727     531.8677     778.3287     412.5317     444.5897    2209.0225     782.8424    2432.6866    1036.1951
     237    8785.9813     601.0793     601.7597     360.6264     270.1684     256.0353     259.7496     288.2534     298.1119    1343.0449     575.6200    2833.8904    1097.6418
     238    8362.6109     587.9572     503.1764     423.7621     401.6587     282.5431     309.8033     330.5250     318.9503    1198.0708     490.0160    2728.6621     787.4860
     239    7978.1770     462.6224     342.0737     304.6215     243.8637     236.7203     236.8935     297.3761     355.5076    1730.4375     484.4319    2710.1836     573.4452
     240    7901.8660     513.3101     416.8833     356.9390     303.7557     194.0912     189.3866     190.7638     230.6497    1403.3701     466.1518    2948.3552     688.2095
     241    9341.7067     855.4023     648.3045     353.2629     230.6836     296.5305     352.7370     393.3595     353.2250    1862.9713     625.9804    2438.9865     930.2631
     242    7614.7179     609.6647     407.6279     305.9357     319.4022     327.5796     282.6904     226.1910     256.7798    1262.2737     474.6259    2478.0121     663.9348
     243    6877.0228     327.9222     252.6590     201.2097     186.7075     186.0867     256.4145     299.7578     341.5796     852.2494     334.7465    2762.6577     875.0320
     244    8552.0743     582.5447     266.4748     204.4842     195.1864     214.1482     311.3613     436.7812     321.1214    1343.5960     507.1418    3170.0390     999.1953
     245    9609.5350     795.7816     728.7528     437.5858     270.0342     187.7399     184.6175     201.3505     276.6751    1717.2572     660.6715    3244.6560     904.4131
     246    8281.2953     415.7116     319.0565     308.9271     252.9046     246.1634     392.8178     470.9937     353.0911    1174.2910     401.2781    3139.0448     807.0157
     247    8828.3216     644.4295     368.7588     254.0864     231.9085     237.8537     281.2474     310.7785     281.8255    1552.9837     374.4108    3327.5141     962.5247
     248    8475.0883     317.1040     259.7054     350.9271     368.7264     378.9426     358.6253     292.9337     301.4402    1619.5617     474.4452    3188.9664     563.7101
     249    7607.4433     390.7492     233.3846     209.6144     184.2411     196.4657     223.9102     269.1951     319.1708    1622.8825     450.7599    2930.4102     576.6594
     250    7942.9030     324.5586     290.7530     384.1979     428.9505     482.4293     301.3639     240.8069     259.0470     906.1355     384.9907    3186.0252     753.6446
     251    8385.8979     715.1686     419.4511     212.4326     201.1419     214.8143     347.8786     298.2171     317.9536    1438.0054     474.3654    3151.4886     594.9807
     252    6904.9768     541.6015     353.4126     302.2298     237.3020     201.5140     202.2261     276.5732     389.3952    1105.6112     315.4945    2301.7840     677.8328
     253    6675.9918     320.9388     225.1112     205.9058     184.8511     180.3340     203.3926     353.2149     361.0312     885.8850     386.7846    2644.9474     723.5952
     254    8855.4748     490.6660     463.8431     645.6051     467.6630     222.7512     200.3586     261.7928     340.2553    1233.3497     468.5511    3069.8899     990.7491
     255    8391.9992     403.3767     233.7527     210.4166     245.2957     253.7346     345.9137     304.6533     297.0034    1578.0936     460.2733    3254.5847     804.9008
     256    5653.9872     394.9387     266.9023     225.3901     215.1738     242.1434     241.9076     204.7521     193.0802     970.9924     344.9612    1854.4260     499.3194
     257    8567.2583     403.1134     307.5752     272.1117     282.3859     277.7412     287.5978     266.0378     250.8295    1584.8377     453.8348    3193.9443     987.2489
     258    8907.6051     322.5516     326.9785     379.5844     394.3381     426.1585     565.5732     549.8441     345.9396     981.0499     455.4748    3134.4674    1025.6451
     259    8508.4826     467.7157     293.3079     289.4327     333.6501     387.7813     329.8217     503.8206     466.6287    1196.0801     582.8840    2912.4513     744.9086
     260    8762.3958     439.6350     428.7373     361.9680     349.9158     364.8348     359.5533     220.6440     225.1668    1035.1273     459.2851    3819.6544     697.8741
     261    7577.8554     380.0774     272.6286     244.1198     210.7164     189.6764     193.8886     234.6919     285.1515    1409.9012     396.7252    3036.4470     723.8315
     262    9819.5651     570.5464     430.2953     599.8434     595.1313     499.0674     479.0848     484.0477     462.2300    1389.6704     417.4320    2970.0838     922.1325
     263    7315.2960     561.4371     463.9212     308.1053     268.5514     343.1288     313.6486     277.0236     331.7299     894.3976     352.6497    2570.5079     630.1949
     264    9015.1775     537.6908     453.0678     348.0628     430.7872     595.1382     341.1346     255.7477     322.0137    1042.5230     462.5824    3247.8809     978.5483
     265    7810.9895     637.8577     360.9562     386.7504     303.6275     229.1792     218.2860     215.6710     236.2321    1164.0193     384.3387    2870.2989     803.7725
     266    8304.8842     520.0653     402.1467     509.2528     333.3515     253.8169     237.2144     240.5325     238.5491    1186.8539     357.9958    3158.1949     866.9104
     267    7902.6107     462.3456     460.5975     477.3775     285.0846     195.5511     192.1321     201.1903     232.7544    1349.9073     429.2790    2903.3056     713.0857
     268   11111.4780     814.7412     491.5043     500.1455     415.7385     264.2017     269.0520     362.9308     590.9993    1668.1585     668.4538    3853.4040    1212.1486
     269   10423.2708     634.0019     405.8261     409.1558     372.0326     274.0988     320.0690     337.9582     370.3883    2053.1647     813.8345    3124.5764    1308.1645
     270    7903.7254     485.7800     350.6884     276.5812     242.1705     206.5020     225.9238     393.7168     485.9484    1406.1762     408.6218    2848.3345     573.2820
     271    9842.4661     519.6399     240.2692     201.5114     209.5325     260.0266     479.2482     460.9553     392.1646    2146.7498     528.3411    3589.2575     814.7698
     272    8809.9945     587.2307     267.9066     244.7503     264.9056     310.2075     440.6733     495.4651     586.3763    1206.3787     417.4775    3154.7849     833.8381
     273    6288.0244     311.4793     203.2107     170.2386     180.3162     223.8869     247.9224     243.2035     264.6972     952.1814     335.2568    2467.4430     688.1885
     274    9826.7040     664.7728     580.7805     533.9947     393.3885     337.1944     333.9011     335.3350     311.9260    1307.4288     514.5158    3765.6440     747.8226
     275    8378.6766     605.4365     264.5525     231.8558     211.1845     204.5153     246.2284     415.1484     598.2600    1097.4402     383.6423    3277.1537     843.2591
     276   10405.5758     441.6841     372.0117     391.4842     460.5349     525.0978     434.1157     406.8562     304.3785    2241.8202     480.8648    3631.0639     715.6637
     277    7972.2867     422.7369     456.3026     424.5998     250.6315     221.9738     269.5357     369.5153     307.9063    1455.4019     599.0912    2652.5467     542.0448
     278    7489.0869     416.2144     358.0073     279.9993     229.5972     194.0519     182.9845     224.1356     409.4232    1115.2627     513.0133    3000.6873     565.7102
     279    9246.0396     312.3917     245.9536     243.2974     280.0799     427.9867     418.4127     397.2084     342.9942    1587.0509     469.9813    3669.1155     851.5672
     280    6726.0126     337.3780     229.8525     315.2045     321.8095     230.8938     242.4872     392.1158     333.2860    1258.7598     331.1067    1994.1151     739.0036
     281    9219.0087     546.3447     495.8453     556.0246     412.6063     324.6919     330.2750     326.2239     391.8821    1367.5004     521.2168    2716.1013    1230.2965
     282    9231.4237     423.0044     427.6029     378.4854     252.4078     264.9406     292.5778     370.7393     354.3265    1292.6329     568.7413    3623.5533     982.4114
     283    8890.9700     419.6732     383.5076     287.3525     195.9984     186.0125     177.4902     205.3800     324.8189    1547.6338     633.9160    3744.0100     785.1769
     284    7391.8935     677.4875     495.7465     428.6783     275.3246     242.2127     240.3223     260.1983     263.6713    1004.3581     384.0791    2457.1842     662.6306
     285    6794.3190     352.9026     213.8371     184.9195     171.9999     173.4975     168.7897     165.9083     207.8657    1396.0645     585.8747    2325.7074     846.9522
     286    8424.2201     658.8644     434.9798     288.4889     219.3299     191.9277     177.4617     169.8181     207.9655    1471.1898     559.5816    2963.4692    1081.1435
     287    8397.0827     381.7052     351.1424     495.5802     467.6050     356.9429     326.4279     364.6328     382.9413    1314.4990     420.9811    2773.8981     760.7268
     288    8177.8778     605.0884     364.1869     375.9983     284.9160     222.5977     200.8129     221.2610     255.3640    1530.6796     517.5207    3049.9560     549.4963
     289   10908.6018     489.3252     400.3541     463.3076     474.0474     503.9328     693.7524     419.7723     391.0861    1658.8145     577.2285    3772.3599    1064.6209
     290    8829.1548     314.4464     238.3642     361.9763     394.5320     339.6567     255.9201     296.0835     416.1265    1251.0996     526.8980    3633.6931     800.3585
     291    8147.3587     686.3820     406.6596     299.6134     220.4736     279.6955     325.7712     381.8238     330.9795    1384.7216     598.3461    2628.3434     604.5489
     292    7601.4267     667.9650     411.0213     290.9428     206.2600     198.6579     205.6997     255.0446     460.2080    1507.5109     489.2276    2003.0061     905.8829
     293   11507.1320     769.4901     619.1385     406.4613     296.1651     308.4625     420.5429     287.8288     310.3616    1631.2272     585.6010    4934.6054     937.2476
     294    8512.0544     405.8296     345.9362     368.5105     289.5191     293.2720     324.6657     274.1461     428.0735    1650.2516     490.8280    2964.9481     676.0739
     295    8862.7844     532.5253     413.7962     504.8100     355.8235     427.3755     486.8822     318.4068     279.7135    1051.8657     586.0117    3205.6450     699.9289
     296    7113.3729     443.8105     288.6906     235.0699     203.7011     198.7110     208.8889     236.9603     325.3188    1027.4729     362.4355    2875.2851     707.0282
     297    7992.6296     407.5878     353.1270     470.1420     399.0027     347.4872     283.2336     265.7948     365.0523    1205.5460     523.1668    2330.9307    1041.5589
     298    6649.2130     305.5457     195.0630     161.7695     163.0716     175.4822     188.0434     226.0988     264.1839    1405.5949     436.7107    2307.3474     820.3019
     299    8484.7560     363.3360     255.6891     229.5485     394.6362     441.7680     427.3390     441.1960     537.1200    1319.3777     534.7118    2622.4815     917.5522
     300    7706.6637     588.6096     438.7454     391.3288     451.7596     401.4908     260.6259     308.2554     256.5269    1034.2328     419.9076    2349.3206     805.8603
     301    8060.3268     414.2964     322.6403     374.4433     390.6808     392.8781     302.6784     314.8162     346.8747    1694.9506     614.5703    2203.1125     688.3853
     302    9247.0570     411.8637     419.1113     550.3777     379.2915     346.8379     482.4615     367.3050     332.7514    1579.7914     420.3977    3071.9449     884.9230
     303    8059.7027     704.5098     394.1105     414.9767     321.1107     261.8648     264.6817     330.0942     417.5607    1494.1313     459.0205    2381.5332     616.1085
     304    8461.4940     403.6375     290.2090     475.2269     578.1572     406.6960     298.0039     268.7008     361.4620    1514.9090     431.5665    2861.8779     571.0473
     305    8934.0073     740.0072     358.4546     353.1891     383.9067     269.0336     277.4550     381.1487     450.4752    1129.8577     524.9518    3216.5238     849.0040
     306    9576.5184     626.3114     534.7517     516.6260     522.9796     401.3461     360.9721     335.1751     308.5491     924.1580     377.9499    3643.1510    1024.5484
     307    7265.6612     483.8053     460.6609     450.9749     348.7038     230.6775     207.2186     219.4524     312.2872    1250.9999     482.1919    2256.3888     562.3001
     308    8538.5879     659.2379     425.3540     340.2855     285.3808     349.6028     343.8153     254.6734     290.7339    1033.5582     325.9810    3135.7518    1094.2134
     309    8707.8189     593.7584     458.8989     398.8476     334.3874     237.4657     213.0387     223.8745     293.2706    1599.6098     578.4104    2994.4122     781.8447
     310   10297.0744     952.1429     786.3442     330.7235     201.6619     185.0718     185.5961     257.9435     386.7282    1780.7586     706.5236    3722.9827     800.5975
     311    6677.5692     336.5189     219.9340     197.6909     175.9039     179.8192     196.5230     200.8067     228.0971    1300.4995     461.2216    2591.9197     588.6348
     312    7587.2001     367.6973     237.9548     237.0945     301.1441     370.2080     343.0176     347.4560     296.1783    1215.0960     468.7975    2737.0716     665.4845
     313    9243.8825     524.6726     413.7265     309.4151     303.5260     401.9555     503.9262     411.3109     347.5901    1512.7798     512.8856    3135.0599     867.0342
     314    8699.9905     492.5418     643.3343     435.3398     312.0597     278.6627     293.5934     334.0707     321.7940    1371.6407     443.9990    2904.4251     868.5293
     315    9312.6441     438.3982     462.6588     328.9158     243.3154     359.3780     492.0956     289.4544     263.0070    1655.2521     399.5674    3297.2668    1083.3346
     316    7780.5750     535.1694     391.0649     312.0588     246.5259     226.5189     196.7547     208.6046     312.2217    1390.4688     452.9057    2711.9767     796.3050
     317    6949.7879     408.5081     333.9856     299.6587     336.7210     340.8484     273.0035     213.4881     248.3033     954.7552     388.9436    2422.5320     729.0403
     318    7890.3862     392.3192     254.7238     223.3642     210.7737     227.4908     229.8032     350.2330     647.0961    1423.1705     438.8849    2783.5852     708.9415
     319   10417.5514     564.8661     672.6706     379.1323     321.1951     268.1775     388.6663     463.8332     656.7027    1304.0537     605.2275    3904.0163     889.0102
     320    8195.3252     455.7558     439.6270     495.2336     545.1331     540.7326     429.3538     275.3100     273.1047    1100.0955     464.9726    2393.3257     782.6809
     321    8390.1041     775.0173     439.2887     374.0095     373.3067     309.4333     289.8747     333.6040     390.8062    1093.2136     443.0251    2845.3943     723.1307
     322    8426.0085     698.4877     423.7942     256.6873     349.7217     350.1371     414.8740     431.1767     527.4147    1092.9139     396.6065    2606.4114     877.7832
     323    7886.6860     545.0074     396.2596     300.8992     267.1693     248.6894     196.2434     198.4767     233.5374    1217.3064     594.7394    2767.8194     920.5385
     324    7530.6799     493.4141     235.1385     185.7788     180.1264     187.9518     255.4941     259.9914     267.1884    1152.6781     582.7734    2838.6309     891.5140
     325    9761.0586     724.6232     409.0069     377.0824     297.3144     508.8949     521.6929     391.7115     371.1648    1681.0565     672.0024    2650.1268    1156.3819
     326    7737.1405     704.9889     376.2604     364.7146     309.2698     246.1089     219.6549     234.6590     261.3139     965.6212     494.9408    2635.7252     923.8829
     327    7750.6609     477.3443     287.0666     237.4869     289.9713     342.0992     401.5422     363.0253     299.6672    1479.9861     578.3526    2288.9358     705.1833
     328    9015.4006     329.6958     407.8820     494.8237     335.3797     266.2654     268.4922     307.5130     288.5704    1638.7486     587.5167    3136.9255     953.5876
     329    8571.5744     419.0793     429.2380     415.4613     308.5075     205.8373     199.9920     206.7249     225.0437    1200.6302     499.0910    3673.2774     788.6916
     330    9853.2947     426.9754     322.1516     363.1424     474.8984     404.4177     341.8803     460.7022     707.4856    1664.4662     596.3930    3366.6286     724.1534
     331    8352.5357     302.8241     215.9730     257.6223     285.4186     240.8123     231.3511     236.9796     299.8594    1800.1763     647.4781    2855.5351     978.5057
     332    7564.5953     328.8648     214.1502     195.1194     186.9216     184.5471     259.9410     342.0423     342.3805    1319.0749     637.6170    2696.4288     857.5077
     333    8824.4797     435.2352     268.7167     216.8349     200.0417     188.8097     209.4735     259.9090     359.2318    1834.9418     555.9021    3510.4675     784.9158
     334    6507.2815     306.2256     211.4362     186.7713     207.6493     203.1842     193.3934     235.8419     302.2732     989.0359     478.1971    2610.2767     582.9968
     335    7467.4278     596.0903     437.9334     457.9712     343.6387     302.4573     204.8269     189.1446     227.5833    1179.4044     310.8870    2325.4262     892.0644
     336    8515.0182     413.0741     286.6127     250.3672     259.2236     453.5632     498.0736     326.2223     267.0293    1590.0137     512.6411    2961.0043     697.1930
     337    7411.5068     513.8738     338.3549     263.1315     276.8896     247.5018     196.4242     212.7250     430.3505    1338.6352     459.2190    2622.3658     512.0355
     338    5726.3835     325.5301     209.1739     168.5893     164.0471     153.2133     159.1841     175.1990     202.1570     913.5500     330.0112    2233.4309     692.2978
     339    7773.4078     613.0064     409.7003     296.4300     247.7435     257.9013     343.2559     444.2068     334.9431     975.8803     411.1365    2717.3771     721.8267
     340    9114.9484     629.0221     471.6113     358.9971     348.6255     354.9490     355.3880     403.8121     328.7005    1341.0945     568.8152    3206.8900     747.0432
     341    9673.0026     322.9282     298.3465     483.6204     392.6775     460.7028     512.5599     503.9710     358.8977    1453.0158     517.9436    3310.6619    1057.6773
     342    9993.9176     380.8625     321.3800     371.0745     451.4395     673.4918     629.2877     352.5051     330.2967    1470.9303     618.3834    3347.6967    1046.5695
     343    8228.3963     559.7686     447.9095     330.1272     261.0017     257.2202     237.6695     219.7242     318.6728    1502.0794     484.2191    2579.1950    1030.8092
     344    7767.0525     513.3566     601.6368     458.2086     253.6673     228.7569     225.0336     199.2008     238.2792    1237.3661     571.9062    2419.2954     820.3451
     345    9159.2017     360.1954     328.2356     476.1611     683.0055     466.5056     368.9816     418.0540     328.1884    1743.7169     675.4806    2348.9744     961.7027
     346    7372.9751     402.1617     352.4961     280.0485     220.4773     240.2541     259.3538     252.6841     359.1168    1335.1594     558.0340    2598.2323     514.9571
     347   10408.3433     349.2936     282.0113     280.4605     260.2182     255.2099     438.0369     414.9066     369.1996    2379.7843     546.3728    4061.6696     771.1799
     348   10138.4601     532.7820     472.9385     675.0723     810.2297     484.8640     258.1701     199.8533     253.5182    1291.6612     693.5079    3744.4244     721.4385
     349    6696.0402     390.8709     250.1869     252.4741     294.0167     281.9381     238.2024     239.2115     256.1690    1164.4480     358.7135    2386.7519     583.0572
     350    9222.6676     431.2040     449.2822     479.9387     359.7689     251.8717     349.6536     579.6220     489.9716     848.8562     380.3935    3439.0956    1163.0094
     351    8324.7219     458.9084     336.1119     306.8132     276.4973     250.2600     306.7850     275.8217     296.1026    1320.9067     711.4484    2994.7997     790.2671
     352    9264.4087     445.9020     266.2000     287.4634     382.8449     497.5810     444.6828     343.7657     325.0528    1388.6003     512.1700    3298.3364    1071.8094
     353    9220.8773     541.4276     261.1803     235.2656     421.6345     722.5853     479.5476     306.5614     336.8182    1220.2115     484.7310    3392.9599     817.9543
     354    8776.8013     358.4422     383.8609     480.0931     647.3915     450.1348     293.1833     278.5558     361.4284    1557.7254     694.0632    2499.4862     772.4364
     355    8644.8313     666.6069     460.3188     279.6891     251.6463     260.6639     253.2356     296.2025     340.2341    1240.1413     487.2294    3109.4936     999.3698
     356   10179.7648     549.3997     891.4323     827.1707     359.4182     248.3052     315.2062     439.4307     499.8089    1680.3247     637.4261    2799.9985     931.8436
     357    8470.5181     426.4312     386.7185     396.2332     407.3935     356.6972     338.8659     328.4211     378.5593    1324.5680     595.0146    2956.8226     574.7927
     358    8563.5855     547.9383     558.9430     586.6895     342.2502     201.1554     189.0992     213.2351     238.7466    1256.9649     498.9384    3036.3462     893.2788
     359    8122.5055     442.3632     481.1902     510.7057     310.9601     181.2686     174.4264     170.2213     213.8596    1056.7960     533.2458    3131.3510     916.1176
     360    9364.7039     510.5320     461.6874     475.2490     336.7721     340.6233     300.8522     324.5597     384.8015    1978.5921     655.3214    2773.4621     822.2512
     361    7640.5458     366.5785     262.7811     224.7664     240.1663     344.1794     313.4276     353.1466     305.1924    1275.0584     524.7286    2712.9041     717.6166
     362    9470.5913     483.4136     420.2304     452.9107     493.5212     362.1040     205.5034     216.4447     310.8893    1789.0155     796.9260    2973.3650     966.2673
     363    7307.2443     378.2425     252.0597     238.0034     288.3809     310.6015     351.7694     424.3147     499.4534    1055.9340     442.9052    2337.0564     728.5232
     364    8462.0804     584.6601     456.3250     263.4105     187.2423     189.0037     253.2994     349.2345     333.4867    1532.4220     760.1251    2691.6056     861.2655
     365    6856.3831     315.2244     222.2355     206.9647     190.5137     206.2633     247.4123     265.0969     311.0225    1162.2921     502.5015    2542.1744     684.6817
     366    6765.1733     326.1762     267.8439     252.0260     224.8467     221.0881     226.8539     255.5062     257.5176    1189.3787     423.3763    2628.8552     491.7043
     367    8652.1171     476.8513     431.2305     388.1458     427.1489     414.0226     326.1809     318.1087     325.9807    1311.2969     429.2863    3120.7691     683.0953
     368    8912.7031     573.1073     606.6568     615.6664     316.4160     269.6677     226.0008     209.2927     225.9542    1377.2888     497.4282    3197.7803     797.4439
     369    8871.0168     459.4634     327.6357     289.2761     304.6317     360.9906     303.5526     427.9602     566.6596    1260.9423     529.0468    3179.1731     861.6844
     370    8750.6987     501.3190     376.4038     291.6888     275.9331     408.5879     416.4516     314.5312     358.5166    1817.7151     597.3823    2496.5571     895.6124
     371   10286.8493     401.7490     464.6019     346.3055     311.0174     351.5423     347.1579     441.1673     334.0953    2128.6663     667.4390    3436.9701    1056.1372
     372    9764.5465     486.9754     503.3956     456.2402     311.9305     334.7639     496.5596     832.4133     739.8019    1369.3037     711.7331    2680.4714     840.9578
     373    9223.9787     495.2994     526.0833     582.4202     290.9896     231.7177     214.8540     197.7142     264.2543    1575.9792     576.3346    3173.8362    1094.4960
     374    8730.9243     329.6271     286.6555     294.3283     320.6100     418.1221     269.6624     248.2588     256.8171    1581.1458     715.9224    3133.9297     875.8450
     375    7198.1983     710.8079     339.3068     251.5226     221.4855     215.8786     253.5282     293.3907     340.8455    1264.3772     405.4474    2277.7275     623.8804
     376    8729.1391     518.4897     366.1972     389.5721     375.0653     416.7819     326.8247     306.3901     280.5970    1454.8301     662.4749    2472.0804    1159.8355
     377    7831.0605     388.1474     259.0216     229.9786     202.2759     209.0567     238.6327     242.7308     329.9655    1446.0268     529.6036    3053.9027     701.7182
     378    9095.3474     491.5935     300.2387     334.7077     417.0483     437.0712     344.5315     323.0318     358.8549    1314.1385     575.7201    3255.6286     942.7826
     379    8726.2172     481.9436     421.8070     415.0315     259.7674     323.6847     509.5483     408.8441     316.4108    1197.9326     503.3574    2905.4082     982.4817
     380    8015.9746     321.5269     212.3737     184.8879     204.7164     236.4337     261.3841     249.8812     318.2728    1641.2554     499.3047    3128.4584     757.4794
     381   11199.5820     599.6235     386.9828     761.3022     663.7601     381.2753     458.3872     382.8209     401.6955    1712.3184     551.6873    4097.6345     802.0944
     382    9748.0503     565.8508     387.2561     302.2226     314.2298     354.0675     316.1040     282.7250     270.1041    1655.5146     634.8228    3491.7073    1173.4457
     383    9178.1149     391.1232     436.8251     470.4699     327.9590     247.1096     281.8398     348.7280     291.6135    1819.5937     625.8808    3148.1319     788.8404
     384    9198.4083     354.9969     394.6566     348.2136     334.9047     635.6987     792.9474     443.2324     307.7246    1085.8709     553.6067    3155.4726     791.0833
     385   10140.1161     461.0694     351.8085     322.4872     360.2107     678.6498     911.5016     545.5500     403.2403    1604.5028     760.3342    2636.7829    1103.9788
     386    6851.6511     481.7073     292.7756     217.6428     201.1346     198.1087     243.9101     317.3775     363.0406    1240.6213     367.3719    2272.3961     655.5645
