#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007
     328    5992.4260     535.1808     422.0975    2490.7868     451.6117    1281.9998     810.7495
     329    5266.6900     371.8952     291.1318    2422.8186     393.3490    1016.8881     770.6072
     330    5391.7421     644.2492     371.4603    1951.3451     468.3609    1263.6248     692.7017
     331    6758.5110     659.3503     386.4048    3030.6822     592.9142    1593.0581     496.1013
     332    5852.3729     533.8346     508.9254    2329.4632     410.3281    1201.7593     868.0624
     333    5105.5761     332.5871     354.5419    2402.0476     428.6976     892.1811     695.5208
     334    5698.9083     365.5158     375.8808    2541.3143     468.1363    1207.6691     740.3919
     335    6262.5656     429.7579     334.4192    2954.5669     444.8933    1297.8766     801.0516
     336    5385.9148     451.1509     373.6396    2527.5636     377.0570    1089.0658     567.4379
     337    6173.1369     766.5905     668.8053    2428.6624     494.9234    1075.8270     738.3283
     338    5546.9570     605.3303     538.5758    2544.4408     306.9502     907.9905     643.6694
     339    6686.8278     505.5766     366.0934    3414.1755     460.4243    1171.2031     769.3550
     340    5123.7174     311.5286     284.6996    2577.2821     416.2058    1056.5482     477.4530
     341    4857.1770     371.7988     339.3399    2006.4763     404.7130    1103.8749     630.9740
     342    4772.1363     363.6592     327.8616    2211.8772     318.8536    1055.2824     494.6022
     343    6492.3059     380.0230     300.8001    2867.8577     660.2548    1482.4339     800.9364
     344    5202.6755     353.3542     304.3599    2179.2364     559.2062    1045.0621     761.4567
     345    7397.8121     689.8122     481.3976    3346.3128     627.8000    1492.3600     760.1295
     346    6122.5850     312.9425     263.4603    2320.2077     619.9277    1743.3406     862.7062
     347    6185.1575     320.9585     376.0224    3060.8704     546.6288    1040.2580     840.4194
     348    6758.7664     466.3381     460.0601    2814.7842     446.8772    1638.6518     932.0549
     349    5425.6948     379.2820     312.2983    2227.7598     554.2069    1186.9943     765.1535
     350    5595.6017     571.4098     441.9536    2569.7224     418.0735    1027.1418     567.3005
     351    6927.5962     652.1005     440.6147    3259.3934     502.0061    1145.9667     927.5147
     352    6646.3931     723.9587     363.8380    3089.6935     534.0535     986.4084     948.4411
     353    5746.4833     312.4636     254.1573    2643.0838     606.4749    1056.3293     873.9743
     354    5547.7584     439.2503     429.0541    2343.2868     434.0982    1260.6815     641.3877
     355    6079.2959     589.4014     378.4070    2559.7322     447.1978    1308.5921     795.9653
     356    5692.1860     657.5352     543.2654    2089.0883     482.2377    1223.4606     696.5988
     357    5017.1202     387.5991     341.9099    2086.1863     450.8853    1241.1447     509.3949
     358    6396.9897     305.2851     247.0791    2761.6791     517.9652    1882.3860     682.5953
     359    7241.9812     405.2666     376.2321    3735.6319     613.7740    1080.4380    1030.6385
     360    5875.7678     331.0654     308.6634    2831.2683     530.7773     984.3186     889.6749
     361    6125.8592     402.4103     481.0728    2726.5472     588.5355    1438.7848     488.5087
     362    6439.7246     396.2437     374.5354    2971.7981     570.6075    1233.3911     893.1488
     363    6048.1103     619.8809     406.1147    2781.1518     390.2120    1111.6060     739.1448
     364    4958.4213     452.0773     371.0989    2445.8417     384.9580     844.6121     459.8332
     365    5731.4359     337.8903     302.3779    2629.3526     483.5809    1261.0809     717.1533
     366    4747.5131     360.3643     300.9342    2149.0903     357.1196    1058.3598     521.6449
     367    5935.6178     356.2094     309.6856    2870.7157     388.8658    1509.7792     500.3622
     368    6470.2470     446.2006     424.6990    2789.5507     514.5595    1406.2498     888.9873
     369    6393.9673     310.4112     266.8787    2989.1324     609.5507    1461.7552     756.2391
     370    5815.9735     472.7344     432.2342    2659.2745     412.1885    1077.2211     762.3207
     371    7222.8986     550.8950     522.8512    3389.9393     665.6570    1304.7686     788.7874
     372    6473.2064     769.1886     485.8351    2674.8015     437.4995    1391.6794     714.2022
     373    6196.0660     443.5892     567.1947    2585.0813     422.7026    1392.5179     784.9803
     374    5266.9089     339.3853     345.5129    2292.5786     473.5107    1156.2619     659.6595
     375    6460.5203     398.6112     569.9339    2548.9439     547.8346    1605.9026     789.2941
     376    6800.8486     385.1203     344.0081    3514.8079     426.4195    1231.4866     899.0063
     377    5406.1005     361.3604     415.0355    2045.3063     522.1749    1314.4983     747.7252
     378    4409.0284     389.4736     275.4486    2084.4164     334.6653     842.1871     482.8374
     379    5358.7673     334.7210     263.4313    2481.5652     442.2828    1144.4501     692.3168
     380    5078.1177     471.6130     350.6006    1834.4143     476.4910    1301.2214     643.7774
     381    5579.8397     313.1318     283.3998    2792.7156     478.0493    1078.6702     633.8730
     382    5046.0781     337.2169     344.8798    2078.4171     471.4066    1041.0992     773.0586
     383    6808.1837     533.9018     365.7180    3233.6554     511.2257    1120.2316    1043.4513
     384    5470.6166     395.2980     308.3162    2478.4944     444.4992    1320.3627     523.6462
     385    5171.7650     316.5353     247.9858    2557.2649     369.4743     982.2490     698.2556
     386    5467.0988     314.5357     389.5142    2554.8631     432.5516    1177.9670     597.6670
     387    5486.2916     317.2480     277.7564    1946.9863     562.0101    1512.1576     870.1332
     388    5645.9969     312.1208     224.6212    2644.5571     516.4376    1297.1659     651.0943
     389    4849.4598     434.2892     353.3321    2192.0275     451.6599     873.7590     544.3922
     390    6587.5256     393.3066     383.7223    3165.9493     614.7321    1191.9144     837.9007
     391    5517.1035     469.4420     333.0617    2460.5979     488.0925    1139.1905     626.7190
     392    7244.1467     623.0864     465.4775    3471.1222     643.0443    1502.9090     538.5072
     393    5883.2739     459.6783     346.1418    2445.1720     470.2714    1620.1648     541.8456
     394    7309.2967     492.6032     346.5214    3343.7758     508.2141    1577.2555    1040.9268
     395    6596.5437     437.9710     378.9121    2968.9095     494.3830    1501.0692     815.2989
     396    4996.0185     336.5728     286.2477    2421.3046     343.5443     990.7829     617.5661
     397    6761.2040     493.7931     379.8661    3210.0166     561.3955    1228.0022     888.1304
     398    5843.0047     354.9289     364.5797    2864.5095     411.8543     961.1104     886.0219
     399    5081.2204     467.7851     319.1885    2094.3762     429.8568    1263.6694     506.3444
     400    5288.9594     391.5906     264.3465    2423.9637     415.0663    1287.5500     506.4424
     401    5707.9525     317.1077     301.6209    2517.7850     498.2584    1350.8380     722.3425
     402    7919.8775     662.8783     589.3208    3945.9358     515.6001    1373.5334     832.6091
     403    6034.5470     368.3280     425.3231    2662.8398     371.9482    1615.3226     590.7853
     404    6199.9137     400.3642     457.0454    2800.9042     492.9974    1182.4510     866.1514
     405    5726.6535     498.6049     402.4846    2527.0772     505.7138    1000.2457     792.5273
     406    6140.0592     450.3085     371.1202    3051.7751     510.5092     936.2113     820.1349
     407    6696.2067     468.1114     385.5860    3088.0923     501.7493    1357.9318     894.7358
     408    6328.8443     353.3475     399.6497    3147.0841     578.5909    1082.4227     767.7495
     409    5817.6687     314.0203     272.4556    2289.6343     592.3363    1487.6487     861.5735
     410    5173.7335     428.0647     446.4333    1859.9211     444.3882    1451.1986     543.7276
     411    5403.3976     466.0776     358.5139    2482.6068     442.9283    1183.3543     469.9168
     412    5552.5057     468.3320     451.9024    2311.4715     445.6709    1166.4001     708.7288
     413    6598.8793     657.1810     482.6285    2961.2757     554.5136    1238.2556     705.0249
     414    6709.5975     583.6894     428.8433    2868.1690     522.7828    1657.9902     648.1228
     415    5644.1767     328.9465     325.4581    2564.0746     461.4186    1449.2060     515.0730
     416    6679.1376     439.1967     594.0568    2635.2783     597.0306    1378.6249    1034.9504
     417    5268.1248     320.1670     323.1110    2313.4680     541.1403    1034.2103     736.0282
     418    6491.7310     748.1428     465.4231    3022.2085     488.3796    1232.0276     535.5493
     419    4844.9741     334.5785     394.1878    2279.8892     340.7981     911.7220     583.7985
     420    4643.2900     321.0294     244.9574    2180.1653     310.4984     974.4397     612.1997
     421    5617.8654     384.5642     417.1252    2593.2333     539.7847    1188.7524     494.4056
     422    5213.3595     359.9395     261.5607    2587.3086     397.7358     983.2077     623.6072
     423    6468.9411     699.8535     644.6997    2545.8029     469.1193    1202.7454     906.7203
     424    6362.4333     455.1655     589.8121    2370.4505     560.1224    1535.8778     851.0050
     425    6774.3736     466.1430     467.9856    3345.1470     491.7841    1484.3828     518.9311
     426    4227.9813     305.1778     229.6677    1644.8896     273.7556    1139.1613     635.3294
     427    5306.6523     315.9815     239.2972    2196.8148     491.6047    1271.0498     791.9045
     428    5787.5386     367.9984     371.0126    2418.0946     530.6704    1330.3738     769.3888
     429    6813.2502     524.7877     415.8713    3340.6606     637.7038     955.9005     938.3263
     430    4969.5035     317.4098     266.4155    2444.0912     356.2467     968.6159     616.7244
     431    7292.8890     572.4388     530.9079    3277.4945     587.5466    1379.5737     944.9275
     432    6181.1636     402.7552     400.4070    2564.3077     558.8736    1409.2638     845.5564
     433    6206.2993     676.1501     448.9693    2512.5518     369.2085    1498.2289     701.1908
     434    6699.9648     513.1135     359.6769    3253.1190     496.1962    1145.2228     932.6364
     435    6477.2747     482.6069     500.7857    2469.2250     575.6104    1505.0771     943.9696
     436    5292.1024     443.4010     355.6757    2170.0216     547.3809    1109.4633     666.1599
     437    5860.2896     483.6605     404.9119    2648.6937     457.3326    1047.8268     817.8641
     438    7596.0913     707.5366     426.5098    3505.2826     444.9386    1817.7749     694.0488
     439    7330.1365     724.8300     367.2218    3348.0756     684.5522    1498.6318     706.8251
     440    5038.0691     318.6735     235.1485    2303.8016     391.1563    1259.3131     529.9760
     441    6619.3007     475.4100     283.4168    2977.5038     639.7061    1485.9560     757.3079
     442    7046.3401     649.7252     451.2728    3067.7135     583.5624    1480.3175     813.7487
     443    6504.8277     746.6244     608.0278    2985.1373     538.5954    1049.0132     577.4295
     444    6538.9501     801.4817     653.7188    2633.7025     476.0411    1282.9232     691.0828
     445    5856.2796     590.7978     383.3712    2781.1252     374.6309    1103.2421     623.1124
     446    7014.5921     950.9044     667.1541    2768.8998     629.7218    1355.3054     642.6065
     447    5993.0149     335.0541     271.9671    2634.4121     600.4844    1266.9902     884.1071
     448    5512.1935     761.8297     505.7451    2100.1205     380.7185    1084.6567     679.1231
     449    7011.7732     617.3414     427.5822    3198.4051     426.1496    1229.5063    1112.7885
     450    6907.5813     615.0691     410.8470    3187.9484     494.1886    1606.8078     592.7204
     451    6622.9424     334.7747     301.8566    2903.6278     520.7521    1600.0465     961.8847
     452    7789.4205     577.9721     557.3294    3521.9728     514.8963    1638.4492     978.8007
     453    5471.2335     426.6775     368.3223    2523.5688     382.3788    1290.6765     479.6095
     454    5417.0654     313.4251     241.1238    2437.0762     492.5922    1069.9696     862.8786
     455    7704.1594     371.7570     367.8822    3862.5016     522.6210    1849.7948     729.6028
     456    6571.2028     397.0569     390.3382    3277.2847     507.6863    1084.2499     914.5869
     457    6436.0882     510.6847     575.1679    2680.2673     676.0611    1201.3859     792.5213
     458    6842.6270     723.4829     464.4065    2383.3793     703.0741    1641.1045     927.1797
     459    5650.8816     347.8684     285.5551    2499.5011     526.6374    1136.3657     854.9540
     460    5588.1212     603.4759     413.0228    2431.2825     426.3603    1042.4119     671.5678
     461    6240.5290     396.3426     382.3298    2991.2208     458.5267    1020.0505     992.0586
     462    6791.8235     559.0152     451.3370    3222.8187     570.1274    1198.2270     790.2982
     463    6152.6844     367.7699     339.5676    2534.8768     554.4282    1583.1816     772.8603
     464    5235.5209     365.7375     341.7201    2313.3056     480.1690     982.5098     752.0789
     465    6930.6019     529.4851     439.8794    2747.1124     586.2436    1788.4207     839.4607
     466    6349.9914     377.9755     311.6141    2816.8607     602.3245    1468.9686     772.2480
     467    7210.5554     494.7762     514.1361    3669.5605     470.8526    1152.0367     909.1933
     468    7145.0310     493.0572     376.4889    3725.4729     472.9006    1114.8892     962.2223
     469    6923.1526     805.2665     494.5872    3045.7983     503.2286    1113.2075     961.0645
     470    6912.1557     546.6681     420.8656    3052.8985     538.4426    1561.0041     792.2768
     471    6087.2202     368.2781     373.0939    2747.0488     451.4733    1657.2484     490.0776
     472    7363.7373     597.8692     500.9042    3537.1924     524.1268    1276.0077     927.6370
     473    5814.0145     309.8039     248.4096    2745.9937     498.2266    1295.7040     715.8766
     474    5508.5930     320.1823     278.7583    2627.7967     422.0687    1133.6455     726.1414
     475    5427.9904     547.2162     353.9372    2502.5552     339.9042    1033.5472     650.8304
     476    7598.7509     493.5610     633.4220    3259.8350     665.9194    1636.7917     909.2218
     477    6374.5429     637.9441     470.1143    2515.2712     397.9889    1788.5278     564.6966
     478    6380.7437     579.1738     445.1704    3047.0147     484.7189    1166.7547     657.9111
     479    5776.6397     347.9084     274.7585    2796.0654     475.4853    1228.2520     654.1700
     480    6513.5213     679.0019     484.3314    3092.9861     455.3425    1022.2026     779.6569
     481    4459.8222     384.0152     293.2704    1966.5262     332.7294    1011.6380     471.6429
     482    4791.1015     338.9238     351.8358    2327.1471     354.5216     896.5019     522.1712
     483    6387.8217     418.7831     477.4726    2551.8305     506.4815    1536.6037     896.6502
     484    6203.1351     449.0571     367.9285    2925.4312     443.6324    1319.3048     697.7811
     485    5322.6663     309.3469     232.8271    1942.4564     478.8024    1607.6570     751.5763
     486    5985.6567     720.8994     367.6888    2187.6840     392.9011    1594.3217     722.1617
     487    4624.6121     311.4896     237.4590    2223.2542     316.2335     954.9771     581.1987
     488    6830.8857     520.5233     553.1979    2863.7205     677.8615    1434.6442     780.9383
     489    5937.5860     594.1079     573.3630    2074.6598     558.1165    1461.0323     676.3065
     490    5849.3199     324.7513     310.4178    2401.9981     606.3622    1419.5146     786.2759
     491    6765.7007     438.9807     439.5059    3198.9917     597.8647    1115.1683     975.1894
     492    5565.0823     358.8149     329.5260    2771.9831     374.5506    1007.4553     722.7524
     493    6567.5806     459.8233     325.1800    3091.8324     588.6428    1152.1765     949.9256
     494    7822.3785     543.2643     498.3706    3792.4749     576.4538    1441.5340     970.2809
     495    6372.7244     783.4024     507.0404    2790.4963     569.4422    1109.0667     613.2764
     496    5508.4164     305.8472     247.3134    2731.2038     427.0862    1033.3682     763.5976
     497    6258.8570     592.0447     413.5965    2850.1930     410.1291    1326.4262     666.4675
     498    5831.0886     322.3635     308.3946    2760.0145     490.1343    1285.0007     665.1810
     499    4719.5289     370.2270     280.0356    2074.9050     400.7732    1031.8623     561.7258
     500    5118.0376     319.3046     237.3013    2270.9387     445.1741    1045.3985     799.9203
