#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008
     298    8614.8686     677.9537     565.0373     540.4354    3701.8919     662.2801    1463.0836    1004.1866
     299    5974.5332     327.5392     270.9997     343.3659    2737.3894     481.4358    1045.6944     768.1087
     300    6057.0267     513.9146     445.4406     376.3284    2792.2388     425.9920     927.5555     575.5568
     301    6240.1001     335.2500     377.5604     474.9457    2547.6086     445.7012    1140.6833     918.3510
     302    6953.9652     523.7713     413.0454     317.8678    3151.5130     425.1241    1223.9980     898.6457
     303    7037.3158     720.9819     300.7483     279.6616    2822.3422     422.1202    1796.4701     694.9914
     304    5824.7912     508.0875     350.2371     453.6829    2111.4079     511.2436    1187.6312     702.5011
     305    8038.9193     557.8156     532.5708     425.0953    3292.0318     659.5285    1723.8870     847.9901
     306    6892.6357     627.2231     395.4371     359.0154    3213.6011     455.6164    1087.6862     754.0564
     307    5401.5786     417.6598     304.3661     295.1708    2274.3838     459.7841     973.6299     676.5842
     308    5339.5528     533.8552     453.9533     393.6988    2026.9815     349.2802    1008.3780     573.4058
     309    5831.7220     423.7296     459.1573     508.9048    2142.3083     428.0073    1135.5435     734.0711
     310    5234.2607     326.8986     230.6302     231.9865    2199.1883     490.9643    1251.7494     502.8434
     311    8366.4947     443.6183     401.8248     427.9503    3537.4954     571.8495    1985.3644     998.3920
     312    6251.9843     344.5089     299.7337     333.8413    2374.3312     590.0047    1418.0580     891.5065
     313    6608.6771     694.1823     451.8945     402.7089    2995.6409     433.2992     986.2623     644.6889
     314    7386.1223     595.6609     386.9974     379.9124    3149.9500     581.0006    1643.0565     649.5446
     315    6413.6228     342.2536     453.9710     635.6223    2266.5027     529.0266    1348.6482     837.5984
     316    6916.4909     682.4603     463.0052     432.7084    3023.7165     352.2555    1385.0528     577.2921
     317    7679.4803     469.9353     443.3768     394.8863    3157.5896     679.4033    1610.4911     923.7980
     318    7943.7769     602.0787     613.7697     445.0653    3375.6756     510.6598    1578.7254     817.8023
     319    6353.6405     311.6996     220.7787     272.2579    3096.0827     520.7255    1103.5269     828.5692
     320    6641.1703     966.8480     323.2468     309.9862    2453.5262     484.4985    1445.4509     657.6137
     321    7420.5840     511.7365     393.1500     490.1568    3541.0093     556.1734    1182.3988     745.9592
     322    5688.5436     459.3407     317.5682     372.9738    2219.5254     447.7771    1290.9495     580.4088
     323    5313.4824     313.0461     214.7798     247.3017    2434.9612     513.5861    1058.8207     530.9868
     324    6388.1787     439.5826     513.4272     574.6558    2593.7062     469.9956    1046.4447     750.3666
     325    5248.9501     328.4418     266.0210     315.7268    2357.4301     407.8841     846.0338     727.4124
     326    6621.1054     587.6378     387.4363     380.2340    2829.1293     438.9670    1458.3867     539.3143
     327    6923.2865     687.4124     547.5010     361.7033    3092.3640     428.9435     923.5542     881.8082
     328    7179.7472     468.8992     375.7525     365.7298    3451.0360     479.7735    1163.1016     875.4545
     329    5397.4002     591.2797     319.2911     419.4906    2170.1458     350.0211    1007.4458     539.7260
     330    5998.3377     546.0093     497.7529     469.5350    2534.8199     462.9268    1011.8804     475.4133
     331    7061.6640     582.9046     367.3755     367.2294    3100.4180     658.7409    1098.5603     886.4353
     332    6676.3077     444.4534     387.1843     396.6018    2965.7835     499.2964    1172.1709     810.8174
     333    5673.5037     416.3623     394.3724     439.7290    2277.7700     472.2627     917.8424     755.1650
     334    7487.8958     462.5359     709.3804     834.1795    2361.0553     638.5536    1625.0517     857.1393
     335    7306.1119     807.7871     441.6913     431.3024    3044.7396     549.2041    1171.2783     860.1090
     336    7385.8308     429.8343     356.3347     375.0011    3091.9614     666.4261    1548.7978     917.4755
     337    5711.1664     544.9651     350.3417     346.9889    2605.0702     341.9868    1058.5670     463.2467
     338    6291.1094     393.8869     289.1091     312.4208    2758.7154     419.5447    1287.1341     830.2984
     339    7410.8187     411.6123     294.7206     247.1288    3307.9588     450.5402    1877.5996     821.2584
     340    7544.3570     440.9796     514.0207     469.7112    3327.4337     520.8385    1502.7455     768.6278
     341    4938.5301     312.3395     279.3548     330.2777    1889.0757     350.0146    1249.5170     527.9509
     342    7818.6945     884.4178     817.3876     683.9991    2875.1114     539.2338    1146.8560     871.6887
     343    5091.1869     626.9070     318.5822     327.9322    1914.7476     390.6017    1030.1429     482.2734
     344    6580.0145     795.4741     450.3703     442.3289    2823.6963     414.3991    1051.3032     602.4426
     345    5823.1175     662.2360     468.5669     424.8989    2061.0974     400.6668    1051.3601     754.2913
     346    5546.1678     427.2975     440.2443     373.5349    2043.8911     486.5148    1000.1178     774.5675
     347    5642.0853     368.4824     415.5977     451.5692    2414.5428     426.3522    1033.1050     532.4359
     348    7500.8042     422.9764     370.3407     356.2329    3279.4072     657.5810    1454.0311     960.2348
     349    9030.3368     621.1519     610.2593     494.4728    3914.8865     556.9336    1774.2969    1058.3357
     350    7566.1785     391.4774     385.2564     529.3374    3468.7052     618.4896    1283.6020     889.3107
     351    7294.1395     604.4142     503.5568     395.4342    3165.3032     562.8470    1143.7362     918.8480
     352    4729.1792     408.3411     273.0029     260.0980    1990.8011     357.6962     936.6008     502.6390
     353    6897.5175     346.3983     354.0284     410.8105    3058.0773     627.8386    1199.5551     900.8092
     354    7589.9465     502.9851     520.1360     637.5212    3149.2754     568.4831    1400.9892     810.5566
     355    6093.1877     622.8141     421.3956     404.3206    2477.4711     476.1825     971.2621     719.7417
     356    6032.7637     341.4133     231.9738     283.0514    2643.7213     465.9184    1391.0385     675.6471
     357    8054.3445     687.2335     606.2782     540.1778    3076.1060     617.8392    1781.5188     745.1910
     358    6919.7146     537.4299     572.4178     360.1648    3108.9821     487.7791    1075.8794     777.0615
     359    6888.9825     465.4189     604.7681     399.7312    2454.8611     557.7944    1682.3304     724.0785
     360    6882.3368     555.3562     344.6403     403.4495    2873.3366     503.9177    1262.1040     939.5326
     361    6999.0346     494.7990     281.5111     282.9312    3325.9356     538.6199    1139.4561     935.7817
     362    8754.9314     913.7687     833.7388     518.9624    3642.6053     626.6713    1339.5639     879.6210
     363    5958.9491     481.6200     309.1365     327.0790    2311.5376     517.9310    1287.4699     724.1751
     364    6520.1257     304.2966     256.0180     329.0062    2984.4801     515.1794    1157.3719     973.7736
     365    6449.3835     843.7121     474.5473     371.5620    2694.6148     505.5407    1029.4828     529.9238
     366    6482.0275     471.5969     511.6825     459.3033    2422.6947     561.4535    1240.9686     814.3280
     367    6473.0100     324.7216     212.3995     231.9772    2857.3888     575.4533    1441.2551     829.8145
     368    7499.2234     445.2709     400.0406     305.8356    3718.9257     547.0035    1230.2266     851.9204
     369    5509.5801     518.1684     333.0055     396.5142    2279.2201     396.0401    1083.5961     503.0355
     370    6742.0671     310.3169     208.8180     304.1831    3035.8727     456.3385    1803.2852     623.2528
     371    6856.9827     394.4417     353.9621     337.8630    2977.4568     613.9656    1312.3304     866.9630
     372    5566.6522     317.0673     203.5242     212.4835    2247.3288     503.9258    1346.9419     735.3807
     373    5065.4277     382.7078     307.8036     370.3608    1832.2060     393.2657    1217.1545     561.9293
     374    7655.5670     570.9740     405.9448     306.2985    3408.4955     671.5879    1458.1071     834.1591
     375    5870.7214     433.6823     525.0798     418.3657    2413.0062     442.7657     936.4988     701.3229
     376    7248.7051     381.7291     285.2934     305.1313    3104.5603     606.0015    1644.6900     921.2995
     377    4928.6058     335.2132     250.9255     276.9304    1985.8235     392.1778    1084.2491     603.2862
     378    7358.9544     686.2503     542.9101     665.1594    2917.5002     526.5355    1341.6352     678.9637
     379    7975.9731     782.5953     372.4031     375.9969    3545.7828     541.0105    1475.5655     882.6189
     380    7823.5085     727.6839     424.7496     368.2040    3170.3484     583.3943    1623.7505     925.3778
     381    4819.1277     344.6376     235.0862     249.6173    1929.5688     383.5700    1171.3847     505.2630
     382    7597.1566     480.8263     734.4523     636.3267    3174.2793     615.7588    1117.6039     837.9093
     383    6667.3564     694.2325     581.4034     514.5692    2038.4473     642.9665    1529.6371     666.1005
     384    7474.0309     428.0327     440.1092     442.8480    3199.6446     601.0691    1364.4490     997.8784
     385    6377.7761     418.7918     354.4584     299.7427    2336.5964     580.2522    1552.1016     835.8330
     386    7049.6506     557.8317     341.2738     327.5307    3109.4648     635.0139    1361.1513     717.3843
     387    7486.6191     862.2341     669.5447     525.6937    2709.0500     616.0053    1341.6729     762.4183
     388    5497.6514     487.0232     395.3107     368.8535    2446.7943     355.8180     879.0965     564.7551
     389    6730.9552     375.2492     329.3604     339.3625    3055.1697     641.4094    1193.1354     797.2686
     390    6254.3238     356.0172     369.7991     575.1389    2562.0456     370.7492    1112.8529     907.7208
     391    5452.8421     310.7426     197.8391     200.3350    2359.8467     483.2098    1206.3994     694.4695
     392    7889.0683     992.5544     724.8421     623.1986    2666.7012     591.1047    1356.5018     934.1655
     393    7380.4890     401.5668     425.2694     445.7154    3283.6790     384.2252    1524.9466     915.0867
     394    7143.9423     730.5996     401.9701     360.0457    3225.3981     540.0446    1016.6619     869.2223
     395    6192.2975     361.9863     351.7962     332.5819    2850.7501     402.1008    1339.4653     553.6169
     396    7423.0282     800.0174     504.0760     442.3675    3380.9564     515.4131    1187.5261     592.6716
     397    5624.2065     315.1299     252.1860     317.4023    2669.6958     393.0936    1052.6239     624.0750
     398    6924.0637     662.8789     472.2435     371.6602    2631.4010     503.7247    1230.2651    1051.8902
     399    6693.0058     368.4637     328.4783     408.9493    2899.6924     511.9238    1252.7846     922.7136
     400    8738.3817     683.9772     619.7499     583.8226    3230.4206     483.5854    1965.5089    1171.3170
     401    6547.2336     431.0967     325.7022     385.5552    2818.6602     430.3459    1386.9756     768.8979
     402    6271.6297     584.9554     426.6275     388.4672    2783.9410     402.2504    1024.3586     661.0296
     403    6292.2071     641.1448     384.8722     334.7559    2835.5351     413.4289    1135.9485     546.5216
     404    7679.6420     733.2719     488.3653     420.4541    3332.5403     673.3100    1238.3221     793.3783
     405    6718.5736     571.2433     390.1634     373.1598    3022.8065     428.6619    1403.5884     528.9504
     406    5278.3949     333.8688     259.8710     265.8154    2440.3536     311.1494    1134.9101     532.4264
     407    6988.3651     422.2383     359.9246     402.3987    3240.6432     460.9868    1155.2743     946.8992
     408    5773.6244     509.1830     456.4639     283.5959    2105.0804     417.5509    1314.1364     687.6139
     409    5715.1911     338.0982     258.9040     436.1609    2338.7493     416.6282    1143.7912     782.8594
     410    6673.8876     646.3832     607.3365     531.1968    2001.7140     496.6886    1472.6216     917.9469
     411    7591.9770     715.5717     665.5951     646.0902    3060.9440     639.6409    1161.7686     702.3665
     412    7818.1973     694.7606     529.8787     543.1621    2975.2953     585.1563    1491.3675     998.5769
     413    7047.3308     729.6934     552.9119     538.7750    2532.8563     667.9884    1386.3764     638.7294
     414    7269.1200     789.5943     353.2601     294.7615    3474.6814     478.3414    1083.1373     795.3440
     415    7955.8083     593.1787     339.1685     337.9274    3142.6305     736.0531    1864.9232     941.9269
     416    8061.6616     712.5479     419.7649     361.2846    3633.5176     621.5703    1289.0353    1023.9411
     417    6878.5860     852.8476     570.6997     446.3509    2784.3181     486.9877     967.0187     770.3633
     418    6483.4371     815.8990     558.4834     473.0307    2662.8387     357.4127     940.4019     675.3707
     419    7023.8442     597.4887     537.5585     350.3842    2985.8633     504.1985    1304.6089     743.7421
     420    6082.4923     532.0170     391.8728     401.8763    2303.0181     458.8273    1258.3234     736.5574
     421    6244.1797     566.9788     440.9829     359.8355    2356.3774     525.7388    1240.5936     753.6727
     422    5275.5631     545.6589     299.1801     284.7023    2166.0340     374.8501    1014.9687     590.1690
     423    6102.0062     586.4335     436.7440     325.7697    2676.4946     391.0142     982.7658     702.7843
     424    4876.7376     321.0014     262.6660     312.7471    2111.6801     289.6030    1028.1404     550.8995
     425    6107.7205     442.7639     322.8472     316.9805    2831.7435     397.8328    1195.8164     599.7361
     426    5242.0695     539.3610     355.8419     339.4649    2131.2235     334.1345    1008.9942     533.0496
     427    7767.4979     915.7339     493.3228     395.3364    3134.6295     472.6471    1545.4848     810.3434
     428    7282.5453     572.2664     506.2955     474.8604    2856.2732     462.0843    1354.2056    1056.5599
     429    6977.3271     464.9502     372.4278     546.5910    2861.7134     536.8623    1279.7660     915.0165
     430    7504.9268     636.9616     663.9407     637.0958    2576.6144     511.8034    1825.2020     653.3090
     431    4859.0648     308.4177     199.6490     213.3961    2007.0809     398.3703    1195.7617     536.3890
     432    6455.5576     386.7986     451.0647     422.6186    2737.1359     461.4939    1314.9627     681.4831
     433    6850.5423     596.5273     538.6483     331.2140    2458.5649     474.1340    1730.6509     720.8029
     434    5421.7996     334.4604     282.4021     397.1100    2038.1965     318.2465    1403.0662     648.3179
     435    6846.6782     370.4610     323.5861     382.4577    2764.0697     570.6296    1694.2771     741.1971
     436    4535.8287     352.6103     282.4654     258.4735    1880.2826     313.1391     948.3147     500.5431
     437    5957.4399     522.7439     273.2981     274.3358    2693.1304     508.8850     966.5067     718.5400
     438    7003.0211     816.4603     493.9217     480.3095    2871.8217     391.7469    1359.5022     589.2587
     439    8608.8271     526.5210     499.6358     540.1185    3543.2954     644.6452    1672.7180    1181.8931
     440    6617.0994     309.1671     211.6803     234.3585    2920.8209     617.4655    1427.1558     896.4513
     441    5275.8866     379.9317     349.3559     398.8604    2105.3864     413.4863    1083.4188     545.4470
     442    6189.5831     396.8796     526.0678     373.7928    2722.6502     429.1233    1250.2339     490.8354
     443    7161.9780     366.8829     324.4878     325.0131    3478.5034     588.3729    1180.6350     898.0829
     444    5814.0420     636.8408     516.0293     458.7377    1806.1102     472.3264    1396.0776     527.9200
     445    6573.7845     527.1362     360.7275     411.9137    2829.3498     431.7936    1225.6857     787.1780
     446    7523.0976     570.3074     456.8772     408.4753    3180.3872     554.5494    1827.4080     525.0932
     447    8074.7895     525.1305     516.7354     544.0676    3136.4809     744.5833    1538.9496    1068.8422
     448    8753.5047     765.7924     634.7734     512.3730    4072.8718     748.8575    1105.8460     912.9907
     449    5959.5175     762.8348     351.8236     395.4367    2609.9909     417.5884     948.3072     473.5360
     450    6718.9617     446.0448     480.7937     379.5879    3029.9321     568.9209     971.6167     842.0656
     451    5277.7007     420.5795     324.3923     348.6524    2212.2614     402.0781     957.8881     611.8488
     452    6054.5258     496.6764     432.3817     374.6134    2676.1559     451.6670     957.9871     665.0441
     453    6090.1219     759.9816     369.7666     302.5391    2617.9994     441.7761    1092.9921     505.0670
     454    7723.2458     858.0089     778.9262     595.7786    2986.6053     580.7202    1285.9264     637.2801
     455    7625.0298     632.5735     281.6155     284.1252    3449.4330     565.9968    1345.1070    1066.1788
     456    5808.8042     476.2094     365.4550     360.6638    2200.1120     405.2548    1325.1934     675.9159
     457    6474.6449     682.3368     683.6321     462.3073    2417.0368     425.6358    1112.9961     690.7000
     458    7341.6080     585.6080     323.9637     337.7737    3253.5244     593.8219    1419.9199     826.9965
     459    6874.3446     644.9226     336.0996     329.0156    2922.7365     484.9987    1310.8774     845.6942
     460    6630.2891     398.0556     590.0125     398.8502    2759.8453     644.1302    1016.7190     822.6762
     461    5505.9980     328.3204     291.9686     307.4581    2570.4559     442.0035    1002.7520     563.0396
     462    6324.8777     422.7788     503.9210     513.9209    2541.2367     443.7549    1060.3402     838.9252
     463    5924.6147     402.8910     332.7194     330.1789    2438.1087     336.3766    1425.3283     659.0118
     464    6261.1961     523.9711     426.3291     412.7115    2679.4578     342.1712    1346.6863     529.8690
     465    5260.0524     304.1065     205.3008     236.1098    2432.7214     431.6724     905.6622     744.4793
     466    5906.4148     360.5859     380.9282     492.5062    2029.0234     564.0370    1380.5640     698.7700
     467    7202.4562     728.1833     537.7353     524.8926    3014.6843     460.6274    1292.9466     643.3867
     468    6321.6573     402.8926     276.8527     414.6897    2448.1381     507.2026    1493.5145     778.3671
     469    7832.1808     575.6087     375.2960     319.2267    3577.3229     601.3137    1399.4440     983.9687
     470    6943.7810     409.1553     340.4739     342.9985    2898.2215     582.3279    1426.6581     943.9459
     471    6089.3103     644.5953     473.3918     383.7293    2471.4550     463.7599    1065.5475     586.8314
     472    8857.9418     843.0046     621.8771     746.1618    3726.0862     662.0432    1206.0563    1052.7126
     473    6114.7361     317.5435     280.4525     417.0187    2369.1775     419.4011    1347.3936     963.7492
     474    7381.4824     499.8887     533.8699     437.0308    3550.3988     566.9878     977.8118     815.4947
     475    6625.5477     513.3256     469.0093     442.0793    2914.3630     427.1621    1101.3312     758.2772
     476    6435.0954     523.6374     368.7167     359.1167    2712.5018     572.5022    1084.7756     813.8450
     477    7072.5180     872.1365     467.4159     380.2240    2751.1112     653.6838    1083.7398     864.2069
     478    6108.9394     741.1610     449.0159     390.3689    2590.7025     466.5230     945.9741     525.1940
     479    7095.3159     328.9040     316.0796     429.5834    3070.9621     561.2600    1850.2582     538.2686
     480    8329.3616     671.2106     456.8181     365.6180    3747.6757     494.5739    1539.1839    1054.2815
     481    6888.0888     552.4405     463.7575     389.8156    2625.7601     510.4900    1649.5494     696.2757
     482    5823.7526     366.2379     311.1801     343.3151    2471.0592     485.2291    1078.4990     768.2322
     483    6946.6999     401.0006     480.8598     406.3464    3096.5166     502.5739    1319.2476     740.1550
     484    8506.8478     746.4403     523.3672     411.0922    4105.1284     539.2470    1342.8586     838.7141
     485    8379.7604     902.3162     836.0446     631.5124    3112.9795     675.0412    1296.9755     924.8909
     486    6181.7920     447.2351     446.2787     345.6310    2183.6213     647.8979    1500.0143     611.1138
     487    6713.1737     497.8934     372.6219     335.2550    2756.2451     507.7045    1433.3816     810.0722
     488    7861.6572     523.9389     417.5723     455.5192    3236.0498     596.5162    1818.7943     813.2666
     489    7060.4692     596.0008     384.6544     367.7358    3067.6611     601.0076    1187.9291     855.4805
     490    6701.4309     329.0310     366.9402     465.5443    2277.7877     649.6609    1643.4860     968.9809
     491    6237.4676     308.4638     206.5436     277.2774    2886.4211     556.6261    1069.1513     932.9842
     492    6128.0358     467.9673     459.1750     472.2277    2754.9512     397.1358     930.1039     646.4749
     493    6588.4226     317.0720     240.2192     316.6245    3012.2684     650.2066    1156.3885     895.6434
     494    7693.8668     821.4941     601.7226     581.2973    3094.5677     509.3464    1212.6641     872.7745
     495    6620.2080     588.4605     482.9757     417.6572    2753.6138     626.9504     965.7967     784.7536
     496    5488.2345     651.0015     320.2294     314.6546    2167.8765     432.1863    1097.3333     504.9529
     497    6715.8586     444.7459     366.5695     433.5135    2725.4081     517.6955    1438.8944     789.0317
     498    6850.9502     432.2147     391.6186     346.9764    3384.9541     440.1930    1374.2309     480.7626
     499    6137.7821     361.5745     287.3083     339.2660    2554.1596     534.7096    1158.1297     902.6344
     500    6546.7947     452.4815     321.8037     371.8554    2867.0462     565.0016    1229.5917     739.0145
