#Frame        RoG_TIP RoG_TIP[Max]
       1       5.7296       6.9352
       2       6.6950       8.2557
       3       5.6772       7.4020
       4       6.2111       5.5883
       5       5.6182       4.9021
       6       6.6477       8.8398
       7       5.7695       5.3825
       8       5.6824       7.6084
       9       5.7492       5.0697
      10       7.0628       5.1768
      11       6.1626       7.8647
      12       5.4865       5.5446
      13       6.2508       6.0745
      14       5.7356       6.7300
      15       5.7675       5.2070
      16       6.1235       5.6704
      17       5.9697       7.2477
      18       5.8000       7.1318
      19       5.7482       5.9953
      20       5.9203       5.5683
      21       5.3278       4.7578
      22       6.3226       6.4566
      23       5.6531       6.6888
      24       6.6272       6.2012
      25       5.6544       5.2719
      26       5.6266       6.8541
      27       5.6579       7.1688
      28       5.9000       7.8542
      29       6.2135       8.3072
      30       6.0757       8.1367
      31       5.3039       5.4403
      32       6.1873       6.0630
      33       5.9015       5.0434
      34       5.7735       5.6349
      35       5.5501       5.5081
      36       5.8638       6.5147
      37       5.8088       6.5885
      38       6.0227       6.4461
      39       6.2684       9.1534
      40       5.4816       5.8493
      41       5.4286       4.7991
      42       5.7514       4.8770
      43       6.1074       5.9793
      44       5.8637       7.1934
      45       5.5964       6.1832
      46       5.9617       6.4459
      47       5.8355       6.0678
      48       6.3185       7.6113
      49       6.6266       9.1839
      50       5.6280       4.7660
      51       6.0298       7.1684
      52       5.9253       7.6885
      53       6.1582       3.7228
      54       5.8808       7.8513
      55       5.8667       6.6706
      56       5.4892       5.7738
      57       6.5877       6.7909
      58       6.4984       5.7910
      59       7.5298      10.3525
      60       5.6965       7.1003
      61       5.7591       6.2149
      62       5.7902       4.7404
      63       5.6737       4.8219
      64       6.0630       6.8043
      65       5.5508       4.7175
      66       5.4213       5.5239
      67       6.0189       6.4233
      68       6.3459       7.0882
      69       6.3051       7.6767
      70       6.3858       7.2097
      71       5.7673       5.6842
      72       6.7165       6.9093
      73       5.8374       4.9322
      74       5.8343       7.4051
      75       6.2040       6.3020
      76       5.7659       6.8788
      77       5.8062       7.2287
      78       5.4522       5.6775
      79       5.9509       4.8064
      80       5.5605       6.5017
      81       8.8110       8.7505
      82       5.8291       5.1880
      83       5.7961       6.7900
      84       6.5743       6.6511
      85       6.3328       8.3478
      86       5.8941       6.4319
      87       5.7518       5.9361
      88       5.5981       6.1772
      89       6.0198       7.4762
      90       6.0426       5.8116
      91       6.1481       7.5788
      92       6.5287      12.1404
      93       5.8111       6.4384
      94       5.5815       5.3848
      95       6.2758       7.2725
      96       5.5357       6.5527
      97       6.6929       8.4222
      98       5.6771       7.3961
      99       5.6093       5.7321
     100       6.0520       5.4812
     101       6.3695       6.6277
     102       6.0817       8.0779
     103       6.0965       6.8218
     104       5.6579       6.3244
     105       5.3390       5.1740
     106       5.9616       7.3282
     107       5.8090       7.5651
     108       6.1847       6.2455
     109       5.6024       6.4216
     110       5.7315       6.3181
     111       5.8961       7.2749
     112       5.8116       6.1771
     113       5.6627       7.2525
     114       5.8909       6.1896
     115       6.1157       6.7525
     116       5.6595       6.7523
     117       5.2413       4.5718
     118       5.6615       5.4947
     119       6.5806       7.1659
     120       6.1635       8.1249
     121       6.7787       9.1134
     122       6.3572       8.9564
     123       5.7518       5.0605
     124       6.0297       6.3234
     125       5.6021       5.0192
     126       5.8129       7.8250
     127       6.4209       8.3602
     128       5.5077       6.4267
     129       5.8357       5.7563
     130       5.8701      11.3268
     131       5.8284       7.0853
     132       6.4098       5.4007
     133       6.5107       7.7926
     134       6.4646       6.2107
     135       6.2012       7.7376
     136       6.3203       6.8744
     137       5.5109       6.3199
     138       5.6744       6.5303
     139       6.7480       9.5216
     140       5.6992       5.4057
     141       5.5636       5.1721
     142       6.2335       8.2665
     143       6.1181       5.9603
     144       6.4190       6.8048
     145       5.2344       5.2574
     146       5.5100       5.1958
     147       5.5928       5.7932
     148       5.4926       5.6117
     149       5.1241       5.0120
     150       5.5792       5.4897
     151       6.1563       5.9027
     152       5.8430       6.0864
     153       6.4298       8.4541
     154       6.0220       6.6854
     155       6.0776       8.0155
     156       6.0384       7.6213
     157       5.4685       6.1125
     158       5.8180       4.6612
     159       5.7969       7.0867
     160       5.3369       5.3882
     161       5.7556       6.2195
     162       6.0960       8.2929
     163       5.5644       5.8412
     164       7.1196       7.3287
     165       5.9930       4.6540
     166       5.6181       5.1389
     167       5.7234       4.6172
     168       6.5709       7.6354
     169       5.2531       5.5615
     170       5.4488       4.9656
     171       6.3372       8.9013
     172       6.2375       7.3094
     173       5.7581       7.2065
