#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008
     191    7074.4817     637.4019     412.1348    1698.6044     503.1835     493.4538    2405.7853     923.9182
     192    7204.4340     562.3686     497.7156    2049.5481     598.9592     472.2569    2095.5036     928.0820
     193    7213.2055     752.4138     471.4191    1878.2641     448.2908     397.9303    2528.7065     736.1809
     194    8008.1492     669.2497     423.2093    1580.1535     424.5818     343.2564    3738.6427     829.0559
     195    7373.5627     369.9083     315.5255    1555.1627     484.2907     446.3448    3406.6746     795.6562
     196    8190.0688     771.5139     546.0631    1744.9417     538.1406     500.7632    3220.2769     868.3694
     197    6456.8103     456.8505     428.1899    1243.6258     504.1461     399.2817    2754.3026     670.4137
     198    5088.0281     317.5041     258.1383    1161.6994     361.0154     340.8995    2100.3845     548.3869
     199    8507.3139     461.6336     544.5717    1981.0400     601.0970     623.3757    3394.5257     901.0702
     200    6662.8557     500.9168     473.6889    1595.7818     395.6291     362.1966    2412.0268     922.6157
     201    6397.2748     443.6369     344.6509    1546.8334     409.3441     403.7781    2511.8284     737.2030
     202    6741.8574     373.4504     294.2610    1181.0764     497.1600     380.9360    3297.6088     717.3647
     203    5367.5236     336.4378     296.0436    1458.2088     370.3109     329.7216    1891.2222     685.5787
     204    5516.7676     680.4945     353.1311     829.7446     334.3902     392.0587    2389.5018     537.4467
     205    7815.0222     524.0681     555.9747    1224.6144     418.0211     340.7482    3880.4445     871.1512
     206    7990.4007     405.2215     337.3220    1930.0881     396.8239     458.6383    3626.5238     835.7830
     207    7568.3847     537.1918     538.9064    1325.6933     478.5678     425.4881    3288.9124     973.6248
     208    6001.1085     572.0192     421.9375    1113.5559     480.0629     415.4644    2222.4947     775.5738
     209    7133.4211     373.4562     473.8305    1505.9871     467.5868     359.1704    3015.8963     937.4938
     210    5484.8444     333.2758     270.7821     962.0954     366.1543     369.9797    2526.9154     655.6416
     211    7130.1352     378.0885     282.3748    1236.3147     585.0616     449.1224    3367.6869     831.4863
     212    6961.7336     319.0806     240.6880    1334.1588     463.3968     416.2222    3405.4507     782.7365
     213    7792.2191     545.5285     511.3674    1172.7698     548.9420     378.3698    3839.8686     795.3728
     214    6378.3630     420.9468     528.1406    1267.5828     489.1915     437.3453    2653.1469     582.0090
     215    6434.1866     392.3794     502.5991    1381.6475     505.5302     315.8416    2529.8453     806.3435
     216    7776.9307     627.5848     574.0480    1513.6978     497.7115     450.5549    3161.5558     951.7779
     217    8037.5170     679.2828     456.8195    1578.3680     527.6184     408.8761    3339.3296    1047.2225
     218    7097.2182     641.6584     467.1495    1734.1726     535.5023     462.2788    2369.4240     887.0327
     219    6667.1002     482.0435     307.6358    1066.4666     410.0892     334.4944    3273.1871     793.1836
     220    6309.3834     678.7999     497.3130    1106.3457     283.2129     283.4119    2742.0018     718.2982
     221    6384.8266     412.2341     373.6462    1297.5395     433.3645     346.7087    2543.5330     977.8005
     222    4952.2351     359.5030     268.1107     804.3312     271.1471     232.0545    2314.5919     702.4967
     223    6763.1966     752.6135     553.7302    1562.9878     369.0535     393.6553    2216.8104     914.3458
     224    4690.9094     372.7466     298.1525    1030.6737     327.0334     309.6109    1882.4427     470.2497
     225    6311.8687     382.0278     354.7355    1184.9951     286.3816     254.4083    3071.4181     777.9022
     226    6740.2557     587.6251     619.0224    1626.8564     534.1225     429.0251    2064.3291     879.2752
     227    6345.5276     526.7093     310.3677    1083.0212     433.0531     320.7508    2942.0457     729.5797
     228    6002.4073     350.7598     273.2333    1327.1320     441.6382     314.9005    2631.9248     662.8187
     229    8436.5649     506.1429     536.1650    1331.2136     389.0408     356.2057    4393.3232     924.4736
     230    7139.5463     484.1097     535.5160    1110.7277     430.9386     397.0388    3179.6331    1001.5825
     231    4342.5844     332.0401     283.0645     957.1394     270.5322     272.3649    1735.3481     492.0951
     232    8051.7682     389.9633     411.6287    1718.5193     596.5150     640.0089    3446.4479     848.6852
     233    7390.6291     812.7198     458.7371    1676.3573     434.6039     490.2633    2919.0236     598.9240
     234    7185.5426     466.4311     269.1008    1255.8605     442.3765     424.7497    3494.9432     832.0808
     235    7990.8033     650.6351     745.5926    1426.5595     451.5596     506.7136    3369.4672     840.2758
     236    7969.2780     558.1942     413.6240    1799.5469     539.2932     373.4610    3463.5965     821.5621
     237    8316.8547     828.8315     431.8127    1398.4186     621.0487     500.4695    3873.4853     662.7884
     238    8305.6603     709.4947     598.9422    1643.0717     505.5400     380.6446    3795.2263     672.7408
     239    6158.8077     370.3309     346.6762    1177.2194     440.6648     413.9592    2675.6482     734.3089
     240    7897.1532     614.4374     530.1089    1811.1801     382.8096     331.8698    3111.1779    1115.5694
     241    5597.9208     387.5869     282.4246    1324.1544     310.6732     328.5476    2332.4138     632.1202
     242    6169.3024     407.6928     363.5783    1675.6729     496.9443     407.7367    1980.8100     836.8674
     243    7439.1227     438.8736     345.6892    1449.1508     448.0808     378.4984    3576.1165     802.7135
     244    5983.7629     490.8843     334.3296    1442.9955     438.8659     387.5149    2336.1807     552.9920
     245    7997.1673     645.1789     538.6747    2053.5471     484.3397     426.9951    2926.6662     921.7658
     246    6391.1549     493.3074     539.8401    1373.8325     336.8848     268.6312    2643.6143     735.0447
     247    6084.4560     532.3800     321.2869    1187.5740     360.0033     356.0063    2602.2004     725.0051
     248    7850.4555     834.9683     432.0431    1955.1901     550.7173     509.8319    2659.3030     908.4017
     249    5178.8500     331.2177     266.1967     984.9136     335.5965     294.0339    2429.0211     537.8705
